,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
0,1,1,Matt Kuchar,97,-.161
1,2,2,Paul Casey,64,-.160
2,3,3,Steve Stricker,73,-.154
3,4,4,Retief Goosen,75,-.137
4,5,5,Phil Mickelson,76,-.130
5,6,6,Kevin Na,94,-.129
6,7,7,Charley Hoffman,85,-.128
7,8,8,Jim Furyk,76,-.126
8,T9,T9,Zach Johnson,93,-.125
9,T9,T9,Bo Van Pelt,104,-.125
10,11,11,Aron Price,70,-.124
11,12,12,Dustin Johnson,83,-.121
12,13,13,Chris Riley,73,-.120
13,T14,T14,Ernie Els,72,-.119
14,T14,T14,Steve Marino,81,-.119
15,16,16,Luke Donald,71,-.118
16,T17,T17,Freddie Jacobson,83,-.117
17,T17,T17,Paul Stankowski,62,-.117
18,19,19,Pat Perez,90,-.116
19,T20,T20,Robert Allenby,76,-.113
20,T20,T20,Geoff Ogilvy,62,-.113
21,T22,T22,Scott Piercy,88,-.112
22,T22,T22,Ian Poulter,55,-.112
23,T24,T24,Charles Howell III,103,-.111
24,T24,T24,John Senden,103,-.111
25,T26,T26,Brendon de Jonge,114,-.110
26,T26,T26,Jeff Overton,89,-.110
27,T28,T28,Lucas Glover,75,-.108
28,T28,T28,David Toms,86,-.108
29,T30,T30,Ryan Moore,80,-.107
30,T30,T30,Nick Watney,91,-.107
31,32,32,Rickie Fowler,98,-.106
32,33,33,Ricky Barnes,103,-.104
33,34,34,Stephen Ames,75,-.103
34,T35,T35,Shaun Micheel,70,-.102
35,T35,T35,Dean Wilson,54,-.102
36,T37,T37,Greg Chalmers,93,-.101
37,T37,T37,Stewart Cink,84,-.101
38,T37,T37,Bill Haas,87,-.101
39,T37,T37,Kenny Perry,69,-.101
40,41,41,Joe Durant,67,-.100
41,T42,T42,Spencer Levin,110,-.099
42,T42,T42,John Rollins,81,-.099
43,T44,T44,Chad Campbell,94,-.098
44,T44,T44,Ryan Palmer,84,-.098
45,T46,T46,K.J. Choi,82,-.097
46,T46,T46,Ben Crane,85,-.097
47,T46,T46,Tom Gillis,97,-.097
48,T46,T46,Matt Jones,89,-.097
49,T46,T46,Hunter Mahan,85,-.097
50,51,51,Jason Day,82,-.096
51,T52,T52,Chris Couch,66,-.095
52,T52,T52,J.B. Holmes,100,-.095
53,T52,T52,Charles Warren,64,-.095
54,T55,T55,David Duval,71,-.093
55,T55,T55,Charlie Wi,95,-.093
56,T57,T57,Jason Bohn,84,-.092
57,T57,T57,Tim Clark,88,-.092
58,T57,T57,Padraig Harrington,57,-.092
59,T57,T57,Marc Leishman,87,-.092
60,T61,T61,Chad Collins,87,-.091
61,T61,T61,Mike Weir,59,-.091
62,63,63,Michael Letzig,84,-.090
63,T64,T64,Brandt Snedeker,89,-.089
64,T64,T64,Vaughn Taylor,87,-.089
65,T66,T66,Jonathan Byrd,85,-.088
66,T66,T66,Steve Elkington,74,-.088
67,T66,T66,Mathias Grönberg,61,-.088
68,T66,T66,Ryuji Imada,90,-.088
69,T66,T66,Carl Pettersson,99,-.088
70,T66,T66,Andres Romero,73,-.088
71,T66,T66,Adam Scott,70,-.088
72,T66,T66,Boo Weekley,88,-.088
73,74,74,Heath Slocum,97,-.087
74,T75,T75,Michael Connell,89,-.086
75,T75,T75,Webb Simpson,98,-.086
76,T75,T75,Josh Teater,101,-.086
77,T78,T78,John Merrick,109,-.085
78,T78,T78,Justin Rose,78,-.085
79,T78,T78,Michael Sim,64,-.085
80,T78,T78,D.J. Trahan,92,-.085
81,T82,T82,James Driscoll,78,-.084
82,T82,T82,Vijay Singh,75,-.084
83,T84,T84,Graham DeLaet,88,-.083
84,T84,T84,Brett Quigley,96,-.083
85,T84,T84,Kevin Sutherland,86,-.083
86,T84,T84,Mark Wilson,87,-.083
87,T88,T88,Woody Austin,93,-.081
88,T88,T88,Brian Gay,101,-.081
89,T88,T88,Jerry Kelly,99,-.081
90,T88,T88,Alex Prugh,88,-.081
91,T88,T88,Y.E. Yang,72,-.081
92,T93,T93,Matt Bettencourt,91,-.080
93,T93,T93,Michael Bradley,77,-.080
94,T93,T93,Will MacKenzie,72,-.080
95,T96,T96,J.J. Henry,92,-.079
96,T96,T96,Tim Herron,79,-.079
97,T96,T96,Camilo Villegas,78,-.079
