,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Kevin Sutherland,86,88.66,352,397,-0.41
1,2,2,Robert Allenby,76,87.42,271,310,-0.46
2,3,3,Trevor Immelman,55,87.08,155,178,-0.36
3,4,4,Brendon de Jonge,114,86.9,431,496,-0.45
4,T5,T5,Jason Bohn,84,86.76,308,355,-0.45
5,T5,T5,Tim Petrovic,105,86.76,380,438,-0.39
6,7,7,Freddie Jacobson,83,86.68,332,383,-0.4
7,8,8,John Merrick,109,86.67,416,480,-0.4
8,9,9,Spencer Levin,110,86.63,434,501,-0.41
9,10,10,Greg Owen,69,86.53,302,349,-0.34
10,11,11,Tim Clark,88,86.39,273,316,-0.42
11,12,12,Ben Curtis,78,86.38,260,301,-0.4
12,13,13,Chad Campbell,94,86.32,347,402,-0.37
13,14,14,Bill Haas,87,86.09,359,417,-0.45
14,15,15,Adam Scott,70,86.0,258,300,-0.43
15,16,16,Paul Goydos,78,85.99,270,314,-0.42
16,17,17,Nathan Green,86,85.98,319,371,-0.41
17,T18,T18,Ricky Barnes,103,85.92,360,419,-0.43
18,T18,T18,Camilo Villegas,78,85.92,238,277,-0.48
19,T20,T20,Jason Day,82,85.71,312,364,-0.41
20,T20,T20,Joe Durant,67,85.71,270,315,-0.37
21,22,22,Bob Estes,79,85.63,292,341,-0.42
22,23,23,Chris Stroud,90,85.58,356,416,-0.41
23,24,24,Charles Howell III,103,85.57,427,499,-0.43
24,25,25,Michael Bradley,77,85.47,300,351,-0.36
25,26,26,Geoff Ogilvy,62,85.45,229,268,-0.43
26,27,27,Brenden Pappas,66,85.37,251,294,-0.37
27,28,28,Aron Price,70,85.34,262,307,-0.44
28,29,29,Matt Kuchar,97,85.24,358,420,-0.47
29,T30,T30,James Driscoll,78,85.09,348,409,-0.43
30,T30,T30,Lucas Glover,75,85.09,274,322,-0.44
31,32,32,Jonathan Byrd,85,85.05,387,455,-0.43
32,33,33,Justin Leonard,89,85.03,267,314,-0.48
33,34,34,Tom Pernice Jr.,74,85.0,221,260,-0.42
34,35,35,Padraig Harrington,57,84.98,181,213,-0.51
35,36,36,Chad Collins,87,84.97,260,306,-0.47
36,37,37,Garrett Willis,82,84.93,293,345,-0.42
37,38,38,J.J. Henry,92,84.79,340,401,-0.45
38,39,39,Zach Johnson,93,84.76,306,361,-0.46
39,40,40,John Senden,103,84.52,404,478,-0.39
40,41,41,Omar Uresti,74,84.49,256,303,-0.31
41,42,42,Roger Tambellini,77,84.48,283,335,-0.34
42,43,43,Boo Weekley,88,84.45,353,418,-0.34
43,44,44,Chris Riley,73,84.39,254,301,-0.45
44,T45,T45,Brian Gay,101,84.38,308,365,-0.43
45,T45,T45,John Rollins,81,84.38,389,461,-0.43
46,T45,T45,Mark Wilson,87,84.38,362,429,-0.4
47,48,48,Rory Sabbatini,79,84.36,329,390,-0.49
48,49,49,Briny Baird,87,84.34,307,364,-0.4
49,50,50,Stewart Cink,84,84.33,296,351,-0.47
50,51,51,Lee Janzen,77,84.31,274,325,-0.42
51,T52,T52,Will MacKenzie,72,84.29,322,382,-0.41
52,T52,T52,John Mallinger,78,84.29,279,331,-0.43
53,54,54,David Duval,71,84.23,235,279,-0.43
54,55,55,Aaron Baddeley,94,84.16,441,524,-0.49
55,56,56,K.J. Choi,82,84.11,254,302,-0.42
56,57,57,Mathew Goggin,85,84.02,326,388,-0.43
57,58,58,Jim Furyk,76,84.0,231,275,-0.46
58,59,59,Sergio Garcia,58,83.96,178,212,-0.45
59,60,60,Jarrod Lyle,54,83.91,219,261,-0.39
60,61,61,Charlie Wi,95,83.86,348,415,-0.44
61,62,62,Jerry Kelly,99,83.84,332,396,-0.45
62,63,63,Brett Quigley,96,83.83,363,433,-0.45
