,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,John Daly,63,66.1,78,118,-0.18
1,2,2,Paul Stankowski,62,65.41,104,159,-0.18
2,3,3,Rory McIlroy,54,64.91,74,114,-0.15
3,4,4,Paul Casey,64,64.58,93,144,-0.24
4,5,5,Cameron Percy,73,64.37,112,174,E
5,6,6,Heath Slocum,97,64.07,148,231,-0.09
6,7,7,Mathias Grönberg,61,63.95,94,147,-0.15
7,8,8,Vijay Singh,75,63.74,109,171,-0.17
8,9,9,Aron Price,70,63.59,131,206,-0.11
9,10,10,John Mallinger,78,63.52,148,233,-0.14
10,11,11,Davis Love III,79,63.28,112,177,-0.07
11,12,12,Jim Furyk,76,63.18,139,220,-0.13
12,13,13,Charles Warren,64,62.84,93,148,-0.15
13,14,14,Graham DeLaet,88,62.76,123,196,-0.10
14,15,15,Martin Laird,91,62.66,146,233,-0.12
15,16,16,Jerry Kelly,99,62.45,163,261,-0.13
16,17,17,Kevin Sutherland,86,62.35,154,247,-0.08
17,18,18,Nick Watney,91,62.22,112,180,-0.22
18,19,19,Briny Baird,87,62.11,177,285,-0.14
19,20,20,John Senden,103,61.92,174,281,-0.13
20,21,21,Michael Bradley,77,61.7,145,235,-0.12
21,22,22,Stephen Ames,75,61.63,151,245,-0.17
22,23,23,Henrik Bjornstad,72,61.58,125,203,-0.06
23,24,24,Troy Matteson,84,61.57,141,229,-0.06
24,25,25,George McNeill,79,61.26,136,222,-0.16
25,26,26,Jason Bohn,84,61.18,156,255,-0.12
26,27,27,Joe Durant,67,61.08,113,185,-0.16
27,28,28,Bo Van Pelt,104,60.98,161,264,-0.13
28,29,29,Bill Haas,87,60.89,151,248,-0.13
29,30,30,Rickie Fowler,98,60.87,154,253,-0.14
30,31,31,Rocco Mediate,71,60.85,129,212,-0.07
31,32,32,Kris Blanks,91,60.78,141,232,-0.12
32,33,33,Woody Austin,93,60.59,163,269,-0.15
33,34,34,Charlie Wi,95,60.54,181,299,-0.09
34,35,35,Garrett Willis,82,60.5,144,238,-0.18
35,36,36,Dean Wilson,54,60.25,97,161,-0.10
36,37,37,Jeff Maggert,76,59.9,121,202,-0.12
37,38,38,Garth Mulroy,53,59.86,88,147,-0.08
38,39,39,Robert Allenby,76,59.79,116,194,-0.09
39,40,40,Ángel Cabrera,64,59.72,86,144,-0.07
40,41,41,Marc Leishman,87,59.63,130,218,-0.12
41,42,42,Boo Weekley,88,59.55,131,220,-0.14
42,T43,T43,Tom Gillis,97,59.46,176,296,-0.13
43,T43,T43,D.A. Points,90,59.46,176,296,-0.14
44,T45,T45,Brendon de Jonge,114,59.41,180,303,-0.14
45,T45,T45,John Merrick,109,59.41,180,303,-0.14
46,47,47,Kevin Streelman,90,59.39,155,261,-0.11
47,48,48,Brett Wetterich,54,59.12,81,137,-0.19
48,T49,T49,Bob Estes,79,59.11,146,247,-0.10
49,T49,T49,Johnson Wagner,85,59.11,146,247,-0.11
50,T51,T51,Billy Mayfair,78,59.07,140,237,-0.09
51,T51,T51,Alex Prugh,88,59.07,127,215,-0.09
52,53,53,Ben Curtis,78,59.01,131,222,-0.09
53,54,54,Chad Campbell,94,58.95,168,285,-0.14
54,55,55,Retief Goosen,75,58.94,89,151,-0.18
55,56,56,Will MacKenzie,72,58.91,119,202,-0.08
56,57,57,Cameron Tringale,55,58.87,73,124,-0.04
57,58,58,Jay Williamson,76,58.85,123,209,-0.13
58,T59,T59,Robert Garrigus,71,58.82,80,136,-0.11
59,T59,T59,David Toms,86,58.82,130,221,-0.17
60,61,61,Mark Calcavecchia,50,58.77,67,114,E
61,62,62,Jimmy Walker,82,58.72,138,235,-0.13
62,63,63,Brett Quigley,96,58.59,174,297,-0.09
63,64,64,K.J. Choi,82,58.48,131,224,-0.16
64,T65,T65,Bill Lunde,79,58.45,128,219,-0.06
65,T65,T65,Tom Pernice Jr.,74,58.45,128,219,-0.07
66,67,67,Chris Stroud,90,58.44,135,231,-0.08
67,68,68,Ben Crane,85,58.37,136,233,-0.11
68,69,69,Luke Donald,71,58.33,126,216,-0.19
69,70,70,Richard Johnson,90,58.15,157,270,-0.15
70,71,71,Jonathan Byrd,85,58.13,143,246,-0.10
71,72,72,Kevin Stadler,86,58.1,122,210,-0.07
72,73,73,Chris Couch,66,58.05,101,174,-0.16
73,74,74,Rory Sabbatini,79,57.97,120,207,-0.13
74,75,75,Bubba Watson,77,57.84,107,185,-0.11
75,76,76,Brent Delahoussaye,57,57.76,93,161,-0.11
76,77,77,Charles Howell III,103,57.72,157,272,-0.18
77,78,78,Jason Day,82,57.71,131,227,-0.08
78,79,79,Matt Kuchar,97,57.68,139,241,-0.22
79,80,80,Mark Wilson,87,57.54,145,252,-0.13
80,81,81,Nicholas Thompson,88,57.53,149,259,-0.12
81,82,82,Andres Romero,73,57.52,130,226,-0.15
82,T83,T83,Chad Collins,87,57.49,165,287,-0.18
83,T83,T83,J.J. Henry,92,57.49,142,247,-0.10
84,85,85,Craig Bowden,56,57.46,104,181,-0.06
85,86,86,Pat Perez,90,57.42,147,256,-0.14
86,87,87,Charley Hoffman,85,57.4,128,223,-0.15
87,T88,T88,Jeff Quinney,91,57.32,184,321,-0.15
88,T88,T88,Adam Scott,70,57.32,94,164,-0.17
89,90,90,Sean O'Hair,84,57.28,122,213,-0.11
90,91,91,Brian Davis,101,57.23,178,311,-0.12
91,92,92,Scott Piercy,88,57.21,127,222,-0.08
92,93,93,Alex Cejka,81,57.2,147,257,-0.07
93,94,94,Michael Connell,89,57.09,141,247,-0.15
94,95,95,Jeff Gove,57,57.03,73,128,-0.05
95,T96,T96,Ernie Els,72,57.0,114,200,-0.08
96,T96,T96,Steve Stricker,73,57.0,114,200,-0.21
97,98,98,Camilo Villegas,78,56.68,106,187,-0.08
98,99,99,D.J. Trahan,92,56.6,133,235,-0.14
99,100,100,Michael Letzig,84,56.54,134,237,-0.14
100,101,101,Nathan Green,86,56.52,169,299,-0.14
101,102,102,John Rollins,81,56.46,118,209,-0.08
102,103,103,Bryce Molder,84,56.44,149,264,-0.15
103,104,104,Roger Tambellini,77,56.31,116,206,-0.10
104,T105,T105,Sergio Garcia,58,56.3,67,119,-0.15
105,T105,T105,Matt Jones,89,56.3,152,270,-0.22
106,107,107,Stewart Cink,84,56.28,112,199,-0.18
107,108,108,Blake Adams,84,56.22,140,249,-0.14
108,109,109,Hunter Mahan,85,56.19,109,194,-0.21
109,110,110,Scott McCarron,90,56.18,150,267,-0.13
110,111,111,Spencer Levin,110,56.1,193,344,-0.14
111,112,112,Kenny Perry,69,56.07,97,173,-0.05
112,113,113,Scott Verplank,74,55.91,104,186,-0.14
113,114,114,Tim Petrovic,105,55.89,185,331,-0.12
114,115,115,Jason Dufner,87,55.83,134,240,-0.08
115,116,116,Geoff Ogilvy,62,55.7,83,149,-0.16
116,117,117,Justin Rose,78,55.65,138,248,-0.17
117,118,118,Omar Uresti,74,55.61,124,223,-0.07
118,119,119,Greg Owen,69,55.56,105,189,-0.05
119,120,120,Freddie Jacobson,83,55.47,147,265,-0.16
120,121,121,Vaughn Taylor,87,55.42,133,240,-0.11
121,122,122,Jerod Turner,54,55.41,87,157,-0.11
122,123,123,Y.E. Yang,72,55.38,103,186,-0.17
123,124,124,Steve Elkington,74,55.24,116,210,-0.14
124,125,125,Andrew McLardy,52,55.07,76,138,-0.09
125,126,126,Cameron Beckman,68,55.0,110,200,-0.11
126,127,127,Ricky Barnes,103,54.87,152,277,-0.14
127,128,128,Tim Clark,88,54.8,137,250,-0.18
128,129,129,Chris DiMarco,88,54.78,149,272,-0.13
129,130,130,Kevin Na,94,54.61,148,271,-0.11
130,131,131,Martin Flores,75,54.43,86,158,-0.17
131,132,132,Jeff Overton,89,54.38,118,217,-0.21
132,133,133,Rich Barcelo,70,54.23,109,201,-0.20
133,134,134,Steve Wheatcroft,74,54.08,106,196,-0.07
134,135,135,Justin Bolli,55,54.05,80,148,E
135,136,136,Greg Chalmers,93,54.03,181,335,-0.19
136,137,137,Steve Marino,81,53.97,102,189,-0.17
137,138,138,J.B. Holmes,100,53.94,130,241,-0.07
138,139,139,Shaun Micheel,70,53.93,96,178,-0.18
139,140,140,Troy Merritt,86,53.91,124,230,-0.11
140,141,141,Webb Simpson,98,53.9,152,282,-0.05
141,142,142,Jarrod Lyle,54,53.85,70,130,E
142,143,143,Aaron Baddeley,94,53.78,128,238,-0.18
143,144,144,Ted Purdy,86,53.65,125,233,-0.04
144,145,145,Ryan Moore,80,53.55,98,183,-0.12
145,146,146,Josh Teater,101,53.52,152,284,-0.11
146,147,147,Brenden Pappas,66,53.37,95,178,-0.09
147,148,148,Chris Riley,73,53.36,119,223,-0.15
148,149,149,James Driscoll,78,53.3,113,212,-0.04
149,150,150,James Nitties,92,53.26,147,276,-0.14
150,151,151,Paul Goydos,78,53.25,131,246,-0.11
151,152,152,Dustin Johnson,83,53.13,85,160,-0.08
152,153,153,Zach Johnson,93,52.88,147,278,-0.15
153,154,154,Vance Veazey,58,52.63,90,171,-0.13
154,155,155,Michael Sim,64,52.46,96,183,-0.22
155,156,156,Lucas Glover,75,52.36,100,191,-0.16
156,157,157,Lee Janzen,77,52.23,117,224,-0.12
157,158,158,Cliff Kresge,50,52.21,71,136,-0.04
158,159,159,Mathew Goggin,85,51.98,118,227,-0.14
159,T160,T160,David Duval,71,51.79,87,168,-0.17
160,T160,T160,Ian Poulter,55,51.79,58,112,-0.12
161,162,162,J.P. Hayes,79,51.61,112,217,-0.19
162,163,163,Kevin Johnson,62,51.48,87,169,-0.14
163,164,164,Jeev Milkha Singh,59,51.46,88,171,-0.17
164,165,165,Stuart Appleby,101,51.4,147,286,-0.10
165,166,166,Steve Lowery,67,51.09,94,184,-0.21
166,167,167,Joe Ogilvie,99,51.05,146,286,-0.04
167,168,168,Phil Mickelson,76,50.93,82,161,-0.07
168,169,169,Brian Gay,101,50.83,154,303,-0.18
169,170,170,Roland Thatcher,72,50.69,110,217,-0.05
170,171,171,Rod Pampling,77,50.68,111,219,-0.15
171,172,172,Chris Tidland,77,50.45,112,222,-0.13
172,173,173,Brandt Snedeker,89,50.36,140,278,-0.19
173,174,174,Trevor Immelman,55,50.32,78,155,-0.15
174,175,175,Justin Leonard,89,50.21,119,237,-0.16
175,176,176,Carl Pettersson,99,50.18,142,283,-0.15
176,177,177,Ryuji Imada,90,49.83,147,295,-0.15
177,178,178,Ryan Palmer,84,49.77,110,221,-0.23
178,179,179,David Lutterus,69,49.43,87,176,-0.06
179,180,180,Tim Herron,79,48.89,110,225,-0.11
180,181,181,Mike Weir,59,48.61,70,144,-0.04
181,182,182,Brian Stuard,81,48.44,109,225,-0.19
