,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Lee Janzen,77,"62' 2""",124.333,2,E
1,2,2,Kevin Streelman,90,"64' 3""",1091.667,17,-9
2,3,3,Mark Calcavecchia,50,"69' 9""",278.91700000000003,4,E
3,4,4,Daniel Chopra,74,"71' 3""",855.25,12,-7
4,5,5,Ian Poulter,55,"71' 8""",358.25,5,-1
5,6,6,Kenny Perry,69,"71' 10""",503.083,7,-3
6,7,7,Robert Garrigus,71,"72' 4""",289.33299999999997,4,-3
7,8,8,Brett Wetterich,54,"72' 8""",726.4169999999999,10,-2
8,9,9,David Duval,71,"73' 4""",1026.083,14,-5
9,10,10,Steve Flesch,78,"73' 10""",1329.0,18,-11
10,11,11,Martin Laird,91,"74' 0""",1406.25,19,-13
11,12,12,Chris Tidland,77,"74' 2""",1260.25,17,-10
12,13,13,Mathew Goggin,85,"75' 1""",1576.5829999999999,21,-7
13,T14,T14,Troy Matteson,84,"75' 4""",979.0830000000001,13,-5
14,T14,T14,Andrew McLardy,52,"75' 4""",753.5830000000001,10,-6
15,16,16,Ted Purdy,86,"75' 9""",1591.25,21,-9
16,17,17,Marc Leishman,87,"76' 8""",920.3330000000001,12,-7
17,T18,T18,Tim Herron,79,"77' 4""",928.4169999999999,12,-8
18,T18,T18,Charles Warren,64,"77' 4""",927.8330000000001,12,-6
19,20,20,Phil Mickelson,76,"77' 5""",774.25,10,-4
20,21,21,Charley Hoffman,85,"77' 7""",1861.5829999999999,24,-11
21,22,22,Jerod Turner,54,"77' 11""",233.833,3,-1
22,T23,T23,Cliff Kresge,50,"78' 6""",941.9169999999999,12,-6
23,T23,T23,Troy Merritt,86,"78' 6""",1490.9170000000001,19,-8
24,25,25,Kris Blanks,91,"78' 11""",1894.4170000000001,24,-7
25,26,26,Jimmy Walker,82,"79' 4""",1031.833,13,-2
26,T27,T27,Graham DeLaet,88,"79' 8""",1512.9170000000001,19,-7
27,T27,T27,Jay Williamson,76,"79' 8""",477.833,6,-3
28,29,29,Joe Ogilvie,99,"79' 9""",1594.4170000000001,20,-12
29,30,30,John Daly,63,"80' 0""",1119.833,14,-8
30,31,31,Jeev Milkha Singh,59,"81' 5""",1139.417,14,-5
31,32,32,Brent Delahoussaye,57,"81' 8""",571.6669999999999,7,-2
32,33,33,Ángel Cabrera,64,"81' 10""",818.0830000000001,10,-4
33,34,34,Tim Clark,88,"82' 0""",82.0,1,E
34,35,35,Sergio Garcia,58,"82' 3""",986.6669999999999,12,-6
35,36,36,Brad Faxon,58,"82' 7""",412.833,5,+2
36,37,37,Jason Bohn,84,"82' 10""",993.9169999999999,12,-8
37,T38,T38,James Driscoll,78,"83' 2""",1829.8329999999999,22,-10
38,T38,T38,Jason Dufner,87,"83' 2""",1164.333,14,-8
39,40,40,J.B. Holmes,100,"83' 6""",918.0830000000001,11,-7
40,T41,T41,Chris Riley,73,"83' 10""",670.5830000000001,8,-6
41,T41,T41,Justin Rose,78,"83' 10""",1258.0,15,-3
42,43,43,Shaun Micheel,70,"84' 5""",759.5,9,-2
43,44,44,Brett Quigley,96,"84' 6""",1689.5829999999999,20,-13
44,T45,T45,Jarrod Lyle,54,"84' 7""",930.6669999999999,11,-5
45,T45,T45,Cameron Tringale,55,"84' 7""",1268.333,15,-3
46,47,47,Josh Teater,101,"84' 8""",1524.25,18,-7
47,T48,T48,Stephen Ames,75,"84' 10""",848.3330000000001,10,-6
48,T48,T48,Scott McCarron,90,"84' 10""",2036.1670000000001,24,-9
49,50,50,Boo Weekley,88,"85' 0""",595.0,7,-5
50,T51,T51,Briny Baird,87,"85' 11""",773.25,9,-3
51,T51,T51,Henrik Bjornstad,72,"85' 11""",1460.0829999999999,17,-5
52,T51,T51,Joe Durant,67,"85' 11""",1117.333,13,-5
53,T54,T54,Paul Casey,64,"86' 7""",519.5830000000001,6,E
54,T54,T54,Ryuji Imada,90,"86' 7""",605.8330000000001,7,-3
55,56,56,Luke Donald,71,"87' 1""",261.16700000000003,3,-3
56,T57,T57,J.J. Henry,92,"87' 4""",1222.917,14,-4
57,T57,T57,Bo Van Pelt,104,"87' 4""",1572.6670000000001,18,-4
58,T59,T59,Geoff Ogilvy,62,"87' 5""",437.083,5,-2
59,T59,T59,Vance Veazey,58,"87' 5""",874.1669999999999,10,-3
60,61,61,Martin Flores,75,"87' 6""",1050.0,12,-2
61,62,62,George McNeill,79,"87' 7""",788.5,9,-3
62,63,63,Brenden Pappas,66,"87' 9""",789.8330000000001,9,-1
63,T64,T64,Michael Connell,89,"87' 10""",1054.0,12,-5
64,T64,T64,Nathan Green,86,"87' 10""",1493.6670000000001,17,-11
65,T64,T64,Nicholas Thompson,88,"87' 10""",2723.333,31,-7
66,67,67,John Senden,103,"87' 11""",2286.333,26,-13
67,68,68,Tom Gillis,97,"88' 1""",2025.9170000000001,23,-15
68,69,69,Carl Pettersson,99,"88' 2""",969.9169999999999,11,-5
69,70,70,Brandt Snedeker,89,"88' 7""",1151.5,13,-6
70,T71,T71,Jeff Gove,57,"88' 9""",709.8330000000001,8,E
71,T71,T71,Tim Petrovic,105,"88' 9""",1686.75,19,-8
72,73,73,Ricky Barnes,103,"88' 11""",1334.25,15,-12
73,74,74,Steve Marino,81,"89' 1""",534.6669999999999,6,-2
74,75,75,Bill Haas,87,"89' 3""",1338.8329999999999,15,-5
75,T76,T76,K.J. Choi,82,"89' 4""",178.583,2,-1
76,T76,T76,Hunter Mahan,85,"89' 4""",1785.9170000000001,20,-7
77,78,78,Billy Mayfair,78,"89' 6""",1520.8329999999999,17,-5
78,79,79,Kevin Sutherland,86,"89' 8""",1882.6670000000001,21,-5
79,80,80,Bob Estes,79,"89' 9""",1256.333,14,-9
80,81,81,Chris Wilson,65,"89' 10""",1168.0,13,-4
81,82,82,Nick Watney,91,"90' 3""",1895.3329999999999,21,-8
82,T83,T83,Chris Couch,66,"90' 5""",1808.9170000000001,20,-7
83,T83,T83,Alex Prugh,88,"90' 5""",813.9169999999999,9,-7
84,T83,T83,D.J. Trahan,92,"90' 5""",1265.25,14,-8
85,86,86,Davis Love III,79,"90' 8""",815.8330000000001,9,-5
86,87,87,Garth Mulroy,53,"90' 9""",1725.0,19,-11
87,T88,T88,Aaron Baddeley,94,"91' 2""",1368.0829999999999,15,-4
88,T88,T88,Matt Jones,89,"91' 2""",2006.3329999999999,22,-12
89,90,90,Freddie Jacobson,83,"91' 3""",1186.5,13,-5
90,91,91,Kevin Stadler,86,"91' 4""",2192.0,24,-13
91,92,92,Matt Kuchar,97,"91' 5""",1005.25,11,-6
92,93,93,David Lutterus,69,"91' 6""",1281.5,14,-6
93,T94,T94,Jeff Overton,89,"91' 10""",734.5,8,-5
94,T94,T94,D.A. Points,90,"91' 10""",1009.8330000000001,11,-5
95,T96,T96,Padraig Harrington,57,"92' 1""",828.6669999999999,9,-6
96,T96,T96,Bubba Watson,77,"92' 1""",1564.9170000000001,17,-8
97,98,98,Lucas Glover,75,"92' 2""",1013.4169999999999,11,-7
98,T99,T99,Blake Adams,84,"92' 4""",1016.0830000000001,11,-7
99,T99,T99,James Nitties,92,"92' 4""",2401.083,26,-14
100,101,101,David Toms,86,"92' 5""",1386.4170000000001,15,-5
101,T102,T102,Matt Every,60,"92' 6""",1756.8329999999999,19,-8
102,T102,T102,Camilo Villegas,78,"92' 6""",925.25,10,-3
103,104,104,Jeff Quinney,91,"92' 7""",1296.167,14,-8
104,105,105,Michael Letzig,84,"92' 10""",928.25,10,-2
105,T106,T106,Greg Owen,69,"92' 11""",743.0830000000001,8,-4
106,T106,T106,Dean Wilson,54,"92' 11""",929.1669999999999,10,-4
107,T108,T108,Mike Weir,59,"93' 1""",372.25,4,-3
