,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,1,Garth Mulroy,53,92.11,35,38,-0.46
1,2,2,Geoff Ogilvy,62,91.23,52,57,-0.38
2,3,3,Robert Allenby,76,90.91,50,55,-0.34
3,4,4,Freddie Jacobson,83,90.54,67,74,-0.24
4,5,5,Tom Pernice Jr.,74,90.38,47,52,-0.34
5,6,6,Garrett Willis,82,90.16,55,61,-0.22
6,7,7,Roland Thatcher,72,89.71,61,68,-0.3
7,T8,T8,Jason Bohn,84,89.55,60,67,-0.4
8,T8,T8,Stewart Cink,84,89.55,60,67,-0.37
9,10,10,Ricky Barnes,103,89.13,82,92,-0.41
10,11,11,Kevin Sutherland,86,88.89,64,72,-0.25
11,12,12,Steve Flesch,78,88.71,55,62,-0.29
12,13,13,Matt Kuchar,97,88.46,69,78,-0.38
13,14,14,Omar Uresti,74,88.31,68,77,-0.29
14,15,15,Charlie Wi,95,87.8,72,82,-0.39
15,T16,T16,Sergio Garcia,58,87.76,43,49,-0.44
16,T16,T16,John Merrick,109,87.76,86,98,-0.27
17,18,18,Bob Estes,79,87.14,61,70,-0.36
18,19,19,Bill Haas,87,86.76,59,68,-0.29
19,20,20,John Mallinger,78,86.57,58,67,-0.31
20,T21,T21,Vaughn Taylor,87,86.46,83,96,-0.29
21,T21,T21,Boo Weekley,88,86.46,83,96,-0.2
22,T23,T23,Greg Owen,69,86.3,63,73,-0.29
23,T23,T23,Chris Riley,73,86.3,63,73,-0.35
24,25,25,Carl Pettersson,99,86.08,68,79,-0.32
25,26,26,Brandt Snedeker,89,86.05,74,86,-0.38
26,27,27,Rocco Mediate,71,85.96,49,57,-0.22
27,28,28,K.J. Choi,82,85.92,61,71,-0.31
28,29,29,Zach Johnson,93,85.9,67,78,-0.39
29,T30,T30,Justin Leonard,89,85.71,66,77,-0.41
30,T30,T30,Josh Teater,101,85.71,102,119,-0.27
31,32,32,Joe Durant,67,85.51,59,69,-0.24
32,33,33,Retief Goosen,75,85.45,47,55,-0.4
33,34,34,John Senden,103,85.39,76,89,-0.24
34,35,35,Jeff Overton,89,85.23,75,88,-0.37
35,36,36,J.P. Hayes,79,85.14,63,74,-0.43
36,37,37,Chad Campbell,94,85.11,80,94,-0.21
37,38,38,Dean Wilson,54,85.0,34,40,-0.38
38,39,39,Lee Janzen,77,84.93,62,73,-0.4
39,40,40,Cameron Tringale,55,84.91,45,53,-0.09
40,41,41,Heath Slocum,97,84.88,73,86,-0.33
41,42,42,Mark Calcavecchia,50,84.85,28,33,-0.25
42,43,43,Kenny Perry,69,84.81,67,79,-0.27
43,T44,T44,Kevin Johnson,62,84.75,50,59,-0.24
44,T44,T44,Rod Pampling,77,84.75,50,59,-0.28
45,T44,T44,Webb Simpson,98,84.75,100,118,-0.4
46,47,47,Tim Clark,88,84.44,76,90,-0.38
47,48,48,Aron Price,70,84.38,54,64,-0.31
48,49,49,Alex Prugh,88,84.11,90,107,-0.27
49,50,50,Adam Scott,70,84.09,37,44,-0.38
50,T51,T51,Michael Bradley,77,84.0,63,75,-0.25
51,T51,T51,Ted Purdy,86,84.0,63,75,-0.17
52,53,53,Rickie Fowler,98,83.84,83,99,-0.49
53,54,54,Jason Day,82,83.82,57,68,-0.3
54,55,55,Aaron Baddeley,94,83.72,72,86,-0.36
55,56,56,Jeff Maggert,76,83.56,61,73,-0.2
56,T57,T57,J.J. Henry,92,83.33,60,72,-0.43
57,T57,T57,Michael Letzig,84,83.33,65,78,-0.2
58,T57,T57,Jarrod Lyle,54,83.33,50,60,-0.26
59,T57,T57,Tim Petrovic,105,83.33,85,102,-0.32
60,T57,T57,Camilo Villegas,78,83.33,40,48,-0.23
61,62,62,Brian Gay,101,83.19,99,119,-0.49
62,T63,T63,James Driscoll,78,83.13,69,83,-0.29
63,T63,T63,Nicholas Thompson,88,83.13,69,83,-0.28
64,65,65,Ben Crane,85,83.1,59,71,-0.47
65,66,66,Roger Tambellini,77,82.86,58,70,-0.24
66,67,67,Johnson Wagner,85,82.81,53,64,-0.43
67,T68,T68,Paul Goydos,78,82.76,72,87,-0.47
68,T68,T68,D.J. Trahan,92,82.76,72,87,-0.33
69,T68,T68,Mark Wilson,87,82.76,72,87,-0.28
70,71,71,Charles Howell III,103,82.73,91,110,-0.34
71,72,72,Ben Curtis,78,82.67,62,75,-0.37
72,73,73,Chris DiMarco,88,82.52,85,103,-0.34
73,74,74,Cameron Percy,73,82.43,61,74,-0.16
74,75,75,Jimmy Walker,82,82.35,56,68,-0.39
75,T76,T76,Lucas Glover,75,82.26,51,62,-0.29
76,T76,T76,Andrew McLardy,52,82.26,51,62,-0.37
77,78,78,Greg Kraft,52,82.22,37,45,-0.3
78,79,79,Chad Collins,87,82.14,46,56,-0.41
79,T80,T80,Ian Poulter,55,82.05,32,39,-0.28
80,T80,T80,Mike Weir,59,82.05,32,39,-0.34
81,82,82,Nathan Green,86,81.94,59,72,-0.19
82,83,83,Brendon de Jonge,114,81.91,77,94,-0.34
83,T84,T84,Justin Bolli,55,81.67,49,60,-0.41
84,T84,T84,Steve Stricker,73,81.67,49,60,-0.49
85,T86,T86,Rich Barcelo,70,81.63,40,49,-0.2
86,T86,T86,Joe Ogilvie,99,81.63,80,98,-0.35
87,88,88,Brett Quigley,96,81.61,71,87,-0.28
88,89,89,Kevin Streelman,90,81.43,57,70,-0.37
89,90,90,Pat Perez,90,81.18,69,85,-0.28
90,91,91,Charley Hoffman,85,81.16,56,69,-0.29
91,92,92,Mathias Grönberg,61,81.13,43,53,-0.26
92,93,93,Craig Bowden,56,81.08,60,74,-0.28
93,94,94,Jeff Gove,57,81.03,47,58,-0.15
94,95,95,Will MacKenzie,72,81.01,64,79,-0.34
95,T96,T96,Michael Connell,89,80.95,68,84,-0.35
96,T96,T96,Matt Every,60,80.95,51,63,-0.2
97,T98,T98,George McNeill,79,80.82,59,73,-0.32
98,T98,T98,Chris Tidland,77,80.82,59,73,-0.17
99,100,100,Woody Austin,93,80.81,80,99,-0.33
100,101,101,John Rollins,81,80.77,84,104,-0.38
101,102,102,Hunter Mahan,85,80.7,46,57,-0.26
102,103,103,Chris Stroud,90,80.65,75,93,-0.31
103,104,104,Sean O'Hair,84,80.56,58,72,-0.28
104,T105,T105,Tim Herron,79,80.49,66,82,-0.36
105,T105,T105,Steve Marino,81,80.49,66,82,-0.33
106,T105,T105,David Toms,86,80.49,66,82,-0.42
107,108,108,Bubba Watson,77,80.46,70,87,-0.4
108,T109,T109,David Duval,71,80.36,45,56,-0.38
109,T109,T109,Brenden Pappas,66,80.36,45,56,-0.22
110,T111,T111,Brad Faxon,58,80.33,49,61,-0.39
111,T111,T111,Y.E. Yang,72,80.33,49,61,-0.27
112,113,113,Bill Lunde,79,80.28,57,71,-0.23
113,114,114,Kevin Na,94,80.26,61,76,-0.36
114,115,115,Blake Adams,84,80.25,65,81,-0.37
115,T116,T116,Matt Bettencourt,91,80.0,60,75,-0.28
116,T116,T116,Henrik Bjornstad,72,80.0,32,40,-0.31
117,T116,T116,Graham DeLaet,88,80.0,76,95,-0.22
118,T116,T116,Ryuji Imada,90,80.0,76,95,-0.42
119,T116,T116,Davis Love III,79,80.0,44,55,-0.18
120,T116,T116,Rory McIlroy,54,80.0,28,35,-0.29
121,122,122,Spencer Levin,110,79.82,87,109,-0.36
122,123,123,D.A. Points,90,79.76,67,84,-0.27
123,124,124,Daniel Chopra,74,79.73,59,74,-0.29
124,125,125,Brian Davis,101,79.61,82,103,-0.33
125,126,126,Justin Rose,78,79.49,62,78,-0.4
126,127,127,Rory Sabbatini,79,79.45,58,73,-0.33
127,T128,T128,Martin Flores,75,79.31,46,58,-0.22
128,T128,T128,Jerry Kelly,99,79.31,69,87,-0.38
129,T130,T130,Michael Sim,64,79.25,42,53,-0.38
130,T130,T130,Jeev Milkha Singh,59,79.25,42,53,-0.33
131,T132,T132,Ernie Els,72,79.17,38,48,-0.42
132,T132,T132,Kevin Stadler,86,79.17,57,72,-0.26
133,T134,T134,Stephen Ames,75,79.1,53,67,-0.26
134,T134,T134,Cameron Beckman,68,79.1,53,67,-0.25
135,136,136,Jim Furyk,76,79.03,49,62,-0.39
136,T137,T137,Greg Chalmers,93,78.89,71,90,-0.41
137,T137,T137,Bo Van Pelt,104,78.89,71,90,-0.28
138,139,139,Andres Romero,73,78.87,56,71,-0.27
139,140,140,Jonathan Byrd,85,78.75,63,80,-0.27
140,141,141,Ryan Moore,80,78.69,48,61,-0.15
141,142,142,Jay Williamson,76,78.67,59,75,-0.39
142,143,143,Scott Piercy,88,78.64,81,103,-0.4
143,144,144,Mathew Goggin,85,78.57,44,56,-0.3
144,145,145,Steve Elkington,74,78.43,40,51,-0.23
145,146,146,Troy Matteson,84,78.41,69,88,-0.2
146,147,147,Nick Watney,91,78.26,54,69,-0.39
147,148,148,Vance Veazey,58,77.78,35,45,-0.09
148,149,149,Brett Wetterich,54,77.63,59,76,-0.24
149,150,150,Chris Wilson,65,77.61,52,67,-0.21
150,151,151,Bryce Molder,84,77.5,62,80,-0.37
151,152,152,Richard Johnson,90,77.46,55,71,-0.42
152,153,153,Ryan Palmer,84,77.03,57,74,-0.49
153,T154,T154,Briny Baird,87,76.92,70,91,-0.33
154,T154,T154,Paul Stankowski,62,76.92,40,52,-0.33
155,156,156,Derek Lamely,81,76.81,53,69,-0.4
156,157,157,Robert Garrigus,71,76.12,51,67,-0.39
157,158,158,Stuart Appleby,101,76.11,86,113,-0.35
158,159,159,Brian Stuard,81,76.06,54,71,-0.28
159,160,160,Trevor Immelman,55,75.76,25,33,-0.44
160,161,161,Marc Leishman,87,75.71,53,70,-0.34
161,162,162,Padraig Harrington,57,75.61,31,41,-0.35
162,T163,T163,Jason Dufner,87,75.0,54,72,-0.26
163,T163,T163,Matt Jones,89,75.0,51,68,-0.43
164,T163,T163,Jeff Quinney,91,75.0,57,76,-0.23
165,T163,T163,Charles Warren,64,75.0,48,64,-0.33
166,167,167,Luke Donald,71,74.58,44,59,-0.3
167,168,168,Cliff Kresge,50,74.51,38,51,-0.34
168,169,169,Troy Merritt,86,74.39,61,82,-0.34
169,170,170,Ángel Cabrera,64,74.07,40,54,-0.18
170,171,171,Steve Wheatcroft,74,73.85,48,65,-0.29
171,172,172,J.B. Holmes,100,73.74,73,99,-0.26
172,173,173,Skip Kendall,58,73.68,42,57,-0.33
173,174,174,Vijay Singh,75,73.53,50,68,-0.28
174,175,175,Tom Gillis,97,73.33,66,90,-0.38
175,176,176,Scott Verplank,74,73.08,57,78,-0.44
176,177,177,Phil Mickelson,76,72.92,35,48,-0.37
177,178,178,David Lutterus,69,72.88,43,59,-0.19
178,179,179,Shaun Micheel,70,72.55,37,51,-0.43
179,180,180,Martin Laird,91,72.37,55,76,-0.22
180,T181,T181,Chris Couch,66,72.22,39,54,-0.36
181,T181,T181,Billy Mayfair,78,72.22,39,54,-0.33
182,183,183,Steve Lowery,67,72.13,44,61,-0.3
183,184,184,Alex Cejka,81,72.0,54,75,-0.35
184,185,185,James Nitties,92,71.76,61,85,-0.36
185,186,186,Kris Blanks,91,71.62,53,74,-0.3
186,187,187,Paul Casey,64,70.73,29,41,-0.34
187,188,188,Brent Delahoussaye,57,70.37,38,54,-0.29
188,189,189,John Daly,63,70.13,54,77,-0.22
189,190,190,Scott McCarron,90,67.16,45,67,-0.2
190,191,191,Dustin Johnson,83,66.67,44,66,-0.32
191,192,192,Jerod Turner,54,65.57,40,61,-0.3
