,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Charles Warren,64,69.48,526,757,-0.14
1,2,2,John Senden,103,69.3,867,1251,-0.15
2,3,3,Paul Stankowski,62,69.24,538,777,-0.2
3,4,4,Troy Matteson,84,69.12,761,1101,-0.14
4,5,5,Joe Durant,67,69.08,583,844,-0.19
5,6,6,Kris Blanks,91,68.53,736,1074,-0.12
6,7,7,Cameron Percy,73,68.48,567,828,-0.16
7,8,8,Graham DeLaet,88,68.04,709,1042,-0.14
8,9,9,Kevin Sutherland,86,67.73,787,1162,-0.15
9,10,10,Davis Love III,79,67.63,652,964,-0.16
10,11,11,Brendon de Jonge,114,67.36,902,1339,-0.2
11,12,12,Mathew Goggin,85,67.3,749,1113,-0.14
12,13,13,Rocco Mediate,71,67.25,620,922,-0.14
13,14,14,Dean Wilson,54,67.17,487,725,-0.21
14,15,15,Mark Wilson,87,67.04,775,1156,-0.14
15,16,16,Aron Price,70,66.96,616,920,-0.19
16,17,17,Briny Baird,87,66.89,790,1181,-0.13
17,18,18,Jay Williamson,76,66.81,616,922,-0.16
18,19,19,Chris Stroud,90,66.79,698,1045,-0.16
19,20,20,Brett Quigley,96,66.74,871,1305,-0.16
20,21,21,Garrett Willis,82,66.73,692,1037,-0.19
21,22,22,Cameron Tringale,55,66.72,421,631,-0.15
22,23,23,Ben Curtis,78,66.63,677,1016,-0.17
23,T24,T24,John Merrick,109,66.54,887,1333,-0.15
24,T24,T24,Kenny Perry,69,66.54,525,789,-0.14
25,26,26,Jonathan Byrd,85,66.5,796,1197,-0.16
26,27,27,D.J. Trahan,92,66.37,750,1130,-0.16
27,28,28,Spencer Levin,110,66.35,970,1462,-0.2
28,29,29,Vijay Singh,75,66.34,540,814,-0.16
29,30,30,Jeff Gove,57,66.3,425,641,-0.13
30,31,31,Nick Watney,91,66.25,642,969,-0.2
31,T32,T32,Billy Mayfair,78,66.22,641,968,-0.13
32,T32,T32,Roger Tambellini,77,66.22,594,897,-0.11
33,34,34,Tom Pernice Jr.,74,66.18,591,893,-0.17
34,35,35,Garth Mulroy,53,66.16,393,594,-0.09
35,36,36,Adam Scott,70,66.05,496,751,-0.19
36,37,37,Johnson Wagner,85,65.94,728,1104,-0.16
37,38,38,Chad Campbell,94,65.91,787,1194,-0.19
38,39,39,Richard Johnson,90,65.9,744,1129,-0.17
39,40,40,Boo Weekley,88,65.81,695,1056,-0.16
40,41,41,Brett Wetterich,54,65.75,476,724,-0.17
41,42,42,Henrik Bjornstad,72,65.68,574,874,-0.15
42,43,43,J.J. Henry,92,65.67,767,1168,-0.15
43,44,44,Bill Haas,87,65.65,707,1077,-0.17
44,45,45,Paul Casey,64,65.5,429,655,-0.23
45,46,46,Rickie Fowler,98,65.49,780,1191,-0.18
46,47,47,Steve Stricker,73,65.45,540,825,-0.23
47,48,48,Jerry Kelly,99,65.44,799,1221,-0.16
48,49,49,Sean O'Hair,84,65.43,598,914,-0.13
49,50,50,Bo Van Pelt,104,65.41,813,1243,-0.17
50,51,51,Michael Bradley,77,65.4,656,1003,-0.16
51,52,52,Stephen Ames,75,65.37,672,1028,-0.2
52,53,53,Pat Perez,90,65.3,779,1193,-0.19
53,54,54,Brent Delahoussaye,57,65.23,469,719,-0.17
54,55,55,Geoff Ogilvy,62,65.14,469,720,-0.22
55,56,56,Cliff Kresge,50,65.02,435,669,-0.13
56,57,57,Ricky Barnes,103,64.98,783,1205,-0.19
57,58,58,Matt Kuchar,97,64.97,701,1079,-0.22
58,59,59,David Toms,86,64.95,669,1030,-0.21
59,T60,T60,K.J. Choi,82,64.82,584,901,-0.2
60,T60,T60,Mathias Grönberg,61,64.82,468,722,-0.16
61,T60,T60,Heath Slocum,97,64.82,691,1066,-0.17
62,63,63,Robert Allenby,76,64.79,587,906,-0.2
63,64,64,Ryan Moore,80,64.76,566,874,-0.2
64,65,65,John Mallinger,78,64.74,626,967,-0.17
65,66,66,Charles Howell III,103,64.72,831,1284,-0.18
66,67,67,Bob Estes,79,64.6,688,1065,-0.17
67,68,68,Stewart Cink,84,64.58,598,926,-0.18
68,69,69,Woody Austin,93,64.51,787,1220,-0.17
69,T70,T70,Jim Furyk,76,64.47,586,909,-0.18
70,T70,T70,Greg Owen,69,64.47,568,881,-0.14
71,72,72,Michael Letzig,84,64.44,743,1153,-0.19
72,73,73,Will MacKenzie,72,64.35,630,979,-0.16
73,74,74,Steve Elkington,74,64.34,563,875,-0.17
74,T75,T75,Ben Crane,85,64.29,630,980,-0.2
75,T75,T75,Omar Uresti,74,64.29,594,924,-0.13
