,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
94,95,95,Marc Leishman,87,22.89,38,166,-41,41 Under
95,T96,T96,Jason Day,76,22.86,32,140,-33,33 Under
96,T96,T96,Chris Kirk,87,22.86,32,140,-34,34 Under
97,98,98,Graeme McDowell,50,22.67,17,75,-17,17 Under
98,T99,T99,Matt Kuchar,94,22.66,29,128,-34,34 Under
99,T99,T99,Rory Sabbatini,85,22.66,29,128,-26,26 Under
100,101,101,Rickie Fowler,84,22.63,31,137,-35,35 Under
101,102,102,D.J. Brigman,67,22.58,21,93,-20,20 Under
102,103,103,Cameron Tringale,110,22.33,46,206,-46,46 Under
103,104,104,Jason Bohn,74,22.31,27,121,-29,29 Under
104,T105,T105,Aaron Baddeley,77,22.22,34,153,-36,36 Under
105,T105,T105,K.J. Choi,77,22.22,20,90,-20,20 Under
106,T105,T105,Billy Horschel,75,22.22,26,117,-27,27 Under
107,108,108,Robert Allenby,84,22.15,33,149,-30,30 Under
108,109,109,Ricky Barnes,78,22.05,28,127,-30,30 Under
109,110,110,Jim Furyk,87,22.0,22,100,-22,22 Under
110,111,111,Hunter Mahan,92,21.95,36,164,-36,36 Under
111,112,112,Chez Reavie,92,21.94,34,155,-33,33 Under
112,113,113,Shane Bertsch,62,21.92,16,73,-15,15 Under
113,114,114,Alex Cejka,59,21.79,17,78,-19,19 Under
114,115,115,Matt McQuillan,59,21.74,15,69,-16,16 Under
115,116,116,Bill Haas,93,21.71,38,175,-36,36 Under
116,117,117,Andres Romero,77,21.66,34,157,-38,38 Under
117,T118,T118,Steve Flesch,88,21.62,24,111,-25,25 Under
118,T118,T118,Paul Goydos,81,21.62,16,74,-13,13 Under
119,120,120,David Duval,67,21.57,22,102,-17,17 Under
120,T121,T121,Sergio Garcia,61,21.43,24,112,-28,28 Under
121,T121,T121,Paul Stankowski,78,21.43,24,112,-23,23 Under
122,123,123,Sung Kang,63,21.36,22,103,-29,29 Under
123,T124,T124,Kevin Chappell,78,21.32,29,136,-32,32 Under
124,T124,T124,Matt Jones,71,21.32,29,136,-28,28 Under
125,126,126,Brandt Snedeker,85,21.19,25,118,-27,27 Under
126,127,127,Jimmy Walker,79,21.09,31,147,-33,33 Under
127,128,128,Kyle Stanley,98,21.03,41,195,-42,42 Under
128,129,129,Tim Petrovic,88,20.97,26,124,-23,23 Under
129,130,130,Woody Austin,59,20.78,16,77,-17,17 Under
130,131,131,David Mathis,83,20.69,18,87,-20,20 Under
131,132,132,Ben Crane,76,20.56,22,107,-23,23 Under
132,133,133,Luke Donald,73,20.48,17,83,-17,17 Under
133,134,134,Tom Gillis,55,20.43,19,93,-18,18 Under
134,135,135,Richard Johnson,64,20.41,10,49,-7,7 Under
135,136,136,Brendon de Jonge,105,20.39,31,152,-35,35 Under
136,137,137,Joseph Bramlett,73,20.3,27,133,-25,25 Under
137,138,138,Martin Piller,63,20.24,17,84,-17,17 Under
138,139,139,Ryuji Imada,83,20.0,25,125,-24,24 Under
139,140,140,Pat Perez,76,19.85,27,136,-29,29 Under
140,141,141,Ernie Els,71,19.83,23,116,-21,21 Under
141,142,142,William McGirt,103,19.72,28,142,-30,30 Under
142,143,143,Anthony Kim,72,19.67,24,122,-28,28 Under
143,144,144,Zach Johnson,79,19.61,20,102,-24,24 Under
144,145,145,Charlie Wi,83,19.35,24,124,-23,23 Under
145,146,146,Fabián Gómez,84,19.2,24,125,-27,27 Under
146,147,147,Blake Adams,116,19.19,33,172,-34,34 Under
147,148,148,Steve Elkington,50,19.18,14,73,-14,14 Under
148,149,149,Ryan Moore,79,19.12,26,136,-25,25 Under
149,150,150,Michael Thompson,79,19.09,21,110,-22,22 Under
150,151,151,Michael Putnam,67,19.05,20,105,-16,16 Under
151,152,152,Ben Curtis,66,18.99,15,79,-15,15 Under
152,153,153,Camilo Villegas,69,18.81,19,101,-16,16 Under
153,154,154,Ryan Palmer,82,18.67,28,150,-27,27 Under
154,155,155,Billy Mayfair,94,18.63,30,161,-34,34 Under
155,156,156,Cameron Beckman,71,18.35,20,109,-16,16 Under
156,157,157,Aron Price,58,18.31,13,71,-11,11 Under
157,158,158,Stephen Ames,69,18.29,15,82,-13,13 Under
158,159,159,Vaughn Taylor,89,17.97,23,128,-27,27 Under
159,160,160,Brian Davis,105,17.75,30,169,-29,29 Under
160,161,161,Arjun Atwal,91,17.69,23,130,-20,20 Under
161,162,162,Tim Herron,85,17.6,22,125,-20,20 Under
162,163,163,Chris DiMarco,93,17.59,19,108,-20,20 Under
163,T164,T164,Chris Riley,76,17.44,15,86,-16,16 Under
164,T164,T164,David Toms,78,17.44,15,86,-17,17 Under
165,166,166,Rod Pampling,72,17.36,21,121,-17,17 Under
166,167,167,Jeff Overton,92,17.16,29,169,-33,33 Under
167,168,168,Justin Leonard,82,17.02,16,94,-16,16 Under
168,169,169,Garrett Willis,71,16.98,18,106,-15,15 Under
169,170,170,Kevin Na,84,16.92,22,130,-25,25 Under
170,171,171,Rocco Mediate,53,16.9,12,71,-12,12 Under
171,172,172,Roland Thatcher,67,16.82,18,107,-20,20 Under
172,173,173,Michael Bradley,74,16.67,15,90,-18,18 Under
173,174,174,Kent Jones,76,16.47,14,85,-16,16 Under
174,T175,T175,Marc Turnesa,54,16.07,9,56,-10,10 Under
175,T175,T175,Mark Wilson,89,16.07,18,112,-20,20 Under
176,177,177,Nathan Green,81,15.7,19,121,-20,20 Under
177,178,178,Padraig Harrington,60,15.66,13,83,-15,15 Under
178,179,179,Bio Kim,71,15.32,17,111,-16,16 Under
179,180,180,Freddie Jacobson,92,14.78,17,115,-16,16 Under
180,181,181,Shaun Micheel,77,14.77,13,88,-14,14 Under
181,182,182,Rich Beem,53,14.47,11,76,-10,10 Under
182,183,183,Greg Chalmers,88,14.41,16,111,-17,17 Under
183,184,184,Colt Knost,80,13.92,11,79,-9,9 Under
184,185,185,Nick O'Hern,89,11.11,10,90,-12,12 Under
185,186,186,Johnson Wagner,81,10.2,10,98,-9,9 Under
