,Approaches_from_100-125_yards_Rgh_RANK THIS WEEK,Approaches_from_100-125_yards_Rgh_RANK LAST WEEK,Approaches_from_100-125_yards_Rgh_PLAYER NAME,Approaches_from_100-125_yards_Rgh_ROUNDS,Approaches_from_100-125_yards_Rgh_AVG,Approaches_from_100-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_100-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Pat Perez,76,"17' 9""",301.58299999999997,17,-3
1,2,2,K.J. Choi,77,"20' 11""",293.33299999999997,14,-1
2,3,3,Bryce Molder,82,"21' 4""",383.667,18,-2
3,4,4,Freddie Jacobson,92,"21' 9""",478.667,22,E
4,5,5,David Mathis,83,"21' 11""",437.917,20,+1
5,6,6,Ricky Barnes,78,"22' 2""",398.917,18,+1
6,7,7,Andres Gonzales,60,"23' 0""",505.25,22,-7
7,8,8,Chris Couch,73,"23' 1""",761.1669999999999,33,-1
8,9,9,Bubba Watson,85,"23' 2""",508.75,22,+1
9,10,10,Jim Herman,69,"23' 4""",816.1669999999999,35,E
10,11,11,Michael Bradley,74,"23' 5""",818.25,35,-4
11,12,12,D.J. Brigman,67,"23' 8""",496.833,21,-4
12,13,13,Rich Beem,53,"23' 10""",333.917,14,+1
13,14,14,David Duval,67,"23' 11""",717.9169999999999,30,E
14,T15,T15,Aaron Baddeley,77,"24' 8""",887.0,36,-2
15,T15,T15,Matt McQuillan,59,"24' 8""",295.66700000000003,12,-5
16,17,17,Stewart Cink,72,"24' 9""",743.4169999999999,30,+2
17,18,18,Heath Slocum,89,"25' 1""",601.5,24,+3
18,19,19,Boo Weekley,66,"25' 5""",609.5830000000001,24,+3
19,20,20,Carl Pettersson,95,"25' 8""",897.0830000000001,35,-4
20,21,21,Y.E. Yang,63,"25' 10""",541.8330000000001,21,+5
21,22,22,George McNeill,69,"25' 11""",726.4169999999999,28,-3
22,23,23,Shaun Micheel,77,"26' 0""",624.8330000000001,24,+2
23,T24,T24,Kent Jones,76,"26' 1""",625.9169999999999,24,-1
24,T24,T24,Davis Love III,70,"26' 1""",417.5,16,-1
25,26,26,Rickie Fowler,84,"26' 2""",784.0,30,-5
26,27,27,Mark Wilson,89,"26' 3""",550.5,21,+1
27,28,28,Matt Kuchar,94,"26' 4""",842.4169999999999,32,-2
28,29,29,Alex Cejka,59,"26' 5""",396.083,15,+2
29,T30,T30,Scott Gutschewski,67,"26' 6""",662.8330000000001,25,+5
30,T30,T30,Chris Kirk,87,"26' 6""",1165.833,44,+2
31,T30,T30,Justin Leonard,82,"26' 6""",450.25,17,+1
32,T30,T30,Troy Merritt,63,"26' 6""",900.0830000000001,34,+7
33,34,34,Robert Karlsson,61,"26' 7""",558.4169999999999,21,-5
34,T35,T35,Robert Garrigus,83,"26' 8""",1438.0,54,+1
35,T35,T35,Ryuji Imada,83,"26' 8""",800.1669999999999,30,+1
36,T35,T35,John Merrick,71,"26' 8""",480.417,18,+2
37,T38,T38,Greg Chalmers,88,"26' 9""",828.1669999999999,31,-6
38,T38,T38,Brian Davis,105,"26' 9""",482.167,18,E
39,40,40,Bill Lunde,92,"26' 10""",886.6669999999999,33,-3
40,41,41,Nick O'Hern,89,"26' 11""",510.667,19,-2
41,42,42,Lucas Glover,74,"27' 1""",541.9169999999999,20,-2
42,43,43,Brendon de Jonge,105,"27' 2""",815.0,30,-10
43,T44,T44,Ernie Els,71,"27' 3""",462.917,17,+4
44,T44,T44,Billy Mayfair,94,"27' 3""",764.0,28,+2
45,T46,T46,Justin Hicks,60,"27' 4""",273.0,10,+1
46,T46,T46,Phil Mickelson,79,"27' 4""",683.3330000000001,25,+3
47,48,48,Zach Johnson,79,"27' 5""",356.417,13,+1
48,49,49,Ángel Cabrera,50,"27' 7""",799.25,29,-2
49,50,50,Marc Turnesa,54,"27' 8""",635.5,23,E
50,51,51,Kevin Chappell,78,"27' 9""",916.3330000000001,33,+4
51,52,52,Alex Prugh,82,"27' 10""",1278.417,46,+7
52,T53,T53,Stuart Appleby,65,"28' 1""",702.1669999999999,25,+3
53,T53,T53,Kevin Streelman,90,"28' 1""",646.4169999999999,23,+1
54,T55,T55,Jason Dufner,78,"28' 2""",733.0,26,+1
55,T55,T55,Bio Kim,71,"28' 2""",901.1669999999999,32,-5
56,57,57,Geoff Ogilvy,69,"28' 4""",538.8330000000001,19,+1
57,T58,T58,Martin Laird,77,"28' 6""",998.6669999999999,35,+1
58,T58,T58,D.A. Points,89,"28' 6""",882.6669999999999,31,+3
59,60,60,Stephen Ames,69,"28' 8""",487.583,17,+1
60,61,61,Dustin Johnson,72,"28' 10""",922.75,32,+7
61,T62,T62,Hunter Haas,96,"28' 11""",1186.0,41,+5
62,T62,T62,Tim Herron,85,"28' 11""",1215.333,42,+3
63,T62,T62,Andres Romero,77,"28' 11""",925.1669999999999,32,+4
64,T65,T65,Shane Bertsch,62,"29' 0""",522.25,18,+1
65,T65,T65,Bobby Gates,82,"29' 0""",1391.9170000000001,48,+8
66,T65,T65,Fabián Gómez,84,"29' 0""",551.0830000000001,19,+2
67,T65,T65,Bill Haas,93,"29' 0""",1072.583,37,-1
68,T65,T65,Troy Matteson,91,"29' 0""",1449.9170000000001,50,+9
69,T65,T65,Graeme McDowell,50,"29' 0""",579.5,20,-1
70,71,71,Nate Smith,66,"29' 1""",494.25,17,+1
71,72,72,Steve Flesch,88,"29' 2""",641.75,22,+7
72,73,73,Brian Gay,90,"29' 3""",730.6669999999999,25,-5
73,74,74,D.J. Trahan,91,"29' 4""",1172.25,40,+1
74,T75,T75,Jason Day,76,"29' 5""",998.8330000000001,34,+7
75,T75,T75,Nick Watney,80,"29' 5""",1235.917,42,+1
76,77,77,Vijay Singh,79,"29' 6""",974.8330000000001,33,+4
77,78,78,Joe Durant,71,"29' 7""",561.4169999999999,19,E
78,T79,T79,Michael Connell,76,"29' 9""",655.0,22,+4
79,T79,T79,Nathan Green,81,"29' 9""",923.3330000000001,31,+7
80,T79,T79,Steve Marino,76,"29' 9""",982.3330000000001,33,+3
81,T82,T82,Marc Leishman,87,"29' 10""",1073.167,36,-2
82,T82,T82,Jarrod Lyle,83,"29' 10""",716.8330000000001,24,-4
83,T82,T82,Justin Rose,79,"29' 10""",417.833,14,-1
84,T85,T85,Steve Elkington,50,"30' 1""",450.917,15,+5
85,T85,T85,Spencer Levin,113,"30' 1""",1113.25,37,+1
86,T85,T85,Dean Wilson,62,"30' 1""",540.75,18,E
87,T88,T88,Woody Austin,59,"30' 2""",724.6669999999999,24,+4
88,T88,T88,Chad Campbell,99,"30' 2""",693.3330000000001,23,E
89,T88,T88,J.B. Holmes,57,"30' 2""",1025.417,34,-2
90,91,91,Scott McCarron,65,"30' 3""",484.5,16,+1
91,92,92,Scott Stallings,84,"30' 5""",1367.6670000000001,45,+1
92,T93,T93,Ben Curtis,66,"30' 7""",550.8330000000001,18,+2
93,T93,T93,Alexandre Rocha,65,"30' 7""",550.4169999999999,18,+3
94,95,95,Steve Stricker,70,"30' 8""",828.6669999999999,27,+2
95,96,96,Kyle Stanley,98,"30' 9""",1292.417,42,+1
96,T97,T97,Zack Miller,86,"30' 10""",1263.167,41,+2
97,T97,T97,Gary Woodland,93,"30' 10""",1386.8329999999999,45,+4
98,T99,T99,Martin Piller,63,"30' 11""",648.75,21,+6
99,T99,T99,Rory Sabbatini,85,"30' 11""",772.5830000000001,25,-1
100,T101,T101,Jim Furyk,87,"31' 1""",590.75,19,+3
101,T101,T101,David Hearn,88,"31' 1""",901.4169999999999,29,E
102,T101,T101,Derek Lamely,65,"31' 1""",1056.667,34,+5
103,104,104,Paul Goydos,81,"31' 2""",716.4169999999999,23,+1
104,T105,T105,Sergio Garcia,61,"31' 3""",718.3330000000001,23,-1
105,T105,T105,Kevin Na,84,"31' 3""",750.0830000000001,24,-4
106,107,107,Jimmy Walker,79,"31' 4""",1096.5,35,+5
107,108,108,Ben Crane,76,"31' 5""",596.8330000000001,19,-2
108,T109,T109,Steven Bowditch,86,"31' 6""",2016.5829999999999,64,+11
109,T109,T109,Johnson Wagner,81,"31' 6""",850.6669999999999,27,-1
110,T111,T111,Kevin Kisner,70,"31' 7""",695.25,22,E
111,T111,T111,Chez Reavie,92,"31' 7""",1136.25,36,+7
112,T113,T113,Charley Hoffman,93,"31' 8""",1075.25,34,+5
113,T113,T113,Vaughn Taylor,89,"31' 8""",1553.4170000000001,49,+2
114,T115,T115,Jerry Kelly,85,"31' 10""",637.25,20,+3
115,T115,T115,Ryan Moore,79,"31' 10""",605.0,19,-2
116,T115,T115,Joe Ogilvie,75,"31' 10""",1431.0829999999999,45,+8
117,T118,T118,James Driscoll,71,"31' 11""",830.4169999999999,26,+1
118,T118,T118,Tommy Gainey,104,"31' 11""",1594.4170000000001,50,+1
119,120,120,Kris Blanks,92,"32' 0""",1025.083,32,-1
120,T121,T121,Rocco Mediate,53,"32' 1""",608.9169999999999,19,+4
121,T121,T121,Cameron Tringale,110,"32' 1""",1667.9170000000001,52,+5
122,T121,T121,Jhonattan Vegas,84,"32' 1""",1476.8329999999999,46,+2
123,T124,T124,J.P. Hayes,56,"32' 2""",674.9169999999999,21,+8
124,T124,T124,Roland Thatcher,67,"32' 2""",836.1669999999999,26,+5
125,126,126,Garrett Willis,71,"32' 3""",709.75,22,+8
