,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
0,1,1,Phil Mickelson,79,"8' 2""",147.5,18,-5
1,T2,T2,Arjun Atwal,91,"9' 6""",161.833,17,-6
2,T2,T2,Ryan Moore,79,"9' 6""",133.417,14,-4
3,4,4,Bo Van Pelt,92,"10' 2""",173.167,17,-6
4,5,5,Chris Kirk,87,"10' 6""",220.333,21,-7
5,6,6,John Rollins,85,"10' 7""",296.75,28,E
6,T7,T7,K.J. Choi,77,"10' 8""",170.417,16,E
7,T7,T7,David Toms,78,"10' 8""",224.333,21,-4
8,9,9,Stewart Cink,72,"10' 10""",206.417,19,E
9,T10,T10,Matt Bettencourt,84,"10' 11""",295.58299999999997,27,-4
10,T10,T10,Lee Janzen,62,"10' 11""",142.0,13,+4
11,12,12,Davis Love III,70,"11' 2""",123.167,11,-3
12,13,13,Sung Kang,63,"11' 4""",226.917,20,-3
13,T14,T14,Brendan Steele,89,"11' 6""",161.25,14,-2
14,T14,T14,Steve Stricker,70,"11' 6""",357.583,31,-7
15,16,16,Greg Chalmers,88,"11' 8""",326.75,28,-4
16,17,17,Sean O'Hair,71,"11' 9""",246.583,21,-1
17,18,18,Lucas Glover,74,"11' 10""",71.167,6,-1
18,T19,T19,Freddie Jacobson,92,"11' 11""",286.66700000000003,24,-2
19,T19,T19,Scott Piercy,78,"11' 11""",239.083,20,-1
20,T19,T19,Rory Sabbatini,85,"11' 11""",249.583,21,+1
21,T19,T19,Vijay Singh,79,"11' 11""",238.667,20,-1
22,23,23,Martin Laird,77,"12' 1""",193.333,16,-5
23,T24,T24,Michael Bradley,74,"12' 3""",244.167,20,E
24,T24,T24,Charles Howell III,108,"12' 3""",416.083,34,-9
25,T26,T26,Hunter Mahan,92,"12' 4""",368.833,30,-9
26,T26,T26,Rocco Mediate,53,"12' 4""",184.75,15,-5
27,28,28,Brandt Snedeker,85,"12' 7""",250.833,20,-3
28,T29,T29,Paul Goydos,81,"12' 9""",549.8330000000001,43,-5
29,T29,T29,Anthony Kim,72,"12' 9""",306.75,24,+1
30,T29,T29,Jeff Overton,92,"12' 9""",331.833,26,+2
31,T29,T29,Nick Watney,80,"12' 9""",178.75,14,E
32,T33,T33,Steve Marino,76,"12' 10""",243.917,19,+2
33,T33,T33,Graeme McDowell,50,"12' 10""",166.917,13,-1
34,35,35,Sergio Garcia,61,"13' 0""",168.5,13,+3
35,T36,T36,Chad Campbell,99,"13' 1""",222.083,17,-1
36,T36,T36,Ian Poulter,52,"13' 1""",222.75,17,-9
37,38,38,Kevin Na,84,"13' 2""",356.167,27,-3
38,T39,T39,James Driscoll,71,"13' 4""",213.0,16,-3
39,T39,T39,Troy Matteson,91,"13' 4""",279.33299999999997,21,-5
40,T41,T41,Michael Connell,76,"13' 5""",254.667,19,-3
41,T41,T41,Jerry Kelly,85,"13' 5""",361.833,27,-6
42,T43,T43,Jarrod Lyle,83,"13' 7""",258.16700000000003,19,E
43,T43,T43,Rod Pampling,72,"13' 7""",177.083,13,+1
44,45,45,D.J. Trahan,91,"13' 8""",408.833,30,-2
45,T46,T46,Keegan Bradley,91,"13' 9""",439.167,32,-6
46,T46,T46,Fabián Gómez,84,"13' 9""",301.58299999999997,22,-3
47,T46,T46,Billy Mayfair,94,"13' 9""",495.583,36,-4
48,T46,T46,Justin Rose,79,"13' 9""",343.917,25,-1
49,T50,T50,Ricky Barnes,78,"13' 10""",234.75,17,+5
50,T50,T50,D.A. Points,89,"13' 10""",221.667,16,E
51,T50,T50,Aron Price,58,"13' 10""",152.083,11,+4
52,T50,T50,Webb Simpson,98,"13' 10""",331.083,24,-4
53,T54,T54,Brian Davis,105,"13' 11""",583.6669999999999,42,-5
54,T54,T54,Boo Weekley,66,"13' 11""",265.16700000000003,19,-1
55,T56,T56,Luke Donald,73,"14' 0""",237.5,17,-7
56,T56,T56,Rickie Fowler,84,"14' 0""",364.417,26,+6
57,T56,T56,Robert Garrigus,83,"14' 0""",237.667,17,-1
58,T56,T56,Retief Goosen,50,"14' 0""",140.25,10,E
59,T56,T56,Justin Leonard,82,"14' 0""",321.75,23,+9
60,T61,T61,Woody Austin,59,"14' 1""",210.667,15,-1
61,T61,T61,Andres Gonzales,60,"14' 1""",140.583,10,E
62,T61,T61,Bill Lunde,92,"14' 1""",281.08299999999997,20,+3
63,T61,T61,Joe Ogilvie,75,"14' 1""",253.25,18,-6
64,T61,T61,Geoff Ogilvy,69,"14' 1""",295.33299999999997,21,+2
65,T61,T61,Scott Stallings,84,"14' 1""",296.16700000000003,21,-3
66,T61,T61,Y.E. Yang,63,"14' 1""",211.083,15,E
67,T68,T68,Padraig Harrington,60,"14' 2""",283.75,20,-5
68,T68,T68,Ryuji Imada,83,"14' 2""",340.333,24,-2
69,T68,T68,Brandt Jobe,100,"14' 2""",396.75,28,E
70,T68,T68,Robert Karlsson,61,"14' 2""",127.583,9,E
71,T72,T72,Chris DiMarco,93,"14' 4""",487.0,34,E
72,T72,T72,Marc Leishman,87,"14' 4""",273.0,19,+5
73,T72,T72,Spencer Levin,113,"14' 4""",358.667,25,-4
74,T72,T72,Kyle Stanley,98,"14' 4""",315.58299999999997,22,E
75,76,76,Ernie Els,71,"14' 6""",333.583,23,+2
76,T77,T77,Joseph Bramlett,73,"14' 7""",204.083,14,-2
77,T77,T77,Trevor Immelman,84,"14' 7""",423.083,29,+3
78,T77,T77,Tag Ridings,87,"14' 7""",262.16700000000003,18,+4
79,T77,T77,Jimmy Walker,79,"14' 7""",305.66700000000003,21,-6
80,81,81,Tim Herron,85,"14' 9""",338.417,23,-1
81,82,82,Jason Bohn,74,"14' 10""",430.5,29,+1
82,T83,T83,Carl Pettersson,95,"15' 0""",584.8330000000001,39,-8
83,T83,T83,Kevin Streelman,90,"15' 0""",179.5,12,-1
84,T83,T83,Cameron Tringale,110,"15' 0""",330.75,22,+3
85,86,86,Matt Jones,71,"15' 1""",377.167,25,-1
86,T87,T87,Blake Adams,116,"15' 2""",378.5,25,-3
87,T87,T87,Zach Johnson,79,"15' 2""",332.75,22,-1
88,T89,T89,Jason Day,76,"15' 3""",305.66700000000003,20,-3
89,T89,T89,Kevin Kisner,70,"15' 3""",214.0,14,+4
90,T91,T91,Dustin Johnson,72,"15' 4""",245.0,16,-2
91,T91,T91,Bio Kim,71,"15' 4""",276.08299999999997,18,+3
92,T93,T93,Stuart Appleby,65,"15' 5""",447.083,29,+5
93,T93,T93,David Duval,67,"15' 5""",184.917,12,+1
94,T93,T93,Richard Johnson,64,"15' 5""",231.25,15,E
95,T93,T93,Charl Schwartzel,58,"15' 5""",184.917,12,-3
96,T93,T93,Paul Stankowski,78,"15' 5""",246.417,16,-2
97,T98,T98,Jim Furyk,87,"15' 6""",357.083,23,-6
98,T98,T98,Billy Horschel,75,"15' 6""",371.5,24,-5
99,100,100,Harrison Frazar,58,"15' 7""",171.75,11,-1
100,T101,T101,J.B. Holmes,57,"15' 9""",362.333,23,-2
101,T101,T101,Colt Knost,80,"15' 9""",204.75,13,-2
102,103,103,Matt Kuchar,94,"15' 10""",412.583,26,-3
103,T104,T104,Kris Blanks,92,"15' 11""",477.167,30,+2
104,T104,T104,Brendon de Jonge,105,"15' 11""",366.75,23,-2
105,T104,T104,Brian Gay,90,"15' 11""",349.25,22,-8
