,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,T1,T1,Luke Donald,73,"16' 5""",1099.75,67,-20
1,T1,T1,Zach Johnson,79,"16' 5""",1757.8329999999999,107,-32
2,T1,T1,Justin Leonard,82,"16' 5""",2188.333,133,-18
3,4,4,Webb Simpson,98,"16' 7""",2334.417,141,-42
4,5,5,Kyle Stanley,98,"16' 9""",2107.083,126,-21
5,T6,T6,Chris DiMarco,93,"16' 11""",2015.5829999999999,119,-31
6,T6,T6,Dean Wilson,62,"16' 11""",1608.8329999999999,95,-18
7,8,8,Cameron Beckman,71,"17' 1""",1758.25,103,-12
8,T9,T9,Brian Davis,105,"17' 4""",2379.75,137,-37
9,T9,T9,Jimmy Walker,79,"17' 4""",1836.75,106,-14
10,11,11,Charley Hoffman,93,"17' 5""",2059.833,118,-25
11,12,12,Alex Cejka,59,"17' 6""",1156.083,66,-9
12,13,13,Michael Connell,76,"17' 7""",1651.6670000000001,94,-19
13,T14,T14,Woody Austin,59,"17' 8""",1396.5829999999999,79,-17
14,T14,T14,David Duval,67,"17' 8""",1628.25,92,-17
15,T14,T14,Brian Gay,90,"17' 8""",1764.5829999999999,100,-7
16,T14,T14,J.B. Holmes,57,"17' 8""",1112.083,63,-2
17,T18,T18,Kevin Chappell,78,"17' 9""",1773.6670000000001,100,-12
18,T18,T18,Jim Furyk,87,"17' 9""",1974.25,111,-20
19,T20,T20,Shane Bertsch,62,"17' 10""",1640.75,92,-7
20,T20,T20,Steve Stricker,70,"17' 10""",1408.3329999999999,79,-13
21,22,22,Jason Bohn,74,"18' 0""",1764.5829999999999,98,-17
22,T23,T23,Robert Allenby,84,"18' 1""",1862.5,103,-27
23,T23,T23,Chad Campbell,99,"18' 1""",2476.167,137,-16
24,T23,T23,Dustin Johnson,72,"18' 1""",1519.5829999999999,84,-11
25,T23,T23,Heath Slocum,89,"18' 1""",2227.25,123,-19
26,T27,T27,Arjun Atwal,91,"18' 2""",2090.583,115,-9
27,T27,T27,Anthony Kim,72,"18' 2""",1070.917,59,-11
28,T27,T27,John Rollins,85,"18' 2""",2106.25,116,-8
29,30,30,David Hearn,88,"18' 3""",2487.417,136,-36
30,T31,T31,Jason Dufner,78,"18' 4""",1939.5,106,-24
31,T31,T31,Matt Kuchar,94,"18' 4""",1666.0,91,-14
32,T31,T31,Hunter Mahan,92,"18' 4""",2110.417,115,-23
33,T34,T34,Greg Chalmers,88,"18' 5""",2047.5829999999999,111,-31
34,T34,T34,Pat Perez,76,"18' 5""",1807.25,98,-15
35,T34,T34,Adam Scott,60,"18' 5""",1306.333,71,-9
36,T34,T34,Brandt Snedeker,85,"18' 5""",1934.5829999999999,105,-14
37,T38,T38,K.J. Choi,77,"18' 6""",1594.1670000000001,86,-21
38,T38,T38,Graeme McDowell,50,"18' 6""",1019.5830000000001,55,-8
39,T38,T38,Sean O'Hair,71,"18' 6""",1368.0829999999999,74,-13
40,T38,T38,Charlie Wi,83,"18' 6""",2162.583,117,-10
41,T42,T42,Jonathan Byrd,83,"18' 7""",1657.5829999999999,89,-12
42,T42,T42,Vaughn Taylor,89,"18' 7""",2470.583,133,-19
43,T42,T42,Camilo Villegas,69,"18' 7""",1582.0,85,-9
44,T45,T45,Scott Gutschewski,67,"18' 8""",1270.083,68,-10
45,T45,T45,Chris Kirk,87,"18' 8""",2055.917,110,-20
46,T45,T45,Nick Watney,80,"18' 8""",1808.0,97,-21
47,T48,T48,Stuart Appleby,65,"18' 9""",1405.25,75,-5
48,T48,T48,Tom Gillis,55,"18' 9""",1333.5829999999999,71,-12
49,T48,T48,Scott Piercy,78,"18' 9""",1911.5,102,-20
50,T48,T48,David Toms,78,"18' 9""",1446.5,77,-10
51,T52,T52,J.P. Hayes,56,"18' 10""",1546.5829999999999,82,-13
52,T52,T52,Alex Prugh,82,"18' 10""",2397.0,127,-16
53,T54,T54,Robert Garrigus,83,"18' 11""",2208.833,117,-33
54,T54,T54,Charl Schwartzel,58,"18' 11""",908.25,48,-3
55,T54,T54,Roland Thatcher,67,"18' 11""",2022.9170000000001,107,-17
56,T57,T57,Chez Reavie,92,"19' 0""",2684.5,141,-23
57,T57,T57,Vijay Singh,79,"19' 0""",1861.0,98,-3
58,T59,T59,Fabián Gómez,84,"19' 2""",1741.6670000000001,91,-20
59,T59,T59,Rod Pampling,72,"19' 2""",1916.1670000000001,100,-13
60,T61,T61,Kris Blanks,92,"19' 3""",2617.5,136,-18
61,T61,T61,Ernie Els,71,"19' 3""",1578.0829999999999,82,-10
62,T61,T61,George McNeill,69,"19' 3""",1654.9170000000001,86,-5
63,T61,T61,Aron Price,58,"19' 3""",1713.0,89,-5
64,T65,T65,Bobby Gates,82,"19' 4""",1973.4170000000001,102,-2
65,T65,T65,Lucas Glover,74,"19' 4""",1549.25,80,-10
66,T65,T65,Jerry Kelly,85,"19' 4""",1761.0829999999999,91,-20
67,T65,T65,Spencer Levin,113,"19' 4""",2690.083,139,-24
68,T65,T65,Steve Marino,76,"19' 4""",2103.417,109,-14
69,T65,T65,Geoff Ogilvy,69,"19' 4""",1602.9170000000001,83,-20
70,T71,T71,Joe Durant,71,"19' 6""",1894.8329999999999,97,-8
71,T71,T71,Hunter Haas,96,"19' 6""",2433.917,125,-4
72,T71,T71,Ryuji Imada,83,"19' 6""",1894.4170000000001,97,-6
73,T71,T71,Michael Thompson,79,"19' 6""",2283.583,117,-13
74,75,75,Marc Leishman,87,"19' 7""",2057.0,105,-22
