,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Scott Piercy,78,"58' 11""",3123.25,53,-2
1,2,2,Geoff Ogilvy,69,"59' 0""",1710.6670000000001,29,-1
2,3,3,Webb Simpson,98,"59' 2""",2544.75,43,-9
3,4,4,Chad Campbell,99,"59' 6""",2798.417,47,+5
4,T5,T5,Sean O'Hair,71,"59' 7""",2205.833,37,+3
5,T5,T5,Brandt Snedeker,85,"59' 7""",1846.5829999999999,31,E
6,7,7,Charley Hoffman,93,"59' 9""",2628.5,44,-12
7,8,8,Davis Love III,70,"60' 1""",1321.1670000000001,22,-2
8,T9,T9,Chris DiMarco,93,"60' 5""",2115.083,35,+3
9,T9,T9,Carl Pettersson,95,"60' 5""",2114.167,35,-5
10,11,11,Aron Price,58,"61' 9""",1543.5,25,+6
11,T12,T12,Ricky Barnes,78,"61' 10""",2164.083,35,-4
12,T12,T12,Gary Woodland,93,"61' 10""",3587.0,58,-16
13,14,14,Shaun Micheel,77,"61' 11""",2042.6670000000001,33,+4
14,15,15,Alex Cejka,59,"62' 4""",1496.8329999999999,24,-6
15,16,16,David Duval,67,"62' 6""",1749.5,28,+2
16,17,17,Nate Smith,66,"63' 0""",2078.917,33,+11
17,18,18,Jim Herman,69,"63' 3""",2087.667,33,-9
18,19,19,Robert Allenby,84,"63' 7""",2607.917,41,-10
19,20,20,Padraig Harrington,60,"63' 8""",1909.4170000000001,30,-6
20,21,21,Joe Durant,71,"63' 11""",1278.583,20,+8
21,22,22,Jim Furyk,87,"64' 0""",2048.167,32,+5
22,23,23,Vijay Singh,79,"64' 1""",2050.5,32,-8
23,24,24,Kevin Streelman,90,"64' 7""",2132.417,33,-3
24,25,25,Justin Rose,79,"64' 10""",2333.25,36,-7
25,T26,T26,Harrison Frazar,58,"65' 0""",1756.0,27,-8
26,T26,T26,Matt Kuchar,94,"65' 0""",2340.25,36,-4
27,28,28,Billy Mayfair,94,"65' 1""",2278.583,35,-6
28,T29,T29,Bobby Gates,82,"65' 4""",2743.0,42,-9
29,T29,T29,Zack Miller,86,"65' 4""",2612.75,40,-5
30,31,31,Zach Johnson,79,"65' 6""",2423.917,37,+2
31,32,32,Graeme McDowell,50,"65' 8""",591.25,9,-1
32,33,33,Kris Blanks,92,"65' 9""",2825.5,43,+3
33,T34,T34,Dustin Johnson,72,"65' 10""",2435.333,37,-8
34,T34,T34,Chris Stroud,88,"65' 10""",2501.667,38,-2
35,T34,T34,Nick Watney,80,"65' 10""",2831.667,43,-3
36,37,37,Brendan Steele,89,"66' 0""",1979.1670000000001,30,-3
37,T38,T38,Tommy Gainey,104,"66' 2""",2845.583,43,-9
38,T38,T38,Marc Turnesa,54,"66' 2""",1588.4170000000001,24,+3
39,T38,T38,Camilo Villegas,69,"66' 2""",2382.917,36,-2
40,41,41,Retief Goosen,50,"66' 3""",1391.5,21,-1
41,42,42,Matt McQuillan,59,"66' 4""",1326.6670000000001,20,+4
42,43,43,Phil Mickelson,79,"66' 5""",3119.833,47,-18
43,44,44,Ben Martin,74,"66' 7""",2130.083,32,+8
44,T45,T45,Robert Karlsson,61,"66' 8""",2600.25,39,+1
45,T45,T45,Colt Knost,80,"66' 8""",1999.1670000000001,30,+6
46,47,47,Martin Piller,63,"66' 10""",1938.0,29,+1
47,48,48,John Senden,94,"66' 11""",3544.667,53,+1
48,49,49,George McNeill,69,"67' 2""",2954.083,44,-4
49,T50,T50,Luke Donald,73,"67' 3""",2084.083,31,-8
50,T50,T50,Bill Lunde,92,"67' 3""",1950.6670000000001,29,+1
51,T50,T50,Kevin Stadler,88,"67' 3""",2083.917,31,-6
