,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,T1,T1,Luke Donald,73,"25' 1""",677.5830000000001,27,-5
1,T1,T1,Paul Goydos,81,"25' 1""",702.5830000000001,28,-1
2,3,3,Bubba Watson,85,"26' 9""",1259.167,47,+4
3,4,4,Davis Love III,70,"27' 11""",1033.917,37,+2
4,5,5,Kevin Na,84,"28' 0""",1008.5830000000001,36,E
5,6,6,Briny Baird,60,"28' 3""",931.3330000000001,33,-1
6,7,7,Chris DiMarco,93,"28' 5""",1422.1670000000001,50,-1
7,8,8,David Toms,78,"28' 9""",1033.5,36,-10
8,9,9,Chez Reavie,92,"29' 4""",1847.6670000000001,63,+8
9,10,10,David Duval,67,"29' 6""",1327.5829999999999,45,+2
10,11,11,D.J. Trahan,91,"29' 9""",2083.917,70,+8
11,12,12,Shane Bertsch,62,"29' 11""",927.25,31,+2
12,13,13,Hunter Haas,96,"30' 2""",1959.9170000000001,65,E
13,14,14,Sergio Garcia,61,"30' 3""",1087.917,36,+3
14,15,15,Steve Marino,76,"30' 6""",975.0,32,E
15,16,16,Matt Kuchar,94,"30' 11""",1328.5,43,+2
16,17,17,Rory Sabbatini,85,"31' 0""",1209.417,39,-1
17,18,18,Stuart Appleby,65,"31' 3""",1500.25,48,+7
18,19,19,Freddie Jacobson,92,"31' 4""",1661.5,53,-1
19,20,20,Michael Connell,76,"31' 5""",1414.8329999999999,45,+3
20,21,21,Carl Pettersson,95,"31' 6""",2048.583,65,+6
21,22,22,William McGirt,103,"31' 11""",2645.75,83,-13
22,23,23,Hunter Mahan,92,"32' 0""",1217.0,38,+4
23,24,24,Vaughn Taylor,89,"32' 1""",1730.5829999999999,54,+8
24,T25,T25,Stephen Ames,69,"32' 2""",1318.75,41,-1
25,T25,T25,Michael Bradley,74,"32' 2""",1641.3329999999999,51,+4
26,T25,T25,Bill Haas,93,"32' 2""",1607.75,50,+6
27,28,28,Jason Dufner,78,"32' 3""",1482.0,46,+3
28,29,29,Chris Kirk,87,"32' 4""",2454.583,76,+7
29,T30,T30,Woody Austin,59,"32' 5""",1003.6669999999999,31,+1
30,T30,T30,Ángel Cabrera,50,"32' 5""",971.8330000000001,30,+8
31,T30,T30,Brandt Jobe,100,"32' 5""",2042.0829999999999,63,+7
32,T33,T33,Jonathan Byrd,83,"32' 8""",1926.4170000000001,59,+4
33,T33,T33,Tommy Gainey,104,"32' 8""",2973.0,91,+7
34,T33,T33,Trevor Immelman,84,"32' 8""",1339.4170000000001,41,+4
35,T33,T33,Nick O'Hern,89,"32' 8""",1207.833,37,-2
36,T37,T37,Jason Bohn,74,"32' 9""",1081.0,33,-3
37,T37,T37,Brendon de Jonge,105,"32' 9""",1866.75,57,+4
38,39,39,Jim Renner,65,"32' 10""",1280.25,39,+4
39,40,40,Camilo Villegas,69,"32' 11""",1777.4170000000001,54,+6
40,41,41,Matt Bettencourt,84,"33' 0""",1683.5829999999999,51,+4
41,42,42,Sung Kang,63,"33' 2""",1426.1670000000001,43,+8
42,43,43,Josh Teater,104,"33' 3""",2596.5,78,+11
43,T44,T44,David Mathis,83,"33' 6""",1506.3329999999999,45,-4
44,T44,T44,Vijay Singh,79,"33' 6""",2078.333,62,+6
