,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
0,1,1,Nick Watney,80,"12' 3""",916.6669999999999,75,-0.24
1,2,2,Steve Stricker,70,"12' 7""",1145.75,91,-0.23
2,3,3,Scott Piercy,78,"13' 4""",774.8330000000001,58,-0.21
3,4,4,Stewart Cink,72,"13' 7""",1074.75,79,-0.14
4,5,5,Anthony Kim,72,"13' 10""",1093.25,79,-0.14
5,T6,T6,Paul Goydos,81,"13' 11""",2028.5829999999999,146,-0.12
6,T6,T6,Charles Howell III,108,"13' 11""",1361.0829999999999,98,-0.22
7,8,8,Jonathan Byrd,83,"14' 0""",1173.083,84,-0.10
8,T9,T9,Woody Austin,59,"14' 6""",929.5830000000001,64,-0.30
9,T9,T9,Greg Chalmers,88,"14' 6""",1510.5829999999999,104,-0.26
10,T9,T9,Brian Davis,105,"14' 6""",1999.9170000000001,138,-0.22
11,T9,T9,Luke Donald,73,"14' 6""",1027.0,71,-0.21
12,T9,T9,David Duval,67,"14' 6""",973.75,67,-0.03
13,T14,T14,Stephen Ames,69,"14' 7""",1110.0,76,-0.22
14,T14,T14,Rickie Fowler,84,"14' 7""",1212.583,83,-0.12
15,T14,T14,Justin Rose,79,"14' 7""",1048.5,72,-0.19
16,17,17,Webb Simpson,98,"14' 8""",1347.3329999999999,92,-0.21
17,18,18,Jimmy Walker,79,"14' 9""",1089.167,74,-0.15
18,T19,T19,Lee Janzen,62,"14' 10""",845.1669999999999,57,E
19,T19,T19,Chris Kirk,87,"14' 10""",1289.417,87,-0.29
20,T19,T19,Kevin Na,84,"14' 10""",1289.0,87,E
21,T22,T22,Ernie Els,71,"15' 0""",1258.417,84,-0.02
22,T22,T22,Brian Gay,90,"15' 0""",2204.333,147,-0.25
23,T24,T24,K.J. Choi,77,"15' 1""",1179.417,78,-0.15
24,T24,T24,Brendan Steele,89,"15' 1""",1160.917,77,-0.35
25,T24,T24,Bo Van Pelt,92,"15' 1""",1254.583,83,-0.11
26,27,27,Chad Campbell,99,"15' 2""",1499.0829999999999,99,-0.14
27,T28,T28,John Rollins,85,"15' 3""",1389.9170000000001,91,-0.08
28,T28,T28,Rory Sabbatini,85,"15' 3""",1144.333,75,-0.19
29,T28,T28,Adam Scott,60,"15' 3""",840.0830000000001,55,-0.11
30,T31,T31,Jerry Kelly,85,"15' 4""",1194.25,78,-0.17
31,T31,T31,Martin Laird,77,"15' 4""",1196.75,78,-0.13
32,T31,T31,Camilo Villegas,69,"15' 4""",780.6669999999999,51,-0.27
33,T34,T34,Andres Gonzales,60,"15' 5""",891.8330000000001,58,-0.07
34,T34,T34,J.B. Holmes,57,"15' 5""",1358.8329999999999,88,-0.11
35,T34,T34,Billy Mayfair,94,"15' 5""",1402.3329999999999,91,-0.13
36,T34,T34,Graeme McDowell,50,"15' 5""",754.9169999999999,49,-0.20
37,T34,T34,Brandt Snedeker,85,"15' 5""",1019.9169999999999,66,-0.21
38,39,39,Shane Bertsch,62,"15' 6""",1237.833,80,-0.10
39,T40,T40,Padraig Harrington,60,"15' 7""",857.5830000000001,55,-0.11
