,Approaches_from_150-175_yards_Rgh_RANK THIS WEEK,Approaches_from_150-175_yards_Rgh_RANK LAST WEEK,Approaches_from_150-175_yards_Rgh_PLAYER NAME,Approaches_from_150-175_yards_Rgh_ROUNDS,Approaches_from_150-175_yards_Rgh_AVG,Approaches_from_150-175_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_150-175_yards_Rgh_# OF ATTEMPTS,Approaches_from_150-175_yards_Rgh_RELATIVE TO PAR
0,1,1,Shaun Micheel,77,"33' 3""",1992.8329999999999,60,+4
1,2,2,Harrison Frazar,58,"33' 9""",742.5,22,+3
2,3,3,Rory Sabbatini,85,"33' 11""",1697.25,50,+3
3,4,4,Nathan Green,81,"34' 5""",1686.5,49,+8
4,5,5,Shane Bertsch,62,"34' 9""",1494.4170000000001,43,E
5,6,6,Davis Love III,70,"35' 2""",1686.0,48,+4
6,7,7,Ben Curtis,66,"35' 8""",1535.0829999999999,43,+2
7,8,8,John Rollins,85,"35' 9""",1896.5829999999999,53,-1
8,9,9,Ian Poulter,52,"35' 10""",967.6669999999999,27,-2
9,10,10,Graeme McDowell,50,"36' 5""",764.5,21,+5
10,11,11,Jonathan Byrd,83,"36' 6""",2520.417,69,+4
11,12,12,Bubba Watson,85,"36' 7""",2341.833,64,+6
12,13,13,Gary Woodland,93,"36' 10""",1877.1670000000001,51,+9
13,T14,T14,Sergio Garcia,61,"37' 0""",1700.75,46,+7
14,T14,T14,Brandt Jobe,100,"37' 0""",1960.1670000000001,53,+4
15,T16,T16,Kris Blanks,92,"37' 2""",2268.667,61,+13
16,T16,T16,J.P. Hayes,56,"37' 2""",1189.333,32,+6
17,T18,T18,Brian Gay,90,"37' 3""",1452.9170000000001,39,+6
18,T18,T18,Dustin Johnson,72,"37' 3""",1414.1670000000001,38,+6
19,T18,T18,Chez Reavie,92,"37' 3""",2533.75,68,+13
20,T21,T21,Chris Couch,73,"37' 4""",1943.1670000000001,52,+4
21,T21,T21,Padraig Harrington,60,"37' 4""",1343.6670000000001,36,-1
22,T21,T21,Hunter Mahan,92,"37' 4""",2541.417,68,+14
23,24,24,Jason Bohn,74,"37' 5""",2168.083,58,+12
24,T25,T25,Briny Baird,60,"37' 6""",938.3330000000001,25,+3
25,T25,T25,Y.E. Yang,63,"37' 6""",1388.25,37,+3
26,T27,T27,Michael Bradley,74,"37' 8""",1845.1670000000001,49,+9
27,T27,T27,Robert Garrigus,83,"37' 8""",2185.833,58,+14
28,29,29,Ernie Els,71,"37' 11""",1669.4170000000001,44,+5
29,T30,T30,Chad Campbell,99,"38' 1""",2473.667,65,+15
30,T30,T30,Brandt Snedeker,85,"38' 1""",2244.583,59,-2
31,32,32,Bill Haas,93,"38' 3""",2180.167,57,+4
32,T33,T33,Phil Mickelson,79,"38' 4""",2185.25,57,+6
33,T33,T33,Michael Putnam,67,"38' 4""",1763.0829999999999,46,+5
34,T33,T33,Boo Weekley,66,"38' 4""",1646.5829999999999,43,+9
35,36,36,Hunter Haas,96,"38' 5""",3108.5,81,+15
36,T37,T37,Aaron Baddeley,77,"38' 6""",2813.333,73,+6
37,T37,T37,Johnson Wagner,81,"38' 6""",2308.667,60,+8
38,39,39,Jason Dufner,78,"38' 7""",1620.5829999999999,42,+6
39,40,40,Greg Chalmers,88,"38' 8""",2437.917,63,+10
40,T41,T41,Chris DiMarco,93,"38' 9""",2440.167,63,+10
41,T41,T41,Rocco Mediate,53,"38' 9""",1394.6670000000001,36,+12
42,T41,T41,Ryan Moore,79,"38' 9""",2091.75,54,+10
43,T41,T41,Geoff Ogilvy,69,"38' 9""",1977.4170000000001,51,+6
44,45,45,J.B. Holmes,57,"38' 10""",1164.083,30,+5
45,T46,T46,Stewart Cink,72,"39' 2""",2114.833,54,+3
46,T46,T46,Brendon de Jonge,105,"39' 2""",3213.75,82,+7
47,T46,T46,Lucas Glover,74,"39' 2""",1959.0,50,+9
48,T46,T46,Will Strickler,51,"39' 2""",1173.75,30,+4
49,T46,T46,Jimmy Walker,79,"39' 2""",3175.583,81,+27
50,51,51,Woody Austin,59,"39' 3""",1413.0829999999999,36,+9
51,52,52,Stephen Ames,69,"39' 8""",1864.5829999999999,47,+1
52,T53,T53,Ricky Barnes,78,"39' 9""",2387.333,60,+15
53,T53,T53,Luke Donald,73,"39' 9""",1192.25,30,+7
54,T53,T53,Fabián Gómez,84,"39' 9""",2305.75,58,+6
55,T53,T53,Paul Stankowski,78,"39' 9""",2622.833,66,+6
56,57,57,Brian Davis,105,"39' 10""",2150.583,54,+11
57,T58,T58,Marc Turnesa,54,"39' 11""",1675.25,42,+3
58,T58,T58,Jhonattan Vegas,84,"39' 11""",3070.917,77,+16
59,60,60,Stuart Appleby,65,"40' 1""",2446.5,61,+7
60,61,61,Steve Flesch,88,"40' 2""",2733.917,68,+6
61,T62,T62,Jim Furyk,87,"40' 4""",1732.5829999999999,43,+3
62,T62,T62,Roland Thatcher,67,"40' 4""",2177.167,54,+15
63,64,64,Ryan Palmer,82,"40' 6""",2026.5,50,+12
64,T65,T65,Chris Kirk,87,"40' 7""",2757.25,68,+14
65,T65,T65,Aron Price,58,"40' 7""",1379.1670000000001,34,+10
66,T65,T65,Chris Stroud,88,"40' 7""",2721.333,67,+3
67,T68,T68,Charley Hoffman,93,"40' 8""",1668.9170000000001,41,+7
68,T68,T68,Zack Miller,86,"40' 8""",2765.25,68,+15
69,T68,T68,Dean Wilson,62,"40' 8""",1463.75,36,+9
70,T71,T71,Nick O'Hern,89,"40' 10""",1590.9170000000001,39,E
71,T71,T71,David Toms,78,"40' 10""",1675.0,41,+5
72,73,73,Spencer Levin,113,"41' 0""",3569.333,87,+13
73,74,74,William McGirt,103,"41' 2""",3458.0,84,+16
74,75,75,Vaughn Taylor,89,"41' 4""",2730.167,66,+8
75,T76,T76,Cameron Beckman,71,"41' 5""",2114.167,51,+10
76,T76,T76,Rickie Fowler,84,"41' 5""",2401.667,58,+7
77,78,78,Bill Lunde,92,"41' 7""",2827.083,68,+18
78,T79,T79,Joseph Bramlett,73,"41' 8""",2165.667,52,+3
79,T79,T79,Nick Watney,80,"41' 8""",1834.0829999999999,44,+4
80,T81,T81,George McNeill,69,"41' 10""",2302.0,55,+9
81,T81,T81,John Senden,94,"41' 10""",2383.917,57,+5
82,83,83,Zach Johnson,79,"41' 11""",1843.8329999999999,44,+6
83,T84,T84,Steve Elkington,50,"42' 1""",1009.6669999999999,24,+5
84,T84,T84,Carl Pettersson,95,"42' 1""",3326.417,79,+12
85,T86,T86,Charles Howell III,108,"42' 3""",3887.0,92,+12
86,T86,T86,Justin Leonard,82,"42' 3""",2028.6670000000001,48,+4
87,88,88,Scott Gutschewski,67,"42' 4""",2327.333,55,+14
88,T89,T89,Alex Cejka,59,"42' 5""",1401.0829999999999,33,+5
89,T89,T89,Steve Stricker,70,"42' 5""",1400.25,33,+3
90,T91,T91,Andres Romero,77,"42' 6""",2038.3329999999999,48,+13
91,T91,T91,Adam Scott,60,"42' 6""",1871.4170000000001,44,+7
92,T93,T93,David Hearn,88,"42' 8""",2601.833,61,+16
93,T93,T93,Troy Merritt,63,"42' 8""",1578.75,37,+14
94,T93,T93,Rod Pampling,72,"42' 8""",1621.25,38,+4
95,T96,T96,Derek Lamely,65,"42' 9""",2267.333,53,+13
96,T96,T96,Billy Mayfair,94,"42' 9""",2777.833,65,+8
97,T98,T98,Bobby Gates,82,"42' 11""",2018.5829999999999,47,+11
98,T98,T98,Scott Stallings,84,"42' 11""",2791.667,65,+20
99,T100,T100,Steven Bowditch,86,"43' 0""",2880.5,67,+8
100,T100,T100,Matt Kuchar,94,"43' 0""",2280.25,53,+4
101,T102,T102,Kent Jones,76,"43' 1""",2842.333,66,+12
