,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
90,91,91,Michael Putnam,67,61.94,480,775,-0.16
91,T92,T92,Sung Kang,63,61.92,457,738,-0.17
92,T92,T92,Josh Teater,104,61.92,805,1300,-0.15
93,T94,T94,Alex Prugh,82,61.9,614,992,-0.14
94,T94,T94,Garrett Willis,71,61.9,598,966,-0.19
95,96,96,Michael Thompson,79,61.89,635,1026,-0.2
96,97,97,Marc Turnesa,54,61.86,446,721,-0.15
97,T98,T98,Michael Connell,76,61.84,679,1098,-0.16
98,T98,T98,Tim Herron,85,61.84,705,1140,-0.17
99,100,100,Steve Elkington,50,61.75,381,617,-0.17
100,101,101,Hunter Haas,96,61.69,765,1240,-0.19
101,102,102,Robert Garrigus,83,61.66,571,926,-0.17
102,103,103,Troy Matteson,91,61.65,709,1150,-0.18
103,104,104,Martin Laird,77,61.58,529,859,-0.2
104,T105,T105,Charley Hoffman,93,61.55,597,970,-0.18
105,T105,T105,Matt McQuillan,59,61.55,445,723,-0.22
106,107,107,David Mathis,83,61.48,656,1067,-0.19
107,108,108,Blake Adams,116,61.43,951,1548,-0.17
108,109,109,Rory Sabbatini,85,61.38,534,870,-0.17
109,110,110,Stewart Cink,72,61.37,456,743,-0.19
110,111,111,Phil Mickelson,79,61.31,477,778,-0.18
111,112,112,Ryan Moore,79,61.25,539,880,-0.21
112,113,113,Pat Perez,76,61.23,608,993,-0.18
113,114,114,Fabián Gómez,84,61.19,615,1005,-0.16
114,115,115,Marc Leishman,87,61.17,709,1159,-0.17
115,116,116,Ben Martin,74,61.14,590,965,-0.18
116,117,117,Steve Stricker,70,61.12,459,751,-0.23
117,118,118,Charl Schwartzel,58,60.99,358,587,-0.19
118,119,119,Justin Leonard,82,60.86,681,1119,-0.14
119,120,120,Richard Johnson,64,60.83,511,840,-0.15
120,121,121,Roland Thatcher,67,60.78,547,900,-0.16
121,122,122,David Duval,67,60.76,514,846,-0.19
122,T123,T123,Shaun Micheel,77,60.75,602,991,-0.14
123,T123,T123,Bryce Molder,82,60.75,647,1065,-0.23
124,125,125,Troy Merritt,63,60.72,507,835,-0.13
125,126,126,Jason Day,76,60.71,499,822,-0.2
126,127,127,Ángel Cabrera,50,60.63,291,480,-0.19
127,128,128,Brandt Snedeker,85,60.58,601,992,-0.24
128,T129,T129,Keegan Bradley,91,60.55,677,1118,-0.16
129,T129,T129,Jeff Overton,92,60.55,614,1014,-0.19
130,131,131,Camilo Villegas,69,60.4,517,856,-0.19
131,132,132,Brian Gay,90,60.36,667,1105,-0.19
132,133,133,Sean O'Hair,71,60.27,534,886,-0.16
133,134,134,George McNeill,69,60.24,509,845,-0.2
134,135,135,Arjun Atwal,91,60.06,740,1232,-0.19
135,136,136,Paul Goydos,81,60.0,657,1095,-0.16
136,137,137,Chris Couch,73,59.98,574,957,-0.19
137,138,138,Bobby Gates,82,59.96,587,979,-0.13
138,139,139,J.B. Holmes,57,59.86,349,583,-0.19
139,140,140,Graeme McDowell,50,59.85,313,523,-0.19
140,141,141,Shane Bertsch,62,59.82,466,779,-0.21
141,142,142,Dean Wilson,62,59.79,513,858,-0.18
142,143,143,Jimmy Walker,79,59.78,660,1104,-0.17
143,144,144,D.A. Points,89,59.73,654,1095,-0.18
144,145,145,Rickie Fowler,84,59.68,567,950,-0.24
145,146,146,Kevin Chappell,78,59.66,519,870,-0.14
146,147,147,Cameron Beckman,71,59.57,551,925,-0.18
147,148,148,Charlie Wi,83,59.56,682,1145,-0.21
148,149,149,Ryuji Imada,83,59.55,667,1120,-0.17
149,150,150,Tag Ridings,87,59.44,617,1038,-0.18
150,151,151,Colt Knost,80,59.33,623,1050,-0.19
151,152,152,Geoff Ogilvy,69,59.3,475,801,-0.25
152,153,153,Rocco Mediate,53,59.19,409,691,-0.15
153,154,154,Rich Beem,53,59.1,396,670,-0.11
154,155,155,Andres Romero,77,59.03,559,947,-0.21
155,156,156,Ryan Palmer,82,58.88,484,822,-0.13
156,157,157,James Driscoll,71,58.82,507,862,-0.16
157,158,158,Derek Lamely,65,58.77,476,810,-0.14
158,159,159,Lee Janzen,62,58.7,442,753,-0.2
159,160,160,Freddie Jacobson,92,58.66,606,1033,-0.22
160,T161,T161,D.J. Brigman,67,58.6,487,831,-0.15
161,T161,T161,Scott Gutschewski,67,58.6,470,802,-0.15
162,163,163,Y.E. Yang,63,58.58,372,635,-0.18
163,164,164,Daniel Summerhays,75,58.43,579,991,-0.13
164,165,165,Anthony Kim,72,58.4,466,798,-0.17
165,166,166,Steven Bowditch,86,58.39,616,1055,-0.19
166,167,167,Stuart Appleby,65,57.88,507,876,-0.15
167,168,168,Martin Piller,63,57.86,438,757,-0.15
168,T169,T169,Matt Jones,71,57.6,523,908,-0.18
169,T169,T169,Tim Petrovic,88,57.6,652,1132,-0.18
170,171,171,Nathan Green,81,57.5,606,1054,-0.16
171,172,172,Will Strickler,51,57.47,350,609,-0.14
172,173,173,Robert Karlsson,61,57.06,372,652,-0.22
173,174,174,Jarrod Lyle,83,57.02,601,1054,-0.12
174,175,175,Matt Bettencourt,84,57.0,623,1093,-0.18
175,176,176,Nate Smith,66,56.98,461,809,-0.17
176,T177,T177,Greg Chalmers,88,56.93,674,1184,-0.2
177,T177,T177,Harrison Frazar,58,56.93,345,606,-0.17
178,179,179,Joe Ogilvie,75,56.88,504,886,-0.19
179,180,180,J.P. Hayes,56,56.86,402,707,-0.15
180,181,181,Kevin Kisner,70,56.78,494,870,-0.19
181,182,182,Zack Miller,86,56.66,608,1073,-0.12
182,183,183,Scott McCarron,65,56.03,455,812,-0.16
183,184,184,Steve Flesch,88,55.48,653,1177,-0.21
184,185,185,Kevin Na,84,55.33,550,994,-0.23
185,186,186,Bio Kim,71,52.49,432,823,-0.14
