,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Chad Campbell,99,68.93,894,1297,-0.14
1,2,2,John Senden,94,68.66,802,1168,-0.18
2,3,3,Briny Baird,60,68.17,499,732,-0.18
3,4,4,Heath Slocum,89,68.16,747,1096,-0.16
4,5,5,Joe Durant,71,67.62,641,948,-0.13
5,6,6,Boo Weekley,66,67.58,542,802,-0.12
6,7,7,David Toms,78,67.54,593,878,-0.21
7,8,8,Ernie Els,71,67.02,571,852,-0.15
8,9,9,D.J. Trahan,91,66.38,762,1148,-0.13
9,10,10,Gary Woodland,93,66.26,650,981,-0.17
10,11,11,David Hearn,88,66.23,759,1146,-0.19
11,12,12,Brandt Jobe,100,66.16,784,1185,-0.17
12,13,13,Jim Furyk,87,66.1,694,1050,-0.19
13,14,14,Robert Allenby,84,65.98,677,1026,-0.17
14,15,15,Webb Simpson,98,65.94,784,1189,-0.24
15,16,16,William McGirt,103,65.9,914,1387,-0.17
16,17,17,Adam Scott,60,65.83,420,638,-0.16
17,18,18,Chez Reavie,92,65.77,807,1227,-0.2
18,19,19,Trevor Immelman,84,65.59,648,988,-0.16
19,20,20,Bill Lunde,92,65.55,725,1106,-0.18
20,21,21,Bill Haas,93,65.48,660,1008,-0.2
21,22,22,J.J. Henry,96,65.46,762,1164,-0.16
22,23,23,John Merrick,71,65.18,586,899,-0.16
23,24,24,Hunter Mahan,92,65.16,705,1082,-0.2
24,25,25,Luke Donald,73,65.13,508,780,-0.24
25,26,26,Billy Mayfair,94,65.1,815,1252,-0.14
26,27,27,Johnson Wagner,81,65.09,703,1080,-0.17
27,28,28,Kris Blanks,92,65.08,805,1237,-0.16
28,29,29,John Rollins,85,65.05,659,1013,-0.18
29,30,30,Davis Love III,70,65.0,494,760,-0.18
30,31,31,Kyle Stanley,98,64.98,731,1125,-0.16
31,32,32,Bubba Watson,85,64.93,487,750,-0.17
32,33,33,Justin Rose,79,64.9,588,906,-0.17
33,34,34,Spencer Levin,113,64.76,895,1382,-0.16
34,35,35,Jim Herman,69,64.68,533,824,-0.13
35,36,36,Ricky Barnes,78,64.63,603,933,-0.13
36,37,37,Tommy Gainey,104,64.62,862,1334,-0.2
37,38,38,Alexandre Rocha,65,64.54,475,736,-0.13
38,39,39,Charles Howell III,108,64.31,854,1328,-0.15
39,40,40,Kevin Stadler,88,64.28,673,1047,-0.19
40,41,41,Michael Bradley,74,64.19,561,874,-0.17
41,42,42,Lucas Glover,74,64.18,586,913,-0.2
42,43,43,Retief Goosen,50,64.16,376,586,-0.19
43,T44,T44,Aron Price,58,64.1,482,752,-0.2
44,T44,T44,Cameron Tringale,110,64.1,909,1418,-0.18
45,46,46,Jerry Kelly,85,64.04,666,1040,-0.18
46,47,47,Nick O'Hern,89,63.86,728,1140,-0.17
47,48,48,Chris Stroud,88,63.84,715,1120,-0.15
48,T49,T49,Billy Horschel,75,63.81,573,898,-0.19
49,T49,T49,Vaughn Taylor,89,63.81,774,1213,-0.2
50,51,51,Jason Bohn,74,63.72,613,962,-0.18
51,52,52,Sergio Garcia,61,63.66,410,644,-0.16
52,53,53,Dustin Johnson,72,63.6,456,717,-0.18
53,54,54,Matt Kuchar,94,63.58,653,1027,-0.22
54,55,55,Nick Watney,80,63.57,548,862,-0.22
55,56,56,Brendon de Jonge,105,63.53,864,1360,-0.22
56,57,57,Ben Crane,76,63.5,581,915,-0.19
57,58,58,Alex Cejka,59,63.49,440,693,-0.15
58,59,59,Bo Van Pelt,92,63.47,636,1002,-0.17
59,60,60,Zach Johnson,79,63.46,601,947,-0.21
60,61,61,Brian Davis,105,63.42,841,1326,-0.2
61,62,62,Tom Gillis,55,63.25,456,721,-0.14
62,63,63,Chris Kirk,87,63.16,708,1121,-0.2
63,64,64,Vijay Singh,79,63.04,648,1028,-0.17
64,65,65,Mark Wilson,89,62.93,652,1036,-0.17
65,66,66,Scott Stallings,84,62.91,614,976,-0.17
66,T67,T67,Justin Hicks,60,62.88,415,660,-0.11
67,T67,T67,Kevin Streelman,90,62.88,642,1021,-0.18
68,69,69,Brendan Steele,89,62.86,711,1131,-0.16
69,70,70,Jhonattan Vegas,84,62.75,608,969,-0.12
70,71,71,Woody Austin,59,62.7,464,740,-0.17
71,72,72,Jonathan Byrd,83,62.67,643,1026,-0.2
72,73,73,Kent Jones,76,62.65,644,1028,-0.17
73,74,74,K.J. Choi,77,62.59,542,866,-0.17
74,75,75,Ben Curtis,66,62.57,590,943,-0.16
75,76,76,Chris DiMarco,93,62.55,765,1223,-0.18
76,77,77,Jim Renner,65,62.52,477,763,-0.18
77,78,78,Joseph Bramlett,73,62.47,551,882,-0.13
78,T79,T79,Stephen Ames,69,62.46,569,911,-0.17
79,T79,T79,Aaron Baddeley,77,62.46,539,863,-0.22
80,81,81,Carl Pettersson,95,62.23,814,1308,-0.22
81,82,82,Andres Gonzales,60,62.22,420,675,-0.19
82,83,83,Ian Poulter,52,62.21,354,569,-0.2
83,T84,T84,Steve Marino,76,62.16,552,888,-0.18
84,T84,T84,Chris Riley,76,62.16,634,1020,-0.13
85,86,86,Jason Dufner,78,62.13,607,977,-0.19
86,87,87,Rod Pampling,72,62.11,554,892,-0.18
87,88,88,Padraig Harrington,60,62.1,403,649,-0.17
88,89,89,Scott Piercy,78,62.05,546,880,-0.18
89,90,90,Paul Stankowski,78,62.03,593,956,-0.17
