,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
39,T39,T39,Bill Haas,93,"41' 7""",126645,254,10553.75,+15.00
40,T39,T39,Matt Kuchar,94,"41' 7""",117769,236,9814.083,+14.00
41,T39,T39,Chris Stroud,88,"41' 7""",151104,303,12592.0,+37.00
42,T43,T43,Joe Durant,71,"41' 8""",76562,153,6380.1669999999995,+33.00
43,T43,T43,Retief Goosen,50,"41' 8""",72428,145,6035.6669999999995,+7.00
44,T43,T43,Marc Turnesa,54,"41' 8""",78969,158,6580.75,+22.00
45,T46,T46,Jason Bohn,74,"41' 9""",98164,196,8180.3330000000005,+37.00
46,T46,T46,Boo Weekley,66,"41' 9""",97144,194,8095.3330000000005,+32.00
47,48,48,Paul Goydos,81,"41' 10""",109468,218,9122.333,+40.00
48,T49,T49,Fabián Gómez,84,"41' 11""",122112,243,10176.0,+42.00
49,T49,T49,Hunter Haas,96,"41' 11""",156528,311,13044.0,+27.00
50,T49,T49,Nick Watney,80,"41' 11""",122842,244,10236.833,+13.00
51,52,52,Cameron Beckman,71,"42' 0""",117946,234,9828.833,+39.00
52,53,53,Phil Mickelson,79,"42' 1""",117208,232,9767.333,+2.00
53,T54,T54,Ben Curtis,66,"42' 2""",86588,171,7215.6669999999995,+17.00
54,T54,T54,Tommy Gainey,104,"42' 2""",175412,347,14617.667,+49.00
55,T54,T54,J.B. Holmes,57,"42' 2""",104724,207,8727.0,E
56,T54,T54,Brandt Jobe,100,"42' 2""",128612,254,10717.667,+35.00
57,T58,T58,Rocco Mediate,53,"42' 3""",76569,151,6380.75,+35.00
58,T58,T58,Webb Simpson,98,"42' 3""",146454,289,12204.5,+33.00
59,T60,T60,Aaron Baddeley,77,"42' 5""",143140,281,11928.333,+13.00
60,T60,T60,Ángel Cabrera,50,"42' 5""",80869,159,6739.0830000000005,+28.00
61,T60,T60,Jason Dufner,78,"42' 5""",106367,209,8863.917,+20.00
62,T60,T60,Alex Prugh,82,"42' 5""",142593,280,11882.75,+77.00
63,T60,T60,Vaughn Taylor,89,"42' 5""",152561,300,12713.417,+60.00
64,T65,T65,Stuart Appleby,65,"42' 6""",125413,246,10451.083,+35.00
65,T65,T65,Rickie Fowler,84,"42' 6""",127531,250,10627.583,+11.00
66,T65,T65,David Mathis,83,"42' 6""",109180,214,9098.333,+20.00
67,T65,T65,David Toms,78,"42' 6""",82604,162,6883.6669999999995,+6.00
68,T69,T69,Lucas Glover,74,"42' 7""",112526,220,9377.167,+37.00
69,T69,T69,Zack Miller,86,"42' 7""",146229,286,12185.75,+51.00
70,T71,T71,Michael Connell,76,"42' 8""",114149,223,9512.417,+47.00
71,T71,T71,Aron Price,58,"42' 8""",69618,136,5801.5,+25.00
72,T73,T73,Kevin Chappell,78,"42' 9""",113309,221,9442.417,+40.00
73,T73,T73,Martin Laird,77,"42' 9""",104680,204,8723.333,+10.00
74,T73,T73,Ian Poulter,52,"42' 9""",59043,115,4920.25,+1.00
75,T76,T76,George McNeill,69,"42' 10""",118796,231,9899.667,+24.00
76,T76,T76,Justin Rose,79,"42' 10""",113146,220,9428.833,+22.00
77,78,78,Rory Sabbatini,85,"42' 11""",125733,244,10477.75,+18.00
78,79,79,Padraig Harrington,60,"43' 0""",92413,179,7701.0830000000005,+5.00
79,T80,T80,Brian Gay,90,"43' 2""",89546,173,7462.1669999999995,+22.00
80,T80,T80,Spencer Levin,113,"43' 2""",169742,328,14145.167,+36.00
81,T80,T80,Hunter Mahan,92,"43' 2""",120155,232,10012.917,+29.00
82,83,83,Keegan Bradley,91,"43' 3""",141160,272,11763.333,+47.00
83,84,84,Nate Smith,66,"43' 4""",96699,186,8058.25,+52.00
84,T85,T85,Kevin Streelman,90,"43' 5""",116647,224,9720.583,+27.00
85,T85,T85,Jhonattan Vegas,84,"43' 5""",162511,312,13542.583,+33.00
86,T87,T87,Jim Furyk,87,"43' 7""",103121,197,8593.417,+30.00
87,T87,T87,Joe Ogilvie,75,"43' 7""",137519,263,11459.917,+30.00
88,T87,T87,Jeff Overton,92,"43' 7""",143705,275,11975.417,+37.00
89,90,90,Scott Gutschewski,67,"43' 8""",110486,211,9207.167,+61.00
90,91,91,Kent Jones,76,"43' 9""",117147,223,9762.25,+42.00
91,92,92,Brendan Steele,89,"43' 10""",123723,235,10310.25,+67.00
92,T93,T93,Tag Ridings,87,"43' 11""",165539,314,13794.917,+60.00
93,T93,T93,Roland Thatcher,67,"43' 11""",124355,236,10362.917,+59.00
94,T95,T95,Stephen Ames,69,"44' 0""",94483,179,7873.5830000000005,+13.00
95,T95,T95,Brendon de Jonge,105,"44' 0""",166962,316,13913.5,+33.00
96,T95,T95,Troy Merritt,63,"44' 0""",109279,207,9106.583,+52.00
97,98,98,Scott Piercy,78,"44' 1""",141255,267,11771.25,+30.00
98,T99,T99,Pat Perez,76,"44' 2""",115592,218,9632.667,+31.00
99,T99,T99,Chris Riley,76,"44' 2""",99186,187,8265.5,+33.00
100,T101,T101,D.J. Brigman,67,"44' 4""",120259,226,10021.583,+41.00
101,T101,T101,Ryuji Imada,83,"44' 4""",154721,291,12893.417,+48.00
102,T101,T101,Ryan Palmer,82,"44' 4""",130250,245,10854.167,+25.00
103,T101,T101,Gary Woodland,93,"44' 4""",158930,299,13244.167,+20.00
104,T105,T105,Robert Allenby,84,"44' 5""",133323,250,11110.25,+42.00
105,T105,T105,Andres Gonzales,60,"44' 5""",80965,152,6747.0830000000005,+24.00
106,T105,T105,Cameron Tringale,110,"44' 5""",190724,358,15893.667,+44.00
107,T108,T108,Josh Teater,104,"44' 6""",173996,326,14499.667,+40.00
108,T108,T108,Michael Thompson,79,"44' 6""",127094,238,10591.167,+48.00
109,T108,T108,Camilo Villegas,69,"44' 6""",118476,222,9873.0,+36.00
110,T111,T111,Alex Cejka,59,"44' 7""",75421,141,6285.0830000000005,+18.00
111,T111,T111,Marc Leishman,87,"44' 7""",183474,343,15289.5,+44.00
112,T111,T111,Sean O'Hair,71,"44' 7""",129035,241,10752.917,+34.00
113,T114,T114,John Senden,94,"44' 8""",147522,275,12293.5,+33.00
114,T114,T114,Paul Stankowski,78,"44' 8""",138863,259,11571.917,+41.00
115,T114,T114,Steve Stricker,70,"44' 8""",98619,184,8218.25,+2.00
116,117,117,Troy Matteson,91,"44' 9""",168163,313,14013.583,+57.00
117,T118,T118,William McGirt,103,"44' 10""",180892,336,15074.333,+31.00
118,T118,T118,Ryan Moore,79,"44' 10""",111469,207,9289.083,+29.00
119,T118,T118,D.A. Points,89,"44' 10""",134075,249,11172.917,+44.00
120,T118,T118,Jimmy Walker,79,"44' 10""",182916,340,15243.0,+59.00
121,T122,T122,Tom Gillis,55,"44' 11""",100744,187,8395.333,+41.00
122,T122,T122,Freddie Jacobson,92,"44' 11""",133160,247,11096.667,+26.00
123,T122,T122,Andres Romero,77,"44' 11""",142331,264,11860.917,+59.00
124,T125,T125,Ben Martin,74,"45' 1""",116239,215,9686.583,+55.00
125,T125,T125,Nick O'Hern,89,"45' 1""",99611,184,8300.917,+26.00
126,T127,T127,Brian Davis,105,"45' 2""",139275,257,11606.25,+41.00
127,T127,T127,Steve Flesch,88,"45' 2""",148374,274,12364.5,+46.00
128,T127,T127,David Hearn,88,"45' 2""",144739,267,12061.583,+56.00
129,T127,T127,Anthony Kim,72,"45' 2""",153308,283,12775.667,+41.00
130,131,131,Sung Kang,63,"45' 3""",111843,206,9320.25,+44.00
131,T132,T132,Charles Howell III,108,"45' 5""",189202,347,15766.833,+21.00
132,T132,T132,Kyle Stanley,98,"45' 5""",163552,300,13629.333,+29.00
133,T134,T134,Ben Crane,76,"45' 6""",95481,175,7956.75,+10.00
134,T134,T134,Johnson Wagner,81,"45' 6""",119563,219,9963.583,+34.00
135,T136,T136,Ernie Els,71,"45' 7""",112071,205,9339.25,+38.00
136,T136,T136,Derek Lamely,65,"45' 7""",142826,261,11902.167,+45.00
137,138,138,Jonathan Byrd,83,"45' 8""",147830,270,12319.167,+26.00
138,T139,T139,Briny Baird,60,"45' 9""",77913,142,6492.75,+29.00
139,T139,T139,Matt Bettencourt,84,"45' 9""",167449,305,13954.083,+41.00
140,T139,T139,John Merrick,71,"45' 9""",96553,176,8046.0830000000005,+35.00
141,T139,T139,Will Strickler,51,"45' 9""",86754,158,7229.5,+44.00
142,T143,T143,K.J. Choi,77,"45' 10""",111100,202,9258.333,+32.00
143,T143,T143,Nathan Green,81,"45' 10""",153368,279,12780.667,+46.00
144,145,145,Colt Knost,80,"45' 11""",107408,195,8950.667,+32.00
145,T146,T146,Luke Donald,73,"46' 0""",82321,149,6860.0830000000005,-1.00
146,T146,T146,Zach Johnson,79,"46' 0""",96610,175,8050.8330000000005,+26.00
147,T146,T146,Adam Scott,60,"46' 0""",77792,141,6482.6669999999995,+20.00
148,T149,T149,Tim Herron,85,"46' 1""",166496,301,13874.667,+34.00
149,T149,T149,Michael Putnam,67,"46' 1""",127273,230,10606.083,+38.00
150,151,151,Robert Karlsson,61,"46' 2""",97465,176,8122.0830000000005,+15.00
151,T152,T152,Blake Adams,116,"46' 3""",181645,327,15137.083,+49.00
152,T152,T152,Jason Day,76,"46' 3""",146572,264,12214.333,+42.00
153,T152,T152,Kevin Na,84,"46' 3""",151617,273,12634.75,+25.00
154,T152,T152,Martin Piller,63,"46' 3""",112586,203,9382.167,+56.00
155,T152,T152,Alexandre Rocha,65,"46' 3""",102710,185,8559.167,+37.00
156,T152,T152,Bo Van Pelt,92,"46' 3""",132719,239,11059.917,+26.00
157,T152,T152,Dean Wilson,62,"46' 3""",110922,200,9243.5,+41.00
158,159,159,Justin Leonard,82,"46' 4""",117387,211,9782.25,+29.00
159,T160,T160,Greg Chalmers,88,"46' 5""",157076,282,13089.667,+30.00
160,T160,T160,Richard Johnson,64,"46' 5""",111905,201,9325.417,+41.00
161,T160,T160,Kevin Kisner,70,"46' 5""",118094,212,9841.167,+23.00
162,163,163,Bryce Molder,82,"46' 6""",102691,184,8557.583,+21.00
163,164,164,Matt Jones,71,"46' 7""",140886,252,11740.5,+34.00
164,T165,T165,Justin Hicks,60,"46' 8""",70599,126,5883.25,+43.00
165,T165,T165,Rod Pampling,72,"46' 8""",96289,172,8024.0830000000005,+20.00
166,167,167,Joseph Bramlett,73,"46' 9""",126754,226,10562.833,+28.00
167,168,168,Jim Renner,65,"46' 10""",114003,203,9500.25,+43.00
168,169,169,Bio Kim,71,"47' 0""",143775,255,11981.25,+39.00
169,170,170,Jarrod Lyle,83,"47' 1""",156596,277,13049.667,+65.00
170,171,171,Garrett Willis,71,"47' 2""",119329,211,9944.083,+52.00
171,T172,T172,Trevor Immelman,84,"47' 3""",133862,236,11155.167,+10.00
172,T172,T172,Tim Petrovic,88,"47' 3""",143522,253,11960.167,+51.00
173,T172,T172,Charl Schwartzel,58,"47' 3""",86160,152,7180.0,+27.00
174,175,175,Lee Janzen,62,"47' 4""",97165,171,8097.0830000000005,+45.00
175,176,176,Billy Horschel,75,"47' 8""",103560,181,8630.0,+38.00
176,177,177,Daniel Summerhays,75,"47' 10""",126222,220,10518.5,+65.00
177,T178,T178,Arjun Atwal,91,"47' 11""",194941,339,16245.083,+87.00
178,T178,T178,Steve Marino,76,"47' 11""",126407,220,10533.917,+16.00
179,180,180,Matt McQuillan,59,"48' 2""",87351,151,7279.25,+28.00
180,181,181,Charlie Wi,83,"48' 9""",162069,277,13505.75,+30.00
181,182,182,Scott McCarron,65,"48' 11""",115610,197,9634.167,+36.00
182,183,183,James Driscoll,71,"49' 1""",140137,238,11678.083,+40.00
183,184,184,J.J. Henry,96,"49' 6""",126533,213,10544.417,+30.00
184,185,185,Rich Beem,53,"49' 10""",84384,141,7032.0,+45.00
185,186,186,Jerry Kelly,85,"51' 0""",108352,177,9029.333,+42.00
