,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
0,1,1,Graeme McDowell,50,"37' 0""",47064,106,3922.0,+5.00
1,2,2,Davis Love III,70,"37' 3""",79058,177,6588.1669999999995,+10.00
2,3,3,Woody Austin,59,"37' 10""",71232,157,5936.0,+21.00
3,T4,T4,Carl Pettersson,95,"38' 7""",139708,302,11642.333,+20.00
4,T4,T4,Brandt Snedeker,85,"38' 7""",111065,240,9255.417,+12.00
5,6,6,Shaun Micheel,77,"38' 10""",119733,257,9977.75,+45.00
6,7,7,Bubba Watson,85,"39' 0""",110095,235,9174.583,+7.00
7,8,8,Shane Bertsch,62,"39' 4""",68847,146,5737.25,+7.00
8,9,9,David Duval,67,"39' 5""",109253,231,9104.417,+50.00
9,10,10,Chris DiMarco,93,"39' 7""",125766,265,10480.5,+49.00
10,11,11,Stewart Cink,72,"39' 11""",91530,191,7627.5,+3.00
11,12,12,Chez Reavie,92,"40' 0""",122881,256,10240.083,+46.00
12,13,13,Ricky Barnes,78,"40' 1""",116452,242,9704.333,+28.00
13,T14,T14,Chad Campbell,99,"40' 2""",125355,260,10446.25,+42.00
14,T14,T14,Harrison Frazar,58,"40' 2""",88228,183,7352.3330000000005,+14.00
15,T14,T14,Bill Lunde,92,"40' 2""",127333,264,10611.083,+35.00
16,T14,T14,Heath Slocum,89,"40' 2""",95342,198,7945.1669999999995,+32.00
17,18,18,J.P. Hayes,56,"40' 4""",77023,159,6418.5830000000005,+24.00
18,19,19,Michael Bradley,74,"40' 5""",115894,239,9657.833,+25.00
19,20,20,Kris Blanks,92,"40' 6""",126785,261,10565.417,+34.00
20,T21,T21,Jim Herman,69,"40' 7""",114986,236,9582.167,+23.00
21,T21,T21,Dustin Johnson,72,"40' 7""",101785,209,8482.083,+11.00
22,T23,T23,Scott Stallings,84,"40' 8""",133675,274,11139.583,+38.00
23,T23,T23,Y.E. Yang,63,"40' 8""",74198,152,6183.1669999999995,+13.00
24,T25,T25,Chris Couch,73,"40' 9""",111095,227,9257.917,+5.00
25,T25,T25,Charley Hoffman,93,"40' 9""",125667,257,10472.25,+20.00
26,T25,T25,Vijay Singh,79,"40' 9""",132442,271,11036.833,+27.00
27,T25,T25,Kevin Stadler,88,"40' 9""",117881,241,9823.417,+36.00
28,29,29,D.J. Trahan,91,"40' 11""",156676,319,13056.333,+44.00
29,30,30,Sergio Garcia,61,"41' 0""",83577,170,6964.75,+4.00
30,31,31,Steven Bowditch,86,"41' 1""",165536,336,13794.667,+42.00
31,T32,T32,Bobby Gates,82,"41' 2""",128021,259,10668.417,+50.00
32,T32,T32,Geoff Ogilvy,69,"41' 2""",94280,191,7856.6669999999995,+20.00
33,T32,T32,John Rollins,85,"41' 2""",103224,209,8602.0,+21.00
34,T35,T35,Chris Kirk,87,"41' 4""",157661,318,13138.417,+43.00
35,T35,T35,Mark Wilson,89,"41' 4""",105188,212,8765.667,+32.00
36,37,37,Billy Mayfair,94,"41' 5""",126849,255,10570.75,+23.00
37,38,38,Robert Garrigus,83,"41' 6""",147800,297,12316.667,+15.00
38,T39,T39,Steve Elkington,50,"41' 7""",56378,113,4698.167,+17.00
