,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,70,94.0,188,200,-0.61
1,2,2,Marc Turnesa,54,93.27,97,104,-0.43
2,3,3,Justin Rose,79,92.31,204,221,-0.6
3,4,4,Ian Poulter,52,90.98,111,122,-0.54
4,5,5,Woody Austin,59,90.97,141,155,-0.52
5,6,6,Kevin Na,84,90.83,198,218,-0.54
6,7,7,Shane Bertsch,62,90.67,136,150,-0.54
7,8,8,Luke Donald,73,90.48,133,147,-0.66
8,T9,T9,Jason Dufner,78,90.32,168,186,-0.52
9,T9,T9,Freddie Jacobson,92,90.32,196,217,-0.47
10,11,11,Heath Slocum,89,90.18,202,224,-0.51
11,12,12,Charles Howell III,108,90.0,270,300,-0.57
12,13,13,Davis Love III,70,89.82,150,167,-0.54
13,14,14,Billy Mayfair,94,89.81,238,265,-0.55
14,15,15,Bryce Molder,82,89.66,182,203,-0.51
15,16,16,Chad Campbell,99,89.37,227,254,-0.5
16,17,17,Ernie Els,71,89.22,182,204,-0.46
17,18,18,Kris Blanks,92,89.2,223,250,-0.52
18,19,19,Justin Leonard,82,89.05,179,201,-0.46
19,20,20,Webb Simpson,98,88.93,265,298,-0.6
20,21,21,Kevin Stadler,88,88.76,221,249,-0.43
21,22,22,John Rollins,85,88.72,236,266,-0.5
22,23,23,Hunter Mahan,92,88.52,239,270,-0.59
23,24,24,Robert Allenby,84,88.44,199,225,-0.47
24,25,25,Charl Schwartzel,58,88.37,114,129,-0.49
25,26,26,Michael Bradley,74,88.3,151,171,-0.53
26,27,27,Y.E. Yang,63,88.29,98,111,-0.63
27,28,28,Lucas Glover,74,88.24,150,170,-0.67
28,29,29,John Merrick,71,88.2,157,178,-0.58
29,30,30,David Toms,78,88.14,156,177,-0.54
30,31,31,Chris Kirk,87,88.11,215,244,-0.56
31,32,32,Aron Price,58,88.0,110,125,-0.46
32,33,33,Trevor Immelman,84,87.98,183,208,-0.51
33,T34,T34,Dustin Johnson,72,87.97,212,241,-0.59
34,T34,T34,Nick Watney,80,87.97,212,241,-0.62
35,36,36,Ben Crane,76,87.96,168,191,-0.47
36,37,37,Josh Teater,104,87.94,299,340,-0.58
37,38,38,Bobby Gates,82,87.91,189,215,-0.56
38,39,39,Charlie Wi,83,87.89,196,223,-0.52
39,40,40,Mark Wilson,89,87.74,186,212,-0.53
40,41,41,Spencer Levin,113,87.71,257,293,-0.53
41,42,42,Paul Goydos,81,87.67,199,227,-0.42
42,43,43,Kent Jones,76,87.65,149,170,-0.46
43,44,44,Boo Weekley,66,87.38,187,214,-0.53
44,45,45,Richard Johnson,64,87.29,103,118,-0.41
45,46,46,Hunter Haas,96,87.27,240,275,-0.55
46,47,47,Phil Mickelson,79,87.15,217,249,-0.6
47,48,48,Nathan Green,81,87.11,169,194,-0.49
48,49,49,Geoff Ogilvy,69,87.1,135,155,-0.48
49,50,50,Marc Leishman,87,87.06,222,255,-0.55
50,51,51,Camilo Villegas,69,87.04,141,162,-0.58
51,52,52,Jason Bohn,74,87.01,201,231,-0.5
52,53,53,Bill Haas,93,86.97,247,284,-0.5
53,54,54,Tommy Gainey,104,86.91,239,275,-0.52
54,55,55,Martin Laird,77,86.8,217,250,-0.57
55,56,56,Graeme McDowell,50,86.76,118,136,-0.6
56,57,57,Kyle Stanley,98,86.73,255,294,-0.63
57,58,58,William McGirt,103,86.72,222,256,-0.46
58,59,59,Scott Piercy,78,86.7,202,233,-0.57
59,T60,T60,Brian Davis,105,86.67,273,315,-0.5
60,T60,T60,Zach Johnson,79,86.67,169,195,-0.58
