,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,John Rollins,85,-.548
1,2,2,Ángel Cabrera,50,-.528
2,3,3,Webb Simpson,98,-.479
3,4,4,Lucas Glover,74,-.474
4,5,5,Rickie Fowler,84,-.438
5,6,6,Matt Bettencourt,84,-.436
6,7,7,David Toms,78,-.410
7,T8,T8,Keegan Bradley,91,-.400
8,T8,T8,Chris Couch,73,-.400
9,T8,T8,Sung Kang,63,-.400
10,11,11,Pat Perez,76,-.396
11,12,12,Bo Van Pelt,92,-.393
12,13,13,Brandt Snedeker,85,-.387
13,14,14,Brendan Steele,89,-.385
14,15,15,Luke Donald,73,-.383
15,16,16,Kevin Streelman,90,-.379
16,17,17,Paul Stankowski,78,-.372
17,18,18,Kris Blanks,92,-.367
18,19,19,Brian Davis,105,-.365
19,20,20,Jim Herman,69,-.364
20,21,21,Davis Love III,70,-.357
21,22,22,Jason Day,76,-.349
22,23,23,Mark Wilson,89,-.343
23,24,24,D.A. Points,89,-.338
24,T25,T25,Jason Bohn,74,-.333
25,T25,T25,Ben Crane,76,-.333
26,T25,T25,Billy Mayfair,94,-.333
27,T25,T25,George McNeill,69,-.333
28,T25,T25,Chris Stroud,88,-.333
29,T30,T30,Charles Howell III,108,-.328
30,T30,T30,Jerry Kelly,85,-.328
31,32,32,Kevin Chappell,78,-.327
32,33,33,Bubba Watson,85,-.320
33,34,34,Camilo Villegas,69,-.319
34,T35,T35,Jason Dufner,78,-.315
35,T35,T35,Charley Hoffman,93,-.315
36,T35,T35,Andres Romero,77,-.315
37,38,38,John Senden,94,-.313
38,39,39,James Driscoll,71,-.310
39,T40,T40,Trevor Immelman,84,-.308
40,T40,T40,Hunter Mahan,92,-.308
41,T40,T40,John Merrick,71,-.308
42,43,43,Kevin Na,84,-.300
43,44,44,Bill Lunde,92,-.298
44,45,45,Adam Scott,60,-.297
45,T46,T46,Ricky Barnes,78,-.294
46,T46,T46,Jim Renner,65,-.294
47,T48,T48,Justin Leonard,82,-.291
48,T48,T48,Jarrod Lyle,83,-.291
49,50,50,Marc Leishman,87,-.290
50,T51,T51,Shane Bertsch,62,-.289
51,T51,T51,Chris Riley,76,-.289
52,53,53,D.J. Trahan,91,-.288
53,T54,T54,Jonathan Byrd,83,-.286
54,T54,T54,Kyle Stanley,98,-.286
55,56,56,Ian Poulter,52,-.282
56,T57,T57,Stephen Ames,69,-.278
57,T57,T57,Jim Furyk,87,-.278
58,59,59,Martin Laird,77,-.275
59,T60,T60,Josh Teater,104,-.273
60,T60,T60,Boo Weekley,66,-.273
61,T62,T62,Brendon de Jonge,105,-.270
62,T62,T62,Matt Kuchar,94,-.270
63,64,64,Freddie Jacobson,92,-.268
64,65,65,Bill Haas,93,-.265
65,66,66,Heath Slocum,89,-.263
66,67,67,Tim Petrovic,88,-.262
67,T68,T68,Robert Allenby,84,-.261
68,T68,T68,Tom Gillis,55,-.261
69,T68,T68,Will Strickler,51,-.261
70,71,71,Blake Adams,116,-.260
71,72,72,Matt Jones,71,-.259
72,T73,T73,Woody Austin,59,-.258
73,T73,T73,Chad Campbell,99,-.258
74,75,75,Retief Goosen,50,-.257
75,76,76,Tim Herron,85,-.256
76,77,77,Bobby Gates,82,-.255
77,78,78,Spencer Levin,113,-.254
78,79,79,Carl Pettersson,95,-.253
79,T80,T80,K.J. Choi,77,-.250
80,T80,T80,Ben Martin,74,-.250
81,T82,T82,Steven Bowditch,86,-.245
82,T82,T82,Bryce Molder,82,-.245
83,T82,T82,Tag Ridings,87,-.245
84,T82,T82,Steve Stricker,70,-.245
85,86,86,Scott Gutschewski,67,-.244
86,87,87,Tommy Gainey,104,-.243
87,88,88,Aron Price,58,-.242
88,89,89,Gary Woodland,93,-.239
89,90,90,Robert Karlsson,61,-.238
90,T91,T91,Brandt Jobe,100,-.235
91,T91,T91,Justin Rose,79,-.235
92,93,93,Garrett Willis,71,-.234
93,94,94,Jhonattan Vegas,84,-.232
94,T95,T95,Dustin Johnson,72,-.231
95,T95,T95,Phil Mickelson,79,-.231
96,97,97,Kevin Kisner,70,-.229
97,98,98,Greg Chalmers,88,-.228
98,T99,T99,Fabián Gómez,84,-.226
99,T99,T99,Marc Turnesa,54,-.226
100,T99,T99,Nick Watney,80,-.226
101,102,102,Dean Wilson,62,-.225
102,T103,T103,Stuart Appleby,65,-.224
103,T103,T103,Sean O'Hair,71,-.224
104,105,105,Vijay Singh,79,-.222
105,T106,T106,Arjun Atwal,91,-.213
106,T106,T106,Michael Connell,76,-.213
107,T106,T106,Chris Kirk,87,-.213
108,T109,T109,Ernie Els,71,-.212
109,T109,T109,Kevin Stadler,88,-.212
110,111,111,Vaughn Taylor,89,-.210
111,112,112,Cameron Tringale,110,-.209
112,113,113,Alex Prugh,82,-.208
113,114,114,Hunter Haas,96,-.206
114,T115,T115,Stewart Cink,72,-.200
115,T115,T115,Steve Elkington,50,-.200
116,117,117,Chez Reavie,92,-.197
117,118,118,Zack Miller,86,-.196
118,119,119,Scott Piercy,78,-.195
119,T120,T120,Sergio Garcia,61,-.194
120,T120,T120,J.J. Henry,96,-.194
121,122,122,Justin Hicks,60,-.192
122,123,123,Jimmy Walker,79,-.191
123,124,124,Roland Thatcher,67,-.190
124,125,125,Martin Piller,63,-.189
125,126,126,Andres Gonzales,60,-.185
126,T127,T127,Alex Cejka,59,-.184
127,T127,T127,Shaun Micheel,77,-.184
128,T127,T127,Daniel Summerhays,75,-.184
129,130,130,Ryan Moore,79,-.183
130,T131,T131,Michael Putnam,67,-.182
131,T131,T131,Y.E. Yang,63,-.182
132,T133,T133,J.P. Hayes,56,-.179
133,T133,T133,Troy Matteson,91,-.179
134,135,135,Michael Bradley,74,-.178
135,136,136,Bio Kim,71,-.175
136,T137,T137,Joseph Bramlett,73,-.167
137,T137,T137,Joe Durant,71,-.167
138,T137,T137,Nate Smith,66,-.167
139,140,140,David Hearn,88,-.164
140,T141,T141,D.J. Brigman,67,-.161
141,T141,T141,Matt McQuillan,59,-.161
142,143,143,Scott McCarron,65,-.156
