,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Bio Kim,71,-1.000
1,2,2,Nate Smith,66,-.917
2,3,3,Kyle Stanley,98,-.826
3,4,4,Josh Teater,104,-.771
4,T5,T5,Anthony Kim,72,-.769
5,T5,T5,Jim Renner,65,-.769
6,T7,T7,Aaron Baddeley,77,-.750
7,T7,T7,Luke Donald,73,-.750
8,9,9,Andres Romero,77,-.742
9,10,10,Steven Bowditch,86,-.733
10,11,11,Jerry Kelly,85,-.731
11,12,12,Jarrod Lyle,83,-.727
12,13,13,Ryan Palmer,82,-.722
13,14,14,Brandt Jobe,100,-.720
14,15,15,Bobby Gates,82,-.719
15,16,16,Brian Gay,90,-.714
16,T17,T17,Greg Chalmers,88,-.706
17,T17,T17,Marc Leishman,87,-.706
18,T19,T19,Robert Garrigus,83,-.700
19,T19,T19,Nick O'Hern,89,-.700
20,T19,T19,Chris Riley,76,-.700
21,T22,T22,Sean O'Hair,71,-.692
22,T22,T22,Martin Piller,63,-.692
23,24,24,Lee Janzen,62,-.684
24,T25,T25,Fabián Gómez,84,-.667
25,T25,T25,Charley Hoffman,93,-.667
26,T25,T25,Hunter Mahan,92,-.667
27,T25,T25,Kevin Na,84,-.667
28,T25,T25,Scott Piercy,78,-.667
29,T25,T25,John Rollins,85,-.667
30,T25,T25,Brandt Snedeker,85,-.667
31,T25,T25,Gary Woodland,93,-.667
32,T25,T25,Y.E. Yang,63,-.667
33,T34,T34,Ricky Barnes,78,-.650
34,T34,T34,Jason Day,76,-.650
35,T34,T34,Lucas Glover,74,-.650
36,37,37,Charl Schwartzel,58,-.647
37,38,38,Webb Simpson,98,-.641
38,T39,T39,Scott McCarron,65,-.640
39,T39,T39,Boo Weekley,66,-.640
40,T41,T41,Michael Bradley,74,-.632
41,T41,T41,Brendon de Jonge,105,-.632
42,T41,T41,John Senden,94,-.632
43,T44,T44,Chris DiMarco,93,-.630
44,T44,T44,Alex Prugh,82,-.630
45,T44,T44,Justin Rose,79,-.630
