,Approaches_from_250-275_yards_RANK THIS WEEK,Approaches_from_250-275_yards_RANK LAST WEEK,Approaches_from_250-275_yards_PLAYER NAME,Approaches_from_250-275_yards_ROUNDS,Approaches_from_250-275_yards_AVG,Approaches_from_250-275_yards_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_# OF ATTEMPTS,Approaches_from_250-275_yards_RELATIVE TO PAR
0,1,1,George McNeill,69,"44' 7""",847.3330000000001,19,-10
1,2,2,Michael Putnam,67,"46' 8""",373.25,8,-3
2,T3,T3,Alex Prugh,82,"49' 8""",1341.8329999999999,27,-17
3,T3,T3,Boo Weekley,66,"49' 8""",1240.833,25,-16
4,5,5,Ryan Moore,79,"49' 11""",1148.5,23,-12
5,6,6,Phil Mickelson,79,"50' 10""",1118.75,22,-11
6,7,7,Ángel Cabrera,50,"51' 4""",513.25,10,-4
7,8,8,Zack Miller,86,"51' 7""",1289.917,25,-11
8,9,9,Matt Jones,71,"51' 9""",1501.0829999999999,29,-15
9,10,10,Scott Stallings,84,"52' 2""",1043.75,20,-11
10,11,11,Robert Garrigus,83,"52' 6""",1050.333,20,-14
11,12,12,Ricky Barnes,78,"52' 8""",1054.0,20,-13
12,T13,T13,Chad Campbell,99,"52' 11""",1428.8329999999999,27,-14
13,T13,T13,Rickie Fowler,84,"52' 11""",952.6669999999999,18,-11
14,15,15,Kris Blanks,92,"53' 0""",1641.8329999999999,31,-19
15,16,16,Shaun Micheel,77,"53' 2""",903.9169999999999,17,-8
16,17,17,Martin Laird,77,"53' 3""",1598.1670000000001,30,-18
17,18,18,Nate Smith,66,"53' 10""",646.0830000000001,12,-11
18,19,19,Brandt Jobe,100,"54' 0""",1350.75,25,-18
19,20,20,Jason Day,76,"55' 1""",1101.75,20,-13
20,21,21,Jim Herman,69,"55' 3""",939.5830000000001,17,-8
21,22,22,Scott Piercy,78,"55' 11""",1342.5829999999999,24,-16
22,23,23,Stuart Appleby,65,"56' 4""",1069.917,19,-10
23,T24,T24,Retief Goosen,50,"56' 8""",679.8330000000001,12,-6
24,T24,T24,Jim Renner,65,"56' 8""",736.6669999999999,13,-10
25,26,26,Chris Couch,73,"56' 11""",2276.333,40,-20
26,27,27,Sung Kang,63,"57' 0""",855.0830000000001,15,-9
27,28,28,Vijay Singh,79,"57' 1""",1370.4170000000001,24,-15
28,29,29,Harrison Frazar,58,"57' 5""",517.0830000000001,9,-5
29,30,30,Sergio Garcia,61,"57' 9""",1442.75,25,-14
30,31,31,J.J. Henry,96,"57' 10""",2428.5,42,-22
31,T32,T32,Davis Love III,70,"57' 11""",1099.75,19,-5
32,T32,T32,Gary Woodland,93,"57' 11""",1390.5829999999999,24,-16
33,34,34,Charley Hoffman,93,"58' 3""",1747.5,30,-20
34,35,35,Ryan Palmer,82,"58' 7""",1054.0,18,-13
35,36,36,Webb Simpson,98,"58' 10""",2294.0,39,-25
36,37,37,Brendan Steele,89,"58' 11""",1884.0829999999999,32,-20
37,38,38,Derek Lamely,65,"59' 2""",1300.833,22,-12
38,T39,T39,Ben Martin,74,"59' 7""",1370.6670000000001,23,-12
39,T39,T39,Roland Thatcher,67,"59' 7""",1430.8329999999999,24,-13
40,41,41,Billy Mayfair,94,"59' 9""",2030.1670000000001,34,-18
41,42,42,Keegan Bradley,91,"59' 10""",1376.5,23,-12
