,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Freddie Jacobson,92,"19' 3""",944.6669999999999,49,-1
1,2,2,Pat Perez,76,"19' 11""",717.25,36,+1
2,3,3,Zach Johnson,79,"21' 0""",673.0,32,+3
3,4,4,Ricky Barnes,78,"21' 3""",955.8330000000001,45,-3
4,5,5,David Mathis,83,"21' 5""",986.8330000000001,46,+4
5,6,6,Rich Beem,53,"21' 10""",546.4169999999999,25,E
6,7,7,Chris Couch,73,"22' 5""",1389.0829999999999,62,+3
7,8,8,Paul Goydos,81,"22' 6""",1374.0,61,+5
8,9,9,Carl Pettersson,95,"23' 1""",1591.0829999999999,69,-4
9,10,10,Heath Slocum,89,"23' 3""",1164.5,50,+13
10,11,11,Davis Love III,70,"23' 4""",793.1669999999999,34,E
11,12,12,Boo Weekley,66,"23' 7""",1085.833,46,+4
12,13,13,Aaron Baddeley,77,"23' 8""",1583.5829999999999,67,+4
13,14,14,John Merrick,71,"23' 9""",758.9169999999999,32,+5
14,T15,T15,Bryce Molder,82,"23' 10""",882.0830000000001,37,-3
15,T15,T15,Nate Smith,66,"23' 10""",1002.5830000000001,42,+10
16,T17,T17,Brian Davis,105,"23' 11""",1197.333,50,+7
17,T17,T17,Justin Leonard,82,"23' 11""",909.25,38,+7
18,19,19,Mark Wilson,89,"24' 2""",1282.833,53,+6
19,20,20,Shane Bertsch,62,"24' 4""",755.4169999999999,31,E
20,21,21,Martin Laird,77,"24' 6""",1395.9170000000001,57,-5
21,T22,T22,Michael Bradley,74,"24' 7""",1745.4170000000001,71,-1
22,T22,T22,D.A. Points,89,"24' 7""",1376.4170000000001,56,+9
23,24,24,Hunter Haas,96,"24' 8""",1776.0829999999999,72,+4
24,25,25,Billy Mayfair,94,"24' 9""",1311.0,53,+3
25,T26,T26,Fabián Gómez,84,"24' 10""",1417.5829999999999,57,+14
26,T26,T26,Robert Karlsson,61,"24' 10""",1069.25,43,-5
27,28,28,Matt Kuchar,94,"24' 11""",1495.4170000000001,60,-2
28,T29,T29,David Duval,67,"25' 0""",1476.5829999999999,59,+16
29,T29,T29,Scott Gutschewski,67,"25' 0""",1175.5,47,+13
30,T29,T29,Phil Mickelson,79,"25' 0""",1251.917,50,+4
31,T32,T32,Nick O'Hern,89,"25' 1""",1079.0,43,+3
32,T32,T32,Bubba Watson,85,"25' 1""",1304.5,52,E
33,T34,T34,Graeme McDowell,50,"25' 3""",983.5,39,-4
34,T34,T34,Steve Stricker,70,"25' 3""",1211.917,48,-3
35,36,36,Stewart Cink,72,"25' 4""",1215.25,48,+1
36,37,37,Rory Sabbatini,85,"25' 5""",1398.75,55,+5
37,T38,T38,Stuart Appleby,65,"25' 7""",1456.0829999999999,57,+9
38,T38,T38,Steve Flesch,88,"25' 7""",1075.417,42,+4
39,T38,T38,Kevin Streelman,90,"25' 7""",1151.667,45,+8
40,T41,T41,Spencer Levin,113,"25' 8""",1644.75,64,E
41,T41,T41,Y.E. Yang,63,"25' 8""",847.9169999999999,33,+6
42,43,43,K.J. Choi,77,"25' 9""",850.25,33,+6
43,44,44,Jason Dufner,78,"25' 10""",1239.0,48,E
