,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Ángel Cabrera,50,-0.28800000000000003
1,2,2,Jason Day,76,-0.27399999999999997
2,T3,T3,Webb Simpson,98,-0.266
3,T3,T3,Nick Watney,80,-0.266
4,5,5,Luke Donald,73,-0.263
5,6,6,Robert Karlsson,61,-0.256
6,7,7,Lucas Glover,74,-0.254
7,8,8,John Rollins,85,-0.251
8,T9,T9,Chris Couch,73,-0.24600000000000002
9,T9,T9,Charley Hoffman,93,-0.24600000000000002
10,11,11,Kevin Na,84,-0.243
11,12,12,Adam Scott,60,-0.23800000000000002
12,13,13,Andres Romero,77,-0.237
13,14,14,Martin Laird,77,-0.23600000000000002
14,15,15,Steven Bowditch,86,-0.23399999999999999
15,16,16,Josh Teater,104,-0.233
16,17,17,Brandt Snedeker,85,-0.22899999999999998
17,18,18,John Senden,94,-0.226
18,19,19,Brendon de Jonge,105,-0.225
19,20,20,Brendan Steele,89,-0.222
20,T21,T21,Rickie Fowler,84,-0.221
21,T21,T21,Davis Love III,70,-0.221
22,T21,T21,Billy Mayfair,94,-0.221
23,24,24,Brandt Jobe,100,-0.22
24,25,25,David Toms,78,-0.218
25,26,26,Dustin Johnson,72,-0.217
26,27,27,Trevor Immelman,84,-0.215
27,28,28,Bo Van Pelt,92,-0.213
28,29,29,Keegan Bradley,91,-0.21
29,T30,T30,Vijay Singh,79,-0.203
30,T30,T30,Boo Weekley,66,-0.203
31,T32,T32,D.A. Points,89,-0.2
32,T32,T32,D.J. Trahan,91,-0.2
33,T34,T34,Bobby Gates,82,-0.19899999999999998
34,T34,T34,Jim Renner,65,-0.19899999999999998
35,T34,T34,Kevin Streelman,90,-0.19899999999999998
36,37,37,Charles Howell III,108,-0.198
37,38,38,Phil Mickelson,79,-0.19699999999999998
38,T39,T39,Matt Bettencourt,84,-0.19399999999999998
39,T39,T39,Bill Haas,93,-0.19399999999999998
40,T41,T41,Will Strickler,51,-0.193
41,T41,T41,Gary Woodland,93,-0.193
42,43,43,Tag Ridings,87,-0.192
43,44,44,Sergio Garcia,61,-0.191
44,45,45,Jonathan Byrd,83,-0.18600000000000003
45,46,46,Mark Wilson,89,-0.185
46,T47,T47,Aaron Baddeley,77,-0.184
47,T47,T47,John Merrick,71,-0.184
48,T47,T47,Y.E. Yang,63,-0.184
49,T50,T50,Matt Kuchar,94,-0.182
50,T50,T50,Nate Smith,66,-0.182
51,T50,T50,Cameron Tringale,110,-0.182
52,T53,T53,J.B. Holmes,57,-0.18
53,T53,T53,Steve Stricker,70,-0.18
54,T53,T53,Bubba Watson,85,-0.18
55,T56,T56,Chris Kirk,87,-0.17600000000000002
56,T56,T56,Troy Merritt,63,-0.17600000000000002
57,T58,T58,Jason Bohn,74,-0.175
58,T58,T58,Heath Slocum,89,-0.175
59,60,60,Freddie Jacobson,92,-0.174
60,61,61,Ryan Palmer,82,-0.16899999999999998
61,62,62,Kris Blanks,92,-0.168
62,T63,T63,Jim Herman,69,-0.16699999999999998
63,T63,T63,Spencer Levin,113,-0.16699999999999998
64,T63,T63,Hunter Mahan,92,-0.16699999999999998
65,66,66,Scott Piercy,78,-0.166
66,67,67,Chez Reavie,92,-0.162
67,68,68,Blake Adams,116,-0.161
68,69,69,Ryan Moore,79,-0.16
69,T70,T70,Brian Davis,105,-0.159
70,T70,T70,Tommy Gainey,104,-0.159
71,T70,T70,Billy Horschel,75,-0.159
72,T70,T70,Paul Stankowski,78,-0.159
73,T74,T74,Jason Dufner,78,-0.158
74,T74,T74,J.J. Henry,96,-0.158
75,T74,T74,Justin Rose,79,-0.158
