,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
76,T74,T74,Kyle Stanley,98,-0.158
77,78,78,Jim Furyk,87,-0.157
78,79,79,Charl Schwartzel,58,-0.155
79,80,80,Chad Campbell,99,-0.154
80,81,81,Scott McCarron,65,-0.153
81,T82,T82,Ian Poulter,52,-0.151
82,T82,T82,Jimmy Walker,79,-0.151
83,T84,T84,Kevin Chappell,78,-0.15
84,T84,T84,Steve Flesch,88,-0.15
85,T86,T86,Scott Gutschewski,67,-0.149
86,T86,T86,Matt McQuillan,59,-0.149
87,T86,T86,Rod Pampling,72,-0.149
88,89,89,Steve Marino,76,-0.14800000000000002
89,90,90,Kevin Stadler,88,-0.146
90,T91,T91,Steve Elkington,50,-0.145
91,T91,T91,Shaun Micheel,77,-0.145
92,T93,T93,K.J. Choi,77,-0.14400000000000002
93,T93,T93,Jerry Kelly,85,-0.14400000000000002
94,95,95,Marc Leishman,87,-0.142
95,T96,T96,Hunter Haas,96,-0.141
96,T96,T96,Matt Jones,71,-0.141
97,98,98,George McNeill,69,-0.14
98,99,99,Sung Kang,63,-0.139
99,100,100,Bill Lunde,92,-0.138
100,101,101,Camilo Villegas,69,-0.13699999999999998
101,T102,T102,Joe Ogilvie,75,-0.136
102,T102,T102,Aron Price,58,-0.136
103,104,104,Rory Sabbatini,85,-0.135
104,105,105,Shane Bertsch,62,-0.134
105,106,106,Bio Kim,71,-0.132
106,T107,T107,Jarrod Lyle,83,-0.13
107,T107,T107,Sean O'Hair,71,-0.13
108,T107,T107,Vaughn Taylor,89,-0.13
109,T110,T110,Ernie Els,71,-0.127
110,T110,T110,Zach Johnson,79,-0.127
111,112,112,Robert Allenby,84,-0.126
112,113,113,Retief Goosen,50,-0.125
113,T114,T114,Zack Miller,86,-0.124
114,T114,T114,Pat Perez,76,-0.124
115,T116,T116,Ben Martin,74,-0.122
116,T116,T116,Carl Pettersson,95,-0.122
117,118,118,Michael Bradley,74,-0.11900000000000001
118,119,119,Stewart Cink,72,-0.11800000000000001
119,120,120,Martin Piller,63,-0.11599999999999999
120,T121,T121,Briny Baird,60,-0.113
121,T121,T121,Derek Lamely,65,-0.113
122,T121,T121,Tim Petrovic,88,-0.113
123,124,124,Scott Stallings,84,-0.111
124,T125,T125,James Driscoll,71,-0.11
125,T125,T125,Troy Matteson,91,-0.11
126,127,127,Graeme McDowell,50,-0.109
127,128,128,Chris Riley,76,-0.10800000000000001
128,T129,T129,Joseph Bramlett,73,-0.105
129,T129,T129,Dean Wilson,62,-0.105
130,T131,T131,Robert Garrigus,83,-0.10300000000000001
131,T131,T131,Michael Thompson,79,-0.10300000000000001
132,133,133,Arjun Atwal,91,-0.102
133,134,134,D.J. Brigman,67,-0.10099999999999999
134,135,135,Garrett Willis,71,-0.1
135,T136,T136,Ricky Barnes,78,-0.099
136,T136,T136,Bryce Molder,82,-0.099
137,T138,T138,Woody Austin,59,-0.09699999999999999
138,T138,T138,Fabián Gómez,84,-0.09699999999999999
139,T138,T138,Lee Janzen,62,-0.09699999999999999
140,141,141,Jeff Overton,92,-0.096
141,T142,T142,Michael Putnam,67,-0.094
142,T142,T142,Roland Thatcher,67,-0.094
143,144,144,Padraig Harrington,60,-0.091
144,145,145,Chris Stroud,88,-0.09
145,146,146,Jhonattan Vegas,84,-0.08800000000000001
146,T147,T147,Cameron Beckman,71,-0.087
147,T147,T147,Alexandre Rocha,65,-0.087
148,149,149,Tom Gillis,55,-0.084
149,T150,T150,Greg Chalmers,88,-0.08199999999999999
150,T150,T150,Alex Prugh,82,-0.08199999999999999
151,T152,T152,Nathan Green,81,-0.081
152,T152,T152,Anthony Kim,72,-0.081
153,T152,T152,Nick O'Hern,89,-0.081
154,155,155,David Hearn,88,-0.08
155,T156,T156,Ben Curtis,66,-0.079
156,T156,T156,Tim Herron,85,-0.079
157,T158,T158,David Mathis,83,-0.078
158,T158,T158,Charlie Wi,83,-0.078
159,160,160,Daniel Summerhays,75,-0.076
160,161,161,Stuart Appleby,65,-0.07400000000000001
161,T162,T162,Stephen Ames,69,-0.07200000000000001
162,T162,T162,Michael Connell,76,-0.07200000000000001
163,T162,T162,Ryuji Imada,83,-0.07200000000000001
164,T165,T165,Ben Crane,76,-0.071
165,T165,T165,Johnson Wagner,81,-0.071
166,167,167,Rocco Mediate,53,-0.068
167,168,168,Justin Leonard,82,-0.066
168,T169,T169,Kent Jones,76,-0.061
169,T169,T169,Geoff Ogilvy,69,-0.061
170,171,171,Andres Gonzales,60,-0.055999999999999994
171,172,172,William McGirt,103,-0.054000000000000006
172,173,173,Marc Turnesa,54,-0.044000000000000004
173,T174,T174,Alex Cejka,59,-0.038
174,T174,T174,Harrison Frazar,58,-0.038
175,176,176,Brian Gay,90,-0.035
176,177,177,J.P. Hayes,56,-0.03
177,178,178,Joe Durant,71,-0.027999999999999997
178,179,179,David Duval,67,-0.021
179,180,180,Chris DiMarco,93,-0.02
180,181,181,Colt Knost,80,0.005
181,182,182,Paul Goydos,81,0.013999999999999999
182,183,183,Kevin Kisner,70,0.037000000000000005
183,184,184,Justin Hicks,60,0.057
184,185,185,Richard Johnson,64,0.057999999999999996
185,186,186,Rich Beem,53,0.06
