,Approaches_100-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_100-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_100-125_yards-Rgh_RTP_PLAYER NAME,Approaches_100-125_yards-Rgh_RTP_ROUNDS,Approaches_100-125_yards-Rgh_RTP_AVG RTP
0,1,1,Matt McQuillan,59,-.417
1,2,2,Brendon de Jonge,105,-.333
2,3,3,Andres Gonzales,60,-.318
3,4,4,Retief Goosen,50,-.250
4,5,5,Robert Karlsson,61,-.238
5,6,6,Brian Gay,90,-.200
6,7,7,Greg Chalmers,88,-.194
7,8,8,D.J. Brigman,67,-.190
8,9,9,Pat Perez,76,-.176
9,T10,T10,Rickie Fowler,84,-.167
10,T10,T10,Jarrod Lyle,83,-.167
11,T10,T10,Kevin Na,84,-.167
12,13,13,Bio Kim,71,-.156
13,T14,T14,Michael Bradley,74,-.114
14,T14,T14,Carl Pettersson,95,-.114
15,16,16,Bryce Molder,82,-.111
16,17,17,George McNeill,69,-.107
17,T18,T18,Ben Crane,76,-.105
18,T18,T18,Ryan Moore,79,-.105
19,T18,T18,Nick O'Hern,89,-.105
20,21,21,Lucas Glover,74,-.100
21,22,22,Bill Lunde,92,-.091
22,T23,T23,K.J. Choi,77,-.071
23,T23,T23,Luke Donald,73,-.071
24,T23,T23,Justin Rose,79,-.071
25,26,26,Ángel Cabrera,50,-.069
26,T27,T27,Matt Kuchar,94,-.063
27,T27,T27,Davis Love III,70,-.063
28,T29,T29,J.B. Holmes,57,-.059
29,T29,T29,Adam Scott,60,-.059
30,T31,T31,Aaron Baddeley,77,-.056
31,T31,T31,Marc Leishman,87,-.056
32,33,33,Graeme McDowell,50,-.050
33,34,34,Sergio Garcia,61,-.043
34,35,35,Kent Jones,76,-.042
35,36,36,Rory Sabbatini,85,-.040
36,37,37,Johnson Wagner,81,-.037
37,38,38,Kevin Stadler,88,-.033
38,39,39,Kris Blanks,92,-.031
39,40,40,Chris Couch,73,-.030
40,41,41,William McGirt,103,-.029
41,42,42,Bill Haas,93,-.027
42,T43,T43,Chad Campbell,99,E
43,T43,T43,Brian Davis,105,E
44,T43,T43,Joe Durant,71,E
45,T43,T43,David Duval,67,E
46,T43,T43,David Hearn,88,E
47,T43,T43,Jim Herman,69,E
48,T43,T43,Trevor Immelman,84,E
49,T43,T43,Freddie Jacobson,92,E
50,T43,T43,Kevin Kisner,70,E
51,T43,T43,Webb Simpson,98,E
52,T43,T43,David Toms,78,E
53,T43,T43,Marc Turnesa,54,E
54,T43,T43,Charlie Wi,83,E
55,T43,T43,Dean Wilson,62,E
56,57,57,Robert Garrigus,83,+.019
