,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
55,56,56,Steven Bowditch,86,48.63,71,146,-0.15
56,57,57,Troy Matteson,91,48.59,86,177,-0.09
57,58,58,Ángel Cabrera,50,48.48,32,66,-0.13
58,59,59,Zach Johnson,79,48.45,94,194,-0.07
59,60,60,Andres Romero,77,48.39,75,155,-0.08
60,61,61,Pat Perez,76,48.3,71,147,-0.06
61,62,62,D.A. Points,89,48.28,98,203,-0.15
62,63,63,Jim Renner,65,48.15,52,108,-0.10
63,64,64,Billy Horschel,75,48.12,64,133,-0.17
64,65,65,Ben Martin,74,48.05,74,154,E
65,66,66,Stewart Cink,72,47.97,59,123,-0.17
66,67,67,Tommy Gainey,104,47.89,91,190,-0.09
67,T68,T68,Matt Kuchar,94,47.83,88,184,-0.10
68,T68,T68,Michael Putnam,67,47.83,55,115,-0.09
69,70,70,Ryan Moore,79,47.8,76,159,-0.13
70,71,71,Kyle Stanley,98,47.78,86,180,-0.03
71,72,72,Josh Teater,104,47.51,86,181,-0.07
72,73,73,Ben Curtis,66,47.34,80,169,-0.06
73,74,74,Charl Schwartzel,58,47.32,53,112,-0.09
74,75,75,Charley Hoffman,93,47.31,79,167,-0.09
75,76,76,Carl Pettersson,95,47.17,100,212,-0.10
76,77,77,Luke Donald,73,47.1,65,138,-0.12
77,78,78,Marc Turnesa,54,47.01,63,134,-0.10
78,79,79,Nick O'Hern,89,47.0,102,217,-0.06
79,80,80,Alex Cejka,59,46.97,62,132,E
80,81,81,Arjun Atwal,91,46.86,97,207,-0.06
81,82,82,J.B. Holmes,57,46.73,50,107,-0.14
82,83,83,Stephen Ames,69,46.62,62,133,-0.08
83,84,84,Alexandre Rocha,65,46.61,55,118,+0.04
84,85,85,Bo Van Pelt,92,46.54,74,159,-0.11
85,86,86,Ryan Palmer,82,46.31,69,149,-0.07
86,87,87,Scott Piercy,78,46.15,60,130,-0.02
87,88,88,Kris Blanks,92,46.12,95,206,-0.05
88,89,89,Joseph Bramlett,73,46.1,65,141,-0.08
89,90,90,Brendon de Jonge,105,45.91,101,220,-0.14
90,91,91,Johnson Wagner,81,45.88,89,194,-0.07
91,92,92,Garrett Willis,71,45.65,84,184,+0.04
92,93,93,Martin Piller,63,45.63,47,103,-0.09
93,94,94,Rickie Fowler,84,45.58,67,147,-0.24
94,95,95,Michael Thompson,79,45.57,72,158,-0.03
95,96,96,Justin Hicks,60,45.54,46,101,-0.09
96,97,97,Ricky Barnes,78,45.52,66,145,+0.11
97,98,98,Sergio Garcia,61,45.28,48,106,-0.06
98,99,99,Rocco Mediate,53,45.26,62,137,-0.05
99,100,100,Michael Connell,76,45.16,84,186,-0.06
100,101,101,Ben Crane,76,45.06,73,162,-0.11
101,102,102,Kevin Stadler,88,45.03,68,151,-0.10
102,103,103,James Driscoll,71,44.96,58,129,-0.02
103,104,104,Steve Elkington,50,44.9,44,98,-0.16
104,105,105,Steve Stricker,70,44.74,68,152,-0.04
105,106,106,Spencer Levin,113,44.44,100,225,-0.02
106,107,107,Woody Austin,59,44.27,58,131,-0.09
107,T108,T108,Harrison Frazar,58,44.19,38,86,E
108,T108,T108,Jarrod Lyle,83,44.19,76,172,-0.01
109,110,110,Andres Gonzales,60,44.04,48,109,+0.04
110,111,111,Tom Gillis,55,44.0,55,125,E
111,112,112,Jason Bohn,74,43.95,69,157,-0.12
112,113,113,Kevin Chappell,78,43.94,58,132,E
113,114,114,Jerry Kelly,85,43.92,83,189,-0.04
114,115,115,Lee Janzen,62,43.9,54,123,-0.09
115,116,116,Bobby Gates,82,43.87,68,155,-0.07
116,117,117,Chris DiMarco,93,43.81,92,210,-0.09
117,118,118,George McNeill,69,43.66,62,142,-0.08
118,119,119,Derek Lamely,65,43.57,61,140,E
119,120,120,Michael Bradley,74,43.54,64,147,-0.14
120,121,121,Scott Gutschewski,67,43.41,56,129,+0.02
121,122,122,Chris Stroud,88,43.37,72,166,+0.01
122,123,123,Troy Merritt,63,43.15,63,146,-0.16
123,124,124,Chris Riley,76,43.03,71,165,+0.01
124,125,125,Stuart Appleby,65,43.02,74,172,-0.07
125,126,126,Chris Kirk,87,42.77,71,166,-0.11
126,127,127,Padraig Harrington,60,42.74,50,117,-0.04
127,128,128,Marc Leishman,87,42.64,84,197,-0.12
128,129,129,Matt McQuillan,59,42.52,54,127,-0.19
129,130,130,Paul Stankowski,78,42.48,65,153,-0.14
130,131,131,Fabián Gómez,84,42.44,73,172,-0.01
131,132,132,William McGirt,103,42.23,87,206,-0.02
132,133,133,Sung Kang,63,42.11,48,114,-0.06
133,134,134,Nathan Green,81,42.08,85,202,-0.06
134,135,135,Tim Petrovic,88,41.92,83,198,-0.14
135,136,136,Retief Goosen,50,41.9,44,105,-0.14
136,137,137,D.J. Brigman,67,41.86,54,129,-0.09
137,138,138,Freddie Jacobson,92,41.71,78,187,-0.15
138,139,139,Cameron Beckman,71,41.46,68,164,-0.01
139,140,140,Roland Thatcher,67,41.43,58,140,-0.10
140,141,141,Blake Adams,116,41.18,98,238,-0.07
141,142,142,Aaron Baddeley,77,41.1,60,146,-0.10
142,143,143,Steve Marino,76,41.01,57,139,-0.07
143,144,144,Sean O'Hair,71,40.94,61,149,-0.03
144,145,145,Matt Bettencourt,84,40.8,71,174,-0.18
145,T146,T146,David Mathis,83,40.51,79,195,-0.05
146,T146,T146,Nate Smith,66,40.51,64,158,-0.05
147,148,148,Tim Herron,85,40.48,68,168,E
148,149,149,Hunter Haas,96,40.4,80,198,-0.10
149,150,150,Colt Knost,80,40.22,72,179,+0.03
150,151,151,Alex Prugh,82,40.14,57,142,E
151,152,152,Justin Leonard,82,40.0,76,190,+0.07
152,153,153,Brian Gay,90,39.74,91,229,-0.12
153,154,154,Geoff Ogilvy,69,39.71,54,136,-0.07
154,155,155,Jeff Overton,92,39.63,65,164,-0.06
155,156,156,Charlie Wi,83,39.57,74,187,-0.07
156,157,157,Rich Beem,53,39.47,45,114,+0.02
157,158,158,Rod Pampling,72,39.39,52,132,-0.02
158,159,159,David Duval,67,39.37,50,127,-0.10
159,160,160,Richard Johnson,64,39.26,64,163,-0.02
160,161,161,Shane Bertsch,62,39.06,50,128,-0.14
161,162,162,Kent Jones,76,39.05,66,169,-0.12
162,163,163,Ryuji Imada,83,39.04,73,187,E
163,164,164,Matt Jones,71,38.67,58,150,-0.10
164,165,165,Y.E. Yang,63,38.66,46,119,-0.15
165,166,166,Zack Miller,86,38.59,71,184,-0.06
166,167,167,Steve Flesch,88,38.54,79,205,-0.16
167,168,168,Rory Sabbatini,85,38.31,59,154,-0.03
168,169,169,Dean Wilson,62,38.18,63,165,-0.11
169,170,170,Scott McCarron,65,38.1,48,126,E
170,171,171,Bryce Molder,82,38.07,67,176,-0.18
171,172,172,Anthony Kim,72,37.86,53,140,+0.02
172,173,173,Daniel Summerhays,75,37.64,67,178,-0.03
173,174,174,Paul Goydos,81,37.56,80,213,-0.13
174,175,175,Joe Ogilvie,75,37.32,53,142,-0.11
175,176,176,Greg Chalmers,88,37.24,89,239,-0.06
176,177,177,Camilo Villegas,69,37.23,51,137,-0.14
177,178,178,Shaun Micheel,77,36.93,65,176,-0.12
178,179,179,Robert Karlsson,61,36.54,38,104,-0.18
179,180,180,J.P. Hayes,56,35.85,38,106,+0.08
180,181,181,Will Strickler,51,35.8,29,81,-0.03
181,182,182,Tag Ridings,87,35.62,52,146,-0.06
182,183,183,Kevin Na,84,35.5,71,200,-0.20
183,184,184,Jimmy Walker,79,34.92,66,189,-0.09
184,185,185,Bio Kim,71,34.88,45,129,+0.09
185,186,186,Kevin Kisner,70,30.87,46,149,-0.04
