,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
0,1,1,David Toms,78,"34' 4""",4259.083,124,-7
1,2,2,Dustin Johnson,72,"35' 4""",3288.75,93,-16
2,3,3,Robert Karlsson,61,"35' 8""",2317.583,65,-11
3,4,4,Sean O'Hair,71,"36' 2""",3215.583,89,+2
4,5,5,Y.E. Yang,63,"36' 4""",2977.833,82,-5
5,6,6,Sergio Garcia,61,"36' 5""",3062.417,84,-2
6,7,7,Ernie Els,71,"36' 9""",3895.167,106,-5
7,8,8,Ian Poulter,52,"36' 10""",2431.417,66,-2
8,9,9,Jason Dufner,78,"36' 11""",4395.667,119,-1
9,T10,T10,Chez Reavie,92,"37' 0""",5581.4169999999995,151,-9
10,T10,T10,Brendan Steele,89,"37' 0""",4623.083,125,+1
11,T12,T12,Robert Allenby,84,"37' 1""",4563.583,123,+4
12,T12,T12,Luke Donald,73,"37' 1""",3152.667,85,-4
13,14,14,K.J. Choi,77,"37' 4""",4626.0,124,-2
14,T15,T15,Brian Davis,105,"37' 7""",6392.5,170,+6
15,T15,T15,Rickie Fowler,84,"37' 7""",4439.417,118,-6
16,17,17,Davis Love III,70,"37' 9""",2834.083,75,-4
17,T18,T18,Arjun Atwal,91,"37' 10""",5106.083,135,-1
18,T18,T18,Robert Garrigus,83,"37' 10""",4430.667,117,+2
19,T18,T18,Tom Gillis,55,"37' 10""",3105.417,82,+8
20,T18,T18,Padraig Harrington,60,"37' 10""",2687.75,71,-6
21,T22,T22,Jim Furyk,87,"37' 11""",5155.5,136,-8
22,T22,T22,D.J. Trahan,91,"37' 11""",5039.75,133,-8
23,T22,T22,Mark Wilson,89,"37' 11""",5422.25,143,-7
24,T25,T25,Phil Mickelson,79,"38' 2""",4272.167,112,-7
25,T25,T25,John Senden,94,"38' 2""",5423.9169999999995,142,-6
26,T25,T25,Boo Weekley,66,"38' 2""",3585.0,94,-2
27,28,28,Scott Stallings,84,"38' 4""",4412.083,115,-3
28,29,29,Trevor Immelman,84,"38' 6""",4160.167,108,-7
29,30,30,Scott Gutschewski,67,"38' 7""",3590.417,93,-1
30,31,31,Derek Lamely,65,"38' 8""",3325.917,86,E
31,T32,T32,Michael Thompson,79,"38' 9""",4689.917,121,+3
32,T32,T32,Nick Watney,80,"38' 9""",4377.0,113,-19
33,T34,T34,Steven Bowditch,86,"38' 10""",4273.75,110,-9
34,T34,T34,Alex Cejka,59,"38' 10""",3572.583,92,+15
35,T34,T34,Lee Janzen,62,"38' 10""",3379.917,87,E
36,T34,T34,Spencer Levin,113,"38' 10""",6021.1669999999995,155,+1
37,T34,T34,Vijay Singh,79,"38' 10""",4855.083,125,-11
38,T39,T39,Chris Couch,73,"38' 11""",4713.75,121,-7
39,T39,T39,Billy Horschel,75,"38' 11""",3615.667,93,E
40,T39,T39,Freddie Jacobson,92,"38' 11""",4556.333,117,-4
41,T39,T39,Andres Romero,77,"38' 11""",4083.25,105,-2
42,43,43,Bo Van Pelt,92,"39' 0""",4997.0,128,E
43,T44,T44,Charley Hoffman,93,"39' 1""",5161.25,132,-9
44,T44,T44,Vaughn Taylor,89,"39' 1""",5975.3330000000005,153,-3
45,46,46,Kevin Stadler,88,"39' 2""",4501.417,115,E
46,T47,T47,Jeff Overton,92,"39' 3""",4395.417,112,+12
47,T47,T47,Heath Slocum,89,"39' 3""",5260.9169999999995,134,-7
48,T49,T49,Kevin Chappell,78,"39' 4""",3854.25,98,+8
49,T49,T49,Jason Day,76,"39' 4""",4679.5,119,-20
50,T49,T49,Marc Leishman,87,"39' 4""",5307.0,135,+2
51,T52,T52,Shane Bertsch,62,"39' 5""",3431.0,87,-2
52,T52,T52,Billy Mayfair,94,"39' 5""",5362.9169999999995,136,+4
53,54,54,Brendon de Jonge,105,"39' 6""",5884.0,149,-7
54,T55,T55,Ryan Moore,79,"39' 7""",4238.167,107,-3
55,T55,T55,Marc Turnesa,54,"39' 7""",3447.25,87,+9
56,T55,T55,Bubba Watson,85,"39' 7""",4873.333,123,-1
57,58,58,J.J. Henry,96,"39' 8""",6023.1669999999995,152,-2
58,T59,T59,David Mathis,83,"39' 9""",4892.0,123,+7
59,T59,T59,Justin Rose,79,"39' 9""",5089.5,128,+4
60,T61,T61,Rory Sabbatini,85,"39' 10""",4106.0,103,-1
61,T61,T61,Adam Scott,60,"39' 10""",3225.583,81,-6
62,T61,T61,Paul Stankowski,78,"39' 10""",3668.333,92,+5
63,T64,T64,Chris Kirk,87,"40' 0""",5000.167,125,-11
64,T64,T64,Ryan Palmer,82,"40' 0""",4195.917,105,-7
65,T66,T66,Jason Bohn,74,"40' 1""",4486.75,112,E
66,T66,T66,Kyle Stanley,98,"40' 1""",5656.4169999999995,141,+6
67,68,68,Rocco Mediate,53,"40' 2""",3816.667,95,+8
68,T69,T69,Ángel Cabrera,50,"40' 3""",2011.0829999999999,50,-2
69,T69,T69,Tommy Gainey,104,"40' 3""",5679.4169999999995,141,-3
70,T71,T71,Zach Johnson,79,"40' 4""",5328.0,132,-9
71,T71,T71,Troy Merritt,63,"40' 4""",3754.25,93,-5
72,73,73,Paul Goydos,81,"40' 5""",5216.333,129,+12
73,74,74,Stewart Cink,72,"40' 6""",3402.25,84,E
74,T75,T75,Martin Laird,77,"40' 7""",4302.25,106,-8
75,T75,T75,D.A. Points,89,"40' 7""",5803.9169999999995,143,-2
76,T77,T77,Chad Campbell,99,"40' 9""",5989.3330000000005,147,E
77,T77,T77,Matt Kuchar,94,"40' 9""",5457.75,134,-6
78,T77,T77,Webb Simpson,98,"40' 9""",5665.1669999999995,139,-3
79,T80,T80,Briny Baird,60,"40' 10""",3309.417,81,-1
80,T80,T80,Shaun Micheel,77,"40' 10""",4247.583,104,-3
81,82,82,Jonathan Byrd,83,"40' 11""",5160.25,126,E
82,T83,T83,Jerry Kelly,85,"41' 0""",4716.833,115,+10
83,T83,T83,Graeme McDowell,50,"41' 0""",2995.417,73,-1
84,T83,T83,Gary Woodland,93,"41' 0""",6026.3330000000005,147,-14
85,T86,T86,Bill Lunde,92,"41' 1""",5747.5,140,+5
86,T86,T86,Matt McQuillan,59,"41' 1""",3449.417,84,-1
87,T86,T86,Kevin Streelman,90,"41' 1""",4559.167,111,+2
88,T89,T89,Zack Miller,86,"41' 2""",5562.75,135,-2
