,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,70,"15' 0""",2554.083,170,-34
1,2,2,Luke Donald,73,"15' 4""",2029.4170000000001,132,-38
2,3,3,Anthony Kim,72,"15' 8""",2099.25,134,-21
3,4,4,Webb Simpson,98,"15' 11""",3640.75,229,-60
4,T5,T5,Brian Davis,105,"16' 0""",4316.583,270,-68
5,T5,T5,Nick Watney,80,"16' 0""",2698.75,169,-39
6,7,7,Brian Gay,90,"16' 2""",3944.083,244,-45
7,8,8,Jimmy Walker,79,"16' 3""",2907.25,179,-25
8,T9,T9,Chris DiMarco,93,"16' 4""",3748.667,229,-43
9,T9,T9,Paul Goydos,81,"16' 4""",3942.583,242,-27
10,T11,T11,Greg Chalmers,88,"16' 5""",3479.25,212,-60
11,T11,T11,Stewart Cink,72,"16' 5""",2201.333,134,-22
12,T13,T13,Woody Austin,59,"16' 6""",2320.917,141,-35
13,T13,T13,Justin Leonard,82,"16' 6""",4020.75,244,-17
14,T15,T15,David Duval,67,"16' 7""",2550.583,154,-21
15,T15,T15,Kyle Stanley,98,"16' 7""",3375.5,204,-31
16,T15,T15,Dean Wilson,62,"16' 7""",2609.5,157,-33
17,18,18,J.B. Holmes,57,"16' 8""",2420.917,145,-11
18,T19,T19,Shane Bertsch,62,"16' 9""",2878.583,172,-15
19,T19,T19,Jonathan Byrd,83,"16' 9""",2791.167,167,-19
20,T21,T21,Chad Campbell,99,"16' 10""",3934.083,234,-32
21,T21,T21,Graeme McDowell,50,"16' 10""",1714.6670000000001,102,-18
22,T21,T21,John Rollins,85,"16' 10""",3419.417,203,-16
23,T24,T24,K.J. Choi,77,"16' 11""",2760.667,163,-32
24,T24,T24,Scott Piercy,78,"16' 11""",2674.0,158,-31
25,T26,T26,Zach Johnson,79,"17' 0""",3295.667,194,-40
26,T26,T26,Matt Kuchar,94,"17' 0""",3301.583,194,-36
27,T28,T28,Jason Bohn,74,"17' 1""",3496.583,205,-33
28,T28,T28,Chris Kirk,87,"17' 1""",3315.0,194,-45
29,T28,T28,Adam Scott,60,"17' 1""",2140.333,125,-16
30,31,31,Arjun Atwal,91,"17' 3""",3430.167,199,-24
31,T32,T32,Stuart Appleby,65,"17' 4""",2705.833,156,+2
32,T32,T32,Ernie Els,71,"17' 4""",2810.667,162,-11
33,T32,T32,Charley Hoffman,93,"17' 4""",3647.25,210,-56
34,T32,T32,Heath Slocum,89,"17' 4""",3915.667,226,-38
35,T32,T32,Brandt Snedeker,85,"17' 4""",2951.75,170,-27
36,T37,T37,Dustin Johnson,72,"17' 5""",2488.417,143,-21
37,T37,T37,Camilo Villegas,69,"17' 5""",2299.75,132,-21
38,T39,T39,Cameron Beckman,71,"17' 6""",3222.667,184,-18
39,T39,T39,Ryuji Imada,83,"17' 6""",3221.333,184,-20
40,T41,T41,Jerry Kelly,85,"17' 7""",2880.917,164,-32
41,T41,T41,Hunter Mahan,92,"17' 7""",3556.167,202,-41
42,T41,T41,Sean O'Hair,71,"17' 7""",2564.0,146,-8
43,T41,T41,Vaughn Taylor,89,"17' 7""",4295.0,244,-29
44,45,45,David Toms,78,"17' 8""",2864.5,162,-28
45,T46,T46,Alex Cejka,59,"17' 9""",2271.75,128,-10
46,T46,T46,Jim Furyk,87,"17' 9""",3533.917,199,-25
47,T46,T46,Phil Mickelson,79,"17' 9""",2435.083,137,-34
48,T46,T46,Justin Rose,79,"17' 9""",2644.333,149,-19
49,T50,T50,Jason Dufner,78,"17' 10""",3170.25,178,-26
50,T50,T50,Scott Gutschewski,67,"17' 10""",2173.167,122,-8
51,T52,T52,Kevin Chappell,78,"17' 11""",3116.75,174,-10
52,T52,T52,Michael Connell,76,"17' 11""",3166.5,177,-23
53,T54,T54,Padraig Harrington,60,"18' 0""",1922.5,107,-11
54,T54,T54,J.P. Hayes,56,"18' 0""",2397.583,133,-26
55,T54,T54,Charles Howell III,108,"18' 0""",4513.417,251,-48
56,T57,T57,Spencer Levin,113,"18' 1""",4555.833,252,-43
57,T57,T57,Aron Price,58,"18' 1""",2571.75,142,-12
58,T57,T57,Alex Prugh,82,"18' 1""",4376.917,242,-25
59,T60,T60,Aaron Baddeley,77,"18' 2""",2418.917,133,-32
60,T60,T60,Kris Blanks,92,"18' 2""",4148.333,228,-29
61,T60,T60,Joe Durant,71,"18' 2""",3360.583,185,-14
62,T63,T63,Robert Garrigus,83,"18' 3""",3270.917,179,-40
