,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,Gary Woodland,93,67.68,134,198,-0.1
1,2,2,Joe Durant,71,64.15,136,212,-0.1
2,3,3,John Senden,94,63.97,174,272,-0.19
3,4,4,Tom Gillis,55,63.33,95,150,-0.14
4,5,5,Chad Campbell,99,63.32,183,289,-0.09
5,6,6,Jerry Kelly,85,63.08,164,260,-0.13
6,T7,T7,Ben Martin,74,62.5,125,200,-0.14
7,T7,T7,Heath Slocum,89,62.5,155,248,-0.14
8,9,9,Bo Van Pelt,92,62.31,124,199,-0.07
9,10,10,Justin Rose,79,61.79,131,212,-0.13
10,11,11,David Toms,78,61.76,126,204,-0.21
11,12,12,Charl Schwartzel,58,61.74,71,115,-0.18
12,13,13,Retief Goosen,50,61.72,79,128,-0.14
13,14,14,D.J. Trahan,91,61.7,145,235,-0.01
14,15,15,John Merrick,71,61.29,114,186,-0.14
15,16,16,Trevor Immelman,84,61.14,140,229,-0.12
16,17,17,Alex Cejka,59,61.05,105,172,-0.08
17,18,18,Billy Mayfair,94,61.0,183,300,-0.15
18,T19,T19,Ricky Barnes,78,60.8,121,199,-0.06
19,T19,T19,Sergio Garcia,61,60.8,76,125,-0.16
20,21,21,J.J. Henry,96,60.78,141,232,-0.09
21,22,22,Zach Johnson,79,60.62,137,226,-0.16
22,23,23,Kevin Stadler,88,60.55,132,218,-0.1
23,24,24,Woody Austin,59,60.54,89,147,-0.09
24,25,25,Jimmy Walker,79,60.31,158,262,-0.11
25,26,26,Jim Furyk,87,60.25,144,239,-0.17
26,27,27,Chez Reavie,92,60.16,151,251,-0.19
27,28,28,Jim Herman,69,60.12,98,163,-0.12
28,T29,T29,Kent Jones,76,60.0,141,235,-0.09
29,T29,T29,Matt McQuillan,59,60.0,93,155,-0.17
30,31,31,Ernie Els,71,59.89,112,187,-0.13
31,32,32,Garrett Willis,71,59.81,125,209,-0.15
32,33,33,Brian Gay,90,59.54,156,262,-0.07
33,34,34,Webb Simpson,98,59.29,150,253,-0.18
34,35,35,Kyle Stanley,98,59.23,138,233,-0.16
35,36,36,Spencer Levin,113,59.0,177,300,-0.15
36,37,37,Cameron Tringale,110,58.82,170,289,-0.14
37,38,38,Boo Weekley,66,58.79,97,165,-0.01
38,39,39,Chris Stroud,88,58.73,148,252,-0.04
