,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Justin Rose,79,89.59,284,317,-0.48
1,2,2,Steve Stricker,70,89.51,273,305,-0.5
2,3,3,Ernie Els,71,88.2,269,305,-0.37
3,4,4,Chad Campbell,99,88.05,361,410,-0.39
4,5,5,Justin Leonard,82,87.72,300,342,-0.38
5,6,6,Heath Slocum,89,86.83,323,372,-0.4
6,7,7,Luke Donald,73,86.15,199,231,-0.57
7,8,8,Kris Blanks,92,85.71,360,420,-0.43
8,9,9,Charles Howell III,108,85.48,412,482,-0.48
9,10,10,Robert Allenby,84,85.47,300,351,-0.41
10,11,11,Mark Wilson,89,85.38,292,342,-0.44
11,12,12,Jason Dufner,78,85.27,272,319,-0.44
12,13,13,Zach Johnson,79,85.26,266,312,-0.5
13,14,14,Lucas Glover,74,85.09,234,275,-0.5
14,15,15,Hunter Mahan,92,85.02,352,414,-0.51
15,16,16,Bill Haas,93,85.01,363,427,-0.44
16,T17,T17,Marc Turnesa,54,84.97,164,193,-0.35
17,T17,T17,Boo Weekley,66,84.97,277,326,-0.44
18,19,19,Kent Jones,76,84.79,262,309,-0.4
19,20,20,Geoff Ogilvy,69,84.65,215,254,-0.45
20,21,21,Jason Bohn,74,84.62,297,351,-0.43
21,T22,T22,Michael Bradley,74,84.54,257,304,-0.44
22,T22,T22,Chris Kirk,87,84.54,339,401,-0.45
23,24,24,Spencer Levin,113,84.52,393,465,-0.44
24,25,25,K.J. Choi,77,84.48,234,277,-0.46
25,26,26,David Toms,78,84.39,227,269,-0.46
26,T27,T27,Trevor Immelman,84,84.3,290,344,-0.42
27,T27,T27,John Rollins,85,84.3,349,414,-0.4
28,29,29,J.J. Henry,96,84.24,326,387,-0.42
29,30,30,Aron Price,58,84.16,186,221,-0.39
30,31,31,Fabián Gómez,84,84.13,281,334,-0.46
31,32,32,Jim Furyk,87,84.1,275,327,-0.44
32,33,33,Charley Hoffman,93,84.09,407,484,-0.54
33,34,34,Bubba Watson,85,84.07,343,408,-0.53
34,35,35,Charl Schwartzel,58,84.02,163,194,-0.39
35,36,36,Brian Gay,90,83.93,282,336,-0.41
36,37,37,Webb Simpson,98,83.85,405,483,-0.54
37,38,38,Aaron Baddeley,77,83.84,301,359,-0.5
38,39,39,Alex Cejka,59,83.78,186,222,-0.41
39,40,40,Ricky Barnes,78,83.71,262,313,-0.44
40,41,41,Davis Love III,70,83.7,231,276,-0.44
41,42,42,Rod Pampling,72,83.67,251,300,-0.41
42,43,43,Freddie Jacobson,92,83.64,276,330,-0.44
43,44,44,Martin Laird,77,83.61,306,366,-0.47
44,45,45,Kyle Stanley,98,83.59,387,463,-0.51
45,46,46,Nick Watney,80,83.55,325,389,-0.49
46,47,47,Bryce Molder,82,83.48,278,333,-0.47
47,48,48,Camilo Villegas,69,83.46,212,254,-0.49
48,49,49,Ben Crane,76,83.28,264,317,-0.4
49,50,50,Brian Davis,105,83.23,397,477,-0.46
50,51,51,David Hearn,88,83.2,317,381,-0.41
51,52,52,Kevin Na,84,83.18,272,327,-0.49
52,53,53,Billy Mayfair,94,83.17,346,416,-0.45
53,54,54,Carl Pettersson,95,83.13,399,480,-0.46
54,55,55,Kevin Stadler,88,83.02,352,424,-0.37
55,56,56,Ian Poulter,52,83.0,166,200,-0.45
56,57,57,Phil Mickelson,79,82.95,287,346,-0.52
57,58,58,Hunter Haas,96,82.92,369,445,-0.42
58,T59,T59,Joe Durant,71,82.85,256,309,-0.36
59,T59,T59,Brandt Jobe,100,82.85,343,414,-0.41
60,61,61,Bill Lunde,92,82.76,360,435,-0.43
61,62,62,Charlie Wi,83,82.62,309,374,-0.45
62,63,63,Michael Connell,76,82.61,247,299,-0.4
63,64,64,Kevin Chappell,78,82.57,289,350,-0.42
64,65,65,Greg Chalmers,88,82.51,302,366,-0.49
65,T66,T66,Woody Austin,59,82.49,212,257,-0.45
66,T66,T66,Rory Sabbatini,85,82.49,278,337,-0.47
67,T66,T66,Adam Scott,60,82.49,212,257,-0.5
68,69,69,Johnson Wagner,81,82.47,254,308,-0.41
69,T70,T70,Blake Adams,116,82.46,456,553,-0.48
70,T70,T70,Cameron Beckman,71,82.46,282,342,-0.41
71,72,72,Jim Herman,69,82.42,272,330,-0.42
72,73,73,Marc Leishman,87,82.38,332,403,-0.47
73,74,74,Nate Smith,66,82.35,182,221,-0.43
74,75,75,William McGirt,103,82.3,386,469,-0.37
75,76,76,Scott Gutschewski,67,82.16,221,269,-0.36
76,77,77,Shane Bertsch,62,82.1,211,257,-0.44
77,78,78,Paul Goydos,81,81.95,286,349,-0.36
78,79,79,Jonathan Byrd,83,81.94,304,371,-0.52
79,80,80,Y.E. Yang,63,81.87,158,193,-0.49
80,T81,T81,Robert Karlsson,61,81.86,194,237,-0.45
81,T81,T81,Bo Van Pelt,92,81.86,334,408,-0.48
82,83,83,Dustin Johnson,72,81.82,297,363,-0.49
83,84,84,Nick O'Hern,89,81.74,291,356,-0.44
84,85,85,David Duval,67,81.73,255,312,-0.33
85,86,86,Pat Perez,76,81.72,304,372,-0.48
86,87,87,Brandt Snedeker,85,81.71,268,328,-0.53
87,88,88,Jimmy Walker,79,81.7,317,388,-0.46
88,89,89,John Senden,94,81.69,339,415,-0.44
89,90,90,Scott Piercy,78,81.67,303,371,-0.5
90,91,91,Vijay Singh,79,81.63,320,392,-0.44
91,92,92,Jhonattan Vegas,84,81.62,342,419,-0.45
92,93,93,George McNeill,69,81.61,244,299,-0.5
93,94,94,Alex Prugh,82,81.53,362,444,-0.4
94,95,95,Tim Herron,85,81.5,326,400,-0.41
95,96,96,Tommy Gainey,104,81.49,405,497,-0.46
96,97,97,Ben Curtis,66,81.45,224,275,-0.41
97,98,98,J.B. Holmes,57,81.41,289,355,-0.42
98,99,99,Chez Reavie,92,81.4,337,414,-0.42
99,100,100,Jerry Kelly,85,81.38,236,290,-0.47
100,101,101,Dean Wilson,62,81.32,209,257,-0.44
101,102,102,John Merrick,71,81.27,243,299,-0.42
102,T103,T103,Nathan Green,81,81.25,260,320,-0.39
103,T103,T103,Ben Martin,74,81.25,260,320,-0.48
104,T103,T103,Brendan Steele,89,81.25,312,384,-0.51
105,T103,T103,Cameron Tringale,110,81.25,442,544,-0.41
106,T107,T107,Robert Garrigus,83,81.22,385,474,-0.48
107,T107,T107,Alexandre Rocha,65,81.22,186,229,-0.33
108,109,109,Josh Teater,104,81.11,455,561,-0.45
109,110,110,Brendon de Jonge,105,81.07,364,449,-0.43
110,111,111,Jason Day,76,81.06,261,322,-0.48
111,T112,T112,Joe Ogilvie,75,81.01,273,337,-0.43
112,T112,T112,Michael Thompson,79,81.01,273,337,-0.38
113,114,114,Arjun Atwal,91,80.99,311,384,-0.45
114,115,115,Anthony Kim,72,80.98,264,326,-0.47
115,116,116,Kevin Streelman,90,80.95,323,399,-0.46
116,117,117,Ryuji Imada,83,80.94,293,362,-0.44
117,118,118,Matt Bettencourt,84,80.88,330,408,-0.44
118,119,119,Rickie Fowler,84,80.86,300,371,-0.48
119,120,120,Graeme McDowell,50,80.84,173,214,-0.51
120,121,121,Sean O'Hair,71,80.65,225,279,-0.44
121,122,122,D.J. Trahan,91,80.56,402,499,-0.4
122,123,123,Tim Petrovic,88,80.53,302,375,-0.4
123,T124,T124,Matt McQuillan,59,80.45,177,220,-0.42
124,T124,T124,Troy Merritt,63,80.45,251,312,-0.35
125,126,126,Scott Stallings,84,80.44,329,409,-0.41
126,127,127,Richard Johnson,64,80.37,172,214,-0.3
127,128,128,David Mathis,83,80.33,245,305,-0.42
128,129,129,Chris Riley,76,80.31,257,320,-0.38
129,130,130,Gary Woodland,93,80.19,332,414,-0.46
130,131,131,Sergio Garcia,61,80.16,202,252,-0.49
131,132,132,Chris Stroud,88,80.14,355,443,-0.43
132,133,133,Chris Couch,73,80.1,310,387,-0.49
133,T134,T134,Billy Horschel,75,79.94,275,344,-0.39
134,T134,T134,Roland Thatcher,67,79.94,259,324,-0.42
135,136,136,Stewart Cink,72,79.93,219,274,-0.43
136,137,137,Tom Gillis,55,79.92,211,264,-0.38
137,138,138,Chris DiMarco,93,79.8,320,401,-0.4
138,139,139,Bobby Gates,82,79.78,292,366,-0.43
139,140,140,Briny Baird,60,79.75,189,237,-0.41
140,141,141,Steve Flesch,88,79.72,287,360,-0.46
141,142,142,Matt Jones,71,79.67,290,364,-0.45
142,143,143,Rich Beem,53,79.57,183,230,-0.36
143,144,144,Ryan Palmer,82,79.54,276,347,-0.43
144,145,145,Lee Janzen,62,79.5,190,239,-0.45
145,146,146,Paul Stankowski,78,79.49,248,312,-0.42
146,147,147,D.A. Points,89,79.46,294,370,-0.49
147,148,148,Jarrod Lyle,83,79.43,278,350,-0.44
148,149,149,Matt Kuchar,94,79.37,300,378,-0.5
149,150,150,James Driscoll,71,79.34,265,334,-0.44
150,151,151,D.J. Brigman,67,79.32,188,237,-0.41
151,152,152,Jeff Overton,92,79.28,352,444,-0.44
152,153,153,Daniel Summerhays,75,79.26,237,299,-0.41
153,T154,T154,Stephen Ames,69,79.25,210,265,-0.39
154,T154,T154,Steve Elkington,50,79.25,168,212,-0.4
