,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
77,78,78,Rich Beem,53,47.5,19,40,E
78,T79,T79,Bill Haas,93,47.4,27,57,-9.00
79,T79,T79,Kent Jones,76,47.4,27,57,-1.00
80,T79,T79,Jerry Kelly,85,47.4,18,38,-1.00
81,82,82,Martin Piller,63,47.3,26,55,-6.00
82,T83,T83,Marc Turnesa,54,47.2,17,36,-3.00
83,T83,T83,Jhonattan Vegas,84,47.2,25,53,-3.00
84,85,85,Nate Smith,66,47.1,24,51,-7.00
85,86,86,Chris Stroud,88,47.0,31,66,-6.00
86,87,87,Zack Miller,86,46.9,23,49,-1.00
87,T88,T88,Bobby Gates,82,46.8,22,47,+1.00
88,T88,T88,Kevin Stadler,88,46.8,29,62,E
89,T90,T90,Robert Allenby,84,46.7,21,45,+1.00
90,T90,T90,Alexandre Rocha,65,46.7,21,45,E
91,T92,T92,Kevin Chappell,78,46.4,26,56,-7.00
92,T92,T92,Paul Goydos,81,46.4,26,56,-3.00
93,T92,T92,Jim Herman,69,46.4,26,56,-3.00
94,95,95,Stephen Ames,69,46.3,19,41,E
95,96,96,Jim Renner,65,46.2,24,52,-4.00
96,97,97,Michael Bradley,74,46.0,23,50,-5.00
97,T98,T98,Scott Piercy,78,45.8,22,48,-4.00
98,T98,T98,John Senden,94,45.8,27,59,-3.00
99,100,100,Anthony Kim,72,45.6,26,57,-9.00
100,T101,T101,Bio Kim,71,45.3,24,53,-4.00
101,T101,T101,Nick Watney,80,45.3,29,64,-6.00
102,103,103,Charley Hoffman,93,45.2,28,62,+1.00
103,104,104,Marc Leishman,87,45.1,37,82,-5.00
104,T105,T105,Chris DiMarco,93,44.9,35,78,-1.00
105,T105,T105,Alex Prugh,82,44.9,31,69,-7.00
106,T105,T105,Josh Teater,104,44.9,35,78,-4.00
107,T108,T108,J.J. Henry,96,44.4,28,63,-2.00
108,T108,T108,Kevin Kisner,70,44.4,20,45,-5.00
109,T108,T108,Derek Lamely,65,44.4,24,54,-3.00
110,T108,T108,Jarrod Lyle,83,44.4,28,63,-6.00
111,T108,T108,Troy Merritt,63,44.4,20,45,-7.00
112,T113,T113,Brian Gay,90,44.2,23,52,-5.00
113,T113,T113,Paul Stankowski,78,44.2,19,43,-1.00
114,115,115,Sung Kang,63,44.1,15,34,-3.00
115,T116,T116,Zach Johnson,79,43.8,14,32,-5.00
116,T116,T116,Chez Reavie,92,43.8,28,64,-6.00
117,118,118,Matt McQuillan,59,43.6,17,39,-3.00
118,T119,T119,Steve Marino,76,43.5,27,62,-4.00
119,T119,T119,Joe Ogilvie,75,43.5,27,62,-1.00
120,T121,T121,Tommy Gainey,104,43.4,33,76,-4.00
121,T121,T121,Scott Gutschewski,67,43.4,23,53,-2.00
122,T121,T121,Pat Perez,76,43.4,23,53,-2.00
123,T124,T124,Greg Chalmers,88,43.3,29,67,-8.00
124,T124,T124,Ben Martin,74,43.3,26,60,-1.00
125,T124,T124,Webb Simpson,98,43.3,29,67,-3.00
126,T127,T127,Stuart Appleby,65,42.9,21,49,-7.00
127,T127,T127,Jason Dufner,78,42.9,21,49,-5.00
128,T127,T127,Padraig Harrington,60,42.9,18,42,-4.00
129,T127,T127,Johnson Wagner,81,42.9,15,35,-2.00
130,131,131,Troy Matteson,91,42.7,32,75,-1.00
131,T132,T132,Jason Day,76,42.6,20,47,-5.00
132,T132,T132,Cameron Tringale,110,42.6,40,94,-14.00
133,T134,T134,Cameron Beckman,71,42.1,24,57,-4.00
134,T134,T134,Kris Blanks,92,42.1,32,76,-5.00
135,T134,T134,D.A. Points,89,42.1,24,57,-6.00
136,137,137,Rod Pampling,72,42.0,29,69,-7.00
137,138,138,Jonathan Byrd,83,41.8,23,55,-7.00
138,T139,T139,Woody Austin,59,41.7,15,36,-2.00
139,T139,T139,Ángel Cabrera,50,41.7,15,36,-3.00
140,T139,T139,Daniel Summerhays,75,41.7,25,60,+1.00
141,142,142,Andres Gonzales,60,41.5,17,41,-8.00
142,T143,T143,Arjun Atwal,91,41.3,33,80,-11.00
143,T143,T143,J.P. Hayes,56,41.3,19,46,-2.00
144,T145,T145,Sean O'Hair,71,40.7,24,59,E
145,T145,T145,Justin Rose,79,40.7,22,54,-7.00
146,T147,T147,Keegan Bradley,91,40.3,27,67,-9.00
147,T147,T147,Tim Petrovic,88,40.3,25,62,-6.00
148,T149,T149,Justin Hicks,60,40.0,10,25,-1.00
149,T149,T149,Colt Knost,80,40.0,20,50,-2.00
150,T149,T149,Scott McCarron,65,40.0,14,35,-3.00
151,T149,T149,Michael Thompson,79,40.0,22,55,-1.00
152,153,153,Matt Bettencourt,84,39.5,30,76,-4.00
153,154,154,Aron Price,58,39.3,11,28,-4.00
154,155,155,Aaron Baddeley,77,39.2,20,51,-6.00
155,156,156,Jimmy Walker,79,39.0,23,59,-10.00
156,157,157,Chris Riley,76,38.5,20,52,-1.00
157,158,158,Scott Stallings,84,38.3,23,60,E
158,159,159,Joe Durant,71,38.2,13,34,-3.00
159,160,160,Brandt Jobe,100,37.3,22,59,-6.00
160,T161,T161,Bill Lunde,92,36.7,22,60,-6.00
161,T161,T161,Nick O'Hern,89,36.7,18,49,-6.00
162,T163,T163,Shane Bertsch,62,36.6,15,41,-5.00
163,T163,T163,Carl Pettersson,95,36.6,26,71,-10.00
164,T163,T163,Heath Slocum,89,36.6,15,41,-4.00
165,166,166,Blake Adams,116,36.0,32,89,-9.00
166,167,167,Ryan Moore,79,35.7,15,42,-5.00
167,168,168,Charlie Wi,83,35.6,21,59,-5.00
168,169,169,Brian Davis,105,34.6,18,52,-7.00
169,170,170,Jim Furyk,87,34.3,12,35,-3.00
170,T171,T171,Ben Curtis,66,34.1,15,44,-2.00
171,T171,T171,Ian Poulter,52,34.1,14,41,-2.00
172,T173,T173,Michael Connell,76,33.3,22,66,-3.00
173,T173,T173,Rocco Mediate,53,33.3,9,27,+1.00
174,175,175,Shaun Micheel,77,32.8,19,58,-5.00
175,176,176,Dustin Johnson,72,32.5,13,40,-4.00
176,177,177,Bryce Molder,82,32.1,17,53,-5.00
177,178,178,Garrett Willis,71,31.4,11,35,E
178,179,179,D.J. Brigman,67,30.9,17,55,-1.00
179,180,180,Justin Leonard,82,30.8,16,52,-1.00
180,181,181,J.B. Holmes,57,29.7,11,37,-3.00
181,182,182,Harrison Frazar,58,29.4,10,34,-1.00
182,183,183,Fabián Gómez,84,29.3,12,41,-2.00
183,184,184,Graeme McDowell,50,28.6,8,28,-1.00
184,185,185,Brandt Snedeker,85,27.7,13,47,+2.00
185,186,186,Tom Gillis,55,27.3,9,33,-1.00
