,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
133,T133,T133,Jeff Overton,92,-.068
134,T135,T135,Joseph Bramlett,73,-.067
135,T135,T135,Scott McCarron,65,-.067
136,T135,T135,Jim Renner,65,-.067
137,138,138,Scott Gutschewski,67,-.066
138,139,139,Billy Mayfair,94,-.065
139,T140,T140,Rickie Fowler,84,-.063
140,T140,T140,Nate Smith,66,-.063
141,T142,T142,J.J. Henry,96,-.062
142,T142,T142,Robert Karlsson,61,-.062
143,144,144,Andres Gonzales,60,-.061
144,T145,T145,Tim Herron,85,-.060
145,T145,T145,Shaun Micheel,77,-.060
146,147,147,Michael Bradley,74,-.059
147,T148,T148,Kevin Chappell,78,-.057
148,T148,T148,Chris Riley,76,-.057
149,150,150,Sean O'Hair,71,-.055
150,151,151,Tom Gillis,55,-.054
151,T152,T152,Ángel Cabrera,50,-.052
152,T152,T152,Nathan Green,81,-.052
153,154,154,Will Strickler,51,-.051
154,155,155,Vijay Singh,79,-.050
155,156,156,Charl Schwartzel,58,-.048
156,157,157,Daniel Summerhays,75,-.047
157,158,158,Justin Hicks,60,-.046
158,159,159,D.J. Trahan,91,-.044
159,T160,T160,Troy Merritt,63,-.043
160,T160,T160,Kevin Stadler,88,-.043
161,T162,T162,Rich Beem,53,-.038
162,T162,T162,Keegan Bradley,91,-.038
163,T164,T164,Bobby Gates,82,-.032
164,T164,T164,Michael Putnam,67,-.032
165,166,166,John Merrick,71,-.030
166,167,167,George McNeill,69,-.029
167,T168,T168,Alexandre Rocha,65,-.023
168,T168,T168,Jhonattan Vegas,84,-.023
169,170,170,Marc Turnesa,54,-.017
170,171,171,Ricky Barnes,78,-.013
171,172,172,Sergio Garcia,61,-.011
172,173,173,Y.E. Yang,63,-.010
173,174,174,Ryan Palmer,82,-.008
174,T175,T175,Trevor Immelman,84,E
175,T175,T175,Colt Knost,80,E
176,T175,T175,David Mathis,83,E
177,T175,T175,Matt McQuillan,59,E
178,179,179,Jarrod Lyle,83,+.005
179,180,180,Richard Johnson,64,+.007
180,181,181,Stuart Appleby,65,+.013
181,182,182,Bio Kim,71,+.019
182,183,183,Derek Lamely,65,+.020
183,184,184,D.J. Brigman,67,+.041
184,185,185,Zack Miller,86,+.071
185,186,186,Retief Goosen,50,+.089
