,Approaches_125-150_yards-Rgh_RTP_RANK THIS WEEK,Approaches_125-150_yards-Rgh_RTP_RANK LAST WEEK,Approaches_125-150_yards-Rgh_RTP_PLAYER NAME,Approaches_125-150_yards-Rgh_RTP_ROUNDS,Approaches_125-150_yards-Rgh_RTP_AVG RTP
0,1,1,David Toms,78,-.278
1,2,2,Luke Donald,73,-.185
2,3,3,William McGirt,103,-.157
3,4,4,Jason Bohn,74,-.091
4,5,5,David Mathis,83,-.089
5,6,6,Nick O'Hern,89,-.054
6,7,7,Ben Crane,76,-.051
7,8,8,Aaron Baddeley,77,-.045
8,9,9,Rocco Mediate,53,-.043
9,10,10,Paul Goydos,81,-.036
10,11,11,Joe Ogilvie,75,-.034
11,12,12,Briny Baird,60,-.030
12,13,13,Retief Goosen,50,-.029
13,14,14,Richard Johnson,64,-.028
14,15,15,Rory Sabbatini,85,-.026
15,16,16,Stephen Ames,69,-.024
16,T17,T17,Chris DiMarco,93,-.020
17,T17,T17,Nick Watney,80,-.020
18,19,19,Freddie Jacobson,92,-.019
19,T20,T20,Hunter Haas,96,E
20,T20,T20,Steve Marino,76,E
21,T20,T20,Kevin Na,84,E
22,T20,T20,D.A. Points,89,E
23,24,24,Dustin Johnson,72,+.019
24,25,25,Jim Furyk,87,+.022
25,26,26,Brian Davis,105,+.023
26,27,27,Bryce Molder,82,+.029
27,28,28,Bill Lunde,92,+.030
28,29,29,Woody Austin,59,+.032
29,30,30,Brandt Snedeker,85,+.037
30,31,31,Chris Stroud,88,+.041
31,32,32,Anthony Kim,72,+.043
32,33,33,David Duval,67,+.044
33,34,34,Chris Couch,73,+.045
34,35,35,Matt Kuchar,94,+.047
35,36,36,Sean O'Hair,71,+.052
36,37,37,Dean Wilson,62,+.053
37,T38,T38,Davis Love III,70,+.054
38,T38,T38,Heath Slocum,89,+.054
39,T40,T40,Troy Merritt,63,+.057
40,T40,T40,Daniel Summerhays,75,+.057
41,42,42,Paul Stankowski,78,+.058
42,T43,T43,Blake Adams,116,+.059
43,T43,T43,Robert Garrigus,83,+.059
44,T43,T43,Charlie Wi,83,+.059
45,T46,T46,Shane Bertsch,62,+.065
46,T46,T46,Jason Dufner,78,+.065
47,T48,T48,Michael Connell,76,+.067
48,T48,T48,Ben Martin,74,+.067
49,T50,T50,Jonathan Byrd,83,+.068
50,T50,T50,Ryuji Imada,83,+.068
51,52,52,Rickie Fowler,84,+.069
52,T53,T53,Brendon de Jonge,105,+.070
53,T53,T53,Mark Wilson,89,+.070
54,55,55,Alexandre Rocha,65,+.073
55,56,56,John Senden,94,+.074
56,T57,T57,K.J. Choi,77,+.077
57,T57,T57,Tommy Gainey,104,+.077
58,T57,T57,Cameron Tringale,110,+.077
59,T60,T60,Matt Bettencourt,84,+.078
60,T60,T60,Michael Bradley,74,+.078
61,T62,T62,Billy Horschel,75,+.079
62,T62,T62,Charles Howell III,108,+.079
63,64,64,Steve Elkington,50,+.080
64,65,65,Justin Leonard,82,+.081
65,T66,T66,Sergio Garcia,61,+.083
66,T66,T66,J.J. Henry,96,+.083
67,T66,T66,Rod Pampling,72,+.083
68,69,69,Bubba Watson,85,+.085
69,70,70,Graeme McDowell,50,+.087
70,T71,T71,Ricky Barnes,78,+.088
71,T71,T71,Derek Lamely,65,+.088
72,73,73,Nathan Green,81,+.091
73,T74,T74,Chris Kirk,87,+.092
74,T74,T74,Carl Pettersson,95,+.092
75,T76,T76,Kevin Chappell,78,+.094
76,T76,T76,Padraig Harrington,60,+.094
77,T76,T76,Billy Mayfair,94,+.094
78,T76,T76,Justin Rose,79,+.094
79,80,80,Vijay Singh,79,+.097
80,81,81,Trevor Immelman,84,+.098
81,82,82,Spencer Levin,113,+.100
82,83,83,Marc Leishman,87,+.101
83,84,84,Jim Renner,65,+.103
84,85,85,Hunter Mahan,92,+.105
85,86,86,Phil Mickelson,79,+.106
86,T87,T87,Tim Herron,85,+.109
87,T87,T87,Alex Prugh,82,+.109
88,T89,T89,Greg Chalmers,88,+.111
89,T89,T89,J.B. Holmes,57,+.111
90,T89,T89,Lee Janzen,62,+.111
91,T89,T89,Brandt Jobe,100,+.111
92,T89,T89,George McNeill,69,+.111
93,T89,T89,Camilo Villegas,69,+.111
94,T95,T95,Fabián Gómez,84,+.113
95,T95,T95,Jimmy Walker,79,+.113
96,97,97,D.J. Trahan,91,+.114
97,T98,T98,Alex Cejka,59,+.115
98,T98,T98,Jim Herman,69,+.115
99,100,100,Ian Poulter,52,+.118
100,101,101,Joseph Bramlett,73,+.119
101,102,102,Bill Haas,93,+.120
102,103,103,Johnson Wagner,81,+.122
103,T104,T104,Chris Riley,76,+.125
104,T104,T104,Adam Scott,60,+.125
105,T104,T104,Steve Stricker,70,+.125
106,107,107,Chez Reavie,92,+.127
107,T108,T108,Tag Ridings,87,+.129
108,T108,T108,Nate Smith,66,+.129
109,110,110,Scott Piercy,78,+.132
110,T111,T111,Matt Jones,71,+.135
111,T111,T111,John Merrick,71,+.135
112,113,113,Steve Flesch,88,+.136
113,114,114,Keegan Bradley,91,+.137
114,115,115,Chad Campbell,99,+.140
115,116,116,Josh Teater,104,+.141
116,T117,T117,Zach Johnson,79,+.143
117,T117,T117,Tim Petrovic,88,+.143
118,T117,T117,Y.E. Yang,63,+.143
119,120,120,Stuart Appleby,65,+.146
120,121,121,Geoff Ogilvy,69,+.147
121,122,122,Vaughn Taylor,89,+.148
122,123,123,John Rollins,85,+.150
