,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,T1,T1,Luke Donald,73,-0.299
1,T1,T1,Zach Johnson,79,-0.299
2,3,3,Webb Simpson,98,-0.298
3,4,4,Robert Garrigus,83,-0.282
4,5,5,Greg Chalmers,88,-0.27899999999999997
5,6,6,Brian Davis,105,-0.27
6,7,7,David Hearn,88,-0.265
7,8,8,Robert Allenby,84,-0.262
8,9,9,Chris DiMarco,93,-0.261
9,10,10,K.J. Choi,77,-0.244
10,11,11,Geoff Ogilvy,69,-0.24100000000000002
11,12,12,Bubba Watson,85,-0.23399999999999999
12,13,13,Aaron Baddeley,77,-0.23
13,14,14,Bryce Molder,82,-0.22699999999999998
14,15,15,Jason Dufner,78,-0.226
15,16,16,Bill Haas,93,-0.223
16,T17,T17,Fabián Gómez,84,-0.22
17,T17,T17,Jerry Kelly,85,-0.22
18,19,19,Phil Mickelson,79,-0.21899999999999997
19,20,20,Nick Watney,80,-0.21600000000000003
20,21,21,Woody Austin,59,-0.215
21,22,22,Charley Hoffman,93,-0.212
22,23,23,Marc Leishman,87,-0.21
23,24,24,Mark Wilson,89,-0.205
24,T25,T25,Michael Connell,76,-0.20199999999999999
25,T25,T25,Ben Martin,74,-0.20199999999999999
26,27,27,Hunter Mahan,92,-0.2
27,28,28,Scott Piercy,78,-0.196
28,29,29,Blake Adams,116,-0.193
29,30,30,Robert Karlsson,61,-0.19
30,T31,T31,Bo Van Pelt,92,-0.18899999999999997
31,T31,T31,Dean Wilson,62,-0.18899999999999997
32,33,33,Briny Baird,60,-0.188
33,34,34,Boo Weekley,66,-0.187
34,T35,T35,Anthony Kim,72,-0.18600000000000003
35,T35,T35,Derek Lamely,65,-0.18600000000000003
36,37,37,David Duval,67,-0.185
37,38,38,Chris Kirk,87,-0.182
38,T39,T39,Jim Furyk,87,-0.18
39,T39,T39,Kent Jones,76,-0.18
40,T41,T41,Charles Howell III,108,-0.179
41,T41,T41,Freddie Jacobson,92,-0.179
42,43,43,Sean O'Hair,71,-0.17600000000000002
43,44,44,Bill Lunde,92,-0.174
44,T45,T45,Jason Bohn,74,-0.17300000000000001
45,T45,T45,Spencer Levin,113,-0.17300000000000001
46,T47,T47,Steve Flesch,88,-0.172
47,T47,T47,Andres Romero,77,-0.172
48,49,49,D.A. Points,89,-0.17
49,50,50,Tom Gillis,55,-0.16899999999999998
50,51,51,Kyle Stanley,98,-0.16699999999999998
51,52,52,Cameron Tringale,110,-0.166
52,53,53,Steve Stricker,70,-0.165
53,54,54,Chez Reavie,92,-0.163
54,55,55,Johnson Wagner,81,-0.162
55,T56,T56,J.P. Hayes,56,-0.159
56,T56,T56,J.J. Henry,96,-0.159
57,T56,T56,Roland Thatcher,67,-0.159
58,59,59,Kevin Kisner,70,-0.158
59,60,60,Kevin Streelman,90,-0.157
60,61,61,Tommy Gainey,104,-0.156
61,62,62,Jim Herman,69,-0.155
62,T63,T63,Matt Kuchar,94,-0.154
63,T63,T63,Heath Slocum,89,-0.154
64,T65,T65,Joe Ogilvie,75,-0.153
65,T65,T65,Pat Perez,76,-0.153
66,67,67,Tag Ridings,87,-0.15
67,68,68,Matt Bettencourt,84,-0.149
68,69,69,Garrett Willis,71,-0.14800000000000002
69,70,70,Scott Gutschewski,67,-0.147
70,71,71,Graeme McDowell,50,-0.145
71,72,72,Ben Crane,76,-0.14400000000000002
72,T73,T73,Davis Love III,70,-0.14300000000000002
73,T73,T73,Vaughn Taylor,89,-0.14300000000000002
74,75,75,Nick O'Hern,89,-0.142
75,76,76,Stewart Cink,72,-0.14
76,T77,T77,Alex Cejka,59,-0.136
77,T77,T77,Steve Elkington,50,-0.136
78,T79,T79,Jonathan Byrd,83,-0.135
79,T79,T79,Justin Leonard,82,-0.135
80,T81,T81,James Driscoll,71,-0.133
81,T81,T81,Martin Piller,63,-0.133
82,T81,T81,Brandt Snedeker,85,-0.133
83,T84,T84,Kris Blanks,92,-0.132
84,T84,T84,Jimmy Walker,79,-0.132
85,86,86,Dustin Johnson,72,-0.131
86,T87,T87,Harrison Frazar,58,-0.13
87,T87,T87,Rod Pampling,72,-0.13
88,T87,T87,David Toms,78,-0.13
89,90,90,Rory Sabbatini,85,-0.129
90,T91,T91,Ángel Cabrera,50,-0.128
91,T91,T91,Steve Marino,76,-0.128
92,T91,T91,Troy Matteson,91,-0.128
93,94,94,Adam Scott,60,-0.127
94,95,95,Alex Prugh,82,-0.126
95,96,96,Lucas Glover,74,-0.125
96,T97,T97,Ernie Els,71,-0.122
97,T97,T97,Sung Kang,63,-0.122
98,T97,T97,Kevin Na,84,-0.122
99,100,100,Kevin Chappell,78,-0.12
100,T101,T101,Matt Jones,71,-0.11900000000000001
101,T101,T101,Martin Laird,77,-0.11900000000000001
102,T101,T101,Daniel Summerhays,75,-0.11900000000000001
103,T104,T104,Cameron Beckman,71,-0.11699999999999999
104,T104,T104,Chad Campbell,99,-0.11699999999999999
105,T104,T104,Scott McCarron,65,-0.11699999999999999
106,107,107,Jeff Overton,92,-0.11599999999999999
107,108,108,Carl Pettersson,95,-0.114
108,109,109,Will Strickler,51,-0.113
109,T110,T110,Lee Janzen,62,-0.111
110,T110,T110,Jim Renner,65,-0.111
111,T110,T110,Michael Thompson,79,-0.111
112,113,113,Camilo Villegas,69,-0.106
113,T114,T114,Paul Goydos,81,-0.102
114,T114,T114,William McGirt,103,-0.102
115,T116,T116,Billy Horschel,75,-0.1
116,T116,T116,David Mathis,83,-0.1
117,118,118,Chris Stroud,88,-0.099
118,119,119,Chris Couch,73,-0.096
119,120,120,Brandt Jobe,100,-0.094
120,121,121,Josh Teater,104,-0.08900000000000001
121,122,122,Michael Bradley,74,-0.087
122,123,123,Paul Stankowski,78,-0.086
123,T124,T124,Rocco Mediate,53,-0.085
124,T124,T124,Charlie Wi,83,-0.085
125,126,126,Ricky Barnes,78,-0.083
126,127,127,Joe Durant,71,-0.08199999999999999
127,128,128,Sergio Garcia,61,-0.081
128,129,129,Arjun Atwal,91,-0.078
129,T130,T130,Justin Rose,79,-0.077
130,T130,T130,Y.E. Yang,63,-0.077
131,132,132,Shane Bertsch,62,-0.076
132,T133,T133,John Senden,94,-0.073
133,T133,T133,Scott Stallings,84,-0.073
