,Approaches_from_250-275_yards_Rgh_RANK THIS WEEK,Approaches_from_250-275_yards_Rgh_RANK LAST WEEK,Approaches_from_250-275_yards_Rgh_PLAYER NAME,Approaches_from_250-275_yards_Rgh_ROUNDS,Approaches_from_250-275_yards_Rgh_AVG,Approaches_from_250-275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_Rgh_# OF ATTEMPTS,Approaches_from_250-275_yards_Rgh_RELATIVE TO PAR
0,1,1,Joe Durant,71,"34' 6""",34.5,1,E
1,2,2,Jim Furyk,87,"43' 6""",130.5,3,-2
2,3,3,Jhonattan Vegas,84,"44' 9""",268.41700000000003,6,-1
3,4,4,Rich Beem,53,"46' 8""",139.917,3,-1
4,5,5,Graeme McDowell,50,"50' 4""",50.333,1,-1
5,6,6,Sean O'Hair,71,"53' 1""",159.167,3,-1
6,7,7,Charley Hoffman,93,"53' 9""",591.4169999999999,11,-5
7,8,8,Chris Stroud,88,"53' 11""",377.667,7,-2
8,9,9,Nate Smith,66,"54' 0""",162.0,3,-1
9,10,10,Dustin Johnson,72,"54' 3""",162.75,3,-1
10,11,11,Michael Putnam,67,"54' 10""",274.16700000000003,5,-2
11,12,12,David Duval,67,"55' 6""",166.5,3,E
12,13,13,Keegan Bradley,91,"58' 5""",233.5,4,-3
13,14,14,Vijay Singh,79,"60' 6""",363.083,6,-4
14,T15,T15,Joseph Bramlett,73,"60' 11""",365.5,6,-6
15,T15,T15,Jason Dufner,78,"60' 11""",304.66700000000003,5,-2
16,17,17,Chris Couch,73,"61' 7""",739.4169999999999,12,-9
17,18,18,Zach Johnson,79,"62' 4""",374.0,6,-1
18,19,19,Kevin Chappell,78,"62' 5""",374.417,6,-4
19,20,20,David Mathis,83,"63' 2""",379.0,6,+1
20,21,21,Camilo Villegas,69,"64' 4""",450.333,7,-4
21,22,22,Davis Love III,70,"64' 9""",258.91700000000003,4,-1
22,23,23,Brendan Steele,89,"66' 4""",530.4169999999999,8,E
23,24,24,Y.E. Yang,63,"66' 6""",132.917,2,-2
24,25,25,Brandt Jobe,100,"66' 9""",133.417,2,+1
25,26,26,Rickie Fowler,84,"67' 5""",472.167,7,-4
26,27,27,Webb Simpson,98,"68' 1""",544.75,8,-4
27,28,28,Martin Piller,63,"68' 6""",548.0,8,-1
28,29,29,James Driscoll,71,"68' 7""",685.6669999999999,10,-1
29,30,30,Bo Van Pelt,92,"69' 5""",346.917,5,-1
30,31,31,Tag Ridings,87,"69' 8""",696.75,10,-4
31,T32,T32,J.P. Hayes,56,"70' 5""",211.167,3,-2
32,T32,T32,Mark Wilson,89,"70' 5""",211.167,3,-3
33,34,34,Sergio Garcia,61,"71' 1""",497.417,7,-4
34,35,35,Harrison Frazar,58,"71' 4""",356.5,5,-1
35,36,36,Gary Woodland,93,"71' 6""",571.75,8,-5
36,37,37,Padraig Harrington,60,"71' 10""",359.083,5,-3
37,38,38,Matt Bettencourt,84,"72' 0""",792.0,11,-4
38,39,39,Jim Herman,69,"72' 3""",216.667,3,E
39,40,40,Scott Piercy,78,"72' 8""",654.25,9,-3
40,41,41,Chris Riley,76,"72' 11""",218.667,3,-2
41,42,42,Zack Miller,86,"73' 0""",583.9169999999999,8,-2
42,43,43,Bill Haas,93,"73' 1""",731.0830000000001,10,-5
