,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
30,31,31,Alex Prugh,82,"46' 11""",9141.583,195,-16
31,32,32,Marc Turnesa,54,"47' 1""",6455.75,137,-6
32,33,33,Trevor Immelman,84,"47' 2""",9005.083,191,-41
33,34,34,Kevin Chappell,78,"47' 3""",8506.417,180,-27
34,35,35,Bo Van Pelt,92,"47' 4""",11360.75,240,-51
35,T36,T36,Lee Janzen,62,"47' 5""",6876.0830000000005,145,-14
36,T36,T36,Matt McQuillan,59,"47' 5""",6684.6669999999995,141,-21
37,T38,T38,Jason Day,76,"47' 7""",9372.083,197,-54
38,T38,T38,John Rollins,85,"47' 7""",11001.0,231,-58
39,40,40,Phil Mickelson,79,"47' 8""",9432.083,198,-39
40,T41,T41,Chad Campbell,99,"47' 9""",12363.083,259,-40
41,T41,T41,Luke Donald,73,"47' 9""",7639.5,160,-42
42,T41,T41,J.B. Holmes,57,"47' 9""",7163.8330000000005,150,-27
43,44,44,Kevin Na,84,"47' 10""",9855.75,206,-50
44,T45,T45,Ernie Els,71,"47' 11""",9049.083,189,-24
45,T45,T45,Robert Karlsson,61,"47' 11""",6178.3330000000005,129,-33
46,47,47,Ryan Moore,79,"48' 0""",10182.667,212,-34
47,T48,T48,K.J. Choi,77,"48' 1""",10000.667,208,-30
48,T48,T48,Paul Goydos,81,"48' 1""",10147.5,211,3
49,T48,T48,Scott Piercy,78,"48' 1""",8416.833,175,-29
50,51,51,Lucas Glover,74,"48' 2""",9105.083,189,-48
51,52,52,Troy Matteson,91,"48' 5""",11045.833,228,-25
52,53,53,Boo Weekley,66,"48' 6""",9306.833,192,-39
53,54,54,George McNeill,69,"48' 8""",8318.833,171,-24
54,55,55,Michael Thompson,79,"48' 9""",9892.833,203,-21
55,T56,T56,Stewart Cink,72,"48' 10""",7477.25,153,-18
56,T56,T56,Brian Gay,90,"48' 10""",11173.833,229,-8
57,58,58,J.J. Henry,96,"48' 11""",13644.833,279,-44
58,T59,T59,Tommy Gainey,104,"49' 0""",12639.083,258,-41
59,T59,T59,John Senden,94,"49' 0""",13420.083,274,-62
60,61,61,Kevin Stadler,88,"49' 1""",11093.0,226,-33
61,T62,T62,Brian Davis,105,"49' 2""",15183.167,309,-49
62,T62,T62,Scott Gutschewski,67,"49' 2""",8264.5,168,-25
63,T62,T62,David Mathis,83,"49' 2""",10080.333,205,-16
64,T62,T62,Chez Reavie,92,"49' 2""",13678.5,278,-45
65,66,66,Pat Perez,76,"49' 3""",10288.75,209,-26
66,T67,T67,Ricky Barnes,78,"49' 4""",8921.833,181,-18
67,T67,T67,Sung Kang,63,"49' 4""",7105.5830000000005,144,-20
68,T67,T67,Webb Simpson,98,"49' 4""",13513.75,274,-73
69,T70,T70,Joe Durant,71,"49' 5""",10472.5,212,-6
70,T70,T70,Jim Herman,69,"49' 5""",8003.0830000000005,162,-27
71,T70,T70,Kevin Streelman,90,"49' 5""",10923.667,221,-44
72,T73,T73,Robert Allenby,84,"49' 6""",11428.583,231,-29
73,T73,T73,Charley Hoffman,93,"49' 6""",12880.5,260,-64
74,T73,T73,Shaun Micheel,77,"49' 6""",9211.417,186,-27
75,T76,T76,Matt Kuchar,94,"49' 8""",11472.417,231,-42
76,T76,T76,Nate Smith,66,"49' 8""",7106.4169999999995,143,-26
77,T78,T78,Justin Hicks,60,"49' 9""",6069.25,122,7
78,T78,T78,Chris Kirk,87,"49' 9""",10739.583,216,-38
79,T78,T78,Brandt Snedeker,85,"49' 9""",10846.167,218,-50
80,T78,T78,Dean Wilson,62,"49' 9""",8500.167,171,-18
81,T82,T82,Keegan Bradley,91,"49' 10""",11408.417,229,-48
82,T82,T82,Nathan Green,81,"49' 10""",10507.667,211,-17
83,T82,T82,Freddie Jacobson,92,"49' 10""",10320.583,207,-36
84,T82,T82,Josh Teater,104,"49' 10""",13255.833,266,-62
85,T86,T86,Justin Rose,79,"49' 11""",11672.833,234,-37
86,T86,T86,Charl Schwartzel,58,"49' 11""",7091.75,142,-22
87,T88,T88,Jonathan Byrd,83,"50' 0""",12345.083,247,-46
88,T88,T88,Jerry Kelly,85,"50' 0""",10399.333,208,-30
89,T90,T90,Matt Bettencourt,84,"50' 1""",11115.417,222,-43
90,T90,T90,Brendon de Jonge,105,"50' 1""",14233.0,284,-64
91,T92,T92,Ryan Palmer,82,"50' 2""",9478.667,189,-32
92,T92,T92,Andres Romero,77,"50' 2""",10589.167,211,-50
93,T92,T92,Chris Stroud,88,"50' 2""",11130.25,222,-20
94,T95,T95,Briny Baird,60,"50' 3""",7084.75,141,-16
95,T95,T95,Ben Crane,76,"50' 3""",9846.75,196,-14
96,T95,T95,Billy Mayfair,94,"50' 3""",13878.167,276,-61
97,T95,T95,Rory Sabbatini,85,"50' 3""",9690.667,193,-26
98,T99,T99,Bill Haas,93,"50' 4""",13239.583,263,-51
99,T99,T99,Michael Putnam,67,"50' 4""",6946.6669999999995,138,-13
100,T101,T101,Stephen Ames,69,"50' 5""",8423.25,167,-12
101,T101,T101,Joe Ogilvie,75,"50' 5""",8168.1669999999995,162,-22
102,T101,T101,Vaughn Taylor,89,"50' 5""",13198.75,262,-34
103,T104,T104,Steve Marino,76,"50' 6""",9244.833,183,-27
104,T104,T104,Graeme McDowell,50,"50' 6""",6468.0,128,-14
105,T106,T106,Bill Lunde,92,"50' 8""",12510.667,247,-34
106,T106,T106,Jarrod Lyle,83,"50' 8""",10542.25,208,-27
107,T108,T108,Steven Bowditch,86,"50' 9""",10866.5,214,-50
108,T108,T108,Ben Martin,74,"50' 9""",9998.0,197,-24
109,T110,T110,Jason Bohn,74,"50' 11""",10789.917,212,-37
110,T110,T110,Hunter Mahan,92,"50' 11""",14057.417,276,-46
111,T112,T112,Arjun Atwal,91,"51' 0""",12039.583,236,-24
112,T112,T112,Bobby Gates,82,"51' 0""",11021.25,216,-43
113,T112,T112,Retief Goosen,50,"51' 0""",6528.6669999999995,128,-16
114,115,115,Spencer Levin,113,"51' 1""",14397.333,282,-47
115,116,116,Adam Scott,60,"51' 2""",7727.6669999999995,151,-36
116,T117,T117,Derek Lamely,65,"51' 3""",8202.25,160,-18
117,T117,T117,D.A. Points,89,"51' 3""",13585.5,265,-53
118,119,119,Shane Bertsch,62,"51' 4""",7648.9169999999995,149,-20
119,120,120,Joseph Bramlett,73,"51' 5""",8798.917,171,-18
120,T121,T121,Michael Bradley,74,"51' 6""",8651.083,168,-20
121,T121,T121,Zach Johnson,79,"51' 6""",11786.833,229,-29
122,T121,T121,Camilo Villegas,69,"51' 6""",8297.0,161,-22
123,T124,T124,Harrison Frazar,58,"51' 7""",5471.75,106,-4
124,T124,T124,Martin Piller,63,"51' 7""",6659.3330000000005,129,-15
125,126,126,Cameron Tringale,110,"51' 8""",15344.5,297,-54
126,T127,T127,Troy Merritt,63,"51' 9""",8802.583,170,-30
127,T127,T127,Roland Thatcher,67,"51' 9""",9314.333,180,-17
128,T129,T129,Ben Curtis,66,"51' 10""",9905.333,191,-15
129,T129,T129,David Hearn,88,"51' 10""",9688.583,187,-15
130,T129,T129,Charles Howell III,108,"51' 10""",13586.083,262,-52
131,T129,T129,Steve Stricker,70,"51' 10""",9478.75,183,-33
132,T133,T133,Padraig Harrington,60,"51' 11""",6857.25,132,-12
133,T133,T133,Geoff Ogilvy,69,"51' 11""",8514.917,164,-10
134,T135,T135,Michael Connell,76,"52' 0""",10873.0,209,-15
135,T135,T135,Bryce Molder,82,"52' 0""",10507.083,202,-20
136,T137,T137,Jim Renner,65,"52' 1""",7347.0830000000005,141,-28
137,T137,T137,Paul Stankowski,78,"52' 1""",9168.25,176,-28
138,139,139,Johnson Wagner,81,"52' 2""",11007.167,211,-15
139,T140,T140,Stuart Appleby,65,"52' 3""",9923.917,190,-14
140,T140,T140,Tim Petrovic,88,"52' 3""",12026.25,230,-26
141,T142,T142,Justin Leonard,82,"52' 5""",11067.583,211,-14
142,T142,T142,John Merrick,71,"52' 5""",9116.167,174,-32
143,144,144,Billy Horschel,75,"52' 6""",9926.5,189,-30
144,T145,T145,William McGirt,103,"52' 9""",13657.667,259,-14
145,T145,T145,Carl Pettersson,95,"52' 9""",15186.083,288,-35
146,T147,T147,Woody Austin,59,"52' 10""",8717.0,165,-16
147,T147,T147,Jhonattan Vegas,84,"52' 10""",10192.583,193,-17
148,T149,T149,Blake Adams,116,"53' 0""",16102.167,304,-49
149,T149,T149,Jimmy Walker,79,"53' 0""",11235.833,212,-32
150,T151,T151,Nick O'Hern,89,"53' 2""",13140.25,247,-20
151,T151,T151,Alexandre Rocha,65,"53' 2""",7335.3330000000005,138,-12
152,153,153,Matt Jones,71,"53' 3""",10595.75,199,-28
153,T154,T154,Aaron Baddeley,77,"53' 4""",10722.25,201,-37
154,T154,T154,Ryuji Imada,83,"53' 4""",11899.833,223,-16
155,T154,T154,Chris Riley,76,"53' 4""",10819.417,203,-22
156,T154,T154,Daniel Summerhays,75,"53' 4""",10514.75,197,-15
157,T158,T158,Cameron Beckman,71,"53' 5""",10412.417,195,-17
158,T158,T158,James Driscoll,71,"53' 5""",8701.667,163,-18
159,T158,T158,Tag Ridings,87,"53' 5""",11102.333,208,-40
160,T161,T161,D.J. Brigman,67,"53' 8""",8538.25,159,-16
161,T161,T161,Jeff Overton,92,"53' 8""",11750.083,219,-21
162,163,163,Andres Gonzales,60,"53' 9""",6773.0,126,-7
163,164,164,Fabián Gómez,84,"53' 10""",11635.75,216,-21
164,165,165,Richard Johnson,64,"53' 11""",8415.25,156,9
165,166,166,Kent Jones,76,"54' 3""",10737.75,198,-12
166,T167,T167,David Duval,67,"54' 4""",7932.5,146,-3
167,T167,T167,Hunter Haas,96,"54' 4""",14240.75,262,-37
168,T167,T167,Tim Herron,85,"54' 4""",11022.5,203,-16
169,T167,T167,Rocco Mediate,53,"54' 4""",8798.583,162,-11
170,171,171,Greg Chalmers,88,"54' 8""",13333.083,244,-20
171,172,172,Garrett Willis,71,"55' 0""",11547.5,210,-21
172,173,173,Steve Elkington,50,"55' 1""",7213.0,131,-19
173,174,174,Aron Price,58,"55' 2""",8106.5830000000005,147,-20
174,175,175,Chris DiMarco,93,"55' 3""",13645.0,247,-5
175,T176,T176,Steve Flesch,88,"55' 8""",11920.167,214,-32
176,T176,T176,Scott McCarron,65,"55' 8""",8737.0,157,-24
177,178,178,Will Strickler,51,"56' 3""",6689.5,119,-23
178,179,179,Anthony Kim,72,"56' 4""",9008.75,160,-13
179,180,180,Kevin Kisner,70,"56' 5""",9201.5,163,6
180,181,181,Colt Knost,80,"56' 7""",10641.75,188,1
181,182,182,Charlie Wi,83,"57' 0""",12423.917,218,-17
182,T183,T183,Rich Beem,53,"57' 1""",7597.0830000000005,133,8
183,T183,T183,Rod Pampling,72,"57' 1""",10728.5,188,-28
184,185,185,Bio Kim,71,"57' 5""",8670.167,151,-20
185,186,186,J.P. Hayes,56,"58' 0""",7660.4169999999995,132,-4
