,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Davis Love III,70,"39' 4""",6175.8330000000005,157,9
1,2,2,Woody Austin,59,"39' 7""",5344.1669999999995,135,15
2,3,3,Brandt Snedeker,85,"40' 4""",8666.833,215,10
3,4,4,Graeme McDowell,50,"40' 10""",3509.583,86,6
4,5,5,Carl Pettersson,95,"40' 11""",10914.417,267,20
5,T6,T6,Shaun Micheel,77,"41' 1""",9046.25,220,31
6,T6,T6,Chez Reavie,92,"41' 1""",9910.5,241,42
7,8,8,Bubba Watson,85,"41' 6""",8264.25,199,9
8,9,9,Stewart Cink,72,"41' 7""",7109.5,171,4
9,T10,T10,Shane Bertsch,62,"41' 8""",5499.5830000000005,132,7
10,T10,T10,David Duval,67,"41' 8""",8132.8330000000005,195,28
11,T12,T12,Kris Blanks,92,"42' 0""",9874.917,235,36
12,T12,T12,Y.E. Yang,63,"42' 0""",5877.0830000000005,140,12
13,T14,T14,Chad Campbell,99,"42' 1""",9852.833,234,33
14,T14,T14,Bill Lunde,92,"42' 1""",9599.667,228,24
15,T14,T14,Geoff Ogilvy,69,"42' 1""",7157.3330000000005,170,16
16,17,17,Jim Herman,69,"42' 2""",8810.167,209,19
17,18,18,Ricky Barnes,78,"42' 5""",9030.917,213,32
18,19,19,Harrison Frazar,58,"42' 7""",6813.75,160,12
19,20,20,Chris DiMarco,93,"42' 8""",9297.417,218,33
20,T21,T21,Bobby Gates,82,"42' 9""",9740.167,228,40
21,T21,T21,J.P. Hayes,56,"42' 9""",5989.4169999999995,140,22
22,23,23,Tommy Gainey,104,"42' 11""",13298.833,310,31
23,24,24,Retief Goosen,50,"43' 2""",5649.9169999999995,131,4
24,T25,T25,Sergio Garcia,61,"43' 3""",6579.8330000000005,152,4
25,T25,T25,Dustin Johnson,72,"43' 3""",7745.0,179,8
26,T25,T25,Chris Kirk,87,"43' 3""",12245.083,283,38
27,T25,T25,Heath Slocum,89,"43' 3""",7268.5,168,19
28,29,29,Joe Durant,71,"43' 4""",5635.1669999999995,130,28
29,30,30,Scott Stallings,84,"43' 5""",9813.25,226,36
30,T31,T31,Michael Bradley,74,"43' 6""",8697.667,200,18
31,T31,T31,John Rollins,85,"43' 6""",7573.6669999999995,174,16
32,T31,T31,Vijay Singh,79,"43' 6""",10006.417,230,28
33,T31,T31,Nick Watney,80,"43' 6""",9441.333,217,10
34,35,35,Bill Haas,93,"43' 7""",9543.833,219,14
35,36,36,Kevin Stadler,88,"43' 8""",8860.25,203,25
36,T37,T37,Rickie Fowler,84,"43' 9""",10027.083,229,4
37,T37,T37,Robert Garrigus,83,"43' 9""",11332.333,259,10
38,T39,T39,David Toms,78,"43' 10""",6526.75,149,9
39,T39,T39,Marc Turnesa,54,"43' 10""",6131.4169999999995,140,19
40,41,41,Jason Bohn,74,"43' 11""",7690.5830000000005,175,33
41,T42,T42,Kevin Chappell,78,"44' 0""",8759.667,199,27
42,T42,T42,Charley Hoffman,93,"44' 0""",9588.167,218,20
43,T44,T44,Matt Kuchar,94,"44' 1""",9161.083,208,14
44,T44,T44,Webb Simpson,98,"44' 1""",11239.083,255,24
45,T44,T44,D.J. Trahan,91,"44' 1""",11819.5,268,34
46,T47,T47,Chris Couch,73,"44' 2""",8615.75,195,-1
47,T47,T47,Brandt Jobe,100,"44' 2""",9713.667,220,30
48,T49,T49,Michael Connell,76,"44' 3""",9118.667,206,41
49,T49,T49,Billy Mayfair,94,"44' 3""",9904.75,224,20
50,T51,T51,Steven Bowditch,86,"44' 4""",12495.5,282,38
51,T51,T51,Steve Elkington,50,"44' 4""",4340.75,98,14
52,T51,T51,Boo Weekley,66,"44' 4""",7586.5830000000005,171,31
53,54,54,Phil Mickelson,79,"44' 5""",9198.75,207,1
54,55,55,Lucas Glover,74,"44' 7""",8830.083,198,28
55,T56,T56,Jason Dufner,78,"44' 9""",8285.333,185,20
56,T56,T56,Alex Prugh,82,"44' 9""",10515.167,235,63
57,T58,T58,Chris Stroud,88,"44' 10""",11393.75,254,29
58,T58,T58,Jhonattan Vegas,84,"44' 10""",12554.083,280,23
59,T60,T60,Hunter Haas,96,"44' 11""",12352.167,275,29
60,T60,T60,Zack Miller,86,"44' 11""",10824.25,241,36
61,T60,T60,Mark Wilson,89,"44' 11""",7943.9169999999995,177,25
62,63,63,Ángel Cabrera,50,"45' 0""",6169.5,137,25
63,T64,T64,George McNeill,69,"45' 1""",9062.583,201,21
64,T64,T64,Aron Price,58,"45' 1""",5459.3330000000005,121,23
65,66,66,Justin Rose,79,"45' 2""",8676.583,192,20
66,67,67,Aaron Baddeley,77,"45' 3""",10988.5,243,2
67,T68,T68,Kent Jones,76,"45' 4""",8832.917,195,42
68,T68,T68,Vaughn Taylor,89,"45' 4""",11646.5,257,41
69,70,70,Alex Cejka,59,"45' 5""",5765.25,127,14
70,71,71,Ben Curtis,66,"45' 6""",6692.3330000000005,147,17
71,72,72,Stuart Appleby,65,"45' 7""",9568.917,210,28
72,73,73,Spencer Levin,113,"45' 9""",13552.667,296,37
73,T74,T74,Cameron Beckman,71,"45' 10""",9031.75,197,34
74,T74,T74,Keegan Bradley,91,"45' 10""",10538.25,230,36
