,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Ángel Cabrera,50,"61' 5""",491.5,8,-5
1,2,2,Bo Van Pelt,92,"63' 7""",1080.5,17,-10
2,3,3,Ian Poulter,52,"64' 8""",194.0,3,-1
3,4,4,Kevin Chappell,78,"66' 4""",1061.75,16,-11
4,T5,T5,George McNeill,69,"68' 0""",952.0830000000001,14,-7
5,T5,T5,Matt McQuillan,59,"68' 0""",612.25,9,-5
6,7,7,Kyle Stanley,98,"68' 2""",886.5830000000001,13,-7
7,8,8,D.J. Trahan,91,"70' 0""",979.5830000000001,14,-7
8,9,9,Troy Matteson,91,"70' 1""",1331.5,19,-7
9,10,10,Chris Couch,73,"70' 8""",777.0,11,-6
10,11,11,Martin Piller,63,"70' 9""",566.0,8,-6
11,12,12,Steve Marino,76,"72' 4""",1301.583,18,-12
12,13,13,Zack Miller,86,"72' 7""",1596.9170000000001,22,-6
13,14,14,Dean Wilson,62,"73' 1""",804.1669999999999,11,-6
14,15,15,Joe Ogilvie,75,"73' 3""",1025.417,14,-9
15,16,16,Davis Love III,70,"73' 6""",661.6669999999999,9,-8
16,17,17,Scott Piercy,78,"73' 8""",1105.0,15,-8
17,18,18,Josh Teater,104,"74' 10""",1346.5,18,-9
18,19,19,Chris Kirk,87,"74' 11""",1198.25,16,-8
19,20,20,Harrison Frazar,58,"75' 1""",826.3330000000001,11,-3
20,21,21,Alex Cejka,59,"76' 0""",531.8330000000001,7,-5
21,T22,T22,Tag Ridings,87,"76' 2""",1066.5,14,-6
22,T22,T22,Nick Watney,80,"76' 2""",685.75,9,-6
23,24,24,Marc Leishman,87,"76' 9""",1380.75,18,-5
24,25,25,John Merrick,71,"76' 11""",1385.0,18,-9
25,26,26,David Duval,67,"77' 1""",1002.0,13,-2
26,27,27,Kevin Streelman,90,"77' 7""",1629.8329999999999,21,-8
27,28,28,Jim Renner,65,"78' 2""",1563.9170000000001,20,-12
28,29,29,Martin Laird,77,"78' 3""",1252.25,16,-8
29,30,30,Y.E. Yang,63,"78' 7""",707.3330000000001,9,-6
30,31,31,Tommy Gainey,104,"78' 9""",1338.4170000000001,17,-10
31,32,32,Geoff Ogilvy,69,"79' 0""",1026.833,13,-7
32,T33,T33,Sung Kang,63,"79' 1""",1107.083,14,-8
33,T33,T33,Sean O'Hair,71,"79' 1""",791.1669999999999,10,-3
34,35,35,Keegan Bradley,91,"79' 9""",1913.0829999999999,24,-17
35,36,36,K.J. Choi,77,"79' 11""",639.5830000000001,8,-4
36,37,37,Vijay Singh,79,"80' 6""",805.0830000000001,10,-5
37,38,38,Alex Prugh,82,"80' 8""",726.0,9,-2
38,T39,T39,Robert Garrigus,83,"81' 6""",652.0,8,E
39,T39,T39,Hunter Haas,96,"81' 6""",1466.9170000000001,18,-13
40,41,41,Jimmy Walker,79,"81' 9""",1799.0829999999999,22,-8
41,T42,T42,Nathan Green,81,"81' 11""",819.1669999999999,10,-5
42,T42,T42,John Senden,94,"81' 11""",2458.0,30,-12
43,T42,T42,Heath Slocum,89,"81' 11""",573.1669999999999,7,-5
44,45,45,Ben Martin,74,"82' 1""",1313.3329999999999,16,-6
45,46,46,Ryuji Imada,83,"82' 4""",1728.75,21,-8
46,47,47,John Rollins,85,"82' 7""",1156.0,14,-5
47,48,48,Kris Blanks,92,"82' 8""",1240.333,15,-6
48,49,49,Ryan Moore,79,"82' 10""",1821.5,22,-8
49,50,50,Robert Karlsson,61,"83' 1""",830.75,10,-5
50,51,51,Ricky Barnes,78,"83' 5""",1084.917,13,-4
51,52,52,Michael Putnam,67,"83' 9""",1004.8330000000001,12,-3
52,53,53,Stephen Ames,69,"83' 10""",921.8330000000001,11,-5
53,T54,T54,Brandt Snedeker,85,"84' 1""",924.5,11,-7
54,T54,T54,Roland Thatcher,67,"84' 1""",1597.1670000000001,19,-11
55,56,56,Bill Haas,93,"84' 2""",2187.583,26,-12
56,T57,T57,J.B. Holmes,57,"84' 3""",421.333,5,-4
57,T57,T57,Michael Thompson,79,"84' 3""",1432.8329999999999,17,-9
58,T57,T57,Bubba Watson,85,"84' 3""",842.8330000000001,10,-7
59,60,60,Stewart Cink,72,"84' 5""",1097.333,13,-5
60,T61,T61,Kevin Na,84,"84' 9""",1355.4170000000001,16,-13
61,T61,T61,Cameron Tringale,110,"84' 9""",2795.75,33,-10
62,63,63,Lucas Glover,74,"85' 0""",1104.917,13,-8
63,64,64,Gary Woodland,93,"85' 1""",510.417,6,-2
64,65,65,Kevin Stadler,88,"85' 3""",1875.5829999999999,22,-8
65,66,66,Sergio Garcia,61,"85' 9""",1029.083,12,-7
66,67,67,Blake Adams,116,"85' 10""",1803.0,21,-11
67,68,68,Dustin Johnson,72,"86' 0""",602.25,7,E
68,T69,T69,Matt Bettencourt,84,"86' 8""",1300.5,15,-6
69,T69,T69,William McGirt,103,"86' 8""",1473.5829999999999,17,-5
70,T71,T71,Fabián Gómez,84,"86' 9""",1647.6670000000001,19,-9
71,T71,T71,Charley Hoffman,93,"86' 9""",2168.917,25,-12
72,73,73,Freddie Jacobson,92,"86' 11""",1042.5,12,-6
73,74,74,Ernie Els,71,"87' 0""",1478.5,17,-7
74,75,75,Phil Mickelson,79,"87' 5""",1049.333,12,-9
75,76,76,Derek Lamely,65,"87' 8""",876.75,10,-1
76,T77,T77,Brian Davis,105,"88' 8""",2483.75,28,-9
77,T77,T77,J.J. Henry,96,"88' 8""",2039.1670000000001,23,-8
78,79,79,Tom Gillis,55,"88' 11""",800.25,9,-5
79,80,80,Billy Mayfair,94,"89' 0""",3024.75,34,-23
80,81,81,Webb Simpson,98,"89' 1""",2227.25,25,-11
81,82,82,Bryce Molder,82,"89' 5""",1072.917,12,-8
82,83,83,Matt Kuchar,94,"89' 7""",806.25,9,-6
83,T84,T84,Lee Janzen,62,"89' 10""",718.6669999999999,8,+2
84,T84,T84,Brandt Jobe,100,"89' 10""",1167.333,13,-4
85,86,86,Boo Weekley,66,"90' 3""",2616.167,29,-9
86,87,87,Will Strickler,51,"90' 4""",1264.583,14,-8
87,T88,T88,Joseph Bramlett,73,"90' 6""",1629.0,18,-9
88,T88,T88,J.P. Hayes,56,"90' 6""",1176.833,13,-3
89,90,90,Rod Pampling,72,"90' 7""",2083.75,23,-14
90,T91,T91,Scott McCarron,65,"90' 10""",1544.8329999999999,17,-5
91,T91,T91,Charl Schwartzel,58,"90' 10""",817.25,9,-3
92,T93,T93,Hunter Mahan,92,"91' 0""",1819.9170000000001,20,-6
93,T93,T93,Shaun Micheel,77,"91' 0""",1456.5829999999999,16,-7
94,95,95,Joe Durant,71,"91' 1""",1638.75,18,-7
95,96,96,Michael Bradley,74,"91' 3""",821.0830000000001,9,-3
96,97,97,Justin Leonard,82,"91' 6""",548.75,6,-4
97,98,98,Steve Stricker,70,"91' 7""",915.6669999999999,10,-6
98,99,99,D.A. Points,89,"91' 9""",1742.9170000000001,19,-11
99,100,100,Jason Bohn,74,"91' 10""",1285.5,14,-9
100,T101,T101,Woody Austin,59,"92' 1""",1289.667,14,-8
101,T101,T101,Charles Howell III,108,"92' 1""",2210.75,24,-14
102,T103,T103,Jarrod Lyle,83,"92' 2""",1198.417,13,-4
103,T103,T103,Jhonattan Vegas,84,"92' 2""",1567.1670000000001,17,-8
104,105,105,Brendan Steele,89,"92' 3""",1106.583,12,-8
105,T106,T106,Brendon de Jonge,105,"92' 7""",2128.5,23,-13
106,T106,T106,Steve Flesch,88,"92' 7""",1203.417,13,-9
107,108,108,Matt Jones,71,"93' 1""",1954.75,21,-6
108,109,109,Nate Smith,66,"93' 9""",937.6669999999999,10,-4
109,110,110,Bio Kim,71,"93' 10""",1219.5,13,-9
110,111,111,Tim Petrovic,88,"93' 11""",1220.667,13,-5
111,112,112,Chris Stroud,88,"94' 0""",1221.833,13,-6
112,113,113,Shane Bertsch,62,"94' 2""",847.5830000000001,9,-4
113,T114,T114,Chad Campbell,99,"94' 3""",1790.75,19,-9
114,T114,T114,Chris DiMarco,93,"94' 3""",2262.083,24,-9
115,T114,T114,Kent Jones,76,"94' 3""",754.0830000000001,8,-2
116,117,117,Marc Turnesa,54,"94' 8""",568.1669999999999,6,-1
117,118,118,Rich Beem,53,"94' 9""",1515.8329999999999,16,-1
118,119,119,D.J. Brigman,67,"94' 11""",1613.0,17,-12
119,120,120,Chris Riley,76,"95' 0""",1519.9170000000001,16,-3
120,121,121,Charlie Wi,83,"95' 3""",1143.0,12,-7
121,122,122,Rory Sabbatini,85,"95' 4""",1525.5,16,-6
122,123,123,Scott Gutschewski,67,"95' 5""",1431.0829999999999,15,-6
123,124,124,Michael Connell,76,"95' 7""",1242.583,13,-6
124,125,125,Kevin Kisner,70,"95' 9""",1052.833,11,-5
125,126,126,Ryan Palmer,82,"95' 10""",1917.0829999999999,20,-5
126,127,127,James Driscoll,71,"96' 0""",863.8330000000001,9,-2
127,128,128,Troy Merritt,63,"96' 2""",1250.667,13,-7
128,129,129,Anthony Kim,72,"96' 4""",1348.8329999999999,14,-3
129,130,130,Aaron Baddeley,77,"96' 9""",1161.083,12,-5
130,131,131,Chez Reavie,92,"97' 2""",2525.667,26,-5
131,T132,T132,Jonathan Byrd,83,"97' 5""",1363.3329999999999,14,-7
132,T132,T132,Tim Herron,85,"97' 5""",1947.5,20,-4
133,T132,T132,Trevor Immelman,84,"97' 5""",974.0830000000001,10,-8
134,135,135,Steve Elkington,50,"97' 6""",1169.917,12,-6
135,136,136,David Mathis,83,"97' 7""",1268.667,13,-6
136,137,137,Bobby Gates,82,"98' 1""",1275.417,13,+1
137,T138,T138,Briny Baird,60,"98' 2""",1080.25,11,-5
138,T138,T138,Rickie Fowler,84,"98' 2""",589.0830000000001,6,-4
139,140,140,Paul Stankowski,78,"98' 3""",1866.8329999999999,19,-4
140,141,141,Steven Bowditch,86,"98' 4""",2064.167,21,-6
141,142,142,Scott Stallings,84,"99' 3""",893.5830000000001,9,-2
142,143,143,Jason Dufner,78,"99' 4""",1093.083,11,-5
143,T144,T144,Jim Furyk,87,"99' 5""",596.6669999999999,6,-1
144,T144,T144,Andres Gonzales,60,"99' 5""",993.9169999999999,10,-7
145,146,146,Cameron Beckman,71,"99' 9""",1994.9170000000001,20,-5
146,147,147,Luke Donald,73,"99' 10""",399.167,4,-2
147,T148,T148,Andres Romero,77,"100' 0""",2100.25,21,-8
148,T148,T148,Daniel Summerhays,75,"100' 0""",1800.0829999999999,18,-8
149,150,150,Retief Goosen,50,"100' 7""",1106.667,11,-7
150,151,151,Bill Lunde,92,"101' 1""",2123.083,21,-6
151,152,152,Greg Chalmers,88,"101' 2""",1416.6670000000001,14,-6
152,153,153,Robert Allenby,84,"101' 4""",1519.9170000000001,15,-4
153,154,154,Arjun Atwal,91,"101' 10""",713.0,7,-1
154,155,155,Spencer Levin,113,"102' 0""",2141.833,21,-8
155,156,156,Alexandre Rocha,65,"102' 3""",1329.75,13,-3
156,157,157,Brian Gay,90,"102' 9""",205.5,2,E
157,158,158,Adam Scott,60,"103' 0""",1132.917,11,-7
158,159,159,Jason Day,76,"103' 7""",1553.3329999999999,15,-6
159,160,160,Justin Rose,79,"104' 6""",1149.417,11,-8
160,T161,T161,Billy Horschel,75,"105' 1""",2206.75,21,-8
161,T161,T161,Colt Knost,80,"105' 1""",1261.333,12,-4
162,T163,T163,David Hearn,88,"105' 9""",952.0,9,-3
163,T163,T163,Vaughn Taylor,89,"105' 9""",1586.6670000000001,15,-8
164,165,165,David Toms,78,"105' 10""",952.4169999999999,9,-5
165,166,166,Garrett Willis,71,"107' 1""",2677.5,25,-12
166,167,167,Camilo Villegas,69,"107' 4""",751.1669999999999,7,-4
167,168,168,Mark Wilson,89,"107' 8""",753.5830000000001,7,-3
168,169,169,Paul Goydos,81,"108' 2""",1081.333,10,+3
169,170,170,Jim Herman,69,"108' 4""",974.9169999999999,9,-1
170,171,171,Zach Johnson,79,"108' 11""",1634.25,15,-7
171,172,172,Justin Hicks,60,"109' 7""",986.1669999999999,9,-4
172,173,173,Johnson Wagner,81,"109' 10""",988.5,9,-2
173,174,174,Jerry Kelly,85,"110' 0""",659.75,6,-1
174,175,175,Aron Price,58,"110' 7""",1327.0829999999999,12,-7
175,176,176,Carl Pettersson,95,"110' 10""",1994.5829999999999,18,-5
176,177,177,Jeff Overton,92,"111' 5""",2228.333,20,-9
177,178,178,Pat Perez,76,"114' 1""",912.5830000000001,8,-7
178,179,179,Stuart Appleby,65,"114' 2""",1256.167,11,-4
179,180,180,Nick O'Hern,89,"115' 5""",1616.1670000000001,14,-5
180,181,181,Ben Curtis,66,"115' 7""",1271.0,11,-1
181,182,182,Richard Johnson,64,"116' 0""",1159.917,10,-5
182,183,183,Ben Crane,76,"116' 8""",583.5,5,-4
183,184,184,Graeme McDowell,50,"117' 9""",706.5830000000001,6,-2
184,185,185,Padraig Harrington,60,"126' 5""",1138.0,9,-5
185,186,186,Rocco Mediate,53,"135' 8""",1492.1670000000001,11,-1
