,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
82,83,83,Woody Austin,"$8,315,510"
83,84,84,Padraig Harrington,"$8,315,040"
84,85,85,Olin Browne,"$8,026,941"
85,86,86,Steve Pate,"$8,018,208"
86,87,87,Rod Pampling,"$7,875,566"
87,88,88,Peter Jacobsen,"$7,799,810"
88,89,89,Curtis Strange,"$7,599,951"
89,90,90,Robert Gamez,"$7,580,573"
90,91,91,Larry Mize,"$7,528,673"
91,92,92,Skip Kendall,"$7,508,316"
92,93,93,Glen Day,"$7,504,674"
93,94,94,Brett Quigley,"$7,454,046"
94,95,95,J.L. Lewis,"$7,407,520"
95,96,96,Ben Crane,"$7,323,526"
96,97,97,Tim Clark,"$7,301,208"
97,98,98,Harrison Frazar,"$7,236,634"
98,99,99,Ben Crenshaw,"$7,123,226"
99,100,100,Brent Geiberger,"$7,117,032"
100,101,101,Carl Pettersson,"$7,008,598"
101,102,102,Bill Glasson,"$6,912,619"
102,103,103,Chris Perry,"$6,866,671"
103,104,104,Rich Beem,"$6,863,283"
104,105,105,John Rollins,"$6,827,381"
105,106,106,Scott Simpson,"$6,778,273"
106,107,107,Darren Clarke,"$6,749,830"
107,108,108,Zach Johnson,"$6,723,376"
108,109,109,Len Mattiace,"$6,712,133"
109,110,110,Briny Baird,"$6,572,646"
110,111,111,Tommy Armour III,"$6,523,422"
111,112,112,Steve Jones,"$6,484,529"
112,113,113,Bruce Lietzke,"$6,474,794"
113,114,114,Bart Bryant,"$6,458,032"
114,115,115,J.J. Henry,"$6,403,584"
115,116,116,Shaun Micheel,"$6,392,826"
116,117,117,Lanny Wadkins,"$6,355,681"
117,118,118,Peter Lonard,"$6,286,896"
118,119,119,Tom Byrum,"$6,227,713"
119,120,120,Chip Beck,"$6,205,730"
120,121,121,Jonathan Byrd,"$6,183,387"
121,122,122,Robert Damron,"$6,140,216"
122,123,123,Brandt Jobe,"$6,098,859"
123,124,124,Tim Petrovic,"$6,059,165"
124,125,125,Hale Irwin,"$5,966,031"
125,126,126,"Jim Gallagher, Jr.","$5,949,495"
126,127,127,Neal Lancaster,"$5,884,541"
127,128,128,J.P. Hayes,"$5,839,044"
128,129,129,Fuzzy Zoeller,"$5,803,343"
129,130,130,Paul Stankowski,"$5,780,367"
130,131,131,Jack Nicklaus,"$5,734,031"
131,132,132,David Peoples,"$5,691,690"
132,133,133,Paul Goydos,"$5,684,850"
133,134,134,Brian Gay,"$5,602,756"
134,135,135,Heath Slocum,"$5,579,799"
135,136,136,Jay Don Blake,"$5,555,470"
136,137,137,Joe Ogilvie,"$5,533,992"
137,138,138,Russ Cochran,"$5,529,494"
138,139,139,Arron Oberholser,"$5,364,866"
139,140,140,Raymond Floyd,"$5,323,075"
140,141,141,Mark McCumber,"$5,309,688"
141,142,142,Gil Morgan,"$5,259,164"
142,143,143,Lucas Glover,"$5,218,033"
143,144,144,Blaine McCallister,"$5,215,948"
144,145,145,Ted Purdy,"$5,170,333"
145,146,146,Notah Begay III,"$5,098,887"
146,147,147,Dennis Paulson,"$4,977,451"
147,148,148,Justin Rose,"$4,956,689"
148,149,149,Ben Curtis,"$4,792,744"
149,150,150,Vaughn Taylor,"$4,787,952"
150,151,151,David Edwards,"$4,773,198"
151,152,152,D.A. Weibring,"$4,770,705"
152,153,153,Bo Van Pelt,"$4,759,270"
153,154,154,Jim Carter,"$4,737,493"
154,155,155,Pat Perez,"$4,731,186"
155,156,156,Wayne Levi,"$4,730,158"
156,157,157,Trevor Immelman,"$4,716,494"
157,158,158,Mike Reid,"$4,686,774"
158,159,159,Gene Sauers,"$4,647,669"
159,160,160,Craig Barlow,"$4,627,325"
160,161,161,Dean Wilson,"$4,618,844"
161,162,162,Matt Gogel,"$4,596,216"
162,163,163,Chris Smith,"$4,595,548"
163,164,164,Cameron Beckman,"$4,573,523"
164,165,165,Grant Waite,"$4,489,236"
165,166,166,Mark Hensby,"$4,451,593"
166,167,167,John Senden,"$4,384,484"
167,168,168,Mark Wiebe,"$4,314,460"
168,169,169,Joel Edwards,"$4,286,415"
169,170,170,Tom Purtzer,"$4,192,268"
170,171,171,Mike Hulbert,"$4,183,778"
171,172,172,Aaron Baddeley,"$4,180,377"
172,173,173,Jason Bohn,"$4,133,390"
173,174,174,Greg Kraft,"$4,086,856"
174,175,175,Brandel Chamblee,"$4,018,410"
175,176,176,Rick Fehr,"$4,012,299"
176,177,177,Donnie Hammond,"$4,008,060"
177,178,178,Ryan Palmer,"$3,965,199"
178,179,179,John Mahaffey,"$3,876,852"
179,180,180,Sean O'Hair,"$3,872,869"
180,181,181,Ted Tryba,"$3,853,236"
181,182,182,Todd Hamilton,"$3,836,019"
182,183,183,Larry Nelson,"$3,827,401"
183,184,184,Brett Wetterich,"$3,809,422"
184,185,185,Ken Green,"$3,745,345"
185,186,186,José Coceres,"$3,738,064"
186,187,187,Alex Cejka,"$3,731,003"
187,188,188,Greg Chalmers,"$3,726,362"
188,189,189,Freddie Jacobson,"$3,712,073"
189,190,190,Jay Williamson,"$3,677,453"
190,191,191,Nolan Henke,"$3,606,563"
191,192,192,Brad Bryant,"$3,558,804"
192,193,193,Andy Bean,"$3,531,780"
193,194,194,Jeff Brehaut,"$3,504,321"
194,195,195,Kent Jones,"$3,485,515"
195,196,196,Lee Trevino,"$3,478,328"
196,197,197,Hidemichi Tanaka,"$3,439,042"
197,198,198,Stephen Leaney,"$3,427,732"
198,199,199,Tim Simpson,"$3,406,017"
199,200,200,Craig Perks,"$3,362,251"
200,201,201,Lee Westwood,"$3,332,865"
201,202,202,Jay Delsing,"$3,328,997"
202,203,203,Brian Henninger,"$3,316,460"
203,204,204,Bob May,"$3,304,663"
204,205,205,Don Pooley,"$3,296,615"
205,206,206,Bob Burns,"$3,288,423"
206,207,207,Richard Johnson,"$3,264,944"
207,208,208,Phil Blackmar,"$3,245,909"
208,209,209,Daniel Chopra,"$3,187,076"
209,210,210,Fulton Allem,"$3,144,319"
210,211,211,Dan Pohl,"$3,112,263"
211,212,212,Michael Bradley,"$3,106,807"
212,213,213,Phil Tataurangi,"$3,077,840"
213,214,214,Ronnie Black,"$3,070,281"
214,215,215,Bob Gilder,"$3,032,108"
215,216,216,Marco Dawson,"$3,031,746"
216,217,217,Matt Kuchar,"$2,928,781"
217,218,218,Patrick Sheehan,"$2,914,198"
218,219,219,Omar Uresti,"$2,895,360"
219,220,220,Frank Nobilo,"$2,875,836"
220,221,221,David Ogrin,"$2,848,159"
221,222,222,Bobby Wadkins,"$2,822,418"
222,223,223,Jodie Mudd,"$2,806,955"
223,224,224,Johnny Miller,"$2,747,484"
224,225,225,Ian Poulter,"$2,735,168"
225,226,226,Greg Owen,"$2,725,036"
226,227,227,Doug Barron,"$2,724,280"
227,228,228,Doug Tewell,"$2,723,711"
228,229,229,Howard Twitty,"$2,713,551"
229,230,230,Scott Gump,"$2,707,385"
230,231,231,Willie Wood,"$2,703,646"
231,232,232,Jim McGovern,"$2,695,282"
232,233,233,Hank Kuehne,"$2,686,886"
233,234,234,Michael Allen,"$2,686,007"
234,235,235,Sandy Lyle,"$2,648,861"
235,236,236,Brad Fabel,"$2,636,911"
236,237,237,Carl Paulson,"$2,633,179"
237,238,238,Hunter Mahan,"$2,616,412"
238,239,239,Mike Springer,"$2,596,451"
239,240,240,Hubert Green,"$2,591,959"
240,241,241,Todd Fischer,"$2,589,310"
241,242,242,Brian Bateman,"$2,568,496"
242,243,243,Tom Scherrer,"$2,552,640"
243,244,244,Dicky Pride,"$2,534,036"
244,245,245,Gary Hallberg,"$2,476,014"
245,246,246,Mathew Goggin,"$2,464,519"
246,247,247,Bob Lohr,"$2,417,060"
247,248,248,Dave Barr,"$2,404,793"
248,249,249,Keith Clearwater,"$2,365,698"
249,250,250,Spike McRoy,"$2,361,316"
250,251,251,Ian Leggatt,"$2,348,315"
251,252,252,Billy Ray Brown,"$2,330,389"
252,253,253,Gabriel Hjertstedt,"$2,328,261"
253,254,254,Calvin Peete,"$2,302,363"
254,255,255,Mike Sullivan,"$2,301,255"
255,256,256,Lennie Clements,"$2,280,766"
256,257,257,Ed Fiori,"$2,270,198"
257,258,258,Tom Weiskopf,"$2,241,687"
258,259,259,Brian Claar,"$2,225,850"
259,260,260,David Gossett,"$2,223,004"
260,261,261,Roger Maltbie,"$2,212,879"
261,262,262,J.C. Snead,"$2,197,545"
262,263,263,Clarence Rose,"$2,155,380"
263,264,264,Robin Freeman,"$2,154,387"
264,265,265,Kevin Na,"$2,142,461"
265,266,266,Charles Warren,"$2,127,941"
266,267,267,Thomas Levet,"$2,080,206"
267,268,268,Ian Baker-Finch,"$2,078,743"
268,269,269,Wayne Grady,"$2,077,433"
269,270,270,Tag Ridings,"$2,044,591"
270,271,271,John Adams,"$2,019,582"
271,272,272,Larry Rinker,"$2,007,824"
272,273,273,Arjun Atwal,"$2,003,862"
273,274,274,Jason Gore,"$1,997,777"
274,275,275,Camilo Villegas,"$1,996,396"
275,276,276,Mike Donald,"$1,970,260"
276,277,277,Brian Davis,"$1,965,093"
277,278,278,John Riegger,"$1,944,228"
278,279,279,Trevor Dodds,"$1,940,834"
279,280,280,Jim Thorpe,"$1,935,566"
280,281,281,Nick Watney,"$1,922,441"
281,282,282,Dave Rummells,"$1,909,430"
282,283,283,Mike Sposa,"$1,905,075"
283,284,284,David Graham,"$1,888,731"
284,285,285,Garrett Willis,"$1,873,734"
285,286,286,Arnold Palmer,"$1,861,857"
286,287,287,D.J. Trahan,"$1,849,427"
287,288,288,Mike Heinen,"$1,848,216"
288,289,289,Richard Zokol,"$1,840,397"
289,290,290,Jerry Smith,"$1,836,787"
290,291,291,Mark Wilson,"$1,835,348"
291,292,292,Mike Standly,"$1,834,597"
292,293,293,Gary Player,"$1,834,482"
293,294,294,Leonard Thompson,"$1,819,028"
294,295,295,Bill Britton,"$1,814,615"
295,296,296,Ryan Moore,"$1,808,368"
296,297,297,Mark Lye,"$1,800,654"
297,298,298,Troy Matteson,"$1,796,732"
298,299,299,Mathias Grönberg,"$1,782,992"
299,300,300,George Burns,"$1,781,090"
300,301,301,Kelly Gibson,"$1,751,957"
301,302,302,Morris Hatalsky,"$1,707,280"
302,303,303,Nathan Green,"$1,700,803"
303,304,304,Bruce Fleisher,"$1,695,111"
304,305,305,Billy Casper,"$1,691,583"
305,306,306,Ryuji Imada,"$1,675,962"
306,307,307,Chris Couch,"$1,675,432"
307,308,308,Michael Clark II,"$1,649,440"
308,309,309,Bob Murphy,"$1,642,330"
309,310,310,"David Berganio, Jr.","$1,639,957"
310,311,311,Ted Schulz,"$1,638,795"
311,312,312,Jerry Pate,"$1,634,246"
312,313,313,Gary Koch,"$1,629,482"
313,314,314,Lon Hinkle,"$1,607,691"
314,315,315,Kenny Knox,"$1,607,180"
315,316,316,Nick O'Hern,"$1,595,694"
316,317,317,Gene Littler,"$1,584,210"
317,318,318,Jack Renner,"$1,579,090"
318,319,319,Curt Byrum,"$1,576,535"
319,320,320,Miller Barber,"$1,564,204"
320,321,321,Mark Hayes,"$1,555,739"
321,322,322,Jim Colbert,"$1,553,136"
322,323,323,Bob Eastwood,"$1,546,106"
323,324,324,Keith Fergus,"$1,546,009"
324,325,325,"Wes Short, Jr.","$1,527,682"
325,326,326,Buddy Gardner,"$1,491,943"
326,327,327,J.B. Holmes,"$1,487,604"
327,328,328,Guy Boros,"$1,469,276"
328,329,329,Bobby Clampett,"$1,423,000"
329,330,330,Robert Wrenn,"$1,422,635"
330,331,331,Billy Kratzert,"$1,396,819"
331,332,332,Bill Rogers,"$1,384,710"
332,333,333,Bruce Crampton,"$1,376,193"
333,334,334,Andy North,"$1,365,530"
334,335,335,Bill Haas,"$1,361,869"
335,336,336,Danny Ellis,"$1,327,139"
336,337,337,Ed Dougherty,"$1,323,769"
337,338,338,Cliff Kresge,"$1,319,625"
338,339,339,Tom Sieckmann,"$1,310,647"
339,340,340,Dave Stockton,"$1,303,281"
340,341,341,Denis Watson,"$1,288,621"
341,342,342,Eric Axley,"$1,285,680"
342,343,343,Al Geiberger,"$1,265,188"
343,344,344,John Morse,"$1,256,570"
344,345,345,Jeff Gove,"$1,218,882"
345,346,346,Graeme McDowell,"$1,213,790"
346,347,347,Danny Edwards,"$1,212,304"
347,348,348,Dan Halldorson,"$1,193,929"
348,349,349,Charles Coody,"$1,187,762"
349,350,350,Dave Eichelberger,"$1,186,505"
350,351,351,David Howell,"$1,180,533"
351,352,352,Tony Sills,"$1,173,361"
352,353,353,Will MacKenzie,"$1,155,494"
353,354,354,Don January,"$1,140,925"
354,355,355,Charley Hoffman,"$1,137,145"
355,356,356,Dave Hill,"$1,130,420"
356,357,357,Dick Mast,"$1,123,038"
357,358,358,James Driscoll,"$1,111,296"
358,359,359,John Inman,"$1,087,947"
359,360,360,Gibby Gilbert,"$1,056,506"
360,361,361,Joey Snyder III,"$1,056,128"
361,362,362,Mac O'Grady,"$1,050,779"
362,363,363,Rex Caldwell,"$1,043,403"
363,364,364,Chi Chi Rodriguez,"$1,037,106"
364,365,365,Mike Smith,"$1,024,313"
365,366,366,Lee Elder,"$1,020,514"
366,367,367,Bubba Watson,"$1,019,264"
367,368,368,Darron Stiles,"$1,004,079"
368,369,369,David Branshaw,"$999,963"
369,370,370,Bobby Nichols,"$993,025"
370,371,371,Barry Jaeckel,"$982,408"
371,372,372,Isao Aoki,"$960,571"
372,373,373,Daisuke Maruyama,"$956,874"
373,374,374,Tjaart van der Walt,"$917,760"
374,375,375,Pat McGowan,"$915,577"
375,376,376,Andre Stolz,"$913,148"
376,377,377,Bruce Devlin,"$907,069"
377,378,378,Mark Carnevale,"$906,925"
378,379,379,Scott Gutschewski,"$874,833"
379,380,380,Jerry McGee,"$871,753"
380,381,381,Ed Sneed,"$860,268"
381,382,382,Shane Bertsch,"$838,603"
382,383,383,Bill Sander,"$823,428"
383,384,384,Ron Streck,"$817,211"
384,385,385,D.A. Points,"$806,524"
385,386,386,Grier Jones,"$803,189"
386,387,387,Gay Brewer,"$800,914"
387,388,388,Lance Ten Broeck,"$790,347"
388,389,389,Jerry Heard,"$780,746"
389,390,390,Doug Sanders,"$772,993"
390,391,391,Greg Twiggs,"$767,294"
391,392,392,Frank Conner,"$750,733"
392,393,393,Peter Oosterhuis,"$736,692"
393,394,394,Joe Inman,"$729,249"
394,395,395,Kris Cox,"$723,007"
395,396,396,Bubba Dickerson,"$694,455"
396,397,397,Mike McCullough,"$682,511"
397,398,398,Rod Curl,"$677,009"
398,399,399,Stan Utley,"$674,546"
399,400,400,Homero Blancas,"$671,251"
400,401,401,Gary McCord,"$662,359"
401,402,402,Bob Goalby,"$645,013"
402,403,403,Victor Regalado,"$628,557"
403,404,404,T.C. Chen,"$616,303"
404,405,405,Dale Douglass,"$577,950"
405,406,406,Jeff Overton,"$577,132"
406,407,407,Sam Randolph,"$574,876"
407,408,408,Mark Pfeil,"$573,387"
408,409,409,Brendan Jones,"$567,577"
409,410,410,Jim Dent,"$564,809"
410,411,411,Bud Allin,"$563,288"
411,412,412,John Schroeder,"$546,569"
412,413,413,Tim Norris,"$545,531"
413,414,414,Mac McLendon,"$541,908"
414,415,415,Robert Garrigus,"$537,595"
415,416,416,Rik Massengale,"$536,254"
416,417,417,Vance Heafner,"$535,177"
417,418,418,Bobby Cole,"$535,130"
418,419,419,Forrest Fezler,"$527,325"
419,420,420,Mike Morley,"$526,403"
420,421,421,Ken Brown,"$507,919"
421,422,422,Henrik Bjornstad,"$491,043"
422,423,423,Jim Nelford,"$485,111"
423,424,424,Steve Melnyk,"$477,784"
424,425,425,Tom Jenkins,"$470,019"
425,426,426,Bob Lunn,"$459,182"
426,427,427,Gavin Coles,"$449,547"
427,428,428,Mike Nicolette,"$448,037"
428,429,429,Bob Rosburg,"$436,446"
429,430,430,Tom Shaw,"$434,756"
430,431,431,David McKenzie,"$430,437"
431,432,432,Allen Miller,"$426,883"
432,433,433,Phillip Hancock,"$425,154"
433,434,434,Bobby Mitchell,"$421,938"
434,435,435,Doug Ford,"$419,292"
435,436,436,Larry Hinson,"$413,284"
436,437,437,Wally Armstrong,"$406,269"
437,438,438,Fred Marti,"$404,674"
438,439,439,Terry Diehl,"$404,611"
439,440,440,Dow Finsterwald,"$402,102"
440,441,441,Jim Benepe,"$395,214"
441,442,442,Orville Moody,"$389,846"
442,443,443,John Fought,"$387,036"
443,444,444,Greg Powers,"$386,086"
444,445,445,Bob Smith,"$385,283"
445,446,446,Bob Shearer,"$378,336"
446,447,447,Billy Maxwell,"$375,648"
447,448,448,Johnny Pott,"$371,396"
448,449,449,Deane Beman,"$370,003"
449,450,450,Vance Veazey,"$369,155"
450,451,451,George Cadle,"$362,543"
451,452,452,Roger Tambellini,"$350,849"
452,453,453,R.H. Sikes,"$344,387"
453,454,454,Ron Whittaker,"$344,339"
454,455,455,Tony Jacklin,"$336,530"
455,456,456,Jim Wiechers,"$329,169"
456,457,457,Lyn Lott,"$325,966"
457,458,458,Jimmy Walker,"$322,964"
458,459,459,Jeff Mitchell,"$322,320"
459,460,460,Pat Lindsey,"$318,777"
460,461,461,Woody Blackburn,"$310,231"
461,462,462,Jim Jamieson,"$306,618"
462,463,463,Bob Dickson,"$296,640"
463,464,464,Labron Harris,"$295,917"
464,465,465,Mike Souchak,"$287,463"
465,466,466,Howie Johnson,"$280,816"
466,467,467,DeWitt Weaver,"$273,435"
467,468,468,Ken Venturi,"$268,263"
468,469,469,Ernie Gonzalez,"$265,032"
469,470,470,Nicholas Thompson,"$264,717"
470,471,471,Bert Greene,"$264,230"
471,472,472,Terry Dill,"$255,050"
472,473,473,B.J. Staten,"$253,088"
473,474,474,Fred Wadsworth,"$235,449"
474,475,475,Tommy Jacobs,"$232,720"
475,476,476,Ron Cerrudo,"$228,199"
476,477,477,Pete Brown,"$214,884"
477,478,478,James McLean,"$209,266"
478,479,479,Don Massengale,"$207,688"
479,480,480,Fred Hawkins,"$205,228"
480,481,481,Babe Hiskey,"$202,754"
481,482,482,Dwight Nevil,"$199,935"
482,483,483,Don Iverson,"$198,477"
483,484,484,Jack Newton,"$191,898"
484,485,485,Matt Hansen,"$187,252"
485,486,486,Dave Ragan,"$172,256"
486,487,487,Roy Pace,"$165,699"
487,488,488,Marty Fleckman,"$162,141"
488,489,489,Bob Byman,"$161,884"
489,490,490,Bert Weaver,"$161,210"
490,491,491,Craig Kanada,"$159,508"
491,492,492,Pat Fitzsimons,"$153,542"
492,493,493,Bunky Henry,"$153,499"
493,494,494,Gary Groh,"$148,753"
494,495,495,Jason Schultz,"$147,424"
495,496,496,Mike Holland,"$146,470"
496,497,497,Rocky Thompson,"$146,391"
497,498,498,Steve Spray,"$142,045"
498,499,499,Jack Fleck,"$129,737"
499,500,500,Randy Glover,"$123,531"
500,501,501,Al Besselink,"$119,183"
501,502,502,Steve Reid,"$110,441"
502,503,503,Bill Garrett,"$107,610"
503,504,504,Jim Ferree,"$106,895"
504,505,505,Michael Connell,"$106,747"
505,506,506,Bob Toski,"$105,484"
506,507,507,Bob McCallister,"$101,079"
507,508,508,Boo Weekley,"$95,206"
508,509,509,Tom Nieporte,"$94,555"
509,510,510,Alex Aragon,"$94,504"
510,511,511,Ryan Hietala,"$87,772"
511,512,512,Sam Adams,"$82,787"
512,513,513,Jon Mills,"$74,482"
513,514,514,Ernie Vossler,"$74,229"
514,515,515,"John Engler, Jr.","$72,694"
515,516,516,Richie Karl,"$61,566"
516,517,517,Boyd Summerhays,"$57,921"
517,518,518,Mike Fetchick,"$52,044"
518,519,519,Bill Johnston,"$50,707"
519,520,520,Bob Mann,"$45,113"
520,521,521,Patrick Moore,"$34,859"
521,522,522,Dick Hart,"$34,739"
522,523,523,Laurie Hammer,"$25,992"
523,524,524,Steven Bowditch,"$19,459"
