,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
121,T83,T83,Omar Uresti,22,2,,,1.0
122,T83,T83,Charles Warren,27,2,,,
123,T83,T83,Lee Westwood,14,2,,,
124,T125,T125,Arjun Atwal,33,1,,,
125,T125,T125,Paul Azinger,30,1,,,
126,T125,T125,Brian Bateman,26,1,,,1.0
127,T125,T125,Cameron Beckman,16,1,,,
128,T125,T125,Rich Beem,27,1,,,
129,T125,T125,Notah Begay III,12,1,,,
130,T125,T125,Shane Bertsch,34,1,,,
131,T125,T125,Henrik Bjornstad,31,1,,,
132,T125,T125,Mark Calcavecchia,27,1,,,
133,T125,T125,Michael Campbell,10,1,,,
134,T125,T125,Paul Casey,8,1,,,
135,T125,T125,Darren Clarke,11,1,,,1.0
136,T125,T125,Chris Couch,27,1,1.0,,
137,T125,T125,Kris Cox,28,1,,,1.0
138,T125,T125,Robert Damron,31,1,,,
139,T125,T125,Marco Dawson,27,1,,,
140,T125,T125,Glen Day,12,1,,,
141,T125,T125,Jay Delsing,14,1,,,
142,T125,T125,Danny Ellis,23,1,,,
143,T125,T125,Kenneth Ferrie,3,1,,,
144,T125,T125,Carlos Franco,29,1,,,
145,T125,T125,Robert Garrigus,28,1,,,
146,T125,T125,Brent Geiberger,30,1,,,
147,T125,T125,Matt Gogel,14,1,,,
148,T125,T125,Mathias Grönberg,30,1,,,
149,T125,T125,Bill Haas,30,1,,,
150,T125,T125,Todd Hamilton,27,1,,,
151,T125,T125,David Howell,14,1,,,
152,T125,T125,John Huston,27,1,,,
153,T125,T125,Ryuji Imada,31,1,,,
154,T125,T125,Thongchai Jaidee,2,1,,,
155,T125,T125,Shingo Katayama,6,1,,,
156,T125,T125,Jonathan Kaye,32,1,,,
157,T125,T125,Skip Kendall,22,1,,,
158,T125,T125,Anthony Kim,2,1,,1.0,
159,T125,T125,Bernhard Langer,24,1,,,
160,T125,T125,Ian Leggatt,29,1,,,
161,T125,T125,J.L. Lewis,17,1,,,
162,T125,T125,Will MacKenzie,29,1,1.0,,
163,T125,T125,Bob May,21,1,,1.0,
164,T125,T125,Larry Mize,18,1,,,
165,T125,T125,Colin Montgomerie,8,1,,1.0,
166,T125,T125,Corey Pavin,23,1,1.0,,
167,T125,T125,Pat Perez,19,1,,,1.0
168,T125,T125,D.A. Points,28,1,,,
169,T125,T125,Dicky Pride,9,1,,,
170,T125,T125,Tag Ridings,33,1,,,
171,T125,T125,John Riegger,20,1,,,
172,T125,T125,Chris Riley,27,1,,,
173,T125,T125,Andres Romero,2,1,,,
174,T125,T125,Patrick Sheehan,34,1,,,
175,T125,T125,Jerry Smith,29,1,,,
176,T125,T125,B.J. Staten,18,1,,,
177,T125,T125,Henrik Stenson,10,1,,,1.0
178,T125,T125,Hideto Tanihara,2,1,,,
179,T125,T125,Nicholas Thompson,32,1,,,
180,T125,T125,Kirk Triplett,18,1,1.0,,
181,T125,T125,Tjaart van der Walt,21,1,,,
182,T125,T125,Duffy Waldorf,28,1,,,1.0
183,T125,T125,Ron Whittaker,28,1,,,
184,T125,T125,Mark Wilson,24,1,,,
