,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,T1,T1,Jim Furyk,24,13,2.0,4.0,3.0
1,T1,T1,Vijay Singh,27,13,1.0,2.0,
2,3,3,Tiger Woods,15,11,8.0,1.0,1.0
3,T4,T4,Luke Donald,18,10,1.0,,1.0
4,T4,T4,Brett Quigley,33,10,,,2.0
5,T4,T4,Adam Scott,19,10,1.0,3.0,3.0
6,7,7,Lucas Glover,31,9,,,
7,T8,T8,Ernie Els,18,8,,,1.0
8,T8,T8,Trevor Immelman,24,8,1.0,2.0,
9,T8,T8,Phil Mickelson,19,8,2.0,1.0,
10,T11,T11,Stewart Cink,26,7,,1.0,
11,T11,T11,Joe Durant,28,7,1.0,1.0,2.0
12,T11,T11,Tom Pernice Jr.,33,7,,1.0,
13,T11,T11,Steve Stricker,17,7,,1.0,1.0
14,T15,T15,Stuart Appleby,23,6,2.0,,
15,T15,T15,Daniel Chopra,33,6,,1.0,
16,T15,T15,Retief Goosen,18,6,,1.0,1.0
17,T15,T15,Nathan Green,30,6,,1.0,
18,T15,T15,Frank Lickliter II,29,6,,1.0,
19,T15,T15,Rod Pampling,24,6,1.0,,1.0
20,T15,T15,Carl Pettersson,28,6,1.0,,
21,T15,T15,Vaughn Taylor,26,6,,,1.0
22,T15,T15,David Toms,22,6,1.0,1.0,1.0
23,T15,T15,Nick Watney,29,6,,,
24,T15,T15,Mike Weir,24,6,,,1.0
25,T15,T15,Brett Wetterich,25,6,1.0,2.0,
26,T15,T15,Dean Wilson,34,6,1.0,1.0,
27,T28,T28,Jonathan Byrd,20,5,,,1.0
28,T28,T28,Chad Campbell,25,5,1.0,1.0,1.0
29,T28,T28,Sergio Garcia,17,5,,,1.0
30,T28,T28,J.J. Henry,28,5,1.0,1.0,
31,T28,T28,Charley Hoffman,29,5,,,
32,T28,T28,Jerry Kelly,31,5,,2.0,
33,T28,T28,Troy Matteson,32,5,1.0,1.0,
34,T28,T28,Geoff Ogilvy,20,5,2.0,1.0,
35,T28,T28,Justin Rose,28,5,,1.0,
36,T28,T28,Rory Sabbatini,24,5,1.0,2.0,
37,T38,T38,Woody Austin,31,4,,,
38,T38,T38,K.J. Choi,26,4,1.0,,
39,T38,T38,Tim Clark,22,4,,1.0,
40,T38,T38,Steve Flesch,33,4,,,2.0
41,T38,T38,Jason Gore,29,4,,,
42,T38,T38,Zach Johnson,27,4,,2.0,1.0
43,T38,T38,Tom Lehman,20,4,,1.0,
44,T38,T38,Davis Love III,23,4,1.0,1.0,
45,T38,T38,Shigeki Maruyama,30,4,,,1.0
46,T38,T38,Daisuke Maruyama,25,4,,,1.0
47,T38,T38,Billy Mayfair,29,4,,,2.0
48,T38,T38,Ryan Moore,22,4,,1.0,
49,T38,T38,Arron Oberholser,23,4,1.0,,
50,T38,T38,José María Olazábal,18,4,,2.0,1.0
51,T38,T38,Ryan Palmer,30,4,,1.0,
52,T38,T38,Jesper Parnevik,24,4,,1.0,
53,T38,T38,Ian Poulter,15,4,,1.0,
54,T38,T38,John Rollins,28,4,1.0,,
55,T38,T38,Joey Sindelar,29,4,,,
56,T38,T38,Jeff Sluman,29,4,,,1.0
57,T38,T38,Bo Van Pelt,28,4,,,
58,T38,T38,Scott Verplank,25,4,,2.0,
59,T38,T38,Camilo Villegas,29,4,,2.0,1.0
60,T61,T61,Robert Allenby,22,3,,,
61,T61,T61,Stephen Ames,21,3,1.0,,
62,T61,T61,Billy Andrade,24,3,,1.0,1.0
63,T61,T61,Briny Baird,25,3,,,
64,T61,T61,Jason Bohn,29,3,,1.0,
65,T61,T61,Ángel Cabrera,12,3,,,
66,T61,T61,José Coceres,13,3,,,
67,T61,T61,Ben Crane,26,3,,1.0,
68,T61,T61,Bubba Dickerson,32,3,,,
69,T61,T61,Fred Funk,29,3,,1.0,
70,T61,T61,Mathew Goggin,26,3,,1.0,
71,T61,T61,Padraig Harrington,15,3,,1.0,
72,T61,T61,Dudley Hart,29,3,,,
73,T61,T61,Charles Howell III,30,3,,2.0,
74,T61,T61,Richard Johnson,29,3,,1.0,
75,T61,T61,Peter Lonard,22,3,,,
76,T61,T61,Steve Lowery,31,3,,1.0,
77,T61,T61,Joe Ogilvie,29,3,,,1.0
78,T61,T61,Ted Purdy,33,3,,,
79,T61,T61,John Senden,28,3,1.0,,
80,T61,T61,Heath Slocum,30,3,,,2.0
81,T61,T61,Bubba Watson,27,3,,,1.0
82,T83,T83,Eric Axley,29,2,1.0,,1.0
83,T83,T83,Aaron Baddeley,25,2,1.0,,
84,T83,T83,Craig Barlow,22,2,,,1.0
85,T83,T83,Doug Barron,28,2,,,
86,T83,T83,David Branshaw,29,2,,,
87,T83,T83,Jeff Brehaut,33,2,,,
88,T83,T83,Olin Browne,30,2,,,
89,T83,T83,Bart Bryant,26,2,,1.0,
90,T83,T83,Alex Cejka,30,2,,,1.0
91,T83,T83,John Cook,22,2,,,1.0
92,T83,T83,Fred Couples,17,2,,,1.0
93,T83,T83,Ben Curtis,26,2,2.0,,
94,T83,T83,Brian Davis,28,2,,,
95,T83,T83,Chris DiMarco,26,2,,1.0,
96,T83,T83,Bob Estes,25,2,,2.0,
97,T83,T83,Harrison Frazar,29,2,,,
98,T83,T83,Brian Gay,31,2,,,
99,T83,T83,Jeff Gove,29,2,,,
100,T83,T83,Paul Goydos,24,2,,1.0,
101,T83,T83,Scott Gutschewski,19,2,,,
102,T83,T83,J.P. Hayes,19,2,,1.0,
103,T83,T83,Tim Herron,27,2,1.0,,
104,T83,T83,Gabriel Hjertstedt,16,2,,,
105,T83,T83,J.B. Holmes,26,2,1.0,,
106,T83,T83,Freddie Jacobson,18,2,,,
107,T83,T83,Lee Janzen,28,2,,,1.0
108,T83,T83,Brandt Jobe,28,2,,,
109,T83,T83,Kent Jones,32,2,,,
110,T83,T83,Stephen Leaney,27,2,,,
111,T83,T83,Justin Leonard,26,2,,,
112,T83,T83,Jeff Maggert,26,2,1.0,,
113,T83,T83,Hunter Mahan,29,2,,1.0,
114,T83,T83,David McKenzie,28,2,,,
115,T83,T83,Shaun Micheel,29,2,,1.0,
116,T83,T83,Sean O'Hair,30,2,,,1.0
117,T83,T83,Nick O'Hern,15,2,,1.0,
118,T83,T83,Jeff Overton,28,2,,,
119,T83,T83,Greg Owen,24,2,,1.0,
120,T83,T83,D.J. Trahan,33,2,1.0,,
