,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
59,60,60,Jason Bohn,29,6.08,"$1,676,892","$27,576,000"
60,61,61,John Senden,28,6.01,"$1,650,673","$27,465,480"
61,62,62,Nick O'Hern,15,5.96,"$995,235","$16,687,480"
62,63,63,Nathan Green,30,5.94,"$1,700,803","$28,621,000"
63,64,64,Jerry Kelly,31,5.87,"$1,737,799","$29,580,480"
64,65,65,Thongchai Jaidee,2,5.86,"$150,000","$2,560,000"
65,66,66,Shaun Micheel,29,5.81,"$1,632,842","$28,096,480"
66,67,67,Bob Estes,25,5.79,"$1,340,243","$23,158,000"
67,68,68,Corey Pavin,23,5.7,"$1,308,084","$22,946,000"
68,T69,T69,Chris DiMarco,26,5.69,"$1,537,925","$27,037,480"
69,T69,T69,J.B. Holmes,26,5.69,"$1,487,603","$26,129,480"
70,T69,T69,John Rollins,28,5.69,"$1,498,827","$26,353,000"
71,72,72,Jesper Parnevik,24,5.68,"$1,308,309","$23,040,000"
72,73,73,David Howell,14,5.66,"$912,437","$16,111,480"
73,74,74,Richard Johnson,29,5.65,"$1,555,376","$27,549,000"
74,75,75,David Hearn,1,5.6,"$50,437","$900,000"
75,76,76,Ryan Moore,22,5.59,"$1,122,117","$20,079,000"
76,T77,T77,Jeff Maggert,26,5.5,"$1,430,376","$26,020,480"
77,T77,T77,Greg Owen,24,5.5,"$1,316,684","$23,955,480"
78,79,79,Paul Casey,8,5.45,"$529,151","$9,712,480"
79,T80,T80,Ben Crane,26,5.41,"$1,489,092","$27,523,480"
80,T80,T80,Fred Funk,29,5.41,"$1,579,837","$29,184,480"
81,82,82,Chris Couch,27,5.36,"$1,356,731","$25,294,000"
82,83,83,Charles Howell III,30,5.21,"$1,553,104","$29,831,000"
83,84,84,Bo Van Pelt,28,5.18,"$1,389,926","$26,827,480"
84,85,85,Eric Axley,29,5.16,"$1,274,579","$24,678,000"
85,86,86,José Coceres,13,5.14,"$522,591","$10,170,000"
86,87,87,Darren Clarke,11,5.05,"$660,897","$13,087,480"
87,88,88,S.K. Ho,2,5.03,"$128,890","$2,562,480"
88,89,89,Daniel Chopra,33,4.96,"$1,530,454","$30,825,000"
89,90,90,Billy Mayfair,29,4.87,"$1,367,997","$28,099,000"
90,91,91,Bart Bryant,26,4.85,"$1,316,131","$27,136,480"
91,92,92,Kenneth Ferrie,3,4.84,"$183,255","$3,787,480"
92,93,93,Craig Barlow,22,4.76,"$1,006,537","$21,160,000"
93,94,94,Nick Watney,29,4.72,"$1,243,816","$26,379,000"
94,95,95,Sean O'Hair,30,4.59,"$1,411,387","$30,777,480"
95,T96,T96,Steve Flesch,33,4.58,"$1,417,615","$30,924,000"
96,T96,T96,J.P. Hayes,19,4.58,"$701,432","$15,327,000"
97,98,98,Miguel Angel Jiménez,8,4.57,"$458,511","$10,041,480"
98,99,99,Daisuke Maruyama,25,4.51,"$956,873","$21,213,000"
99,T100,T100,Kirk Triplett,18,4.48,"$766,593","$17,127,000"
100,T100,T100,Anthony Wall,3,4.48,"$172,890","$3,862,480"
101,T102,T102,Freddie Jacobson,18,4.47,"$788,763","$17,649,000"
102,T102,T102,Jeff Sluman,29,4.47,"$1,252,024","$27,979,480"
103,104,104,Billy Andrade,24,4.43,"$1,057,926","$23,874,480"
104,T105,T105,Mathew Goggin,26,4.34,"$1,076,141","$24,784,480"
105,T105,T105,Anders Hansen,1,4.34,"$53,100","$1,224,000"
106,107,107,Charley Hoffman,29,4.26,"$1,115,192","$26,182,000"
107,108,108,Heath Slocum,30,4.24,"$1,180,681","$27,837,000"
108,T109,T109,Paul Goydos,24,4.23,"$890,391","$21,051,000"
109,T109,T109,Bubba Watson,27,4.23,"$1,019,263","$24,120,000"
110,111,111,Hunter Mahan,29,4.17,"$1,107,456","$26,547,480"
111,112,112,Fred Couples,17,4.15,"$780,361","$18,789,480"
112,113,113,Michael Campbell,10,4.14,"$515,982","$12,457,480"
113,T114,T114,Woody Austin,31,4.08,"$1,179,321","$28,891,000"
114,T114,T114,Shigeki Maruyama,30,4.08,"$1,154,115","$28,264,000"
115,116,116,Lee Slattery,1,4.04,"$54,096","$1,338,480"
116,T117,T117,Joe Ogilvie,29,3.97,"$1,073,110","$27,036,000"
117,T117,T117,Pat Perez,19,3.97,"$719,507","$18,108,000"
118,119,119,Briny Baird,25,3.9,"$844,547","$21,681,000"
119,T120,T120,Charles Warren,27,3.89,"$1,018,840","$26,163,000"
120,T120,T120,Lee Westwood,14,3.89,"$630,565","$16,209,480"
121,122,122,Ryan Palmer,30,3.86,"$1,092,853","$28,278,000"
122,123,123,Ted Purdy,33,3.82,"$1,216,428","$31,849,480"
123,124,124,Robert Karlsson,5,3.81,"$234,282","$6,152,480"
124,125,125,Steve Lowery,31,3.76,"$1,124,949","$29,917,000"
125,126,126,Kenny Perry,22,3.69,"$818,698","$22,182,480"
126,127,127,Brian Gay,31,3.68,"$1,037,599","$28,179,000"
127,128,128,Peter Lonard,22,3.6,"$837,017","$23,252,480"
128,129,129,Ryuji Imada,31,3.57,"$1,018,140","$28,486,000"
129,T130,T130,Jason Day,7,3.45,"$174,508","$5,058,000"
130,T130,T130,D.J. Trahan,33,3.45,"$1,035,242","$30,034,000"
131,132,132,Will MacKenzie,29,3.44,"$879,965","$25,569,000"
132,133,133,Tetsuji Hiratsuka,1,3.38,"$44,000","$1,300,000"
133,T134,T134,John Cook,22,3.37,"$644,505","$19,135,000"
134,T134,T134,Harrison Frazar,29,3.37,"$889,022","$26,370,000"
135,T134,T134,Jyoti Randhawa,2,3.37,"$85,000","$2,525,000"
136,137,137,Bill Haas,30,3.3,"$887,023","$26,865,000"
137,138,138,Bob May,21,3.22,"$548,711","$17,046,000"
138,139,139,Omar Uresti,22,3.2,"$583,704","$18,252,000"
139,140,140,Jeff Gove,29,3.12,"$793,476","$25,443,000"
140,141,141,Loren Roberts,4,3.1,"$134,571","$4,347,000"
141,142,142,Stephen Leaney,27,2.99,"$746,747","$25,011,000"
142,143,143,Brian Davis,28,2.98,"$762,281","$25,614,000"
143,144,144,Jason Allred,2,2.97,"$52,500","$1,765,000"
144,145,145,Jason Caron,1,2.96,"$29,260","$990,000"
145,146,146,Justin Leonard,26,2.95,"$781,756","$26,496,000"
146,T147,T147,Simon Dyson,2,2.94,"$77,577","$2,638,480"
147,T147,T147,Joey Sindelar,29,2.94,"$802,507","$27,289,000"
148,149,149,Kent Jones,32,2.92,"$860,766","$29,476,000"
149,150,150,Peter Hedblom,2,2.9,"$74,252","$2,563,480"
150,151,151,Kevin Sutherland,29,2.88,"$751,625","$26,091,000"
151,152,152,Brian Bateman,26,2.85,"$645,153","$22,662,000"
152,153,153,Brandt Jobe,28,2.84,"$802,431","$28,235,480"
153,154,154,Dudley Hart,29,2.81,"$762,736","$27,135,000"
154,155,155,David Branshaw,29,2.8,"$706,345","$25,236,000"
155,156,156,Shingo Katayama,6,2.76,"$207,262","$7,517,480"
156,157,157,Scott Piercy,6,2.74,"$132,042","$4,824,000"
157,T158,T158,Grégory Bourdy,1,2.73,"$35,500","$1,300,000"
158,T158,T158,Marcus Fraser,1,2.73,"$36,482","$1,338,480"
159,160,160,Kevin Stadler,6,2.65,"$170,972","$6,458,000"
160,161,161,WC Liang,1,2.61,"$25,850","$990,000"
161,T162,T162,Thomas Bjørn,7,2.58,"$234,273","$9,087,480"
162,T162,T162,Paul Broadhurst,4,2.58,"$133,096","$5,162,480"
163,T162,T162,Jason Gore,29,2.58,"$717,004","$27,814,000"
164,T165,T165,J.L. Lewis,17,2.55,"$438,668","$17,208,000"
165,T165,T165,Dicky Pride,9,2.55,"$174,674","$6,858,000"
166,167,167,Olin Browne,30,2.54,"$754,061","$29,660,000"
167,T168,T168,Paul Azinger,30,2.53,"$702,089","$27,774,000"
168,T168,T168,Mark Calcavecchia,27,2.53,"$705,315","$27,825,480"
169,T168,T168,Mathias Grönberg,30,2.53,"$674,002","$26,595,000"
170,171,171,Stephen Gangluff,2,2.52,"$53,584","$2,125,000"
171,172,172,Rich Beem,27,2.49,"$658,225","$26,440,480"
172,173,173,Duffy Waldorf,28,2.47,"$625,513","$25,282,000"
173,174,174,Scott Gutschewski,19,2.45,"$379,487","$15,462,000"
174,T175,T175,Skip Kendall,22,2.42,"$439,933","$18,163,000"
175,T175,T175,Thaworn Wiratchant,3,2.42,"$86,045","$3,556,480"
176,T177,T177,Chad Collins,1,2.4,"$29,459","$1,225,000"
177,T177,T177,Lee Williams,1,2.4,"$29,459","$1,225,000"
178,179,179,Tatsuhiko Takahashi,1,2.37,"$30,750","$1,300,000"
179,T180,T180,Marco Dawson,27,2.36,"$545,076","$23,085,000"
180,T180,T180,Jeff Overton,28,2.36,"$577,131","$24,435,000"
181,T182,T182,Bubba Dickerson,32,2.33,"$650,313","$27,855,000"
182,T182,T182,Bernhard Langer,24,2.33,"$561,512","$24,103,480"
183,184,184,Louis Oosthuizen,2,2.31,"$61,000","$2,638,480"
184,T185,T185,Shane Bertsch,34,2.3,"$697,058","$30,321,000"
185,T185,T185,Graeme McDowell,15,2.3,"$357,901","$15,590,480"
186,187,187,Jay Delsing,14,2.27,"$276,447","$12,160,000"
187,188,188,Charl Schwartzel,8,2.25,"$211,281","$9,402,480"
188,T189,T189,Cameron Beckman,16,2.23,"$288,427","$12,924,000"
189,T189,T189,Jerry Smith,29,2.23,"$568,213","$25,425,000"
190,191,191,Michael Allen,25,2.22,"$470,945","$21,231,000"
191,192,192,Brent Geiberger,30,2.2,"$590,478","$26,865,000"
192,193,193,Jay Haas,7,2.19,"$163,398","$7,462,000"
193,T194,T194,Robert Garrigus,28,2.18,"$537,594","$24,615,000"
194,T194,T194,Mark Wilson,24,2.18,"$444,317","$20,394,000"
195,196,196,Scott Sterling,1,2.17,"$20,280","$936,000"
196,197,197,Johan Edfors,4,2.15,"$111,000","$5,162,480"
197,T198,T198,Brad Faxon,26,2.13,"$543,680","$25,528,000"
198,T198,T198,Tim Petrovic,30,2.13,"$601,928","$28,314,000"
199,200,200,Chris Riley,27,2.12,"$495,313","$23,382,000"
200,201,201,Kris Cox,28,2.11,"$517,835","$24,507,000"
201,202,202,Søren Kjeldsen,1,2.06,"$27,619","$1,338,480"
202,203,203,Alex Cejka,30,2.05,"$525,483","$25,605,000"
203,204,204,John Bickerton,4,2.03,"$104,827","$5,162,480"
204,T205,T205,Lee Janzen,28,2.01,"$524,197","$26,092,000"
205,T205,T205,Craig Parry,15,2.01,"$283,282","$14,062,000"
206,T207,T207,Gabriel Hjertstedt,16,2.0,"$251,235","$12,546,000"
207,T207,T207,Jonathan Kaye,32,2.0,"$578,713","$28,908,000"
208,209,209,Danny Ellis,23,1.98,"$382,500","$19,314,000"
209,210,210,Yusaku Miyazato,2,1.93,"$28,162","$1,458,000"
210,211,211,Jeff Brehaut,33,1.89,"$558,593","$29,538,000"
211,212,212,Paul McGinley,9,1.87,"$199,984","$10,707,480"
212,213,213,Arjun Atwal,33,1.85,"$550,535","$29,691,000"
213,214,214,Parker McLachlin,2,1.83,"$34,674","$1,890,000"
214,215,215,David McKenzie,28,1.79,"$425,227","$23,706,000"
215,T216,T216,John Huston,27,1.78,"$431,024","$24,228,000"
216,T216,T216,Simon Khan,2,1.78,"$45,545","$2,562,480"
217,218,218,Carlos Franco,29,1.77,"$454,384","$25,677,000"
218,219,219,Henrik Bjornstad,31,1.76,"$491,043","$27,891,000"
219,220,220,Franklin Langham,1,1.74,"$16,642","$954,000"
220,221,221,Robert Gamez,30,1.72,"$493,640","$28,624,000"
221,222,222,Azuma Yano,1,1.69,"$14,007","$828,000"
222,T223,T223,Philip Archer,1,1.67,"$20,482","$1,225,000"
223,T223,T223,Tag Ridings,33,1.67,"$498,242","$29,854,000"
224,T223,T223,Paul Stankowski,22,1.67,"$319,596","$19,134,000"
225,T226,T226,Steve Elkington,17,1.66,"$255,196","$15,337,480"
226,T226,T226,Don Yrene,2,1.66,"$29,238","$1,764,000"
227,228,228,B.J. Staten,18,1.64,"$253,088","$15,462,000"
228,229,229,Grant Waite,8,1.62,"$96,950","$5,976,000"
229,T230,T230,Andrew Marshall,1,1.61,"$21,577","$1,338,480"
230,T230,T230,D.A. Points,28,1.61,"$405,983","$25,209,000"
231,232,232,Robert Damron,31,1.58,"$451,299","$28,575,000"
232,233,233,Doug Barron,28,1.56,"$388,225","$24,921,000"
233,234,234,Gary Hallberg,4,1.53,"$35,692","$2,340,000"
234,235,235,Ian Leggatt,29,1.49,"$377,902","$25,371,000"
235,236,236,Mark Hensby,16,1.48,"$251,883","$17,043,480"
236,237,237,Tommy Armour III,25,1.47,"$352,446","$24,004,000"
237,238,238,Glen Day,12,1.46,"$134,580","$9,234,000"
238,239,239,Larry Mize,18,1.43,"$217,971","$15,246,000"
239,240,240,Toru Taniguchi,2,1.41,"$35,500","$2,525,000"
240,T241,T241,Kevin Na,11,1.4,"$146,099","$10,440,000"
241,T241,T241,John Riegger,20,1.4,"$230,765","$16,488,000"
242,243,243,Jason Dufner,2,1.39,"$29,459","$2,125,000"
243,244,244,Ben Crenshaw,2,1.37,"$32,060","$2,340,000"
244,245,245,Tjaart van der Walt,21,1.36,"$234,917","$17,271,000"
245,T246,T246,David Duval,24,1.35,"$318,276","$23,497,480"
246,T246,T246,Nick Price,16,1.35,"$208,938","$15,526,000"
247,T246,T246,Marco Ruiz,1,1.35,"$18,125","$1,338,480"
248,249,249,"Wes Short, Jr.",33,1.33,"$422,505","$31,720,000"
249,250,250,Notah Begay III,12,1.29,"$116,033","$8,982,000"
250,T251,T251,Spencer Levin,1,1.28,"$11,520","$900,000"
251,T251,T251,Bob Tway,25,1.28,"$299,725","$23,328,000"
252,T253,T253,Todd Fischer,35,1.26,"$395,817","$31,527,000"
253,T253,T253,Richard Green,4,1.26,"$64,250","$5,087,480"
254,T253,T253,Patrick Sheehan,34,1.26,"$386,796","$30,609,000"
255,T253,T253,Eli Zackheim,1,1.26,"$6,810","$540,000"
256,T257,T257,Darron Stiles,15,1.25,"$157,558","$12,654,000"
257,T257,T257,Ron Whittaker,28,1.25,"$300,032","$24,075,000"
258,T259,T259,Stuart Deane,1,1.22,"$13,140","$1,080,000"
259,T259,T259,Scott Parel,1,1.22,"$11,660","$954,000"
260,T259,T259,Kane Webber,1,1.22,"$12,045","$990,000"
261,262,262,Steve Jones,27,1.21,"$308,359","$25,507,000"
262,T263,T263,Greg Kraft,26,1.19,"$273,734","$22,951,000"
263,T263,T263,Jin Park,1,1.19,"$6,450","$540,000"
264,T263,T263,Vance Veazey,20,1.19,"$207,077","$17,451,000"
265,T266,T266,Patrick Damron,1,1.18,"$11,660","$990,000"
266,T266,T266,Wayne Levi,1,1.18,"$6,390","$540,000"
267,T268,T268,Brent Delahoussaye,1,1.17,"$10,550","$900,000"
268,T268,T268,Andres Gonzales,1,1.17,"$8,400","$720,000"
269,T270,T270,Scott Hend,6,1.16,"$61,162","$5,275,000"
270,T270,T270,Casey Wittenberg,1,1.16,"$10,868","$936,000"
271,272,272,Scott McCarron,15,1.15,"$175,727","$15,264,000"
272,T273,T273,Chip Beck,1,1.14,"$6,180","$540,000"
273,T273,T273,Peter Jacobsen,4,1.14,"$46,256","$4,069,000"
274,275,275,Mark O'Meara,18,1.13,"$203,667","$18,015,480"
275,276,276,Brian Henninger,12,1.1,"$96,453","$8,748,000"
276,277,277,Chris Parra,1,1.09,"$12,152","$1,116,000"
277,278,278,Stephen Dodd,3,1.08,"$41,750","$3,862,480"
278,T279,T279,Scott Harrington,1,1.04,"$7,480","$720,000"
279,T279,T279,Jim Kane,1,1.04,"$12,725","$1,224,000"
280,T279,T279,Chris Smith,21,1.04,"$183,410","$17,631,000"
281,T282,T282,Rob Oppenheim,2,1.03,"$19,500","$1,890,000"
282,T282,T282,David Roesch,1,1.03,"$7,400","$720,000"
283,T282,T282,Esteban Toledo,2,1.03,"$15,566","$1,512,000"
284,285,285,Sonny Skinner,1,1.01,"$9,646","$954,000"
285,T286,T286,David Frost,7,1.0,"$56,960","$5,724,000"
286,T286,T286,Brendan Jones,9,1.0,"$68,760","$6,894,000"
287,288,288,Dan Forsman,15,0.99,"$117,125","$11,808,000"
288,T289,T289,Michael Bradley,6,0.98,"$41,790","$4,266,000"
289,T289,T289,Gonzalo Fernandez-Castaño,5,0.98,"$52,577","$5,392,480"
290,T289,T289,Shiv Kapur,3,0.98,"$35,000","$3,556,480"
291,T289,T289,Chris Starkjohann,1,0.98,"$8,976","$918,000"
292,T293,T293,Matt Gogel,14,0.97,"$108,230","$11,106,000"
293,T293,T293,Scott Gump,10,0.97,"$72,248","$7,434,000"
294,T295,T295,Tom Byrum,11,0.95,"$101,094","$10,647,000"
295,T295,T295,Bill Glasson,17,0.95,"$127,931","$13,482,000"
296,T295,T295,Nicholas Thompson,32,0.95,"$264,716","$27,775,000"
297,298,298,Simon Wakefield,2,0.93,"$21,577","$2,328,480"
298,299,299,Thomas Levet,18,0.92,"$163,110","$17,671,000"
299,300,300,John Daly,21,0.91,"$192,134","$21,115,480"
300,301,301,Yasuharu Imano,2,0.9,"$20,400","$2,256,480"
301,302,302,Matt Hansen,25,0.89,"$187,252","$20,988,000"
302,303,303,Garrett Willis,10,0.86,"$60,541","$7,056,000"
303,304,304,Rocco Mediate,18,0.84,"$145,899","$17,434,000"
304,305,305,Tom Watson,2,0.83,"$21,577","$2,598,480"
305,T306,T306,Bob Burns,9,0.81,"$49,170","$6,084,000"
306,T306,T306,James Driscoll,29,0.81,"$219,904","$27,009,000"
307,308,308,Jimmy Walker,21,0.79,"$153,950","$19,575,000"
308,309,309,Gavin Coles,5,0.76,"$34,674","$4,536,000"
309,310,310,Andrew Buckle,2,0.72,"$18,497","$2,562,480"
310,311,311,Niclas Fasth,4,0.69,"$35,000","$5,087,480"
311,312,312,David Edwards,3,0.66,"$16,363","$2,466,000"
312,313,313,Joel Edwards,3,0.65,"$11,760","$1,800,000"
313,T314,T314,Mark Brooks,36,0.64,"$207,958","$32,707,000"
314,T314,T314,Donnie Hammond,11,0.64,"$52,693","$8,298,000"
315,T316,T316,Greg Chalmers,28,0.63,"$151,265","$23,940,000"
316,T316,T316,Mike Sposa,25,0.63,"$132,130","$21,060,000"
317,T316,T316,Kaname Yokoo,2,0.63,"$9,180","$1,458,000"
318,T319,T319,Will Moore,2,0.62,"$12,168","$1,971,000"
319,T319,T319,Jason Schultz,28,0.62,"$147,423","$23,724,000"
320,T321,T321,Todd Hamilton,27,0.61,"$165,152","$26,953,480"
321,T321,T321,Jeev Milkha Singh,3,0.61,"$16,676","$2,755,000"
322,323,323,Mike Small,9,0.56,"$40,256","$7,128,000"
323,324,324,Joel Kribel,2,0.55,"$10,476","$1,890,000"
324,T325,T325,Michael Connell,22,0.54,"$97,770","$18,054,000"
325,T325,T325,Roger Tambellini,25,0.54,"$116,684","$21,438,000"
326,T327,T327,Billy Hurley III,6,0.53,"$28,910","$5,454,000"
327,T327,T327,John Mallinger,3,0.53,"$16,354","$3,079,000"
328,329,329,Jay Williamson,18,0.52,"$86,149","$16,623,000"
329,330,330,James McLean,4,0.51,"$16,760","$3,312,000"
330,T331,T331,Ricky Barnes,2,0.46,"$6,946","$1,512,000"
331,T331,T331,Ryan Hietala,23,0.46,"$87,772","$19,044,000"
332,T333,T333,Blaine McCallister,10,0.44,"$32,190","$7,398,000"
333,T333,T333,Jim McGovern,8,0.44,"$26,070","$5,868,000"
334,T335,T335,Alex Aragon,26,0.43,"$94,503","$21,978,000"
335,T335,T335,David Peoples,4,0.43,"$13,988","$3,276,000"
336,T337,T337,Guy Boros,5,0.42,"$13,750","$3,276,000"
337,T337,T337,Keiichiro Fukabori,4,0.42,"$19,147","$4,516,480"
338,T337,T337,Matt Kuchar,8,0.42,"$30,297","$7,237,000"
339,T337,T337,Madalitso Muthiya,3,0.42,"$11,100","$2,629,000"
340,341,341,Craig Stadler,4,0.4,"$16,258","$4,104,000"
341,342,342,Matt Every,3,0.38,"$8,505","$2,232,000"
342,343,343,Len Mattiace,22,0.36,"$66,540","$18,621,000"
343,344,344,Scott Miller,3,0.35,"$9,588","$2,736,000"
344,T345,T345,"David Berganio, Jr.",2,0.34,"$6,060","$1,765,000"
345,T345,T345,Neal Lancaster,19,0.34,"$54,680","$15,876,000"
346,T345,T345,Phil Schmitt,2,0.34,"$5,460","$1,620,000"
347,T345,T345,Willie Wood,11,0.34,"$27,774","$8,208,000"
348,T349,T349,Andrew Magee,19,0.33,"$52,710","$15,822,000"
349,T349,T349,Phil Tataurangi,19,0.33,"$55,792","$17,092,000"
350,351,351,"John Engler, Jr.",27,0.31,"$72,694","$23,571,000"
351,352,352,Spike McRoy,9,0.29,"$18,225","$6,228,000"
352,353,353,Jon Mills,27,0.28,"$65,494","$23,472,000"
353,354,354,Hank Kuehne,9,0.27,"$24,676","$9,054,000"
354,T355,T355,Joey Snyder III,6,0.26,"$13,432","$5,220,000"
355,T355,T355,Hidemichi Tanaka,31,0.26,"$69,435","$27,108,000"
356,357,357,Michael Clark II,4,0.25,"$6,390","$2,520,000"
357,358,358,"Jim Gallagher, Jr.",4,0.23,"$6,390","$2,736,000"
358,359,359,Boyd Summerhays,13,0.19,"$20,794","$10,728,000"
359,T360,T360,David Gossett,7,0.14,"$7,480","$5,328,000"
360,T360,T360,Mike Hulbert,6,0.14,"$6,540","$4,698,000"
361,362,362,Craig Perks,18,0.07,"$11,880","$17,118,000"
362,363,363,Steven Bowditch,22,0.06,"$11,160","$18,774,000"
