,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
32,33,33,Andres Romero,2,"$88,612","$177,224"
33,34,34,Ben Curtis,26,"$86,781","$2,256,325"
34,35,35,Tom Lehman,20,"$84,604","$1,692,080"
35,T36,T36,Mikko Ilonen,1,"$83,655","$83,655"
36,T36,T36,Robert Rock,1,"$83,655","$83,655"
37,T36,T36,Brett Rumford,1,"$83,655","$83,655"
38,39,39,Lucas Glover,31,"$83,483","$2,587,982"
39,40,40,J.J. Henry,28,"$82,195","$2,301,480"
40,41,41,Brett Quigley,33,"$79,315","$2,617,418"
41,42,42,Mike Weir,24,"$78,488","$1,883,724"
42,43,43,Roland Thatcher,1,"$74,250","$74,250"
43,44,44,Dean Wilson,34,"$73,819","$2,509,857"
44,45,45,Tom Pernice Jr.,33,"$72,622","$2,396,547"
45,46,46,Jonathan Byrd,20,"$70,420","$1,408,418"
46,47,47,Scott Verplank,25,"$69,172","$1,729,318"
47,48,48,Ken Duke,2,"$69,115","$138,230"
48,49,49,Vaughn Taylor,26,"$68,613","$1,783,944"
49,50,50,Robert Allenby,22,"$68,344","$1,503,581"
50,51,51,Nick O'Hern,15,"$66,349","$995,235"
51,52,52,Tim Herron,27,"$65,783","$1,776,142"
52,53,53,David Howell,14,"$65,174","$912,437"
53,54,54,S.K. Ho,2,"$64,445","$128,890"
54,55,55,Colin Montgomerie,8,"$62,656","$501,249"
55,56,56,Kenneth Ferrie,3,"$61,085","$183,255"
56,57,57,Aaron Baddeley,25,"$60,660","$1,516,512"
57,58,58,Darren Clarke,11,"$60,081","$660,897"
58,59,59,Camilo Villegas,29,"$60,072","$1,742,111"
59,60,60,Chris DiMarco,26,"$59,150","$1,537,925"
60,61,61,John Senden,28,"$58,952","$1,650,673"
61,62,62,Henrik Stenson,10,"$58,230","$582,302"
62,63,63,Justin Rose,28,"$58,188","$1,629,288"
63,64,64,Jason Bohn,29,"$57,823","$1,676,892"
64,65,65,Ben Crane,26,"$57,272","$1,489,092"
65,66,66,J.B. Holmes,26,"$57,215","$1,487,603"
66,67,67,Frank Lickliter II,29,"$57,092","$1,655,678"
67,68,68,Corey Pavin,23,"$56,873","$1,308,084"
68,69,69,Nathan Green,30,"$56,693","$1,700,803"
69,70,70,Shaun Micheel,29,"$56,304","$1,632,842"
70,71,71,Jerry Kelly,31,"$56,058","$1,737,799"
71,72,72,Troy Matteson,32,"$55,581","$1,778,597"
72,73,73,Jeff Maggert,26,"$55,014","$1,430,376"
73,74,74,Greg Owen,24,"$54,861","$1,316,684"
74,75,75,Jesper Parnevik,24,"$54,512","$1,308,309"
75,76,76,Fred Funk,29,"$54,477","$1,579,837"
76,77,77,Lee Slattery,1,"$54,096","$54,096"
77,78,78,Richard Johnson,29,"$53,633","$1,555,376"
78,79,79,Bob Estes,25,"$53,609","$1,340,243"
79,80,80,John Rollins,28,"$53,529","$1,498,827"
80,81,81,Anders Hansen,1,"$53,100","$53,100"
81,82,82,Ángel Cabrera,12,"$51,958","$623,504"
82,83,83,Charles Howell III,30,"$51,770","$1,553,104"
83,84,84,Ryan Moore,22,"$51,005","$1,122,117"
84,85,85,Bart Bryant,26,"$50,620","$1,316,131"
85,86,86,David Hearn,1,"$50,437","$50,437"
86,87,87,Chris Couch,27,"$50,249","$1,356,731"
87,88,88,Bo Van Pelt,28,"$49,640","$1,389,926"
88,89,89,Billy Mayfair,29,"$47,172","$1,367,997"
89,90,90,Sean O'Hair,30,"$47,046","$1,411,387"
90,91,91,Daniel Chopra,33,"$46,377","$1,530,454"
91,92,92,Fred Couples,17,"$45,903","$780,361"
92,93,93,Craig Barlow,22,"$45,751","$1,006,537"
93,94,94,Lee Westwood,14,"$45,040","$630,565"
94,95,95,Billy Andrade,24,"$44,080","$1,057,926"
95,96,96,Eric Axley,29,"$43,951","$1,274,579"
96,97,97,Freddie Jacobson,18,"$43,820","$788,763"
97,98,98,Jeff Sluman,29,"$43,173","$1,252,024"
98,99,99,Anthony Wall,3,"$42,963","$128,890"
99,100,100,Steve Flesch,33,"$42,958","$1,417,615"
100,101,101,Nick Watney,29,"$42,890","$1,243,816"
101,102,102,Kirk Triplett,18,"$42,588","$766,593"
102,103,103,Miguel Angel Jiménez,8,"$41,751","$334,011"
103,104,104,Mathew Goggin,26,"$41,390","$1,076,141"
104,105,105,José Coceres,13,"$40,199","$522,591"
105,106,106,Heath Slocum,30,"$39,356","$1,180,681"
106,107,107,Shigeki Maruyama,30,"$38,470","$1,154,115"
107,108,108,Charley Hoffman,29,"$38,454","$1,115,192"
108,109,109,Daisuke Maruyama,25,"$38,274","$956,873"
109,110,110,Hunter Mahan,29,"$38,188","$1,107,456"
110,111,111,Peter Lonard,22,"$38,046","$837,017"
111,112,112,Woody Austin,31,"$38,042","$1,179,321"
112,113,113,Pat Perez,19,"$37,868","$719,507"
113,114,114,Bubba Watson,27,"$37,750","$1,019,263"
114,115,115,Charles Warren,27,"$37,734","$1,018,840"
115,116,116,Kenny Perry,22,"$37,213","$818,698"
116,117,117,Peter Hedblom,2,"$37,126","$74,252"
117,118,118,Paul Goydos,24,"$37,099","$890,391"
118,119,119,Joe Ogilvie,29,"$37,003","$1,073,110"
119,120,120,J.P. Hayes,19,"$36,917","$701,432"
120,121,121,Ted Purdy,33,"$36,861","$1,216,428"
121,122,122,Marcus Fraser,1,"$36,482","$36,482"
122,123,123,Ryan Palmer,30,"$36,428","$1,092,853"
123,124,124,Steve Lowery,31,"$36,288","$1,124,949"
124,125,125,Briny Baird,25,"$33,781","$844,547"
125,126,126,Loren Roberts,4,"$33,642","$134,571"
126,127,127,Brian Gay,31,"$33,470","$1,037,599"
127,128,128,Ryuji Imada,31,"$32,843","$1,018,140"
128,129,129,Michael Campbell,10,"$32,398","$323,982"
129,130,130,D.J. Trahan,33,"$31,370","$1,035,242"
130,131,131,Harrison Frazar,29,"$30,655","$889,022"
131,132,132,Will MacKenzie,29,"$30,343","$879,965"
132,133,133,Justin Leonard,26,"$30,067","$781,756"
133,134,134,Bill Haas,30,"$29,567","$887,023"
134,T135,T135,Chad Collins,1,"$29,459","$29,459"
135,T135,T135,Lee Williams,1,"$29,459","$29,459"
136,137,137,John Cook,22,"$29,295","$644,505"
137,138,138,Jason Caron,1,"$29,260","$29,260"
138,139,139,Brandt Jobe,28,"$28,658","$802,431"
139,140,140,Joey Sindelar,29,"$27,672","$802,507"
140,141,141,Stephen Leaney,27,"$27,657","$746,747"
141,142,142,Søren Kjeldsen,1,"$27,619","$27,619"
142,143,143,Jeff Gove,29,"$27,361","$793,476"
143,144,144,Brian Davis,28,"$27,224","$762,281"
144,145,145,Kent Jones,32,"$26,898","$860,766"
145,146,146,Stephen Gangluff,2,"$26,792","$53,584"
146,147,147,Omar Uresti,22,"$26,532","$583,704"
147,148,148,Dudley Hart,29,"$26,301","$762,736"
148,149,149,Jason Allred,2,"$26,250","$52,500"
149,150,150,Paul Casey,8,"$26,175","$209,401"
150,151,151,Bob May,21,"$26,129","$548,711"
151,152,152,Mark Calcavecchia,27,"$26,122","$705,315"
152,153,153,Kevin Sutherland,29,"$25,918","$751,625"
153,154,154,WC Liang,1,"$25,850","$25,850"
154,155,155,J.L. Lewis,17,"$25,804","$438,668"
155,156,156,Olin Browne,30,"$25,135","$754,061"
156,157,157,Jason Day,7,"$24,929","$174,508"
157,158,158,Brian Bateman,26,"$24,813","$645,153"
158,159,159,Jason Gore,29,"$24,724","$717,004"
159,160,160,Rich Beem,27,"$24,378","$658,225"
160,161,161,David Branshaw,29,"$24,356","$706,345"
161,162,162,Graeme McDowell,15,"$23,860","$357,901"
162,163,163,Robert Karlsson,5,"$23,656","$118,282"
163,164,164,Paul Azinger,30,"$23,402","$702,089"
164,165,165,Bernhard Langer,24,"$23,396","$561,512"
165,166,166,Jay Haas,7,"$23,342","$163,398"
166,167,167,Simon Khan,2,"$22,772","$45,545"
167,168,168,Mathias Grönberg,30,"$22,466","$674,002"
168,169,169,Duffy Waldorf,28,"$22,339","$625,513"
169,170,170,Scott Piercy,6,"$22,007","$132,042"
170,171,171,Andrew Marshall,1,"$21,577","$21,577"
171,172,172,Brad Faxon,26,"$20,910","$543,680"
172,173,173,Jeff Overton,28,"$20,611","$577,131"
173,174,174,Shane Bertsch,34,"$20,501","$697,058"
174,175,175,Philip Archer,1,"$20,482","$20,482"
175,176,176,Bubba Dickerson,32,"$20,322","$650,313"
176,177,177,Scott Sterling,1,"$20,280","$20,280"
177,178,178,Marco Dawson,27,"$20,188","$545,076"
178,179,179,Tim Petrovic,30,"$20,064","$601,928"
179,180,180,Skip Kendall,22,"$19,996","$439,933"
180,181,181,Scott Gutschewski,19,"$19,973","$379,487"
181,182,182,Jay Delsing,14,"$19,746","$276,447"
182,183,183,Brent Geiberger,30,"$19,682","$590,478"
183,184,184,Jerry Smith,29,"$19,593","$568,213"
184,185,185,Dicky Pride,9,"$19,408","$174,674"
185,186,186,Robert Garrigus,28,"$19,199","$537,594"
186,187,187,Craig Parry,15,"$18,885","$283,282"
187,188,188,Michael Allen,25,"$18,837","$470,945"
188,189,189,Lee Janzen,28,"$18,721","$524,197"
189,190,190,Mark Wilson,24,"$18,513","$444,317"
190,191,191,Kris Cox,28,"$18,494","$517,835"
191,192,192,Chris Riley,27,"$18,344","$495,313"
192,193,193,Marco Ruiz,1,"$18,125","$18,125"
193,194,194,Jonathan Kaye,32,"$18,084","$578,713"
194,195,195,Cameron Beckman,16,"$18,026","$288,427"
195,196,196,Alex Cejka,30,"$17,516","$525,483"
196,197,197,Parker McLachlin,2,"$17,337","$34,674"
197,198,198,Jeff Brehaut,33,"$16,927","$558,593"
198,199,199,Arjun Atwal,33,"$16,682","$550,535"
199,200,200,Franklin Langham,1,"$16,642","$16,642"
200,201,201,Danny Ellis,23,"$16,630","$382,500"
201,202,202,Robert Gamez,30,"$16,454","$493,640"
202,203,203,Ben Crenshaw,2,"$16,030","$32,060"
203,204,204,John Huston,27,"$15,963","$431,024"
204,205,205,Henrik Bjornstad,31,"$15,840","$491,043"
205,206,206,Mark Hensby,16,"$15,742","$251,883"
206,207,207,Gabriel Hjertstedt,16,"$15,702","$251,235"
207,208,208,Carlos Franco,29,"$15,668","$454,384"
208,209,209,David McKenzie,28,"$15,186","$425,227"
209,210,210,Thaworn Wiratchant,3,"$15,181","$45,545"
210,211,211,Tag Ridings,33,"$15,098","$498,242"
211,212,212,Steve Elkington,17,"$15,011","$255,196"
212,213,213,Thomas Bjørn,7,"$14,967","$104,773"
213,214,214,Jason Dufner,2,"$14,729","$29,459"
214,215,215,Don Yrene,2,"$14,619","$29,238"
215,216,216,Robert Damron,31,"$14,558","$451,299"
216,217,217,Paul Stankowski,22,"$14,527","$319,596"
217,218,218,Paul McGinley,9,"$14,526","$130,734"
218,219,219,D.A. Points,28,"$14,499","$405,983"
219,220,220,Tommy Armour III,25,"$14,097","$352,446"
220,221,221,Yusaku Miyazato,2,"$14,081","$28,162"
221,222,222,B.J. Staten,18,"$14,060","$253,088"
222,223,223,Azuma Yano,1,"$14,007","$14,007"
223,224,224,Doug Barron,28,"$13,865","$388,225"
224,225,225,Shingo Katayama,6,"$13,710","$82,262"
225,226,226,Charl Schwartzel,8,"$13,535","$108,281"
226,227,227,Paul Broadhurst,4,"$13,524","$54,096"
227,228,228,Kevin Na,11,"$13,281","$146,099"
228,229,229,David Duval,24,"$13,261","$318,276"
229,230,230,Stuart Deane,1,"$13,140","$13,140"
230,231,231,Nick Price,16,"$13,058","$208,938"
231,232,232,Ian Leggatt,29,"$13,031","$377,902"
232,233,233,"Wes Short, Jr.",33,"$12,803","$422,505"
233,234,234,Jim Kane,1,"$12,725","$12,725"
234,235,235,Kevin Stadler,6,"$12,662","$75,972"
235,236,236,Chris Parra,1,"$12,152","$12,152"
236,237,237,Grant Waite,8,"$12,118","$96,950"
237,238,238,Larry Mize,18,"$12,109","$217,971"
238,239,239,Kane Webber,1,"$12,045","$12,045"
239,240,240,Bob Tway,25,"$11,989","$299,725"
240,241,241,Scott McCarron,15,"$11,715","$175,727"
241,T242,T242,Patrick Damron,1,"$11,660","$11,660"
242,T242,T242,Scott Parel,1,"$11,660","$11,660"
243,244,244,Peter Jacobsen,4,"$11,564","$46,256"
244,245,245,John Riegger,20,"$11,538","$230,765"
245,246,246,Spencer Levin,1,"$11,520","$11,520"
246,247,247,Steve Jones,27,"$11,420","$308,359"
247,248,248,Patrick Sheehan,34,"$11,376","$386,796"
248,249,249,Mark O'Meara,18,"$11,314","$203,667"
249,250,250,Todd Fischer,35,"$11,309","$395,817"
250,251,251,Glen Day,12,"$11,215","$134,580"
251,252,252,Tjaart van der Walt,21,"$11,186","$234,917"
252,253,253,Casey Wittenberg,1,"$10,868","$10,868"
253,T254,T254,Simon Dyson,2,"$10,788","$21,577"
254,T254,T254,Simon Wakefield,2,"$10,788","$21,577"
255,T254,T254,Tom Watson,2,"$10,788","$21,577"
256,257,257,Ron Whittaker,28,"$10,715","$300,032"
257,258,258,Brent Delahoussaye,1,"$10,550","$10,550"
258,259,259,Greg Kraft,26,"$10,528","$273,734"
259,260,260,Darron Stiles,15,"$10,503","$157,558"
260,261,261,Vance Veazey,20,"$10,353","$207,077"
261,262,262,Yasuharu Imano,2,"$10,200","$20,400"
262,263,263,Scott Hend,6,"$10,193","$61,162"
263,264,264,Rob Oppenheim,2,"$9,750","$19,500"
264,265,265,Notah Begay III,12,"$9,669","$116,033"
265,266,266,Sonny Skinner,1,"$9,646","$9,646"
266,267,267,Andrew Buckle,2,"$9,248","$18,497"
267,268,268,Tom Byrum,11,"$9,190","$101,094"
268,269,269,John Daly,21,"$9,149","$192,134"
269,270,270,Thomas Levet,18,"$9,061","$163,110"
270,271,271,Chris Starkjohann,1,"$8,976","$8,976"
271,272,272,Gary Hallberg,4,"$8,923","$35,692"
272,273,273,Chris Smith,21,"$8,733","$183,410"
273,274,274,Andres Gonzales,1,"$8,400","$8,400"
274,275,275,Nicholas Thompson,32,"$8,272","$264,716"
275,276,276,David Frost,7,"$8,137","$56,960"
276,277,277,Rocco Mediate,18,"$8,105","$145,899"
277,278,278,Brian Henninger,12,"$8,037","$96,453"
278,279,279,Dan Forsman,15,"$7,808","$117,125"
279,280,280,Esteban Toledo,2,"$7,783","$15,566"
280,281,281,Matt Gogel,14,"$7,730","$108,230"
281,282,282,Brendan Jones,9,"$7,640","$68,760"
282,283,283,James Driscoll,29,"$7,582","$219,904"
283,284,284,Bill Glasson,17,"$7,525","$127,931"
284,285,285,Matt Hansen,25,"$7,490","$187,252"
285,286,286,Scott Harrington,1,"$7,480","$7,480"
286,287,287,David Roesch,1,"$7,400","$7,400"
287,288,288,Jimmy Walker,21,"$7,330","$153,950"
288,289,289,Richard Green,4,"$7,312","$29,250"
289,290,290,Scott Gump,10,"$7,224","$72,248"
290,291,291,Michael Bradley,6,"$6,965","$41,790"
291,292,292,Gavin Coles,5,"$6,934","$34,674"
292,293,293,Eli Zackheim,1,"$6,810","$6,810"
293,294,294,Jin Park,1,"$6,450","$6,450"
294,295,295,Wayne Levi,1,"$6,390","$6,390"
295,296,296,Chip Beck,1,"$6,180","$6,180"
296,297,297,Todd Hamilton,27,"$6,116","$165,152"
297,298,298,Will Moore,2,"$6,084","$12,168"
298,299,299,Garrett Willis,10,"$6,054","$60,541"
299,300,300,Mark Brooks,36,"$5,776","$207,958"
300,301,301,Jeev Milkha Singh,3,"$5,558","$16,676"
301,302,302,Bob Burns,9,"$5,463","$49,170"
302,303,303,David Edwards,3,"$5,454","$16,363"
303,304,304,John Mallinger,3,"$5,451","$16,354"
304,305,305,Greg Chalmers,28,"$5,402","$151,265"
305,306,306,John Bickerton,4,"$5,394","$21,577"
306,307,307,Mike Sposa,25,"$5,285","$132,130"
307,308,308,Jason Schultz,28,"$5,265","$147,423"
308,309,309,Joel Kribel,2,"$5,238","$10,476"
309,310,310,Billy Hurley III,6,"$4,818","$28,910"
310,311,311,Donnie Hammond,11,"$4,790","$52,693"
311,T312,T312,Keiichiro Fukabori,4,"$4,786","$19,147"
312,T312,T312,Jay Williamson,18,"$4,786","$86,149"
313,314,314,Roger Tambellini,25,"$4,667","$116,684"
314,315,315,Kaname Yokoo,2,"$4,590","$9,180"
315,316,316,Mike Small,9,"$4,472","$40,256"
316,317,317,Michael Connell,22,"$4,444","$97,770"
317,318,318,Gonzalo Fernandez-Castaño,5,"$4,315","$21,577"
318,319,319,James McLean,4,"$4,190","$16,760"
319,320,320,Craig Stadler,4,"$4,064","$16,258"
320,321,321,Joel Edwards,3,"$3,920","$11,760"
321,322,322,Ryan Hietala,23,"$3,816","$87,772"
322,323,323,Matt Kuchar,8,"$3,787","$30,297"
323,324,324,Madalitso Muthiya,3,"$3,700","$11,100"
324,325,325,Alex Aragon,26,"$3,634","$94,503"
325,326,326,David Peoples,4,"$3,497","$13,988"
326,327,327,Ricky Barnes,2,"$3,473","$6,946"
327,328,328,Jim McGovern,8,"$3,258","$26,070"
328,329,329,Blaine McCallister,10,"$3,219","$32,190"
329,330,330,Scott Miller,3,"$3,196","$9,588"
330,331,331,"David Berganio, Jr.",2,"$3,030","$6,060"
331,332,332,Len Mattiace,22,"$3,024","$66,540"
332,333,333,Phil Tataurangi,19,"$2,936","$55,792"
333,334,334,Neal Lancaster,19,"$2,877","$54,680"
334,335,335,Matt Every,3,"$2,835","$8,505"
335,336,336,Andrew Magee,19,"$2,774","$52,710"
336,337,337,Guy Boros,5,"$2,750","$13,750"
337,338,338,Hank Kuehne,9,"$2,741","$24,676"
338,339,339,Phil Schmitt,2,"$2,730","$5,460"
339,340,340,"John Engler, Jr.",27,"$2,692","$72,694"
340,341,341,Willie Wood,11,"$2,524","$27,774"
341,342,342,Jon Mills,27,"$2,425","$65,494"
342,343,343,Hidemichi Tanaka,31,"$2,239","$69,435"
343,344,344,Joey Snyder III,6,"$2,238","$13,432"
344,345,345,Spike McRoy,9,"$2,025","$18,225"
345,346,346,Boyd Summerhays,13,"$1,599","$20,794"
346,T347,T347,Michael Clark II,4,"$1,597","$6,390"
347,T347,T347,"Jim Gallagher, Jr.",4,"$1,597","$6,390"
348,349,349,Mike Hulbert,6,"$1,090","$6,540"
349,350,350,David Gossett,7,"$1,068","$7,480"
350,351,351,Craig Perks,18,$660,"$11,880"
351,352,352,Steven Bowditch,22,$507,"$11,160"
