,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Jason Dufner,21,2012030
1,2,2,Seung-Yul Noh,17,2012180
2,3,3,Ian Poulter,15,2012050
3,4,4,Vijay Singh,12,2012270
4,T5,T5,Billy Horschel,11,2012250
5,T5,T5,Zach Johnson,11,2012260
6,T5,T5,Chris Kirk,11,2012300
7,T5,T5,Steve Stricker,11,2012240
8,T9,T9,Robert Garrigus,10,2012280
9,T9,T9,Padraig Harrington,10,2012220
10,T9,T9,Carl Pettersson,10,2012290
11,T9,T9,Adam Scott,10,2012240
12,T13,T13,Dustin Johnson,9,2012280
13,T13,T13,John Senden,9,2012260
14,T13,T13,Jimmy Walker,9,2012300
15,T16,T16,John Huh,8,2012330
16,T16,T16,Russell Knox,8,2012310
17,T16,T16,Louis Oosthuizen,8,2012270
18,T16,T16,Kevin Streelman,8,2012290
19,T20,T20,Jonas Blixt,7,2012370
20,T20,T20,Luke Donald,7,2012320
21,T20,T20,Ernie Els,7,2012350
22,T20,T20,Tom Gillis,7,2012300
23,T20,T20,Paul Lawrie,7,2011310
24,T20,T20,Rory McIlroy,7,2012320
25,T20,T20,Chris Riley,7,2012220
26,T20,T20,Charl Schwartzel,7,2012330
27,T20,T20,Bo Van Pelt,7,2012330
28,T20,T20,Tiger Woods,7,2012320
29,T30,T30,Patrick Cantlay,6,2012280
30,T30,T30,Bud Cauley,6,2012370
31,T30,T30,Greg Chalmers,6,2012320
32,T30,T30,Harris English,6,2012370
33,T30,T30,Tim Herron,6,2012330
34,T30,T30,Phil Mickelson,6,2012350
35,T30,T30,Edoardo Molinari,6,2011240
36,T30,T30,Ryan Moore,6,2012370
37,T30,T30,Geoff Ogilvy,6,2012320
38,T30,T30,Peter Senior,6,2000310
39,T30,T30,Kevin Stadler,6,2012340
40,T30,T30,Doug Tewell,6,1999230
41,T30,T30,Nick Watney,6,2012370
42,T43,T43,Brendon de Jonge,5,2012390
