,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Chad Campbell,27,35,,1,1,2012450
1,2,2,Scott Stallings,27,33,1.0,1,14,2012010
2,3,3,Chez Reavie,26,27,,1,13,2012450
3,T4,T4,Will Claxton,28,26,1.0,2,1,2012150
4,T4,T4,Russell Knox,23,26,1.0,1,9,2012430
5,T4,T4,Heath Slocum,29,26,1.0,1,2,2012200
6,T4,T4,Brandt Snedeker,22,26,,1,7,2012320
7,T8,T8,J.J. Henry,28,24,1.0,3,12,2012030
8,T8,T8,Charles Howell III,29,24,1.0,3,18,2012450
9,T10,T10,Harrison Frazar,20,23,1.0,2,3,2012010
10,T10,T10,Jim Furyk,24,23,,2,8,2012450
11,T10,T10,Jeff Overton,29,23,9.0,1,10,2012300
12,T10,T10,Kevin Stadler,25,23,,4,9,2012390
13,T14,T14,Jason Bohn,28,22,1.0,2,5,2012190
14,T14,T14,Scott Brown,24,22,2.0,4,11,2012310
15,T14,T14,Miguel Angel Carballo,25,22,1.0,1,18,2012150
16,T14,T14,Rickie Fowler,23,22,,4,5,2012190
17,T14,T14,Jason Gore,8,22,,1,7,2012310
18,T14,T14,Charley Hoffman,27,22,1.0,2,10,2012150
19,T14,T14,John Huh,28,22,,1,7,2012430
20,T14,T14,John Mallinger,25,22,,1,17,2012060
21,T14,T14,John Merrick,26,22,5.0,4,17,2012290
22,T14,T14,Kevin Na,25,22,3.0,1,17,2012010
23,T14,T14,Kyle Stanley,27,22,1.0,2,17,2012040
24,T14,T14,Brendan Steele,24,22,3.0,1,10,2012430
25,T14,T14,D.J. Trahan,27,22,10.0,2,13,2012480
26,T27,T27,Jonas Blixt,21,21,1.0,1,5,2012150
27,T27,T27,Martin Laird,22,21,,3,14,2012010
28,T27,T27,Spencer Levin,26,21,1.0,1,15,2012050
