,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Chris Kirk,17
1,2,2,Johnson Wagner,14
2,T3,T3,Ben Curtis,13
3,T3,T3,Scott Piercy,13
4,T3,T3,D.A. Points,13
5,T3,T3,Bubba Watson,13
6,T7,T7,Brendon de Jonge,11
7,T7,T7,Mathew Goggin,11
8,T7,T7,Dustin Johnson,11
9,T7,T7,Rory McIlroy,11
10,T7,T7,Carl Pettersson,11
11,T7,T7,Chris Riley,11
12,T7,T7,Brandt Snedeker,11
13,14,14,Steve Stricker,10
14,T15,T15,Blake Adams,9
15,T15,T15,Jonas Blixt,9
16,T15,T15,Chris Couch,9
17,T15,T15,Ben Crane,9
18,T15,T15,Jason Dufner,9
19,T15,T15,Harrison Frazar,9
20,T15,T15,Bill Haas,9
21,T15,T15,Trevor Immelman,9
22,T15,T15,Jerry Kelly,9
23,T15,T15,David Mathis,9
24,T15,T15,Troy Matteson,9
25,T15,T15,Phil Mickelson,9
26,T15,T15,Jeff Overton,9
27,T15,T15,Adam Scott,9
28,T15,T15,Tiger Woods,9
29,T30,T30,Jason Bohn,8
30,T30,T30,Luke Donald,8
31,T30,T30,Jim Furyk,8
32,T30,T30,Tommy Gainey,8
33,T30,T30,Bobby Gates,8
34,T30,T30,Charles Howell III,8
35,T30,T30,Martin Laird,8
36,T30,T30,William McGirt,8
37,T30,T30,Seung-Yul Noh,8
38,T30,T30,John Rollins,8
39,T30,T30,Justin Rose,8
40,T30,T30,Josh Teater,8
41,T30,T30,Michael Thompson,8
42,T30,T30,Bo Van Pelt,8
43,T44,T44,Stuart Appleby,7
44,T44,T44,Daniel Chopra,7
45,T44,T44,Tim Clark,7
46,T44,T44,James Driscoll,7
47,T44,T44,Ernie Els,7
48,T44,T44,Sergio Garcia,7
49,T44,T44,Robert Garrigus,7
50,T44,T44,David Hearn,7
51,T44,T44,J.B. Holmes,7
52,T44,T44,John Huh,7
53,T44,T44,Russell Knox,7
54,T44,T44,Matt Kuchar,7
55,T44,T44,Bill Lunde,7
56,T44,T44,Jeff Maggert,7
57,T44,T44,Steve Marino,7
58,T44,T44,George McNeill,7
59,T44,T44,Kevin Na,7
60,T44,T44,Sean O'Hair,7
61,T44,T44,"Ted Potter, Jr.",7
62,T44,T44,Rory Sabbatini,7
63,T44,T44,Charl Schwartzel,7
64,T44,T44,Vijay Singh,7
65,T44,T44,Heath Slocum,7
66,T44,T44,Scott Stallings,7
67,T44,T44,Henrik Stenson,7
68,T44,T44,Brendon Todd,7
69,T44,T44,Mark Wilson,7
70,T71,T71,Charlie Beljan,6
71,T71,T71,Ángel Cabrera,6
72,T71,T71,Patrick Cantlay,6
73,T71,T71,Bud Cauley,6
74,T71,T71,Kevin Chappell,6
75,T71,T71,Will Claxton,6
76,T71,T71,Nicolas Colsaerts,6
77,T71,T71,Jason Day,6
78,T71,T71,Harris English,6
79,T71,T71,Martin Flores,6
80,T71,T71,Rickie Fowler,6
81,T71,T71,Brian Gay,6
82,T71,T71,Retief Goosen,6
83,T71,T71,Peter Hanson,6
84,T71,T71,Tim Herron,6
85,T71,T71,Troy Kelly,6
86,T71,T71,Kevin Kisner,6
