,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,T1,T1,Brendon de Jonge,148,12
1,T1,T1,Jeff Overton,187,12
2,3,3,Chris Couch,184,10
3,T4,T4,Roberto Castro,27,9
4,T4,T4,Bob Estes,596,9
5,T4,T4,Ryan Moore,185,9
6,T4,T4,Jonathan Randolph,3,9
7,T8,T8,Kevin Na,233,8
8,T8,T8,Scott Stallings,55,8
9,T8,T8,Michael Thompson,56,8
10,T8,T8,Bubba Watson,168,8
11,T8,T8,Charlie Wi,183,8
12,T13,T13,Nathan Green,193,7
13,T13,T13,Russell Knox,23,7
14,T13,T13,Garth Mulroy,43,7
15,T16,T16,Charlie Beljan,23,6
16,T16,T16,Matt Every,54,6
17,T16,T16,William McGirt,64,6
18,T16,T16,Johnson Wagner,166,6
19,T16,T16,Boo Weekley,171,6
20,T16,T16,Mark Wilson,261,6
21,T22,T22,Scott Dunlap,200,5
22,T22,T22,Robert Garrigus,184,5
23,T22,T22,Tom Gillis,136,5
24,T22,T22,Tim Herron,467,5
25,T22,T22,Charley Hoffman,202,5
26,T22,T22,Ian Poulter,139,5
27,T22,T22,Jeff Quinney,142,5
28,T22,T22,Charl Schwartzel,62,5
29,T22,T22,Josh Teater,92,5
30,T22,T22,Y.E. Yang,121,5
31,T32,T32,Woody Austin,494,4
32,T32,T32,Cameron Beckman,369,4
33,T32,T32,Jonas Blixt,21,4
34,T32,T32,Gavin Coles,120,4
35,T32,T32,Glen Day,439,4
36,T32,T32,Ernie Els,316,4
37,T32,T32,Martin Flores,59,4
38,T32,T32,Fred Funk,618,4
39,T32,T32,Jim Furyk,465,4
40,T32,T32,Brian Gay,422,4
41,T32,T32,Billy Horschel,48,4
42,T32,T32,Randall Hutchison,2,4
43,T32,T32,Zach Johnson,228,4
44,T32,T32,Robert Karlsson,96,4
45,T32,T32,Jerry Kelly,506,4
46,T32,T32,Skip Kendall,408,4
47,T32,T32,Len Mattiace,379,4
48,T32,T32,Bryce Molder,156,4
49,T32,T32,Ryan Palmer,246,4
50,T32,T32,Ted Purdy,257,4
51,T32,T32,Brett Quigley,392,4
52,T32,T32,Brandt Snedeker,164,4
53,T32,T32,Joey Snyder III,45,4
54,T32,T32,Shawn Stefani,2,4
55,T32,T32,Kevin Streelman,145,4
56,T32,T32,Daniel Summerhays,56,4
57,T32,T32,David Toms,512,4
58,T32,T32,Nick Watney,213,4
59,T60,T60,Stuart Appleby,413,3
60,T60,T60,Eric Axley,142,3
61,T60,T60,Kris Blanks,102,3
62,T60,T60,Greg Chalmers,302,3
63,T60,T60,Luke Donald,224,3
64,T60,T60,James Driscoll,189,3
65,T60,T60,Derek Lamely,83,3
66,T60,T60,Davis Love III,637,3
67,T60,T60,Jarrod Lyle,101,3
68,T60,T60,John Merrick,163,3
69,T60,T60,Sean O'Hair,203,3
70,T60,T60,Arron Oberholser,126,3
71,T60,T60,"Ted Potter, Jr.",25,3
72,T60,T60,Gene Sauers,453,3
73,T60,T60,Webb Simpson,115,3
74,T60,T60,Derek Tolan,3,3
75,T60,T60,Esteban Toledo,280,3
76,T60,T60,D.J. Trahan,237,3
77,T60,T60,Cameron Tringale,81,3
78,T60,T60,Jimmy Walker,162,3
79,T60,T60,Garrett Willis,220,3
80,T81,T81,Notah Begay III,211,2
81,T81,T81,Matt Bettencourt,123,2
82,T81,T81,Ken Duke,167,2
83,T81,T81,Keith Fergus,317,2
84,T81,T81,Lucas Glover,234,2
85,T81,T81,Andres Gonzales,25,2
86,T81,T81,Peter Hanson,40,2
87,T81,T81,Jay Hwang,1,2
88,T81,T81,Miguel Angel Jiménez,118,2
89,T81,T81,Richard Johnson,240,2
90,T81,T81,Edward Loar,32,2
91,T81,T81,Peter Lonard,224,2
92,T81,T81,Steve Lowery,580,2
93,T81,T81,David Lynn,2,2
94,T81,T81,Billy Mayfair,715,2
95,T81,T81,Mike Miles,58,2
96,T81,T81,Thorbjørn Olesen,3,2
97,T81,T81,Cory Renfrew,1,2
98,T81,T81,José de Jesús Rodríguez,5,2
99,T81,T81,Brendan Steele,50,2
100,T81,T81,Roland Thatcher,150,2
101,T81,T81,Casey Wittenberg,53,2
102,T81,T81,Willie Wood,480,2
