,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,6.0,
1,2,2,Jeff Sluman,23,,
2,T3,T3,Tim Clark,22,7.0,
3,T3,T3,Fred Couples,22,1.0,
4,T3,T3,Scott McCarron,22,1.0,
5,T6,T6,Stuart Appleby,21,7.0,
6,T6,T6,Bob Estes,21,5.0,
7,T6,T6,Scott Verplank,21,2.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Joey Sindelar,20,,
10,T11,T11,Ben Crane,19,9.0,
11,T11,T11,Joe Durant,19,4.0,
12,T11,T11,Jesper Parnevik,19,1.0,
13,T11,T11,Dan Pohl,19,,
14,T15,T15,Glen Day,18,4.0,
15,T15,T15,Chris DiMarco,18,5.0,
16,T15,T15,Retief Goosen,18,6.0,
17,T15,T15,Charles Howell III,18,8.0,
18,T15,T15,Ryan Moore,18,6.0,
19,T15,T15,Craig Parry,18,,
20,T21,T21,Ronnie Black,17,,
21,T21,T21,Jonathan Byrd,17,4.0,
22,T21,T21,Brendon de Jonge,17,11.0,
23,T21,T21,Luke Donald,17,8.0,
24,T21,T21,Ed Fiori,17,,
25,T21,T21,Donnie Hammond,17,,
26,T21,T21,Jerry Kelly,17,9.0,
27,T21,T21,Chris Kirk,17,17.0,
28,T21,T21,Roger Maltbie,17,,
29,T21,T21,Shigeki Maruyama,17,,
30,T21,T21,Mark O'Meara,17,,
31,T21,T21,Vijay Singh,17,7.0,
32,T21,T21,Kirk Triplett,17,1.0,
33,T21,T21,Tiger Woods,17,9.0,
34,T35,T35,Ken Green,16,,
35,T35,T35,Bill Haas,16,9.0,
36,T35,T35,Lee Janzen,16,3.0,
37,T35,T35,Matt Kuchar,16,7.0,
38,T35,T35,Troy Matteson,16,9.0,
39,T35,T35,Blaine McCallister,16,1.0,
40,T35,T35,Steve Pate,16,,
41,T35,T35,Corey Pavin,16,2.0,
42,T35,T35,Kenny Perry,16,2.0,
43,T35,T35,D.A. Points,16,13.0,
44,T35,T35,Chez Reavie,16,6.0,
45,T35,T35,Chris Riley,16,11.0,
46,T35,T35,Mike Weir,16,1.0,
47,T48,T48,Stephen Ames,15,4.0,
48,T48,T48,Brian Davis,15,5.0,
49,T48,T48,Carlos Franco,15,,
50,T48,T48,Scott Hoch,15,,
51,T48,T48,Tom Kite,15,,
52,T48,T48,Davis Love III,15,4.0,
53,T48,T48,Andrew Magee,15,,
54,T48,T48,Scott Simpson,15,,
55,T48,T48,Chris Smith,15,1.0,
56,T48,T48,Craig Stadler,15,,
57,T48,T48,Bob Tway,15,,
58,T48,T48,Johnson Wagner,15,14.0,
59,T60,T60,Robert Allenby,14,4.0,
60,T60,T60,Woody Austin,14,4.0,
61,T60,T60,Brian Bateman,14,,
62,T60,T60,Russ Cochran,14,,
63,T60,T60,Marco Dawson,14,3.0,
64,T60,T60,Steve Flesch,14,1.0,
65,T60,T60,Rickie Fowler,14,6.0,
66,T60,T60,Brent Geiberger,14,,
67,T60,T60,Mathew Goggin,14,11.0,
68,T60,T60,John Huston,14,,
69,T60,T60,Freddie Jacobson,14,2.0,
70,T60,T60,Kent Jones,14,1.0,
71,T60,T60,Justin Leonard,14,3.0,
72,T60,T60,Frank Lickliter II,14,2.0,
73,T60,T60,Peter Lonard,14,2.0,
74,T60,T60,Jeff Maggert,14,7.0,
75,T60,T60,Rocco Mediate,14,5.0,
