,YTD_Consecutive_Cuts_RANK THIS WEEK,YTD_Consecutive_Cuts_RANK LAST WEEK,YTD_Consecutive_Cuts_PLAYER NAME,YTD_Consecutive_Cuts_NUMBER OF CUTS
0,1,1,Jason Dufner,21
1,2,2,Seung-Yul Noh,17
2,3,3,Ian Poulter,15
3,4,4,Vijay Singh,12
4,T5,T5,Billy Horschel,11
5,T5,T5,Zach Johnson,11
6,T5,T5,Chris Kirk,11
7,T5,T5,Steve Stricker,11
8,T9,T9,Robert Garrigus,10
9,T9,T9,Padraig Harrington,10
10,T9,T9,Carl Pettersson,10
11,T9,T9,Adam Scott,10
12,T13,T13,Dustin Johnson,9
13,T13,T13,John Senden,9
14,T13,T13,Jimmy Walker,9
15,T16,T16,John Huh,8
16,T16,T16,Russell Knox,8
17,T16,T16,Louis Oosthuizen,8
18,T16,T16,Kevin Streelman,8
19,T20,T20,Jonas Blixt,7
20,T20,T20,Luke Donald,7
21,T20,T20,Ernie Els,7
22,T20,T20,Tom Gillis,7
23,T20,T20,Rory McIlroy,7
24,T20,T20,Chris Riley,7
25,T20,T20,Charl Schwartzel,7
26,T20,T20,Bo Van Pelt,7
27,T20,T20,Tiger Woods,7
28,T29,T29,Patrick Cantlay,6
29,T29,T29,Bud Cauley,6
30,T29,T29,Greg Chalmers,6
31,T29,T29,Harris English,6
32,T29,T29,Tim Herron,6
33,T29,T29,Paul Lawrie,6
34,T29,T29,Phil Mickelson,6
35,T29,T29,Ryan Moore,6
36,T29,T29,Geoff Ogilvy,6
37,T29,T29,Kevin Stadler,6
38,T29,T29,Nick Watney,6
39,T40,T40,Brendon de Jonge,5
40,T40,T40,Retief Goosen,5
41,T40,T40,J.B. Holmes,5
42,T40,T40,Brandt Jobe,5
43,T40,T40,Sean O'Hair,5
44,T40,T40,Jeff Overton,5
45,T40,T40,Brandt Snedeker,5
46,T40,T40,Camilo Villegas,5
47,T48,T48,Ángel Cabrera,4
48,T48,T48,Will Claxton,4
49,T48,T48,Ben Curtis,4
50,T48,T48,Jason Day,4
51,T48,T48,Jamie Donaldson,4
52,T48,T48,Bob Estes,4
53,T48,T48,Rickie Fowler,4
54,T48,T48,Jim Furyk,4
55,T48,T48,Sergio Garcia,4
56,T48,T48,Mathew Goggin,4
57,T48,T48,Nathan Green,4
58,T48,T48,J.J. Killeen,4
59,T48,T48,Matt Kuchar,4
60,T48,T48,Davis Love III,4
61,T48,T48,Francesco Molinari,4
62,T48,T48,Pat Perez,4
63,T48,T48,Scott Piercy,4
64,T48,T48,Lee Westwood,4
65,T66,T66,Mark Anderson,3
66,T66,T66,Cameron Beckman,3
67,T66,T66,Charlie Beljan,3
68,T66,T66,Thomas Bjørn,3
69,T66,T66,Keegan Bradley,3
70,T66,T66,Stewart Cink,3
71,T66,T66,Fred Couples,3
72,T66,T66,Ken Duke,3
73,T66,T66,Gonzalo Fernandez-Castaño,3
74,T66,T66,Martin Flores,3
75,T66,T66,Brian Gay,3
76,T66,T66,Peter Hanson,3
77,T66,T66,Charles Howell III,3
78,T66,T66,Ryuji Imada,3
79,T66,T66,Matt Jones,3
80,T66,T66,Jason Kokrak,3
81,T66,T66,Scott Langley,3
82,T66,T66,Joost Luiten,3
83,T66,T66,Hunter Mahan,3
84,T66,T66,John Merrick,3
85,T66,T66,Kevin Na,3
86,T66,T66,Ryan Palmer,3
87,T66,T66,Alexandre Rocha,3
88,T66,T66,John Rollins,3
89,T66,T66,Webb Simpson,3
90,T66,T66,Henrik Stenson,3
91,T66,T66,D.J. Trahan,3
92,T66,T66,Mark Wilson,3
93,T66,T66,Y.E. Yang,3
94,T95,T95,Stuart Appleby,2
95,T95,T95,Matthew Baldwin,2
96,T95,T95,Jason Bohn,2
97,T95,T95,Guy Boros,2
98,T95,T95,Roberto Castro,2
99,T95,T95,Alex Cejka,2
100,T95,T95,Kevin Chappell,2
101,T95,T95,Daniel Chopra,2
102,T95,T95,Gavin Coles,2
103,T95,T95,Nicolas Colsaerts,2
104,T95,T95,Ben Crane,2
105,T95,T95,Marco Dawson,2
106,T95,T95,Glen Day,2
107,T95,T95,Chris DiMarco,2
108,T95,T95,Matt Every,2
109,T95,T95,Ross Fisher,2
110,T95,T95,Yoshinori Fujimoto,2
111,T95,T95,Tommy Gainey,2
112,T95,T95,Bill Haas,2
113,T95,T95,Brian Harman,2
114,T95,T95,Beau Hossler,2
115,T95,T95,Miguel Angel Jiménez,2
116,T95,T95,K.T. Kim,2
117,T95,T95,Marc Leishman,2
118,T95,T95,Justin Leonard,2
119,T95,T95,Edward Loar,2
120,T95,T95,Jarrod Lyle,2
121,T95,T95,Graeme McDowell,2
122,T95,T95,Garth Mulroy,2
123,T95,T95,Toshinori Muto,2
124,T95,T95,Alex Noren,2
125,T95,T95,Thorbjørn Olesen,2
126,T95,T95,Juvic Pagunsan,2
127,T95,T95,Carl Paulson,2
128,T95,T95,Corey Pavin,2
129,T95,T95,Ted Purdy,2
130,T95,T95,Kyle Reifers,2
131,T95,T95,Justin Rose,2
132,T95,T95,Marcel Siem,2
133,T95,T95,Lee Slattery,2
134,T95,T95,Scott Stallings,2
135,T95,T95,Kyle Stanley,2
136,T95,T95,Brendan Steele,2
137,T95,T95,Toru Taniguchi,2
138,T95,T95,Michael Thompson,2
139,T95,T95,Omar Uresti,2
140,T95,T95,Tom Watson,2
141,T95,T95,Bubba Watson,2
142,T95,T95,Boo Weekley,2
143,T95,T95,Brett Wetterich,2
144,T95,T95,Charlie Wi,2
