,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
130,T129,T129,Justin Leonard,26,9
131,T129,T129,Rod Pampling,26,9
132,T129,T129,Alexandre Rocha,21,9
133,T129,T129,D.J. Trahan,27,9
134,135,135,Gary Christian,28,8
135,136,136,Chez Reavie,26,7
136,T137,T137,Chad Campbell,27,6
137,T137,T137,Bob Estes,23,6
138,T137,T137,Billy Hurley III,27,6
139,T137,T137,Dicky Pride,19,6
140,T137,T137,Vijay Singh,27,6
141,T137,T137,Scott Stallings,27,6
142,T137,T137,Camilo Villegas,25,6
143,T144,T144,John Daly,15,5
144,T144,T144,Rickie Fowler,23,5
145,T144,T144,Hunter Haas,24,5
146,T144,T144,Cameron Tringale,26,5
147,T148,T148,Jonas Blixt,21,4
148,T148,T148,Ángel Cabrera,20,4
149,T148,T148,Brendon de Jonge,31,4
150,T148,T148,Bobby Gates,29,4
151,T148,T148,Brian Harman,30,4
152,T148,T148,Kevin Na,25,4
153,T148,T148,Michael Thompson,25,4
154,T155,T155,Tim Clark,20,3
155,T155,T155,Will Claxton,28,3
156,T155,T155,Marco Dawson,22,3
157,T155,T155,Stephen Gangluff,23,3
158,T155,T155,Ryo Ishikawa,18,3
159,T155,T155,Matt Jones,19,3
160,T155,T155,Chris Kirk,27,3
161,T155,T155,Pat Perez,23,3
162,T155,T155,Heath Slocum,29,3
163,T164,T164,Sangmoon Bae,25,2
164,T164,T164,Jason Day,17,2
165,T164,T164,Graham DeLaet,23,2
166,T164,T164,Chris DiMarco,29,2
167,T164,T164,Jason Dufner,22,2
168,T164,T164,Tommy Gainey,32,2
169,T164,T164,Sergio Garcia,16,2
170,T164,T164,Mathew Goggin,23,2
171,T164,T164,Nathan Green,22,2
172,T164,T164,Louis Oosthuizen,19,2
173,T164,T164,Kyle Thompson,22,2
174,T164,T164,Lee Westwood,15,2
175,T164,T164,Steve Wheatcroft,22,2
176,T164,T164,Gary Woodland,22,2
177,T178,T178,Ricky Barnes,28,1
178,T178,T178,Bud Cauley,28,1
179,T178,T178,Marc Leishman,23,1
180,T178,T178,Josh Teater,30,1
181,T178,T178,Jimmy Walker,28,1
