,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
0,1,1,Jason Kokrak,27,215
1,2,2,Ryan Moore,24,151
2,3,3,Nick Watney,26,116
3,T4,T4,Seung-Yul Noh,28,105
4,T4,T4,Bubba Watson,19,105
5,6,6,Brandt Snedeker,22,102
6,7,7,Zach Johnson,25,99
7,8,8,Rory McIlroy,16,97
8,9,9,Luke Donald,17,94
9,10,10,Dustin Johnson,19,92
10,T11,T11,Tommy Biershenk,27,86
11,T11,T11,Jerry Kelly,26,86
12,13,13,Bryce Molder,25,85
13,14,14,Jason Bohn,28,80
14,15,15,Ryan Palmer,24,78
15,T16,T16,Matt Bettencourt,31,76
16,T16,T16,Harris English,27,76
17,18,18,Billy Horschel,17,75
18,19,19,Jim Furyk,24,74
19,20,20,William McGirt,30,73
20,21,21,Daniel Chopra,21,72
21,22,22,John Merrick,26,71
22,23,23,Tom Pernice Jr.,23,68
23,T24,T24,Ryuji Imada,28,67
24,T24,T24,Boo Weekley,25,67
25,26,26,Martin Flores,30,64
26,27,27,Stuart Appleby,24,63
27,T28,T28,Sean O'Hair,24,62
28,T28,T28,Vaughn Taylor,26,62
29,T30,T30,Michael Bradley,23,61
30,T30,T30,Webb Simpson,22,61
31,T32,T32,Chris Stroud,28,58
32,T32,T32,Daniel Summerhays,26,58
33,34,34,George McNeill,25,56
34,35,35,J.B. Holmes,25,55
35,36,36,Geoff Ogilvy,20,54
36,37,37,Charl Schwartzel,16,53
37,38,38,Brendon Todd,29,52
38,T39,T39,Brandt Jobe,18,48
39,T39,T39,Colt Knost,29,48
40,41,41,Kyle Reifers,27,47
41,42,42,Trevor Immelman,24,46
42,T43,T43,Jonathan Byrd,21,44
43,T43,T43,"Ted Potter, Jr.",25,44
44,45,45,Jeff Overton,29,43
45,46,46,Tiger Woods,19,42
46,T47,T47,Aaron Baddeley,22,41
47,T47,T47,James Driscoll,27,41
48,T47,T47,Edward Loar,23,41
49,T47,T47,Graeme McDowell,16,41
50,T51,T51,Ben Crane,23,40
51,T51,T51,Danny Lee,26,40
52,T53,T53,Keegan Bradley,25,39
53,T53,T53,Greg Chalmers,25,39
54,T53,T53,Tim Herron,27,39
55,T53,T53,Adam Scott,16,39
56,T53,T53,Kevin Stadler,25,39
57,T53,T53,Johnson Wagner,27,39
58,59,59,J.J. Killeen,33,38
59,60,60,Kevin Streelman,26,37
60,T61,T61,Charlie Beljan,22,35
61,T61,T61,Phil Mickelson,22,35
62,T61,T61,Garth Mulroy,20,35
63,64,64,Matt Every,25,34
64,T65,T65,Ben Curtis,19,33
65,T65,T65,Kevin Kisner,24,33
66,T67,T67,Kevin Chappell,29,32
67,T67,T67,Carl Pettersson,26,32
68,69,69,Brendan Steele,24,31
69,T70,T70,Robert Garrigus,26,30
70,T70,T70,Matt Kuchar,22,30
71,T70,T70,Scott Piercy,28,30
72,73,73,Freddie Jacobson,17,28
73,T74,T74,Miguel Angel Carballo,25,27
74,T74,T74,Roberto Castro,27,27
75,T74,T74,Stewart Cink,22,27
76,T74,T74,Charlie Wi,25,27
77,T78,T78,David Hearn,28,26
78,T78,T78,John Huh,28,26
79,T78,T78,Nick O'Hern,26,26
80,T78,T78,Y.E. Yang,20,26
81,82,82,Brian Davis,29,25
82,T83,T83,Padraig Harrington,18,24
83,T83,T83,David Toms,19,24
84,T85,T85,Tom Gillis,23,23
85,T85,T85,Bill Lunde,25,23
86,T85,T85,Mark Wilson,25,23
87,T88,T88,Ernie Els,22,21
88,T88,T88,Martin Laird,22,21
89,T88,T88,D.A. Points,29,21
90,T88,T88,Justin Rose,19,21
91,T88,T88,Steve Stricker,19,21
92,T93,T93,Arjun Atwal,27,20
93,T93,T93,Derek Lamely,25,20
94,T93,T93,Davis Love III,20,20
95,96,96,Spencer Levin,26,19
96,T97,T97,Robert Allenby,27,18
97,T97,T97,Scott Brown,24,18
98,T97,T97,Charles Howell III,29,18
99,T97,T97,Hunter Mahan,23,18
100,T97,T97,John Mallinger,25,18
101,T97,T97,Andres Romero,22,18
102,T97,T97,John Senden,22,18
103,T104,T104,Stephen Ames,20,17
104,T104,T104,Cameron Beckman,26,17
105,T104,T104,Rocco Mediate,23,17
106,T104,T104,Greg Owen,27,17
107,108,108,Bo Van Pelt,24,16
108,T109,T109,Kris Blanks,23,15
109,T109,T109,Troy Matteson,32,15
110,T109,T109,John Rollins,26,15
111,T112,T112,Ken Duke,30,14
112,T112,T112,Scott Dunlap,20,14
113,T112,T112,Troy Kelly,23,14
114,115,115,Charley Hoffman,27,13
115,T116,T116,Mark Anderson,25,12
116,T116,T116,Richard Lee,24,12
117,T116,T116,David Mathis,29,12
118,T116,T116,Ian Poulter,15,12
119,T120,T120,K.J. Choi,21,11
120,T120,T120,Brian Gay,28,11
121,T120,T120,Henrik Stenson,15,11
122,T120,T120,Roland Thatcher,21,11
123,T124,T124,Blake Adams,32,10
124,T124,T124,Gavin Coles,23,10
125,T124,T124,Chris Couch,21,10
126,T124,T124,J.J. Henry,28,10
127,T124,T124,Jeff Maggert,27,10
128,T129,T129,Sung Kang,30,9
129,T129,T129,Robert Karlsson,17,9
