,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Brian Gay,28,353,11.0
1,2,2,Russell Knox,23,254,
2,T3,T3,Jonas Blixt,21,248,4.0
3,T3,T3,Greg Chalmers,25,248,39.0
4,5,5,Brian Harman,30,242,4.0
5,6,6,Ryo Ishikawa,18,239,3.0
6,7,7,Ben Curtis,19,226,33.0
7,8,8,David Toms,19,225,24.0
8,9,9,Jimmy Walker,28,222,1.0
9,10,10,Webb Simpson,22,220,61.0
10,11,11,Vaughn Taylor,26,219,62.0
11,12,12,Jason Kokrak,27,215,215.0
12,13,13,Martin Flores,30,211,64.0
13,T14,T14,Marco Dawson,22,210,3.0
14,T14,T14,David Mathis,29,210,12.0
15,16,16,Bryce Molder,25,207,85.0
16,T17,T17,Ernie Els,22,205,21.0
17,T17,T17,Pat Perez,23,205,3.0
18,19,19,Bart Bryant,6,203,16.0
19,T20,T20,Brian Davis,29,202,25.0
20,T20,T20,Charlie Wi,25,202,27.0
21,22,22,Thomas Bjørn,9,199,30.0
22,23,23,J.J. Henry,28,196,10.0
23,24,24,Bill Haas,23,195,
24,25,25,Nicolas Colsaerts,9,194,31.0
25,T26,T26,Ian Poulter,15,193,12.0
26,T26,T26,Kevin Stadler,25,193,39.0
27,T28,T28,Louis Oosthuizen,19,192,2.0
28,T28,T28,Jeff Overton,29,192,43.0
29,30,30,Darren Clarke,7,191,60.0
30,T31,T31,Bob Estes,23,190,6.0
31,T31,T31,Daniel Summerhays,26,190,58.0
32,33,33,Jason Day,17,188,2.0
33,T34,T34,Sergio Garcia,16,187,2.0
34,T34,T34,J.J. Killeen,33,187,38.0
35,T36,T36,Jim Furyk,24,186,74.0
36,T36,T36,Greg Owen,27,186,17.0
37,T36,T36,Lee Westwood,15,186,2.0
38,T39,T39,Aaron Baddeley,22,182,41.0
39,T39,T39,Sean O'Hair,24,182,62.0
40,41,41,Scott Piercy,28,181,30.0
41,42,42,Dustin Johnson,19,180,92.0
42,43,43,Camilo Villegas,25,176,6.0
43,44,44,James Driscoll,27,173,41.0
44,45,45,Arjun Atwal,27,171,20.0
45,T46,T46,Colt Knost,29,170,48.0
46,T46,T46,Seung-Yul Noh,28,170,105.0
47,T48,T48,Robert Allenby,27,169,18.0
48,T48,T48,Kevin Streelman,26,169,37.0
49,50,50,Todd Hamilton,10,168,1.0
50,51,51,Matt Every,25,167,34.0
51,52,52,Brendon de Jonge,31,166,4.0
52,T53,T53,David Duval,17,163,65.0
53,T53,T53,Steve Stricker,19,163,21.0
54,55,55,Chris Riley,12,162,26.0
55,T56,T56,Stephen Ames,20,161,17.0
56,T56,T56,Phil Mickelson,22,161,35.0
57,58,58,Stuart Appleby,24,160,63.0
58,T59,T59,Matt Bettencourt,31,158,76.0
59,T59,T59,Spencer Levin,26,158,19.0
60,T61,T61,Sangmoon Bae,25,157,2.0
61,T61,T61,Derek Lamely,25,157,20.0
62,T61,T61,Tom Pernice Jr.,23,157,68.0
63,64,64,Marc Turnesa,11,156,66.0
64,T65,T65,Keegan Bradley,25,155,39.0
65,T65,T65,Bo Van Pelt,24,155,16.0
66,67,67,Gary Woodland,22,154,2.0
67,68,68,Erik Compton,26,153,
68,69,69,Jeff Maggert,27,152,10.0
69,T70,T70,Ryan Moore,24,151,151.0
70,T70,T70,Alex Noren,4,151,151.0
71,T72,T72,John Daly,15,150,5.0
72,T72,T72,Ken Duke,30,150,14.0
73,74,74,Marcus Fraser,3,149,30.0
74,T75,T75,Graeme McDowell,16,148,41.0
75,T75,T75,Kevin Na,25,148,4.0
76,T75,T75,Brendon Todd,29,148,52.0
77,T78,T78,Marc Leishman,23,147,1.0
78,T78,T78,William McGirt,30,147,73.0
79,T78,T78,Chris Stroud,28,147,58.0
80,T81,T81,Brandt Jobe,18,146,48.0
81,T81,T81,Chris Kirk,27,146,3.0
82,T81,T81,Rod Pampling,26,146,9.0
83,T81,T81,Steve Wheatcroft,22,146,2.0
84,85,85,K.T. Kim,11,145,49.0
85,T86,T86,Scott Stallings,27,144,6.0
86,T86,T86,Nick Watney,26,144,116.0
87,88,88,John Senden,22,143,18.0
88,T89,T89,Zach Johnson,25,142,99.0
89,T89,T89,Tom Watson,3,142,10.0
90,T91,T91,Harris English,27,141,76.0
91,T91,T91,Tommy Gainey,32,141,2.0
92,T91,T91,Sung Kang,30,141,9.0
93,T94,T94,Chris Couch,21,140,10.0
94,T94,T94,Y.E. Yang,20,140,26.0
95,T96,T96,Will Claxton,28,139,3.0
96,T96,T96,Davis Love III,20,139,20.0
97,T98,T98,Chris DiMarco,29,138,2.0
98,T98,T98,Michael Thompson,25,138,4.0
99,T100,T100,Jason Bohn,28,137,80.0
100,T100,T100,Jonathan Byrd,21,137,44.0
101,T100,T100,K.J. Choi,21,137,11.0
102,T100,T100,Heath Slocum,29,137,3.0
103,104,104,Luke Donald,17,136,94.0
104,T105,T105,Bobby Gates,29,135,4.0
105,T105,T105,Padraig Harrington,18,135,24.0
106,107,107,Mark Wilson,25,134,23.0
107,T108,T108,Billy Hurley III,27,133,6.0
108,T108,T108,Kevin Kisner,24,133,33.0
109,T108,T108,Carl Pettersson,26,133,32.0
110,T111,T111,Matt Kuchar,22,132,30.0
111,T111,T111,Martin Laird,22,132,21.0
112,T111,T111,Hunter Mahan,23,132,18.0
113,T114,T114,Paul Casey,9,131,13.0
114,T114,T114,Tim Herron,27,131,39.0
115,T114,T114,Bill Lunde,25,131,23.0
116,T114,T114,Rory Sabbatini,29,131,
117,T114,T114,Adam Scott,16,131,39.0
118,T119,T119,Ben Crane,23,130,40.0
119,T119,T119,Rocco Mediate,23,130,17.0
120,T119,T119,Garth Mulroy,20,130,35.0
121,122,122,Geoff Ogilvy,20,129,54.0
122,T123,T123,Chad Campbell,27,128,6.0
123,T123,T123,Roberto Castro,27,128,27.0
124,T123,T123,Daniel Chopra,21,128,72.0
125,T126,T126,Tommy Biershenk,27,127,86.0
126,T126,T126,Garrett Willis,15,127,85.0
127,T128,T128,Robert Garrigus,26,126,30.0
128,T128,T128,Ryan Palmer,24,126,78.0
129,T130,T130,John Huh,28,125,26.0
130,T130,T130,Alexandre Rocha,21,125,9.0
131,T130,T130,Jhonattan Vegas,25,125,
132,T133,T133,Alex Cejka,12,124,5.0
133,T133,T133,Hunter Haas,24,124,5.0
134,T133,T133,Peter Hanson,11,124,4.0
135,T133,T133,"Ted Potter, Jr.",25,124,44.0
136,T137,T137,Michael Bradley,23,123,61.0
137,T137,T137,Corey Pavin,2,123,
138,T139,T139,Bud Cauley,28,122,1.0
139,T139,T139,George McNeill,25,122,56.0
140,T139,T139,Dicky Pride,19,122,6.0
141,T142,T142,Ángel Cabrera,20,120,4.0
142,T142,T142,J.B. Holmes,25,120,55.0
143,T142,T142,Troy Matteson,32,120,15.0
144,T145,T145,Nathan Green,22,119,2.0
145,T145,T145,Nick O'Hern,26,119,26.0
146,T145,T145,Chez Reavie,26,119,7.0
147,T148,T148,Brendan Steele,24,118,31.0
148,T148,T148,Cameron Tringale,26,118,5.0
149,T150,T150,Paul Goydos,6,117,48.0
150,T150,T150,David Hearn,28,117,26.0
151,T150,T150,Vijay Singh,27,117,6.0
152,T150,T150,Brandt Snedeker,22,117,102.0
153,T154,T154,Thomas Aiken,4,116,12.0
154,T154,T154,Yoshinori Fujimoto,2,116,116.0
155,T156,T156,Jerry Kelly,26,115,86.0
156,T156,T156,José María Olazábal,5,115,
157,T156,T156,Duffy Waldorf,11,115,9.0
158,T159,T159,Blake Adams,32,114,10.0
159,T159,T159,Fran Quinn,5,114,5.0
160,T159,T159,John Rollins,26,114,15.0
161,162,162,Richard Lee,24,113,12.0
162,T163,T163,Patrick Cantlay,10,112,20.0
163,T163,T163,Harrison Frazar,20,112,
164,T163,T163,Johnson Wagner,27,112,39.0
165,T166,T166,Gary Christian,28,111,8.0
166,T166,T166,Mathew Goggin,23,111,2.0
167,T166,T166,Charles Howell III,29,111,18.0
168,T166,T166,Kyle Thompson,22,111,2.0
169,T170,T170,John Mallinger,25,110,18.0
170,T170,T170,Rory McIlroy,16,110,97.0
171,T170,T170,Joe Ogilvie,17,110,10.0
172,173,173,Rickie Fowler,23,109,5.0
173,174,174,Craig Barlow,7,108,33.0
174,T175,T175,Freddie Jacobson,17,106,28.0
175,T175,T175,Neal Lancaster,8,106,3.0
176,T175,T175,Robert Rock,6,106,1.0
177,T178,T178,Steven Bowditch,18,105,2.0
178,T178,T178,Scott Brown,24,105,18.0
179,T178,T178,Jason Gore,8,105,105.0
180,T178,T178,Kyle Reifers,27,105,47.0
181,T178,T178,Bubba Watson,19,105,105.0
182,T183,T183,Gavin Coles,23,104,10.0
183,T183,T183,Edward Loar,23,104,41.0
184,T185,T185,Tim Clark,20,103,3.0
185,T185,T185,Scott Langley,4,103,81.0
186,T185,T185,Andres Romero,22,103,18.0
187,T185,T185,D.J. Trahan,27,103,9.0
188,T189,T189,Ryuji Imada,28,102,67.0
189,T189,T189,Charl Schwartzel,16,102,53.0
190,T189,T189,Josh Teater,30,102,1.0
191,T192,T192,Jason Dufner,22,101,2.0
192,T192,T192,Luke Guthrie,4,101,52.0
193,T194,T194,Scott Dunlap,20,100,14.0
194,T194,T194,Patrick Sheehan,21,100,
