,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
195,T196,T196,Kevin Chappell,29,99,32.0
196,T196,T196,Boo Weekley,25,99,67.0
197,T198,T198,Jamie Donaldson,4,98,4.0
198,T198,T198,Hunter Hamrick,5,98,13.0
199,T198,T198,D.A. Points,29,98,21.0
200,T201,T201,Charley Hoffman,27,97,13.0
201,T201,T201,Matt Jones,19,97,3.0
202,T201,T201,Kyle Stanley,27,97,
203,T201,T201,Mike Weir,14,97,2.0
204,205,205,Lucas Glover,16,96,9.0
205,206,206,Justin Rose,19,95,21.0
206,T207,T207,Alejandro Cañizares,3,94,94.0
207,T207,T207,Fred Couples,4,94,51.0
208,T207,T207,Simon Dyson,8,94,2.0
209,T207,T207,Billy Horschel,17,94,75.0
210,T207,T207,Thongchai Jaidee,3,94,19.0
211,T207,T207,Billy Mayfair,28,94,
212,T207,T207,Thorbjørn Olesen,2,94,29.0
213,214,214,Tom Gillis,23,93,23.0
214,T215,T215,Mark Anderson,25,92,12.0
215,T215,T215,Jamie Lovemark,16,92,53.0
216,T215,T215,Tim Petrovic,17,92,2.0
217,T215,T215,Henrik Stenson,15,92,11.0
218,T219,T219,Trevor Immelman,24,90,46.0
219,T219,T219,Martin Kaymer,8,90,35.0
220,T219,T219,Tiger Woods,19,90,42.0
221,T222,T222,Mark Calcavecchia,3,89,89.0
222,T222,T222,Robert Damron,7,89,89.0
223,T222,T222,Skip Kendall,5,89,89.0
224,T222,T222,Justin Leonard,26,89,9.0
225,T222,T222,Steve Marino,6,89,18.0
226,T222,T222,Kevin Sutherland,4,89,47.0
227,T228,T228,Danny Lee,26,87,40.0
228,T228,T228,Jesper Parnevik,3,87,
229,230,230,Troy Kelly,23,86,14.0
230,T231,T231,Miguel Angel Jiménez,6,85,5.0
231,T231,T231,Jarrod Lyle,7,85,
232,T231,T231,Brett Wetterich,7,85,85.0
233,234,234,Shane Bertsch,17,84,9.0
234,T235,T235,Stewart Cink,22,83,27.0
235,T235,T235,Graham DeLaet,23,83,2.0
236,T235,T235,John Merrick,26,83,71.0
237,238,238,Kris Blanks,23,82,15.0
238,T239,T239,Woody Austin,7,81,68.0
239,T239,T239,Scott McCarron,6,81,8.0
240,241,241,Ricky Barnes,28,80,1.0
241,T242,T242,Rich Beem,10,79,
242,T242,T242,Miguel Angel Carballo,25,79,27.0
243,T242,T242,Paul Lawrie,6,79,45.0
244,T242,T242,Kenny Perry,5,79,21.0
245,246,246,Charlie Beljan,22,78,35.0
246,T247,T247,Rafa Cabrera Bello,6,77,41.0
247,T247,T247,Joe Durant,14,77,23.0
248,T247,T247,Shaun Micheel,12,77,31.0
249,T250,T250,Fred Funk,4,76,76.0
250,T250,T250,Retief Goosen,12,76,75.0
251,T250,T250,Lee Janzen,12,76,23.0
252,T250,T250,Kelly Kraft,10,76,19.0
253,T250,T250,Roland Thatcher,21,76,11.0
254,T255,T255,Ted Purdy,4,75,53.0
255,T255,T255,Jeev Milkha Singh,3,75,4.0
256,T255,T255,Paul Stankowski,8,75,13.0
257,T255,T255,Scott Verplank,9,75,1.0
258,T259,T259,Chad Collins,9,74,3.0
259,T259,T259,Anders Hansen,7,74,36.0
260,T261,T261,Jbe' Kruger,2,73,10.0
261,T261,T261,Francesco Molinari,8,73,13.0
262,T263,T263,Matthew Baldwin,2,72,18.0
263,T263,T263,Joseph Bramlett,1,72,72.0
264,T263,T263,Morgan Hoffmann,1,72,72.0
265,T263,T263,Anirban Lahiri,1,72,72.0
266,T263,T263,David Lynn,1,72,72.0
267,T263,T263,Alistair Presnell,1,72,72.0
268,T263,T263,Patrick Reed,12,72,16.0
269,T263,T263,Shawn Stefani,1,72,72.0
270,T263,T263,Willie Wood,1,72,72.0
271,T272,T272,Cameron Beckman,26,71,17.0
272,T272,T272,Alvaro Quiros,8,71,1.0
273,T272,T272,Aaron Watkins,2,71,21.0
274,T275,T275,Kent Jones,7,70,9.0
275,T275,T275,Len Mattiace,1,70,1.0
276,T277,T277,Stephen Gangluff,23,69,3.0
277,T277,T277,Brett Quigley,1,69,69.0
278,T279,T279,Briny Baird,13,68,10.0
279,T279,T279,Justin Hicks,2,68,39.0
280,T279,T279,Pablo Larrazabal,3,68,22.0
281,T282,T282,Mark Brooks,3,66,2.0
282,T282,T282,Will MacKenzie,6,66,
283,T284,T284,Steve Flesch,12,65,13.0
284,T284,T284,Frank Lickliter II,9,65,
285,T284,T284,Koumei Oda,2,65,39.0
286,T287,T287,Ross Fisher,2,64,64.0
287,T287,T287,Daniel Miernicki,2,64,7.0
288,T287,T287,Justin Thomas,1,64,7.0
289,290,290,Robert Gamez,8,63,13.0
290,T291,T291,Jonathan Fly,1,62,9.0
291,T291,T291,Brendan Jones,3,62,52.0
292,293,293,Branden Grace,6,61,42.0
293,T294,T294,Hank Kuehne,12,60,20.0
294,T294,T294,Jordan Spieth,5,60,31.0
295,T296,T296,Robert Karlsson,17,59,9.0
296,T296,T296,Anthony Kim,10,59,19.0
297,T296,T296,Edoardo Molinari,1,59,12.0
298,T296,T296,John Peterson,9,59,8.0
299,300,300,Gonzalo Fernandez-Castaño,7,58,49.0
300,T301,T301,Marcel Siem,3,57,8.0
301,T301,T301,Lee Slattery,3,57,12.0
302,T301,T301,Kevin Tway,2,57,57.0
303,T304,T304,Steve LeBrun,1,56,56.0
304,T304,T304,Tom Lehman,2,56,16.0
305,T304,T304,Toshinori Muto,3,56,3.0
306,T304,T304,Omar Uresti,4,56,9.0
307,T304,T304,Dean Wilson,4,56,
308,309,309,Toru Taniguchi,4,55,3.0
309,T310,T310,Eric Axley,3,54,54.0
310,T310,T310,Albin Choi,1,54,3.0
311,T310,T310,Rafael Echenique,1,54,17.0
312,T313,T313,Richard Johnson,7,53,43.0
313,T313,T313,Matteo Manassero,3,53,10.0
314,T313,T313,Richard Sterne,1,53,18.0
315,T316,T316,Zack Miller,12,52,8.0
316,T316,T316,Hennie Otto,1,52,11.0
317,T316,T316,Patrick Rodgers,2,52,12.0
318,T316,T316,Sam Saunders,4,52,28.0
319,T320,T320,Notah Begay III,5,51,
320,T320,T320,Derek Ernst,1,51,17.0
321,322,322,Bryden MacPherson,4,50,34.0
322,T323,T323,Alex Aragon,1,49,4.0
323,T323,T323,Guy Boros,2,49,49.0
324,T323,T323,Adilson da Silva,1,49,49.0
325,T323,T323,Michael Hoey,3,49,3.0
326,T323,T323,Doug LaBelle II,1,49,16.0
327,T323,T323,Mitch Lowe,3,49,8.0
328,T323,T323,Jesse Mueller,1,49,19.0
329,T323,T323,Tadahiro Takayama,4,49,11.0
330,T331,T331,Warren Bennett,1,48,4.0
331,T331,T331,Randall Hutchison,1,48,48.0
332,T331,T331,Chase Wright,1,48,48.0
333,T334,T334,Mark Hensby,2,47,47.0
334,T334,T334,Simon Khan,1,47,24.0
335,T334,T334,Tom Lewis,2,47,7.0
336,T334,T334,Matt McQuillan,11,47,27.0
337,T334,T334,Joey Snyder III,8,47,47.0
338,T339,T339,Steve Lowery,1,46,46.0
339,T339,T339,Joost Luiten,3,46,17.0
340,341,341,Tadd Fujikawa,1,45,45.0
341,T342,T342,Lonny Alexander,2,44,18.0
342,T342,T342,José de Jesús Rodríguez,1,44,27.0
343,T344,T344,Corbin Mills,2,43,43.0
344,T344,T344,Carl Paulson,2,43,40.0
345,T346,T346,Brian Bateman,4,42,42.0
346,T346,T346,George Coetzee,4,42,42.0
347,T346,T346,Dudley Hart,1,42,
348,T346,T346,Steve Jones,2,42,19.0
349,T346,T346,Peter Lonard,4,42,42.0
350,T346,T346,James Morrison,1,42,5.0
351,T352,T352,Matt Hill,2,41,6.0
352,T352,T352,Beau Hossler,2,41,1.0
353,T352,T352,Raphael Jacquelin,2,41,15.0
354,T352,T352,Mike Miles,1,41,41.0
355,T356,T356,Steven Alker,1,40,5.0
356,T356,T356,Hiroyuki Fujita,3,40,3.0
357,T358,T358,Jeff Curl,3,39,1.0
358,T358,T358,Darron Stiles,1,39,10.0
359,T358,T358,Peter Tomasulo,4,39,23.0
360,T358,T358,Danny Willett,1,39,3.0
361,T362,T362,Hideki Matsuyama,2,38,
362,T362,T362,Juvic Pagunsan,2,38,16.0
363,T362,T362,Diego Velásquez,1,38,5.0
364,T362,T362,Bernd Wiesberger,2,38,4.0
365,T366,T366,Brian Gaffney,2,37,4.0
366,T366,T366,Dale Whitnell,1,37,34.0
367,T366,T366,Casey Wittenberg,1,37,37.0
368,T369,T369,Paul Broadhurst,1,36,36.0
369,T369,T369,David Byrne,1,36,36.0
370,T369,T369,Tom Byrum,1,36,36.0
371,T369,T369,Ben Crenshaw,1,36,36.0
372,T369,T369,Nick Cullen,1,36,36.0
373,T369,T369,Matt Dobyns,1,36,36.0
374,T369,T369,Dennis Downs,1,36,36.0
375,T369,T369,Alan Dunbar,1,36,36.0
376,T369,T369,"Jim Gallagher, Jr.",1,36,36.0
377,T369,T369,Tom Gardner,1,36,36.0
378,T369,T369,Alejandro Garmendia,1,36,36.0
379,T369,T369,Andrew Georgiou,1,36,36.0
380,T369,T369,Adam Hadwin,1,36,36.0
381,T369,T369,John Inman,2,36,36.0
382,T369,T369,Brad Kennedy,1,36,36.0
383,T369,T369,Søren Kjeldsen,1,36,36.0
384,T369,T369,Matt Marshall,1,36,36.0
385,T369,T369,Blaine McCallister,1,36,36.0
386,T369,T369,Jon McLean,1,36,36.0
387,T369,T369,Joey McLister,1,36,36.0
388,T369,T369,Steven O'Hara,1,36,36.0
389,T369,T369,Sam Osborne,1,36,36.0
390,T369,T369,William Osborne,1,36,36.0
391,T369,T369,Cody Proveaux,1,36,36.0
392,T369,T369,Richie Ramsay,1,36,36.0
393,T369,T369,Steven Tiley,1,36,36.0
394,T369,T369,Aaron Townsend,1,36,36.0
395,T369,T369,Peter Uihlein,2,36,36.0
396,T369,T369,Gus Ulrich,1,36,36.0
397,T369,T369,Sam Walker,1,36,36.0
398,T369,T369,Cameron Wilson,1,36,36.0
399,T400,T400,Chesson Hadley,1,35,35.0
400,T400,T400,Casey Martin,2,35,3.0
401,T400,T400,Dustin Morris,1,35,15.0
402,T400,T400,Jae-bum Park,1,35,35.0
403,T400,T400,Pierre-Henri Soero,1,35,
404,T400,T400,Nicholas Thompson,2,35,14.0
405,T406,T406,Michael Allen,3,34,22.0
406,T406,T406,Brian Cairns,1,34,1.0
407,T406,T406,Michael Maness,1,34,34.0
408,T406,T406,Savio Nazareth,1,34,34.0
409,T406,T406,Anthony Price,1,34,34.0
410,T406,T406,Grant Waite,2,34,1.0
411,T412,T412,Steve Elkington,2,33,20.0
412,T412,T412,Keith Fergus,1,33,17.0
413,T412,T412,Jim Herman,2,33,1.0
414,T412,T412,Larry Mize,1,33,33.0
415,T412,T412,Matthew NeSmith,1,33,33.0
416,T412,T412,Michael Putnam,4,33,32.0
417,T418,T418,Grégory Bourdy,1,32,3.0
418,T418,T418,Glen Day,3,32,18.0
419,T418,T418,Vaita Guillaume,1,32,32.0
420,T418,T418,Phillip Hui,1,32,3.0
421,T418,T418,Arron Oberholser,2,32,9.0
422,T418,T418,Zack Reeves,1,32,3.0
423,T418,T418,Gene Sauers,2,32,24.0
424,T425,T425,Brice Garnett,1,31,4.0
425,T425,T425,Paul Haley II,1,31,
426,T425,T425,Ben Kohles,1,31,11.0
427,T425,T425,Randal Lewis,1,31,31.0
428,T425,T425,Paul Scaletta,1,31,3.0
429,T425,T425,Kirk Triplett,3,31,11.0
430,T425,T425,Doug Wade,1,31,4.0
431,T425,T425,Travis Wadkins,1,31,
432,T433,T433,Matthew Giles,1,30,30.0
433,T433,T433,D.H. Lee,1,30,5.0
434,T433,T433,Rick Lewallen,1,30,30.0
435,T433,T433,Parker McLachlin,3,30,23.0
436,T433,T433,Chad Proehl,1,30,30.0
437,T433,T433,Cory Renfrew,1,30,5.0
438,T433,T433,Tim Weinhart,2,30,3.0
439,T440,T440,Barry Lane,1,29,5.0
440,T440,T440,Jon Mills,2,29,29.0
441,T440,T440,Anthony Summers,1,29,29.0
442,T440,T440,Esteban Toledo,1,29,29.0
443,T444,T444,Keith Clearwater,1,28,7.0
444,T444,T444,Brad Fritsch,1,28,4.0
445,T444,T444,Andres Gonzales,1,28,25.0
446,T444,T444,Mathias Grönberg,1,28,10.0
447,T444,T444,Tetsuji Hiratsuka,1,28,17.0
448,T444,T444,Bo Hoag,2,28,8.0
449,T444,T444,Sandy Lyle,2,28,12.0
450,T444,T444,David Markle,1,28,28.0
451,T444,T444,Jeff Quinney,1,28,28.0
452,T444,T444,Greg Sonnier,1,28,7.0
453,T444,T444,Marc Warren,1,28,2.0
454,T455,T455,Fulton Allem,3,27,25.0
455,T455,T455,Jim Carter,2,27,27.0
456,T455,T455,Casey DeVoll,1,27,
457,T458,T458,Austin Graham,1,26,
458,T458,T458,Austin Gutgsell,2,26,13.0
459,T458,T458,Bernhard Langer,1,26,9.0
460,T458,T458,Andy Zhang,1,26,9.0
461,T462,T462,Olin Browne,1,25,25.0
462,T462,T462,Armando Favela,1,25,25.0
463,T462,T462,Robin Freeman,1,25,10.0
464,T462,T462,Michael Gligic,1,25,1.0
465,T462,T462,J.P. Hayes,1,25,4.0
466,T462,T462,Alan Morin,2,25,25.0
467,T462,T462,John Oda,1,25,25.0
468,T462,T462,Jonathan Randolph,1,25,25.0
469,T470,T470,Greg Doherty,1,24,24.0
470,T470,T470,Jess Ferrell,1,24,24.0
471,T470,T470,Richard Finch,1,24,11.0
472,T470,T470,James Hahn,1,24,11.0
473,T470,T470,Ashley Hall,1,24,11.0
474,T470,T470,Grégory Havret,1,24,10.0
475,T470,T470,Brooks Koepka,1,24,11.0
476,T470,T470,Shigeki Maruyama,1,24,24.0
477,T470,T470,Kelly Mitchum,1,24,24.0
478,T470,T470,Tag Ridings,1,24,24.0
479,T470,T470,Chris Smith,3,24,6.0
480,T470,T470,Eugene Wong,1,24,9.0
481,T482,T482,John Cook,1,23,23.0
482,T482,T482,Jeff Coston,1,23,6.0
483,T482,T482,David Damesworth,1,23,23.0
484,T482,T482,Mike Heinen,1,23,23.0
485,T486,T486,Jay Hwang,1,22,11.0
486,T486,T486,Kodai Ichihara,1,22,13.0
487,T486,T486,Justin Itzen,1,22,
488,T486,T486,Prayad Marksaeng,1,22,13.0
489,T486,T486,Greg Norman,2,22,4.0
490,T486,T486,Rod Perry,2,22,22.0
491,T486,T486,Brian Ricketts,1,22,11.0
492,T493,T493,Oliver Bekker,1,21,15.0
493,T493,T493,Todd Camplin,1,21,14.0
494,T493,T493,Greg Casagranda,1,21,13.0
495,T493,T493,Darrell Kestner,1,21,14.0
496,T493,T493,Peter Lawrie,1,21,11.0
497,T493,T493,Nick Mason,1,21,13.0
498,T493,T493,David Sanchez,1,21,14.0
499,T493,T493,Mike Small,1,21,14.0
500,T493,T493,Ted Tryba,1,21,14.0
501,T493,T493,Andy Walker,1,21,2.0
502,T503,T503,Paul Claxton,1,20,15.0
503,T503,T503,Todd Demsey,1,20,15.0
504,T503,T503,Eric Dugas,1,20,11.0
505,T503,T503,Oscar Fraustro,1,20,20.0
506,T503,T503,Mackenzie Hughes,1,20,8.0
507,T503,T503,Yuta Ikeda,1,20,20.0
508,T503,T503,Brian McCann,1,20,20.0
509,T503,T503,Alejandro Munoz,1,20,20.0
510,T503,T503,Elliot Saltman,1,20,20.0
511,T512,T512,Chris Black,1,19,19.0
512,T512,T512,Mark Brown,1,19,8.0
513,T512,T512,Michael Campbell,1,19,1.0
514,T512,T512,Rob Couture,1,19,19.0
515,T512,T512,Marty Jertson,1,19,1.0
516,T512,T512,Bio Kim,1,19,6.0
517,T512,T512,Tyler Rody,1,19,16.0
518,T512,T512,Bob Sowards,1,19,4.0
519,T512,T512,Nick Taylor,1,19,19.0
520,T521,T521,Frank Adams III,1,18,2.0
521,T521,T521,Billy Andrade,1,18,18.0
522,T521,T521,Frank Bensel,1,18,18.0
523,T521,T521,Nick Flanagan,1,18,17.0
524,T521,T521,Michael Frye,1,18,9.0
525,T521,T521,Morris Hatalsky,1,18,18.0
526,T521,T521,John Hurley,1,18,18.0
527,T521,T521,David Hutsell,6,18,13.0
528,T521,T521,Mikko Ilonen,1,18,11.0
529,T521,T521,Audie Johnson,1,18,17.0
530,T521,T521,WC Liang,1,18,16.0
531,T521,T521,Mark McCormick,1,18,10.0
532,T521,T521,Jim McGovern,1,18,18.0
533,T521,T521,Jordan Mitchell,1,18,18.0
534,T521,T521,Andrew Parr,1,18,
535,T521,T521,Nick Price,1,18,18.0
536,T521,T521,Cody Slover,1,18,17.0
537,T521,T521,Scott Smith,2,18,7.0
538,T521,T521,Miguel Tabuena,1,18,7.0
539,T540,T540,Russell Surber,1,17,17.0
540,T540,T540,Ian Woosnam,1,17,3.0
541,T542,T542,Mark Carnevale,1,16,16.0
542,T542,T542,Steve Lamontagne,1,16,6.0
543,T542,T542,Ian Marshall,1,16,1.0
544,T542,T542,Brian Rowell,1,16,9.0
545,T542,T542,Óscar Serna,1,16,2.0
546,T542,T542,Jose Trauwitz,1,16,13.0
547,T548,T548,Bryan Bigley,1,15,15.0
548,T548,T548,Victor Ciesielski,1,15,8.0
549,T548,T548,Brad Faxon,1,15,13.0
550,T548,T548,José Manuel Lara,1,15,1.0
551,T548,T548,Morten Orum Madsen,1,15,1.0
552,T548,T548,Mardan Mamat,1,15,15.0
553,T548,T548,Dennis Miller,1,15,1.0
554,T548,T548,Jake Narro,1,15,8.0
555,T548,T548,Corey Prugh,1,15,
556,T548,T548,Christopher Ross,1,15,9.0
557,T548,T548,Nick Sherwood,1,15,3.0
558,T548,T548,Craig Stadler,1,15,10.0
559,T560,T560,Stuart Deane,1,14,14.0
560,T560,T560,Paul Imondi,1,14,13.0
561,T560,T560,Erick Justesen,1,14,
562,T560,T560,Ian Keenan,1,14,13.0
563,T560,T560,Bill Murchison III,1,14,6.0
564,T560,T560,Alberto Sanchez,1,14,10.0
565,T566,T566,Michael Carbone,1,13,8.0
