,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Carl Pettersson,23
1,2,2,Bryce Molder,21
2,3,3,Bill Haas,20
3,4,4,Rickie Fowler,19
4,5,5,Chris Kirk,18
5,6,6,Scott Piercy,17
6,T7,T7,Jim Furyk,16
7,T7,T7,Jerry Kelly,16
8,T7,T7,Richard Lee,16
9,T7,T7,D.A. Points,16
10,T7,T7,Johnson Wagner,16
11,T12,T12,Michael Bradley,15
12,T12,T12,Bud Cauley,15
13,T12,T12,Bobby Gates,15
14,T12,T12,Chris Riley,15
15,T12,T12,Brandt Snedeker,15
16,T17,T17,Ben Curtis,14
17,T17,T17,J.J. Henry,14
18,T17,T17,Nick O'Hern,14
19,T17,T17,Chris Stroud,14
20,T21,T21,Stuart Appleby,13
21,T21,T21,Ben Crane,13
22,T21,T21,Louis Oosthuizen,13
23,T21,T21,Webb Simpson,13
24,T21,T21,Heath Slocum,13
25,T21,T21,Bubba Watson,13
26,T27,T27,Keegan Bradley,12
27,T27,T27,Jonathan Byrd,12
28,T27,T27,Greg Chalmers,12
29,T27,T27,Will Claxton,12
30,T27,T27,Brendon de Jonge,12
31,T27,T27,Graham DeLaet,12
32,T27,T27,Luke Donald,12
33,T27,T27,Bob Estes,12
34,T27,T27,Zach Johnson,12
35,T27,T27,Jason Kokrak,12
36,T27,T27,Martin Laird,12
37,T27,T27,Phil Mickelson,12
38,T27,T27,Jeff Overton,12
39,T27,T27,Kevin Streelman,12
40,T41,T41,Ricky Barnes,11
41,T41,T41,Scott Brown,11
42,T41,T41,Chris DiMarco,11
43,T41,T41,Brian Gay,11
44,T41,T41,Mathew Goggin,11
45,T41,T41,Anders Hansen,11
46,T41,T41,Charles Howell III,11
47,T41,T41,Lee Janzen,11
48,T41,T41,Dustin Johnson,11
49,T41,T41,Danny Lee,11
50,T41,T41,Rory McIlroy,11
51,T41,T41,Sean O'Hair,11
52,T41,T41,John Rollins,11
53,T41,T41,Bo Van Pelt,11
54,T41,T41,Charlie Wi,11
55,T41,T41,Tiger Woods,11
56,T57,T57,Blake Adams,10
57,T57,T57,Mark Anderson,10
58,T57,T57,Jonas Blixt,10
59,T57,T57,Roberto Castro,10
60,T57,T57,K.J. Choi,10
61,T57,T57,Chris Couch,10
62,T57,T57,Ken Duke,10
63,T57,T57,Luke Guthrie,10
64,T57,T57,David Hearn,10
65,T57,T57,Kevin Kisner,10
66,T57,T57,Matt Kuchar,10
67,T57,T57,Rocco Mediate,10
68,T57,T57,Tom Pernice Jr.,10
69,T57,T57,Kyle Stanley,10
70,T57,T57,Steve Stricker,10
71,T57,T57,Brendon Todd,10
72,T57,T57,Nick Watney,10
73,T57,T57,Lee Westwood,10
74,T75,T75,Ángel Cabrera,9
75,T75,T75,Gary Christian,9
76,T75,T75,Gavin Coles,9
77,T75,T75,Jason Dufner,9
78,T75,T75,Ernie Els,9
79,T75,T75,Harris English,9
80,T75,T75,Harrison Frazar,9
81,T75,T75,Robert Garrigus,9
82,T75,T75,Charley Hoffman,9
83,T75,T75,John Huh,9
84,T75,T75,Trevor Immelman,9
85,T75,T75,Justin Leonard,9
86,T75,T75,Spencer Levin,9
87,T75,T75,Jeff Maggert,9
88,T75,T75,David Mathis,9
89,T75,T75,Troy Matteson,9
90,T75,T75,Billy Mayfair,9
91,T75,T75,Ryan Moore,9
92,T75,T75,Kenny Perry,9
93,T75,T75,Jonathan Randolph,9
94,T75,T75,Adam Scott,9
95,T75,T75,Scott Stallings,9
96,T75,T75,Henrik Stenson,9
97,T75,T75,Josh Teater,9
98,T75,T75,Cameron Tringale,9
99,T75,T75,Camilo Villegas,9
100,T75,T75,Jimmy Walker,9
101,T102,T102,Craig Barlow,8
102,T102,T102,Shane Bertsch,8
103,T102,T102,Jason Bohn,8
104,T102,T102,Patrick Cantlay,8
105,T102,T102,James Driscoll,8
106,T102,T102,Scott Dunlap,8
107,T102,T102,Tommy Gainey,8
108,T102,T102,Paul Goydos,8
109,T102,T102,William McGirt,8
110,T102,T102,Kevin Na,8
111,T102,T102,Seung-Yul Noh,8
112,T102,T102,Alexandre Rocha,8
113,T102,T102,Justin Rose,8
114,T102,T102,Rory Sabbatini,8
115,T102,T102,Vijay Singh,8
116,T102,T102,Vaughn Taylor,8
117,T102,T102,Michael Thompson,8
118,T102,T102,David Toms,8
119,T102,T102,D.J. Trahan,8
120,T102,T102,Gary Woodland,8
121,T122,T122,Sangmoon Bae,7
122,T122,T122,Charlie Beljan,7
123,T122,T122,Guy Boros,7
124,T122,T122,Daniel Chopra,7
125,T122,T122,Tim Clark,7
126,T122,T122,Nicolas Colsaerts,7
127,T122,T122,John Daly,7
128,T122,T122,Jason Day,7
129,T122,T122,Martin Flores,7
130,T122,T122,Sergio Garcia,7
131,T122,T122,Nathan Green,7
132,T122,T122,J.B. Holmes,7
133,T122,T122,Matt Jones,7
134,T122,T122,Troy Kelly,7
135,T122,T122,Russell Knox,7
136,T122,T122,Marc Leishman,7
137,T122,T122,Davis Love III,7
138,T122,T122,Jamie Lovemark,7
139,T122,T122,Bill Lunde,7
140,T122,T122,Jarrod Lyle,7
141,T122,T122,Hunter Mahan,7
142,T122,T122,Steve Marino,7
143,T122,T122,George McNeill,7
144,T122,T122,John Merrick,7
145,T122,T122,Garth Mulroy,7
146,T122,T122,Geoff Ogilvy,7
147,T122,T122,Rod Pampling,7
148,T122,T122,Tim Petrovic,7
149,T122,T122,"Ted Potter, Jr.",7
150,T122,T122,Ian Poulter,7
151,T122,T122,Chez Reavie,7
152,T122,T122,Patrick Reed,7
153,T122,T122,Kyle Reifers,7
154,T122,T122,Charl Schwartzel,7
155,T122,T122,John Senden,7
156,T122,T122,Brendan Steele,7
157,T122,T122,Daniel Summerhays,7
158,T122,T122,Marc Turnesa,7
159,T122,T122,Jhonattan Vegas,7
160,T122,T122,Steve Wheatcroft,7
161,T122,T122,Mark Wilson,7
162,T163,T163,Robert Allenby,6
163,T163,T163,Arjun Atwal,6
164,T163,T163,Kris Blanks,6
165,T163,T163,Steven Bowditch,6
166,T163,T163,Miguel Angel Carballo,6
167,T163,T163,Alex Cejka,6
168,T163,T163,Kevin Chappell,6
169,T163,T163,Matt Every,6
170,T163,T163,Tom Gillis,6
171,T163,T163,Lucas Glover,6
172,T163,T163,Andres Gonzales,6
173,T163,T163,Retief Goosen,6
174,T163,T163,Jason Gore,6
175,T163,T163,Mathias Grönberg,6
176,T163,T163,Peter Hanson,6
177,T163,T163,Brian Harman,6
178,T163,T163,Padraig Harrington,6
179,T163,T163,Tim Herron,6
180,T163,T163,Billy Horschel,6
181,T163,T163,Ryuji Imada,6
182,T163,T163,J.J. Killeen,6
183,T163,T163,Graeme McDowell,6
184,T163,T163,Dicky Pride,6
185,T163,T163,Duffy Waldorf,6
186,T163,T163,Boo Weekley,6
187,T188,T188,Thomas Aiken,5
188,T188,T188,Stephen Ames,5
189,T188,T188,Aaron Baddeley,5
190,T188,T188,Tommy Biershenk,5
191,T188,T188,Chad Campbell,5
192,T188,T188,Stewart Cink,5
193,T188,T188,Erik Compton,5
194,T188,T188,Brian Davis,5
195,T188,T188,Marco Dawson,5
196,T188,T188,Joe Durant,5
197,T188,T188,Hunter Haas,5
198,T188,T188,Ryo Ishikawa,5
199,T188,T188,Freddie Jacobson,5
200,T188,T188,Brandt Jobe,5
201,T188,T188,Kent Jones,5
202,T188,T188,Derek Lamely,5
203,T188,T188,John Mallinger,5
204,T188,T188,Matt McQuillan,5
205,T188,T188,Zack Miller,5
206,T188,T188,Joe Ogilvie,5
207,T188,T188,Greg Owen,5
208,T188,T188,Ryan Palmer,5
209,T188,T188,Pat Perez,5
210,T188,T188,Alistair Presnell,5
211,T188,T188,Jeff Quinney,5
212,T188,T188,Kevin Stadler,5
213,T188,T188,Paul Stankowski,5
214,T188,T188,Roland Thatcher,5
215,T188,T188,Kyle Thompson,5
216,T188,T188,Brett Wetterich,5
217,T188,T188,Garrett Willis,5
218,T188,T188,Y.E. Yang,5
219,T220,T220,Michael Allen,4
220,T220,T220,Woody Austin,4
221,T220,T220,Briny Baird,4
222,T220,T220,Cameron Beckman,4
223,T220,T220,Rich Beem,4
224,T220,T220,Thomas Bjørn,4
225,T220,T220,Joseph Bramlett,4
226,T220,T220,Mark Brooks,4
227,T220,T220,Darren Clarke,4
228,T220,T220,Glen Day,4
229,T220,T220,David Duval,4
230,T220,T220,Fred Funk,4
231,T220,T220,Hunter Hamrick,4
232,T220,T220,Dudley Hart,4
233,T220,T220,Billy Hurley III,4
234,T220,T220,Randall Hutchison,4
235,T220,T220,Sung Kang,4
236,T220,T220,Robert Karlsson,4
237,T220,T220,Skip Kendall,4
238,T220,T220,Colt Knost,4
239,T220,T220,Frank Lickliter II,4
240,T220,T220,Will MacKenzie,4
241,T220,T220,Len Mattiace,4
242,T220,T220,Francesco Molinari,4
243,T220,T220,Juvic Pagunsan,4
244,T220,T220,Ted Purdy,4
245,T220,T220,Brett Quigley,4
246,T220,T220,Alvaro Quiros,4
247,T220,T220,Andres Romero,4
248,T220,T220,Joey Snyder III,4
249,T220,T220,Shawn Stefani,4
250,T220,T220,Peter Tomasulo,4
251,T252,T252,Eric Axley,3
252,T252,T252,Matt Bettencourt,3
253,T252,T252,Bart Bryant,3
254,T252,T252,Jeff Curl,3
255,T252,T252,Jamie Donaldson,3
256,T252,T252,Steve Elkington,3
257,T252,T252,Marcus Fraser,3
258,T252,T252,Robert Gamez,3
259,T252,T252,Stephen Gangluff,3
260,T252,T252,Branden Grace,3
261,T252,T252,Todd Hamilton,3
262,T252,T252,Richard Johnson,3
263,T252,T252,Martin Kaymer,3
264,T252,T252,Simon Khan,3
265,T252,T252,K.T. Kim,3
266,T252,T252,Hank Kuehne,3
267,T252,T252,Doug LaBelle II,3
268,T252,T252,Scott Langley,3
269,T252,T252,Paul Lawrie,3
270,T252,T252,Edward Loar,3
271,T252,T252,Peter Lonard,3
272,T252,T252,Shaun Micheel,3
273,T252,T252,Alex Noren,3
274,T252,T252,Arron Oberholser,3
275,T252,T252,Corey Pavin,3
276,T252,T252,John Peterson,3
277,T252,T252,Robert Rock,3
278,T252,T252,Gene Sauers,3
279,T252,T252,Patrick Sheehan,3
280,T252,T252,Derek Tolan,3
281,T252,T252,Esteban Toledo,3
282,T252,T252,Grant Waite,3
283,T284,T284,Steven Alker,2
284,T284,T284,Alex Aragon,2
285,T284,T284,Notah Begay III,2
286,T284,T284,Rafa Cabrera Bello,2
287,T284,T284,Mark Calcavecchia,2
288,T284,T284,Alejandro Cañizares,2
289,T284,T284,Paul Casey,2
290,T284,T284,Albin Choi,2
291,T284,T284,Chad Collins,2
292,T284,T284,Fred Couples,2
293,T284,T284,Robert Damron,2
294,T284,T284,Simon Dyson,2
295,T284,T284,Keith Fergus,2
296,T284,T284,Ross Fisher,2
