,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,T1,T1,Chris Kirk,13
1,T1,T1,Scott Piercy,13
2,3,3,Johnson Wagner,12
3,4,4,Rory McIlroy,11
4,5,5,Brendon de Jonge,10
5,T6,T6,Harrison Frazar,9
6,T6,T6,Jerry Kelly,9
7,T6,T6,Troy Matteson,9
8,T9,T9,Jeff Overton,8
9,T9,T9,Steve Stricker,8
10,T11,T11,Tim Clark,7
11,T11,T11,Jason Dufner,7
12,T11,T11,Sergio Garcia,7
13,T11,T11,Robert Garrigus,7
14,T11,T11,Russell Knox,7
15,T11,T11,Bill Lunde,7
16,T11,T11,William McGirt,7
17,T11,T11,Phil Mickelson,7
18,T11,T11,"Ted Potter, Jr.",7
19,T11,T11,Rory Sabbatini,7
20,T11,T11,Adam Scott,7
21,T11,T11,Scott Stallings,7
22,T11,T11,Michael Thompson,7
23,T11,T11,Brendon Todd,7
24,T25,T25,Blake Adams,6
25,T25,T25,Daniel Chopra,6
26,T25,T25,Will Claxton,6
27,T25,T25,Nicolas Colsaerts,6
28,T25,T25,Ben Crane,6
29,T25,T25,Jason Day,6
30,T25,T25,Martin Flores,6
31,T25,T25,Tommy Gainey,6
32,T25,T25,Brian Gay,6
33,T25,T25,Tim Herron,6
34,T25,T25,Charles Howell III,6
35,T25,T25,Troy Kelly,6
36,T25,T25,Matt Kuchar,6
37,T25,T25,Martin Laird,6
38,T25,T25,Richard Lee,6
39,T25,T25,Louis Oosthuizen,6
40,T25,T25,Alexandre Rocha,6
41,T25,T25,Vijay Singh,6
42,T25,T25,Henrik Stenson,6
43,T25,T25,Kevin Streelman,6
44,T25,T25,Josh Teater,6
45,T25,T25,Duffy Waldorf,6
46,T25,T25,Jimmy Walker,6
47,T25,T25,Lee Westwood,6
48,T25,T25,Tiger Woods,6
49,T50,T50,Stuart Appleby,5
50,T50,T50,Jason Bohn,5
51,T50,T50,Keegan Bradley,5
52,T50,T50,Chad Campbell,5
53,T50,T50,Kevin Chappell,5
54,T50,T50,Gavin Coles,5
55,T50,T50,Brian Davis,5
56,T50,T50,Luke Donald,5
57,T50,T50,Ken Duke,5
58,T50,T50,Harris English,5
59,T50,T50,Mathew Goggin,5
60,T50,T50,Padraig Harrington,5
61,T50,T50,J.J. Henry,5
62,T50,T50,Zach Johnson,5
63,T50,T50,Kevin Kisner,5
64,T50,T50,Jason Kokrak,5
65,T50,T50,John Mallinger,5
66,T50,T50,Rocco Mediate,5
