,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Jonas Blixt,21,16,6.0,4,6,2012020
1,2,2,Martin Flores,30,14,1.0,3,15,2012200
2,3,3,Chris DiMarco,29,13,1.0,4,5,2012230
3,T4,T4,Matt Kuchar,22,12,,4,8,2012220
4,T4,T4,Billy Mayfair,28,12,,1,3,2012050
5,T4,T4,Justin Rose,19,12,2.0,1,15,2012320
6,T7,T7,Bud Cauley,28,11,1.0,4,18,2012020
7,T7,T7,Sergio Garcia,16,11,9.0,3,9,2012210
8,T7,T7,Robert Karlsson,17,11,,1,8,2012200
9,T7,T7,Michael Thompson,25,11,,3,10,2012030
10,T11,T11,Greg Chalmers,25,10,,2,15,2012380
11,T11,T11,Jason Day,17,10,2.0,1,9,2012210
12,T11,T11,Matt Every,25,10,,2,8,2012230
13,T11,T11,Paul Goydos,6,10,1.0,2,13,2012020
14,T11,T11,Ryo Ishikawa,18,10,,4,16,2012240
15,T11,T11,J.J. Killeen,33,10,1.0,2,2,2012230
16,T11,T11,Rory McIlroy,16,10,10.0,4,4,2012390
17,T11,T11,Kyle Reifers,27,10,,4,2,2012230
18,T11,T11,Johnson Wagner,27,10,,2,10,2012100
19,T20,T20,Aaron Baddeley,22,9,1.0,3,3,2012240
20,T20,T20,Jim Furyk,24,9,,3,6,2012280
21,T20,T20,Padraig Harrington,18,9,3.0,3,4,2012220
22,T20,T20,Edward Loar,23,9,3.0,1,2,2012230
23,T20,T20,Bill Lunde,25,9,7.0,1,18,2012370
24,T20,T20,Kevin Na,25,9,,2,4,2012380
25,T20,T20,Brandt Snedeker,22,9,4.0,2,16,2012170
26,T27,T27,Blake Adams,32,8,,3,3,2012040
27,T27,T27,Jonathan Byrd,21,8,2.0,3,17,2012290
28,T27,T27,Daniel Chopra,21,8,,1,7,2012180
29,T27,T27,Gavin Coles,23,8,2.0,2,11,2012440
30,T27,T27,Chris Couch,21,8,,3,11,2012030
31,T27,T27,Jamie Donaldson,4,8,8.0,1,13,2012350
32,T27,T27,Jason Dufner,22,8,2.0,4,12,2012070
33,T27,T27,Scott Dunlap,20,8,,1,5,2012430
34,T27,T27,Rickie Fowler,23,8,,1,4,2012210
35,T27,T27,Brian Gay,28,8,1.0,2,7,2012100
36,T27,T27,Nathan Green,22,8,,4,9,2012060
37,T27,T27,Hunter Haas,24,8,,2,1,2012020
38,T27,T27,Charles Howell III,29,8,1.0,2,13,2012120
39,T27,T27,Lee Janzen,12,8,,4,13,2012250
40,T27,T27,Phil Mickelson,22,8,,4,18,2012140
41,T27,T27,Jesper Parnevik,3,8,3.0,2,5,2012020
42,T27,T27,Carl Pettersson,26,8,1.0,4,5,2012230
43,T27,T27,Ian Poulter,15,8,2.0,4,16,2012140
44,T27,T27,Vaughn Taylor,26,8,,3,14,2012430
45,T27,T27,Lee Westwood,15,8,1.0,1,12,2012120
46,T47,T47,Sangmoon Bae,25,7,3.0,4,12,2012100
47,T47,T47,Darren Clarke,7,7,,3,9,2012120
48,T47,T47,Ben Crane,23,7,3.0,1,4,2012380
49,T47,T47,Brian Davis,29,7,1.0,4,13,2012240
50,T47,T47,Brendon de Jonge,31,7,,2,6,2012270
51,T47,T47,Graham DeLaet,23,7,,2,9,2012210
52,T47,T47,James Driscoll,27,7,2.0,2,15,2012200
53,T47,T47,Ken Duke,30,7,1.0,2,1,2012240
54,T47,T47,Tommy Gainey,32,7,,4,4,2012450
55,T47,T47,Bill Haas,23,7,1.0,4,14,2012040
56,T47,T47,Peter Hanson,11,7,,1,9,2012120
57,T47,T47,David Hearn,28,7,1.0,4,12,2012240
58,T47,T47,John Huh,28,7,1.0,3,3,2012020
59,T47,T47,Ryuji Imada,28,7,1.0,2,16,2012240
