,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Hank Kuehne,73,59.7,514,861,-0.204
1,2,2,John Daly,56,51.79,304,587,-0.115
2,3,3,Vijay Singh,106,46.09,483,1048,-0.28
3,4,4,Phil Mickelson,87,45.5,329,723,-0.155
4,5,5,Darren Clarke,61,39.07,202,517,-0.228
5,6,6,Sergio Garcia,62,38.8,194,500,-0.155
6,7,7,Ernie Els,65,38.22,211,552,-0.223
7,8,8,Retief Goosen,69,34.95,209,598,-0.292
8,9,9,Deane Pappas,75,34.7,304,876,-0.243
9,10,10,Ty Tryon,52,34.51,196,568,-0.163
10,11,11,Adam Scott,52,34.4,161,468,-0.081
11,12,12,Davis Love III,85,34.31,268,781,-0.235
12,13,13,Andrew Magee,91,33.21,347,1045,-0.20199999999999999
13,14,14,Brenden Pappas,105,33.03,394,1193,-0.228
14,15,15,Mike Heinen,89,32.81,352,1073,-0.17
15,16,16,Mathew Goggin,90,32.76,325,992,-0.215
16,17,17,Todd Barranger,78,32.69,288,881,-0.16699999999999998
17,18,18,Tiger Woods,74,32.56,225,691,-0.35600000000000004
18,19,19,Rory Sabbatini,95,31.7,311,981,-0.151
19,20,20,Carlos Franco,99,31.0,367,1184,-0.28300000000000003
20,21,21,Kenneth Staton,59,30.78,217,705,-0.175
21,22,22,Ian Leggatt,71,29.9,238,796,-0.139
22,23,23,Harrison Frazar,88,29.65,303,1022,-0.24100000000000002
23,24,24,Paul Stankowski,67,29.57,225,761,-0.2
24,25,25,Scott McCarron,86,29.4,234,796,-0.218
25,26,26,Stuart Appleby,90,29.2,266,911,-0.222
26,27,27,Jason Caron,74,29.17,245,840,-0.139
27,28,28,Jonathan Byrd,101,28.64,297,1037,-0.273
28,29,29,Robert Allenby,87,28.62,231,807,-0.273
29,30,30,Kenny Perry,98,28.29,271,958,-0.14
30,31,31,Rich Beem,80,28.27,216,764,-0.18100000000000002
31,32,32,Peter Lonard,96,27.81,270,971,-0.207
32,33,33,Chris Smith,92,27.67,282,1019,-0.195
33,34,34,Brent Schwarzrock,60,27.46,190,692,-0.21100000000000002
34,35,35,Fred Couples,71,27.29,155,568,-0.23199999999999998
