,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
32,T32,T32,Jay Williamson,93,400,Nissan Open,1,3,500
33,T32,T20,Luke Donald,88,400,Mercedes Championships,1,18,656
34,T32,T27,Jonathan Byrd,101,400,Mercedes Championships,4,18,656
35,36,36,Justin Leonard,80,399,Mercedes Championships,2,18,656
36,T37,T37,Chris DiMarco,98,398,Mercedes Championships,2,18,656
37,T37,T15,Ernie Els,65,398,Mercedes Championships,4,18,656
38,T37,T13,Jerry Kelly,108,398,Mercedes Championships,1,18,656
39,40,40,Mike Hulbert,31,397,Shell Houston Open,1,14,699
40,T41,T41,Billy Mayfair,105,396,Bob Hope Chrysler Classic,1,10,649
41,T41,T41,Tiger Woods,74,396,World Golf Championships-NEC Invitational,1,18,36
42,T41,T41,Jason Gore,83,396,Chrysler Classic of Tucson,2,13,101
43,44,9,Charles Howell III,120,395,Mercedes Championships,1,18,656
44,45,T45,Craig Perks,82,394,Mercedes Championships,1,18,656
45,T46,11,Chris Smith,92,393,Mercedes Championships,1,18,656
46,T46,2,Retief Goosen,69,393,Mercedes Championships,1,18,656
47,T48,T48,Loren Roberts,87,392,Mercedes Championships,2,18,656
48,T48,T48,Stewart Cink,104,392,Valero Texas Open,4,1,625
49,T48,T48,Ben Crane,94,392,Ford Championship at Doral,3,7,8
50,51,3,Phil Tataurangi,32,391,Mercedes Championships,3,18,656
51,T52,T52,Sergio Garcia,62,390,Mercedes Championships,1,18,656
52,T52,T27,K.J. Choi,112,390,Mercedes Championships,4,18,656
53,T54,T13,Jerry Kelly,108,389,Mercedes Championships,4,18,656
54,T54,T41,Tiger Woods,74,389,World Golf Championships-NEC Invitational,1,16,36
55,T54,T41,Tiger Woods,74,389,World Golf Championships-NEC Invitational,2,14,36
56,T54,T54,Chris Riley,96,389,Mercedes Championships,4,18,656
57,T58,11,Chris Smith,92,388,Mercedes Championships,3,18,656
58,T58,2,Retief Goosen,69,388,Mercedes Championships,4,18,656
59,T58,T58,Brenden Pappas,105,388,John Deere Classic,1,10,669
60,T58,T58,Andy Miller,75,388,John Deere Classic,1,10,669
61,T62,T15,Ernie Els,65,387,Mercedes Championships,1,18,656
62,T62,2,Retief Goosen,69,387,Mercedes Championships,3,18,656
63,T62,T52,Sergio Garcia,62,387,Mercedes Championships,3,18,656
64,T65,10,Davis Love III,85,386,World Golf Championships-NEC Invitational,1,16,36
65,T65,T37,Chris DiMarco,98,386,Mercedes Championships,3,18,656
66,T65,T65,Kevin Sutherland,97,386,Mercedes Championships,2,18,656
67,T65,5,Ian Leggatt,71,386,Mercedes Championships,1,18,656
68,T65,T65,Shigeki Maruyama,87,386,Mercedes Championships,2,18,656
69,T65,12,Rich Beem,80,386,Mercedes Championships,3,18,656
70,T65,T65,Tyler Swanson,4,386,John Deere Classic,1,10,669
71,T72,T72,John Daly,56,385,John Deere Classic,1,10,669
72,T72,T13,Vijay Singh,106,385,World Golf Championships-NEC Invitational,1,18,36
73,T72,T20,Spike McRoy,103,385,Mercedes Championships,3,18,656
74,T72,T20,Hank Kuehne,73,385,B.C. Open,4,6,37
75,T76,T76,Gene Sauers,87,384,Mercedes Championships,2,18,656
76,T76,T76,Matt Gogel,77,384,Mercedes Championships,2,18,656
77,T76,T45,Craig Perks,82,384,Mercedes Championships,3,18,656
78,T76,T54,Chris Riley,96,384,Mercedes Championships,1,18,656
79,T80,T80,Phil Mickelson,87,383,World Golf Championships-NEC Invitational,4,8,36
80,T80,7,Greg Kraft,30,383,Valero Texas Open,4,1,625
81,T80,T13,Vijay Singh,106,383,Mercedes Championships,3,18,656
82,T80,T13,Vijay Singh,106,383,Mercedes Championships,4,18,656
83,T80,T45,Craig Perks,82,383,Reno-Tahoe Open,2,10,660
84,T80,T80,Darren Clarke,61,383,The Open Championship,4,1,547
85,T80,T80,John Rollins,89,383,Mercedes Championships,1,18,656
86,T80,12,Rich Beem,80,383,Mercedes Championships,1,18,656
87,T80,T27,K.J. Choi,112,383,Mercedes Championships,1,18,656
88,T80,T27,K.J. Choi,112,383,Mercedes Championships,2,17,656
89,T80,T27,Jonathan Byrd,101,383,Mercedes Championships,3,12,656
90,T80,T80,Paul Casey,21,383,World Golf Championships-NEC Invitational,4,9,36
91,T92,T92,Len Mattiace,94,382,Mercedes Championships,2,18,656
92,T92,T76,Gene Sauers,87,382,Mercedes Championships,1,18,656
93,T92,11,Chris Smith,92,382,Mercedes Championships,4,18,656
94,T92,T13,Vijay Singh,106,382,World Golf Championships-NEC Invitational,4,18,36
95,T92,T41,Tiger Woods,74,382,World Golf Championships-NEC Invitational,4,16,36
96,T92,T92,Robert Allenby,87,382,World Golf Championships-NEC Invitational,4,18,36
97,T92,T45,Craig Perks,82,382,Mercedes Championships,4,18,656
98,T92,T92,Mathew Goggin,90,382,Reno-Tahoe Open,4,9,660
99,T92,T41,Jason Gore,83,382,Valero Texas Open,4,16,625
100,T92,T20,Hank Kuehne,73,382,FUNAI Classic at the WALT DISNEY WORLD Resort,4,4,45
101,T102,T72,John Daly,56,381,Shell Houston Open,2,9,699
102,T102,T72,John Daly,56,381,John Deere Classic,1,17,669
103,T102,10,Davis Love III,85,381,World Golf Championships-NEC Invitational,4,9,36
104,T102,T13,Vijay Singh,106,381,World Golf Championships-NEC Invitational,1,8,36
105,T102,T20,Hank Kuehne,73,381,Valero Texas Open,4,14,625
106,T107,7,Greg Kraft,30,380,Reno-Tahoe Open,1,9,660
107,T107,T15,Ernie Els,65,380,World Golf Championships-NEC Invitational,1,9,36
108,T107,T107,Hidemichi Tanaka,112,380,Nissan Open,1,3,500
109,T107,9,Charles Howell III,120,380,Mercedes Championships,3,18,656
110,T107,T107,Tag Ridings,14,380,Ford Championship at Doral,2,12,8
111,T112,T72,John Daly,56,379,Shell Houston Open,4,11,699
112,T112,11,Chris Smith,92,379,Mercedes Championships,2,17,656
113,T112,T92,Mathew Goggin,90,379,Reno-Tahoe Open,3,17,660
114,T112,T41,Jason Gore,83,379,Reno-Tahoe Open,4,9,660
115,T112,T41,Jason Gore,83,379,Valero Texas Open,4,1,625
116,T112,T20,Hank Kuehne,73,379,Shell Houston Open,1,18,699
117,T112,T20,Hank Kuehne,73,379,Valero Texas Open,3,1,625
118,T112,T112,Nick Watney,18,379,Reno-Tahoe Open,3,17,660
119,T120,T120,Deane Pappas,75,378,Reno-Tahoe Open,4,8,660
120,T120,36,Justin Leonard,80,378,Mercedes Championships,1,18,656
121,T120,T65,Shigeki Maruyama,87,378,Mercedes Championships,1,18,656
122,T120,T120,Ángel Cabrera,42,378,World Golf Championships-NEC Invitational,1,18,36
123,T120,T120,Rory Sabbatini,95,378,Chrysler Classic of Tucson,2,10,101
124,T120,T58,Andy Miller,75,378,Chrysler Classic of Tucson,1,11,101
125,T120,T120,James McLean,49,378,BellSouth Classic,1,7,638
126,T127,T80,Phil Mickelson,87,377,EDS Byron Nelson Championship,2,1,19
127,T127,T80,Phil Mickelson,87,377,World Golf Championships-NEC Invitational,2,14,36
128,T127,T20,Hank Kuehne,73,377,100th Western Open presented by Golf Digest,2,18,526
129,T127,T20,Hank Kuehne,73,377,Valero Texas Open,1,1,625
130,T127,T127,Adam Scott,52,377,World Golf Championships-NEC Invitational,1,9,36
131,T132,T132,John Huston,76,376,Valero Texas Open,4,1,625
132,T132,T15,Ernie Els,65,376,Mercedes Championships,4,15,656
133,T132,T58,Brenden Pappas,105,376,Wachovia Championship,4,16,698
134,T135,T135,Mark Calcavecchia,84,375,Valero Texas Open,4,1,625
135,T135,5,Ian Leggatt,71,375,Mercedes Championships,4,18,656
136,T135,T135,Ignacio Garrido,14,375,World Golf Championships-American Express Championship,4,14,695
137,T135,T135,Patrick Sheehan,101,375,Valero Texas Open,4,1,625
138,T139,T15,Ernie Els,65,374,Mercedes Championships,3,18,656
139,T139,T41,Tiger Woods,74,374,World Golf Championships-NEC Invitational,3,14,36
140,T139,T139,Tim Herron,102,374,Valero Texas Open,4,1,625
141,T139,T80,Darren Clarke,61,374,World Golf Championships-American Express Championship,2,14,695
142,T139,T139,Harrison Frazar,88,374,84 Lumber Classic of Pennsylvania,2,16,696
143,T139,T20,Hank Kuehne,73,374,HP Classic of New Orleans,2,11,511
144,T139,T20,Luke Donald,88,374,Mercedes Championships,2,17,656
145,T139,T20,Luke Donald,88,374,John Deere Classic,1,10,669
146,T147,T15,Ernie Els,65,373,Mercedes Championships,3,12,656
147,T147,T147,Brandt Jobe,77,373,Valero Texas Open,4,16,625
148,T147,T147,Bob Burns,88,373,Valero Texas Open,4,1,625
149,T147,T92,Robert Allenby,87,373,Phoenix Open,2,6,510
150,T147,T147,Robert Karlsson,7,373,World Golf Championships-NEC Invitational,4,9,36
151,T152,T72,John Daly,56,372,Valero Texas Open,3,1,0
152,T152,T152,Jerry Smith,2,372,Phoenix Open,2,9,510
153,T152,T152,Mike Standly,27,372,Reno-Tahoe Open,4,9,660
154,T152,T152,Stuart Appleby,90,372,World Golf Championships-American Express Championship,4,14,695
155,T152,T120,Ángel Cabrera,42,372,World Golf Championships-NEC Invitational,3,14,36
156,T152,T52,Sergio Garcia,62,372,Mercedes Championships,3,12,656
157,T152,9,Charles Howell III,120,372,Mercedes Championships,4,18,656
158,T152,T20,Hank Kuehne,73,372,Valero Texas Open,4,10,625
159,T160,T160,Fred Couples,71,371,The Open Championship,2,1,547
160,T160,T72,John Daly,56,371,Valero Texas Open,1,1,625
161,T160,T160,David Edwards,42,371,84 Lumber Classic of Pennsylvania,4,5,696
162,T160,T13,Vijay Singh,106,371,Shell Houston Open,2,16,699
163,T160,T13,Vijay Singh,106,371,World Golf Championships-NEC Invitational,1,9,36
164,T160,T92,Robert Allenby,87,371,World Golf Championships-NEC Invitational,4,9,36
165,T160,T160,Greg Chalmers,98,371,Chrysler Classic of Greensboro,3,13,13
166,T160,T160,Aaron Baddeley,71,371,Valero Texas Open,4,1,625
167,T160,T107,Tag Ridings,14,371,Ford Championship at Doral,1,1,8
168,T160,T20,Hank Kuehne,73,371,BellSouth Classic,3,7,638
169,T160,T20,Hank Kuehne,73,371,Shell Houston Open,2,16,699
170,T160,T20,Hank Kuehne,73,371,100th Western Open presented by Golf Digest,1,5,526
171,T160,T120,Rory Sabbatini,95,371,Valero Texas Open,4,1,625
172,T173,T92,Len Mattiace,94,370,World Golf Championships-NEC Invitational,4,18,36
173,T173,T80,Phil Mickelson,87,370,World Golf Championships-NEC Invitational,1,9,36
174,T173,T147,Bob Burns,88,370,Valero Texas Open,3,1,625
175,T173,T13,Jerry Kelly,108,370,Mercedes Championships,2,17,656
176,T173,T41,Tiger Woods,74,370,World Golf Championships-NEC Invitational,4,9,36
177,T173,T92,Robert Allenby,87,370,World Golf Championships-NEC Invitational,2,14,36
178,T173,T80,Darren Clarke,61,370,World Golf Championships-NEC Invitational,4,9,36
179,T173,8,Jonathan Kaye,91,370,World Golf Championships-NEC Invitational,1,18,36
180,T173,8,Jonathan Kaye,91,370,World Golf Championships-NEC Invitational,4,16,36
181,T173,2,Retief Goosen,69,370,World Golf Championships-NEC Invitational,1,9,36
182,T173,9,Charles Howell III,120,370,Mercedes Championships,3,12,656
183,T173,T20,Hank Kuehne,73,370,BellSouth Classic,3,10,638
184,T173,T173,Ryan Hogue,2,370,Phoenix Open,1,6,510
185,T173,T120,James McLean,49,370,100th Western Open presented by Golf Digest,1,1,526
186,T173,T120,James McLean,49,370,100th Western Open presented by Golf Digest,1,5,526
187,T188,T188,Dan Forsman,98,369,Mercedes Championships,2,18,656
188,T188,10,Davis Love III,85,369,HP Classic of New Orleans,4,11,511
189,T188,T188,Dennis Paulson,49,369,Greater Hartford Open,4,18,503
190,T188,T188,Nick Price,65,369,Mercedes Championships,2,18,656
191,T188,T37,Chris DiMarco,98,369,Mercedes Championships,2,17,656
192,T188,T188,Shaun Micheel,97,369,World Golf Championships-NEC Invitational,4,18,36
193,T188,T15,Ernie Els,65,369,World Golf Championships-NEC Invitational,4,9,36
194,T188,T52,Sergio Garcia,62,369,Phoenix Open,4,13,510
195,T188,T52,Sergio Garcia,62,369,World Golf Championships-NEC Invitational,1,9,36
196,T188,9,Charles Howell III,120,369,Valero Texas Open,4,1,625
197,T188,T188,Jason Caron,74,369,Shell Houston Open,2,10,699
198,T188,T80,Paul Casey,21,369,World Golf Championships-NEC Invitational,1,8,36
199,200,T200,Mark Brooks,90,368,Valero Texas Open,4,1,625
