,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
95,T95,T95,Rich Beem,80,4.3,38,883,+0.553
96,T95,T95,Jason Buha,61,4.3,33,768,+0.333
97,T95,T95,Darren Clarke,61,4.3,23,532,+0.522
98,T95,T95,Charles Howell III,120,4.3,58,1355,+0.052
99,T95,T95,John Maginnes,87,4.3,47,1084,+0.255
100,T101,T101,Briny Baird,113,4.4,64,1464,+0.203
101,T101,T101,Michael Clark II,54,4.4,31,710,+0.323
102,T101,T101,Luke Donald,88,4.4,51,1148,+0.255
103,T101,T101,Jason Gore,83,4.4,48,1097,+0.167
104,T101,T101,David Gossett,92,4.4,54,1225,+0.222
105,T101,T101,Paul Gow,62,4.4,35,796,+0.029
106,T101,T101,J.L. Lewis,99,4.4,54,1214,+0.148
107,T101,T101,Rory Sabbatini,95,4.4,49,1102,+0.286
108,T101,T101,Kevin Sutherland,97,4.4,48,1080,+0.167
109,T101,T101,Cameron Yancey,58,4.4,31,712,+0.226
110,T111,T111,Chris Anderson,96,4.5,54,1213,+0.204
111,T111,T111,Aaron Barber,94,4.5,55,1234,+0.327
112,T111,T111,J.P. Hayes,79,4.5,46,1021,+0.130
113,T111,T111,Brandt Jobe,77,4.5,46,1017,+0.283
114,T111,T111,Neal Lancaster,110,4.5,64,1421,+0.156
115,T111,T111,Thomas Levet,85,4.5,47,1046,+0.213
116,T111,T111,Len Mattiace,94,4.5,47,1050,+0.404
117,T111,T111,Rod Pampling,87,4.5,46,1016,+0.022
118,T111,T111,Carl Pettersson,80,4.5,47,1048,+0.362
119,T111,T111,Brett Quigley,92,4.5,51,1126,+0.039
120,T121,T121,K.J. Choi,112,4.6,57,1242,+0.158
121,T121,T121,Mathew Goggin,90,4.6,49,1076,+0.224
122,T121,T121,Richard Johnson,89,4.6,52,1142,+0.500
123,T121,T121,Cliff Kresge,102,4.6,57,1242,+0.158
124,T121,T121,Mark O'Meara,69,4.6,32,693,+0.156
125,T121,T121,Anthony Painter,87,4.6,51,1116,+0.314
126,T121,T121,"Dave Stockton, Jr.",79,4.6,46,1004,+0.174
127,T121,T121,Ty Tryon,52,4.6,29,630,+0.138
128,T121,T121,Garrett Willis,97,4.6,58,1255,+0.155
129,T121,T121,Mark Wilson,82,4.6,49,1058,+0.184
130,T131,T131,Aaron Baddeley,71,4.7,41,877,+0.122
131,T131,T131,Craig Barlow,95,4.7,60,1264,+0.233
132,T131,T131,Pat Bates,111,4.7,68,1433,+0.265
133,T131,T131,Cameron Beckman,86,4.7,55,1160,+0.055
134,T131,T131,Brian Gay,100,4.7,59,1243,+0.169
135,T131,T131,Nick Price,65,4.7,33,704,+0.273
136,T137,T137,Jim Carter,95,4.8,60,1240,+0.250
137,T137,T137,Fred Couples,71,4.8,33,684,+0.455
138,T137,T137,Ben Curtis,69,4.8,40,838,+0.325
139,T137,T137,Joel Edwards,60,4.8,40,836,+0.350
140,T137,T137,Carlos Franco,99,4.8,61,1268,+0.016
141,T137,T137,David Frost,80,4.8,50,1048,+0.080
142,T137,T137,Sergio Garcia,62,4.8,28,578,E
143,T137,T137,Bernhard Langer,65,4.8,35,724,+0.143
144,T137,T137,Scott McCarron,86,4.8,42,880,+0.048
145,T137,T137,Mike Weir,80,4.8,37,777,+0.162
146,T137,T137,Dean Wilson,82,4.8,49,1020,+0.122
147,T148,T148,Dudley Hart,66,4.9,41,838,+0.244
148,T148,T148,Lee Janzen,83,4.9,44,891,+0.023
149,T148,T148,Joey Sindelar,93,4.9,61,1238,+0.049
150,T151,T151,Todd Fischer,97,5.0,63,1266,+0.095
151,T151,T151,Brent Geiberger,51,5.0,36,713,+0.250
152,T151,T151,Matt Gogel,77,5.0,47,938,+0.170
153,T151,T151,Steve Lowery,86,5.0,48,958,+0.292
154,T151,T151,Gene Sauers,87,5.0,57,1131,+0.404
155,T151,T151,David Toms,90,5.0,47,936,-0.043
156,T151,T151,Scott Verplank,97,5.0,57,1132,+0.351
157,T151,T151,Duffy Waldorf,90,5.0,53,1058,+0.189
158,T159,T159,Billy Andrade,100,5.1,63,1237,+0.063
159,T159,T159,Woody Austin,107,5.1,65,1268,+0.354
160,T159,T159,Mark Brooks,90,5.1,56,1095,+0.321
161,T159,T159,Chris DiMarco,98,5.1,56,1108,+0.446
162,T159,T159,Steve Flesch,110,5.1,68,1335,+0.132
163,T159,T159,John Rollins,89,5.1,47,924,+0.489
164,T159,T159,Esteban Toledo,109,5.1,73,1420,+0.164
165,T166,T166,Marco Dawson,86,5.2,54,1047,+0.222
166,T166,T166,Peter Lonard,96,5.2,55,1060,+0.527
167,T166,T166,Chris Riley,96,5.2,56,1076,+0.196
168,T166,T166,Steve Stricker,59,5.2,41,781,+0.073
169,T170,T170,Ben Crane,94,5.3,62,1170,+0.306
170,T170,T170,Jay Haas,89,5.3,53,1005,+0.208
171,T170,T170,Phil Mickelson,87,5.3,43,805,+0.163
172,T170,T170,Tim Petrovic,108,5.3,69,1292,-0.159
173,T170,T170,Patrick Sheehan,101,5.3,69,1310,+0.087
174,T175,T175,Greg Chalmers,98,5.4,70,1295,+0.157
175,T175,T175,Shaun Micheel,97,5.4,67,1252,+0.254
176,T175,T175,Andy Miller,75,5.4,53,990,+0.264
177,T175,T175,Vance Veazey,66,5.4,47,866,+0.340
178,T179,T179,Mark Calcavecchia,84,5.6,55,981,+0.073
179,T179,T179,Scott Laycock,71,5.6,51,910,+0.373
180,181,181,Stephen Ames,91,5.9,70,1180,+0.043
181,T182,T182,Stuart Appleby,90,6.0,60,994,+0.133
182,T182,T182,Jason Caron,74,6.0,56,934,+0.268
183,T182,T182,Stewart Cink,104,6.0,74,1226,+0.149
184,T182,T182,Tim Herron,102,6.0,76,1264,+0.368
185,T182,T182,Matt Kuchar,63,6.0,50,830,+0.480
186,187,187,Mike Sposa,72,6.2,56,908,+0.214
187,T188,T188,Brad Faxon,97,6.3,68,1088,+0.118
188,T188,T188,Craig Perks,82,6.3,64,1023,+0.172
189,T188,T188,Tom Pernice Jr.,105,6.3,82,1308,+0.098
