,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
44,T45,T45,Brent Geiberger,51,2.94,3.0,102,-0.33
45,T45,T45,Mike Sposa,72,2.94,4.0,136,-0.50
46,47,47,Michael Clark II,54,2.88,3.0,104,+0.33
47,48,48,Esteban Toledo,109,2.87,6.0,209,-0.17
48,49,49,Steve Lowery,86,2.82,4.0,142,+0.50
49,50,50,Donnie Hammond,92,2.81,5.0,178,+0.20
50,51,51,Rod Pampling,87,2.74,4.0,146,+0.50
51,T52,T52,Carlos Franco,99,2.69,5.0,186,+0.40
52,T52,T52,Billy Mayfair,105,2.69,5.0,186,+0.40
53,54,54,"Dave Stockton, Jr.",79,2.67,4.0,150,E
54,55,55,Woody Austin,107,2.66,5.0,188,E
55,T56,T56,Peter Lonard,96,2.63,4.0,152,E
56,T56,T56,Mike Weir,80,2.63,3.0,114,E
57,58,58,Fred Funk,112,2.58,5.0,194,-0.40
58,59,59,Akio Sadakata,83,2.53,4.0,158,-0.25
59,60,60,Kevin Sutherland,97,2.5,4.0,160,+0.25
60,61,61,Kirk Triplett,92,2.47,4.0,162,-0.25
61,T62,T62,Tom Byrum,97,2.35,4.0,170,+0.25
62,T62,T62,Frank Lickliter II,94,2.35,4.0,170,+1.00
63,T64,T64,Ben Crane,94,2.33,4.0,172,-0.25
64,T64,T64,Sergio Garcia,62,2.33,2.0,86,+0.50
65,66,66,Kenichi Kuboya,91,2.3,4.0,174,+0.25
66,67,67,Notah Begay III,92,2.25,4.0,178,-0.25
67,T68,T68,Aaron Barber,94,2.2,4.0,182,+0.50
68,T68,T68,Brian Gay,100,2.2,4.0,182,+0.25
69,70,70,Jeff Sluman,106,2.16,4.0,185,+0.25
70,71,71,Jerry Kelly,108,2.15,4.0,186,+1.00
71,72,72,Brad Elder,51,2.13,2.0,94,E
72,73,73,Greg Chalmers,98,2.11,4.0,190,+1.00
73,T74,T74,J.J. Henry,100,2.08,4.0,192,+0.50
74,T74,T74,John Huston,76,2.08,3.0,144,E
75,76,76,Tom Pernice Jr.,105,2.06,4.0,194,E
76,T77,T77,Mark Calcavecchia,84,2.05,3.0,146,E
77,T77,T77,Glen Day,103,2.05,4.0,195,+0.50
78,T77,T77,Hal Sutton,81,2.05,3.0,146,+0.33
79,80,80,Andy Miller,75,2.03,3.0,148,E
80,81,81,John Riegger,55,2.0,2.0,100,+1.00
81,T82,T82,Carl Pettersson,80,1.97,3.0,152,+0.67
82,T82,T82,Dean Wilson,82,1.97,3.0,152,+0.33
83,84,84,Brian Henninger,56,1.96,2.0,102,+0.50
84,85,85,Len Mattiace,94,1.95,3.0,154,E
85,T86,T86,Jeff Brehaut,110,1.92,4.0,208,+0.25
86,T86,T86,Bob Burns,88,1.92,3.0,156,+0.33
87,T86,T86,Kaname Yokoo,56,1.92,2.0,104,-0.50
88,89,89,Bob Tway,89,1.85,3.0,162,E
89,90,90,Jason Gore,83,1.83,3.0,164,+1.00
90,91,91,Anthony Painter,87,1.81,3.0,166,+0.67
91,T92,T92,Kenneth Staton,59,1.79,2.0,112,+0.50
92,T92,T92,Darron Stiles,93,1.79,3.0,168,-0.67
93,94,94,Richard Johnson,89,1.76,3.0,170,E
94,95,95,Jim Furyk,104,1.74,3.0,172,E
95,96,96,Stephen Ames,91,1.72,3.0,174,+1.00
96,97,97,Doug Barron,90,1.7,3.0,176,E
97,98,98,Joey Sindelar,93,1.69,3.0,178,+0.33
98,99,99,Chris Anderson,96,1.67,3.0,180,E
99,100,100,Cliff Kresge,102,1.63,3.0,184,+0.67
100,101,101,Per-Ulrik Johansson,96,1.62,3.0,185,+0.33
101,102,102,Garrett Willis,97,1.61,3.0,186,+0.33
102,T103,T103,Todd Fischer,97,1.6,3.0,188,E
103,T103,T103,Tim Herron,102,1.6,3.0,187,+1.00
104,105,105,Patrick Sheehan,101,1.55,3.0,194,+0.33
105,T106,T106,Brian Bateman,70,1.54,2.0,130,E
106,T106,T106,Justin Leonard,80,1.54,2.0,130,-1.00
107,T106,T106,Davis Love III,85,1.54,2.0,130,E
108,T106,T106,Vance Veazey,66,1.54,2.0,130,+0.50
109,T110,T110,Kent Jones,74,1.52,2.0,132,+0.50
110,T110,T110,Scott McCarron,86,1.52,2.0,132,E
111,T110,T110,Spike McRoy,103,1.52,3.0,198,+0.33
112,113,113,Brenden Pappas,105,1.49,3.0,202,+0.33
113,114,114,John Rollins,89,1.45,2.0,138,+0.50
114,115,115,Paul Azinger,73,1.43,2.0,140,E
115,116,116,Peter Jacobsen,75,1.39,2.0,144,E
116,T117,T117,Stuart Appleby,90,1.37,2.0,146,+0.50
117,T117,T117,Brandt Jobe,77,1.37,2.0,146,-0.50
118,119,119,Craig Perks,82,1.33,2.0,150,E
119,120,120,Geoff Ogilvy,86,1.32,2.0,152,-1.00
120,T121,T121,John Morgan,81,1.28,2.0,156,+1.00
121,T121,T121,Duffy Waldorf,90,1.28,2.0,156,-0.50
122,123,123,Mark Wilson,82,1.27,2.0,158,+1.50
123,124,124,Mike Grob,83,1.25,2.0,160,E
124,T125,T125,Chris DiMarco,98,1.23,2.0,162,+0.50
125,T125,T125,John Maginnes,87,1.23,2.0,162,E
126,127,127,Alex Cejka,98,1.22,2.0,164,+0.50
127,128,128,Vijay Singh,106,1.19,2.0,168,-0.50
128,129,129,Jay Williamson,93,1.16,2.0,172,E
129,130,130,Ernie Els,65,1.14,1.0,88,E
130,131,131,David Gossett,92,1.12,2.0,178,+1.00
131,T132,T132,Jonathan Byrd,101,1.11,2.0,180,E
132,T132,T132,K.J. Choi,112,1.11,2.0,180,-0.50
133,134,134,Dan Forsman,98,1.09,2.0,184,+1.00
134,135,135,David Peoples,96,1.07,2.0,187,+0.50
135,136,136,Steve Allan,53,1.04,1.0,96,E
136,137,137,Heath Slocum,101,1.03,2.0,195,+1.50
137,138,138,Nick Price,65,1.0,1.0,100,-1.00
138,T139,T139,Briny Baird,113,0.95,2.0,210,+0.50
139,T139,T139,John Senden,111,0.95,2.0,210,E
140,T141,T141,José Coceres,62,0.93,1.0,108,-1.00
141,T141,T141,Robert Gamez,114,0.93,2.0,216,+1.00
142,143,143,Brent Schwarzrock,60,0.89,1.0,112,+1.00
143,144,144,Jason Buha,61,0.86,1.0,116,-1.00
144,145,145,Paul Gow,62,0.83,1.0,120,E
145,146,146,Ben Curtis,69,0.82,1.0,122,E
146,T147,T147,Robert Allenby,87,0.76,1.0,132,+1.00
147,T147,T147,Rocco Mediate,80,0.76,1.0,132,E
148,149,149,Dicky Pride,73,0.75,1.0,134,E
149,150,150,Jay Don Blake,77,0.74,1.0,136,E
150,151,151,Jason Caron,74,0.71,1.0,140,E
151,152,152,Deane Pappas,75,0.69,1.0,144,+1.00
152,153,153,Todd Barranger,78,0.68,1.0,146,E
153,154,154,Bob Estes,92,0.65,1.0,154,E
154,155,155,Marco Dawson,86,0.64,1.0,156,+1.00
155,156,156,Kenny Perry,98,0.63,1.0,160,E
156,157,157,Rory Sabbatini,95,0.61,1.0,164,E
157,158,158,Cameron Beckman,86,0.6,1.0,166,E
158,T159,T159,Andrew Magee,91,0.58,1.0,172,E
159,T159,T159,Chris Smith,92,0.58,1.0,172,-1.00
160,T161,T161,Chad Campbell,105,0.57,1.0,176,E
161,T161,T161,Joe Durant,96,0.57,1.0,176,+1.00
162,T161,T161,J.L. Lewis,99,0.57,1.0,176,+1.00
163,T161,T161,Pat Perez,95,0.57,1.0,174,E
164,165,165,Stewart Cink,104,0.56,1.0,180,+1.00
165,T166,T166,Billy Andrade,100,0.54,1.0,184,E
166,T166,T166,Craig Barlow,95,0.54,1.0,186,E
167,T168,T168,Steve Flesch,110,0.51,1.0,196,-1.00
168,T168,T168,Charles Howell III,120,0.51,1.0,198,E
169,T170,T170,Tommy Armour III,66,0.0,,120,E
170,T170,T170,Rich Beem,80,0.0,,130,E
171,T170,T170,Darren Clarke,61,0.0,,80,E
172,T170,T170,John Daly,56,0.0,,96,E
173,T170,T170,Harrison Frazar,88,0.0,,170,E
174,T170,T170,Mathew Goggin,90,0.0,,160,E
175,T170,T170,Retief Goosen,69,0.0,,100,E
176,T170,T170,Mike Heinen,89,0.0,,172,E
177,T170,T170,Jonathan Kaye,91,0.0,,154,E
178,T170,T170,Hank Kuehne,73,0.0,,134,E
179,T170,T170,Neal Lancaster,110,0.0,,206,E
180,T170,T170,Ian Leggatt,71,0.0,,128,E
181,T170,T170,Tom Lehman,87,0.0,,144,E
182,T170,T170,Phil Mickelson,87,0.0,,122,E
183,T170,T170,Arron Oberholser,80,0.0,,156,E
184,T170,T170,Carl Paulson,101,0.0,,202,E
185,T170,T170,Adam Scott,52,0.0,,68,E
186,T170,T170,David Sutherland,77,0.0,,142,E
187,T170,T170,David Toms,90,0.0,,134,E
188,T170,T170,Ty Tryon,52,0.0,,96,E
189,T170,T170,Tiger Woods,74,0.0,,104,E
