,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Rich Beem,80,37.7,288,764,0.013999999999999999
1,2,2,Geoff Ogilvy,86,36.63,333,909,-0.138
2,3,3,Craig Perks,82,36.49,316,866,-0.08900000000000001
3,4,4,John Rollins,89,36.05,283,785,-0.141
4,5,5,Garrett Willis,97,35.86,416,1160,-0.11800000000000001
5,6,6,Chad Campbell,105,35.84,391,1091,-0.174
6,7,7,David Gossett,92,35.77,402,1124,-0.102
7,8,8,Mark Calcavecchia,84,35.58,327,919,-0.095
8,9,9,Paul Stankowski,67,35.48,270,761,-0.07400000000000001
9,T10,T10,Robert Allenby,87,35.44,286,807,-0.11199999999999999
10,T10,T10,Darron Stiles,93,35.44,347,979,-0.075
11,12,12,Jeff Brehaut,110,35.41,450,1271,-0.12
12,13,13,K.J. Choi,112,35.11,388,1105,-0.14400000000000002
13,14,14,Joe Durant,96,35.01,375,1071,-0.107
14,T15,T15,Charles Howell III,120,34.9,416,1192,-0.17300000000000001
15,T15,T15,David Toms,90,34.9,290,831,-0.062
16,17,17,Briny Baird,113,34.88,452,1296,-0.10800000000000001
17,18,18,John Morgan,81,34.75,326,938,-0.052000000000000005
18,19,19,Marco Dawson,86,34.56,310,897,-0.106
19,20,20,Jason Gore,83,34.41,320,930,-0.027999999999999997
20,21,21,Mike Weir,80,34.34,249,725,-0.149
21,22,22,Cameron Beckman,86,34.21,352,1029,-0.105
22,23,23,Craig Barlow,95,34.13,384,1125,-0.07
23,24,24,Retief Goosen,69,34.11,204,598,-0.098
24,25,25,Woody Austin,107,34.09,403,1182,-0.159
25,26,26,Robert Gamez,114,33.82,438,1295,-0.11199999999999999
26,27,27,Kevin Sutherland,97,33.62,308,916,-0.11
27,28,28,Rod Pampling,87,33.56,302,900,-0.149
28,29,29,Anthony Painter,87,33.53,333,993,-0.111
29,30,30,Brandt Jobe,77,33.48,297,887,-0.061
30,31,31,Per-Ulrik Johansson,96,33.42,374,1119,-0.107
31,32,32,Neal Lancaster,110,33.2,430,1295,-0.07
32,33,33,Paul Gow,62,33.11,252,761,-0.107
33,T34,T34,Carl Paulson,101,33.07,412,1246,-0.066
34,T34,T34,Chris Smith,92,33.07,337,1019,-0.006
35,36,36,Peter Lonard,96,32.85,319,971,-0.066
36,37,37,Vance Veazey,66,32.84,245,746,0.033
37,38,38,Scott McCarron,86,32.79,261,796,-0.08
38,39,39,Brent Geiberger,51,32.78,199,607,-0.085
39,T40,T40,Tom Gillis,71,32.76,268,818,-0.034
40,T40,T40,Cliff Kresge,102,32.76,359,1096,-0.11699999999999999
41,42,42,David Sutherland,77,32.74,278,849,-0.122
42,43,43,Jonathan Kaye,91,32.67,310,949,-0.045
43,44,44,Brent Schwarzrock,60,32.66,226,692,-0.053
44,45,45,Peter Jacobsen,75,32.61,272,834,-0.121
45,46,46,Brian Bateman,70,32.53,256,787,-0.051
46,47,47,Greg Chalmers,98,32.5,378,1163,-0.09300000000000001
47,48,48,Kent Jones,74,32.43,274,845,-0.168
48,49,49,Stuart Appleby,90,32.38,295,911,-0.18
49,50,50,Darren Clarke,61,32.3,167,517,-0.084
50,51,51,Patrick Sheehan,101,32.29,391,1211,-0.107
51,52,52,J.L. Lewis,99,32.27,334,1035,-0.036000000000000004
52,53,53,Carlos Franco,99,32.26,382,1184,-0.086
53,54,54,Kenny Perry,98,32.25,309,958,-0.133
54,55,55,Fred Couples,71,32.22,183,568,-0.213
55,56,56,Steve Allan,53,32.06,202,630,0.04
56,57,57,Tiger Woods,74,31.84,220,691,-0.191
57,T58,T58,Alex Cejka,98,31.8,305,959,-0.11800000000000001
58,T58,T58,Rory Sabbatini,95,31.8,312,981,-0.022000000000000002
59,60,60,Todd Fischer,97,31.79,350,1101,-0.071
60,61,61,Tom Lehman,87,31.77,257,809,-0.09300000000000001
61,62,62,Hal Sutton,81,31.67,286,903,-0.185
62,63,63,Jay Williamson,93,31.65,351,1109,-0.094
63,64,64,Jonathan Byrd,101,31.53,327,1037,-0.095
64,65,65,Steve Flesch,110,31.44,398,1266,-0.14300000000000002
65,66,66,Jerry Kelly,108,31.35,343,1094,-0.184
66,67,67,Justin Leonard,80,31.33,256,817,-0.16
67,68,68,Tim Herron,102,31.26,362,1158,-0.066
68,69,69,Aaron Baddeley,71,31.24,234,749,-0.111
69,T70,T70,Harrison Frazar,88,31.21,319,1022,-0.009000000000000001
70,T70,T70,Carl Pettersson,80,31.21,294,942,-0.14300000000000002
71,72,72,Ty Tryon,52,31.16,177,568,0.04
72,73,73,Duffy Waldorf,90,31.1,293,942,-0.14300000000000002
73,74,74,Brian Henninger,56,31.09,208,669,-0.038
74,75,75,Mike Sposa,72,31.07,270,869,-0.11900000000000001
75,76,76,Kenneth Staton,59,31.06,219,705,-0.018000000000000002
76,77,77,Steve Lowery,86,31.04,271,873,-0.026000000000000002
77,78,78,Ian Leggatt,71,31.03,247,796,-0.081
78,79,79,Paul Azinger,73,31.0,257,829,-0.09300000000000001
79,80,80,John Huston,76,30.89,270,874,-0.163
80,81,81,Stephen Ames,91,30.87,334,1082,-0.18600000000000003
81,82,82,Jason Caron,74,30.83,259,840,0.046
82,83,83,Kirk Triplett,92,30.7,303,987,-0.195
83,84,84,Jim Furyk,104,30.66,313,1021,-0.249
84,85,85,Steve Stricker,59,30.63,215,702,-0.065
85,86,86,Billy Mayfair,105,30.56,349,1142,-0.146
86,87,87,Frank Lickliter II,94,30.54,310,1015,-0.161
87,88,88,Chris DiMarco,98,30.39,296,974,-0.179
88,89,89,John Senden,111,30.36,388,1278,-0.059000000000000004
89,T90,T90,Billy Andrade,100,30.32,346,1141,-0.147
90,T90,T90,Arron Oberholser,80,30.32,305,1006,-0.08900000000000001
91,92,92,Ben Curtis,69,30.29,242,799,0.028999999999999998
92,93,93,Mike Grob,83,30.24,293,969,-0.017
93,94,94,Tommy Armour III,66,30.19,224,742,-0.049
94,95,95,Tom Pernice Jr.,105,30.14,349,1158,-0.10300000000000001
95,96,96,Brenden Pappas,105,30.09,359,1193,-0.039
96,97,97,Ben Crane,94,30.08,311,1034,-0.087
97,98,98,Mathew Goggin,90,30.04,298,992,0.037000000000000005
98,99,99,Sergio Garcia,62,30.0,150,500,-0.047
99,100,100,Andrew Magee,91,29.95,313,1045,-0.067
100,101,101,J.J. Henry,100,29.79,359,1205,-0.064
101,102,102,Rocco Mediate,80,29.78,246,826,-0.11
102,T103,T103,Lee Janzen,83,29.77,234,786,-0.115
103,T103,T103,Vijay Singh,106,29.77,312,1048,-0.17
104,105,105,John Riegger,55,29.74,185,622,-0.141
105,106,106,Stewart Cink,104,29.72,340,1144,-0.126
106,107,107,Andy Miller,75,29.67,254,856,-0.004
107,108,108,Chris Anderson,96,29.61,310,1047,-0.068
108,109,109,Dicky Pride,73,29.58,239,808,-0.16699999999999998
109,110,110,Dan Forsman,98,29.41,327,1112,-0.128
110,111,111,Thomas Levet,85,29.4,284,966,-0.158
111,112,112,Tim Petrovic,108,29.39,340,1157,-0.182
112,113,113,"Dave Stockton, Jr.",79,29.36,251,855,-0.04
113,114,114,Shaun Micheel,97,29.34,331,1128,-0.033
114,115,115,Mike Heinen,89,29.26,314,1073,-0.092
115,116,116,Pat Perez,95,29.15,290,995,-0.076
116,117,117,Deane Pappas,75,29.11,255,876,-0.063
117,T118,T118,Glen Day,103,29.08,358,1231,-0.156
118,T118,T118,Joel Edwards,60,29.08,230,791,-0.083
119,120,120,Akio Sadakata,83,29.06,265,912,-0.057
120,121,121,Brad Elder,51,28.92,164,567,-0.128
121,122,122,Jim Carter,95,28.84,323,1120,-0.139
122,123,123,David Peoples,96,28.83,324,1124,-0.068
123,124,124,Jeff Sluman,106,28.73,318,1107,-0.151
124,T125,T125,Jay Haas,89,28.57,266,931,-0.154
125,T125,T125,Jesper Parnevik,102,28.57,308,1078,-0.068
126,127,127,Nick Price,65,28.55,185,648,-0.11900000000000001
127,128,128,Jason Buha,61,28.51,197,691,-0.03
128,129,129,Bob Estes,92,28.5,273,958,-0.154
129,130,130,Brett Quigley,92,28.4,292,1028,-0.068
130,131,131,Shigeki Maruyama,87,28.21,257,911,-0.156
131,132,132,Skip Kendall,110,28.14,350,1244,-0.203
132,133,133,Phil Mickelson,87,28.08,203,723,-0.025
