,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
34,35,35,Bob Estes,92,8.87,85,958,-0.071
35,T36,T36,Mark Brooks,90,8.84,86,973,+0.256
36,T36,T36,Tom Byrum,97,8.84,92,1041,+0.152
37,38,38,Aaron Barber,94,8.69,95,1093,+0.032
38,39,39,John Maginnes,87,8.66,81,935,+0.136
39,40,40,Pat Bates,111,8.51,110,1292,+0.027
40,41,41,Pat Perez,95,8.44,84,995,+0.274
41,42,42,Brian Henninger,56,8.37,56,669,+0.089
42,43,43,Stephen Ames,91,8.23,89,1082,+0.157
43,44,44,J.J. Henry,100,8.22,99,1205,+0.071
44,45,45,"Dave Stockton, Jr.",79,8.19,70,855,+0.243
45,46,46,Patrick Sheehan,101,8.18,99,1211,+0.121
46,47,47,Dicky Pride,73,8.17,66,808,+0.303
47,48,48,Jay Don Blake,77,8.16,64,784,+0.125
48,T49,T49,Chris Anderson,96,8.12,85,1047,+0.165
49,T49,T49,Steve Stricker,59,8.12,57,702,+0.123
50,51,51,Spike McRoy,103,8.08,97,1201,+0.021
51,52,52,Greg Chalmers,98,8.0,93,1163,+0.108
52,53,53,Robert Damron,96,7.97,89,1116,+0.213
53,54,54,Paul Azinger,73,7.96,66,829,+0.364
54,55,55,Donnie Hammond,92,7.84,84,1072,+0.095
55,56,56,Andy Miller,75,7.83,67,856,+0.224
56,57,57,Jason Buha,61,7.81,54,691,+0.222
57,58,58,Tim Petrovic,108,7.78,90,1157,+0.233
58,59,59,Billy Mayfair,105,7.71,88,1142,+0.102
59,60,60,Brandt Jobe,77,7.67,68,887,-0.059
60,61,61,Arron Oberholser,80,7.65,77,1006,+0.065
61,62,62,Kent Jones,74,7.57,64,845,-0.031
62,63,63,Bob Tway,89,7.52,76,1010,+0.013
63,64,64,Dan Forsman,98,7.46,83,1112,+0.036
64,65,65,Stewart Cink,104,7.43,85,1144,+0.071
65,66,66,Scott Verplank,97,7.4,79,1068,-0.038
66,67,67,David Gossett,92,7.38,83,1124,+0.060
67,68,68,José Coceres,62,7.37,53,719,+0.264
68,69,69,Carlos Franco,99,7.35,87,1184,+0.207
69,70,70,Aaron Baddeley,71,7.34,55,749,+0.127
70,71,71,Tommy Armour III,66,7.28,54,742,E
71,72,72,Hidemichi Tanaka,112,7.27,97,1335,-0.082
72,73,73,Shigeki Maruyama,87,7.24,66,911,+0.182
73,74,74,Steve Lowery,86,7.22,63,873,+0.063
74,75,75,Kaname Yokoo,56,7.18,45,627,+0.089
75,76,76,Jason Gore,83,7.1,66,930,+0.288
76,77,77,Shaun Micheel,97,7.09,80,1128,+0.150
77,78,78,Cameron Yancey,58,7.07,46,651,+0.283
78,79,79,Brenden Pappas,105,7.04,84,1193,+0.190
79,T80,T80,Tim Clark,79,7.02,59,840,+0.068
80,T80,T80,Marco Dawson,86,7.02,63,897,+0.206
81,82,82,Carl Pettersson,80,7.01,66,942,+0.333
82,83,83,Mike Heinen,89,6.99,75,1073,+0.013
83,T84,T84,Per-Ulrik Johansson,96,6.97,78,1119,+0.115
84,T84,T84,Vance Veazey,66,6.97,52,746,+0.346
85,86,86,David Sutherland,77,6.95,59,849,+0.254
86,87,87,John Senden,111,6.89,88,1278,+0.091
87,88,88,Ernie Els,65,6.88,38,552,-0.105
88,89,89,John Huston,76,6.86,60,874,-0.117
89,T90,T90,Carl Paulson,101,6.82,85,1246,+0.094
90,T90,T90,Tom Pernice Jr.,105,6.82,79,1158,+0.076
91,T92,T92,Brian Bateman,70,6.73,53,787,+0.019
92,T92,T92,Brad Faxon,97,6.73,66,981,+0.136
93,T94,T94,Todd Fischer,97,6.72,74,1101,+0.108
94,T94,T94,Tom Gillis,71,6.72,55,818,+0.182
95,96,96,Duffy Waldorf,90,6.69,63,942,+0.127
96,97,97,Brian Gay,100,6.66,73,1096,+0.274
97,98,98,Thomas Levet,85,6.63,64,966,+0.109
98,99,99,Chris Riley,96,6.56,63,960,+0.175
99,100,100,Doug Barron,90,6.52,70,1073,+0.014
100,101,101,Skip Kendall,110,6.51,81,1244,+0.148
101,T102,T102,Todd Barranger,78,6.47,57,881,+0.140
102,T102,T102,Peter Jacobsen,75,6.47,54,834,+0.074
103,T102,T102,Akio Sadakata,83,6.47,59,912,+0.203
104,105,105,Mike Sposa,72,6.44,56,869,+0.054
105,106,106,Notah Begay III,92,6.38,68,1066,+0.147
106,107,107,Matt Kuchar,63,6.33,47,743,+0.234
107,108,108,Bob Burns,88,6.32,58,918,+0.276
108,109,109,Billy Andrade,100,6.31,72,1141,+0.111
109,110,110,Tom Lehman,87,6.3,51,809,+0.118
110,111,111,Geoff Ogilvy,86,6.27,57,909,+0.175
111,112,112,Justin Leonard,80,6.24,51,817,-0.118
112,113,113,Jeff Sluman,106,6.23,69,1107,+0.029
113,114,114,Jay Williamson,93,6.22,69,1109,+0.043
114,115,115,Scott McCarron,86,6.16,49,796,+0.265
115,116,116,Anthony Painter,87,6.04,60,993,+0.183
116,117,117,Dean Wilson,82,5.99,57,951,+0.281
117,118,118,Steve Flesch,110,5.92,75,1266,+0.160
118,119,119,Ian Leggatt,71,5.9,47,796,+0.170
119,120,120,Fred Funk,112,5.75,70,1217,+0.057
120,121,121,John Rollins,89,5.73,45,785,-0.022
121,122,122,Heath Slocum,101,5.72,71,1241,+0.056
122,T123,T123,Jason Caron,74,5.71,48,840,+0.292
123,T123,T123,Ben Crane,94,5.71,59,1034,+0.203
124,T123,T123,Nick Price,65,5.71,37,648,-0.027
125,126,126,Tim Herron,102,5.7,66,1158,+0.288
126,127,127,Rocco Mediate,80,5.69,47,826,+0.085
127,128,128,Andrew Magee,91,5.65,59,1045,+0.322
128,129,129,Kevin Sutherland,97,5.57,51,916,-0.098
129,T130,T130,Steve Allan,53,5.56,35,630,+0.114
130,T130,T130,Robert Gamez,114,5.56,72,1295,+0.056
131,132,132,Glen Day,103,5.52,68,1231,+0.059
132,133,133,Charles Howell III,120,5.45,65,1192,+0.123
133,T134,T134,Joe Durant,96,5.42,58,1071,+0.138
134,T134,T134,Frank Lickliter II,94,5.42,55,1015,+0.218
135,136,136,Jerry Kelly,108,5.39,59,1094,+0.186
136,T137,T137,Ben Curtis,69,5.38,43,799,+0.047
137,T137,T137,Cliff Kresge,102,5.38,59,1096,+0.203
138,T137,T137,Davis Love III,85,5.38,42,781,-0.143
139,140,140,Jeff Maggert,81,5.31,48,904,+0.104
140,141,141,Jonathan Byrd,101,5.3,55,1037,+0.127
141,142,142,Jim Furyk,104,5.29,54,1021,-0.093
142,143,143,Kirk Triplett,92,5.27,52,987,-0.115
143,144,144,Kenneth Staton,59,5.25,37,705,+0.270
144,145,145,Rod Pampling,87,5.22,47,900,+0.277
145,146,146,Jay Haas,89,5.16,48,931,+0.188
146,147,147,John Riegger,55,5.14,32,622,+0.188
147,148,148,Chad Campbell,105,5.13,56,1091,+0.018
148,149,149,Mark Calcavecchia,84,5.01,46,919,-0.022
149,150,150,Deane Pappas,75,4.91,43,876,+0.140
150,151,151,John Morgan,81,4.9,46,938,+0.413
151,T152,T152,Jeff Brehaut,110,4.8,61,1271,-0.033
152,T152,T152,Sergio Garcia,62,4.8,24,500,+0.167
153,154,154,Rory Sabbatini,95,4.79,47,981,+0.277
154,155,155,Briny Baird,113,4.78,62,1296,+0.048
155,156,156,Jonathan Kaye,91,4.74,45,949,+0.111
156,157,157,J.L. Lewis,99,4.73,49,1035,+0.204
157,158,158,Rich Beem,80,4.71,36,764,+0.278
158,159,159,Hank Kuehne,73,4.65,40,861,+0.250
159,T160,T160,Craig Perks,82,4.62,40,866,+0.250
160,T160,T160,Brent Schwarzrock,60,4.62,32,692,+0.156
161,162,162,Chris Smith,92,4.61,47,1019,+0.064
162,163,163,Paul Gow,62,4.6,35,761,+0.286
163,T164,T164,Alex Cejka,98,4.59,44,959,+0.295
164,T164,T164,Kenny Perry,98,4.59,44,958,+0.045
165,166,166,Cameron Beckman,86,4.57,47,1029,+0.213
166,167,167,Neal Lancaster,110,4.56,59,1295,+0.153
167,168,168,Peter Lonard,96,4.53,44,971,+0.068
168,169,169,Chris DiMarco,98,4.52,44,974,+0.159
169,170,170,Mathew Goggin,90,4.44,44,992,+0.182
170,171,171,Mike Weir,80,4.41,32,725,+0.031
171,172,172,Phil Mickelson,87,4.29,31,723,+0.226
172,173,173,K.J. Choi,112,4.16,46,1105,+0.065
173,174,174,Harrison Frazar,88,4.11,42,1022,E
174,175,175,Woody Austin,107,4.06,48,1182,+0.063
175,176,176,Paul Stankowski,67,3.94,30,761,+0.400
176,177,177,Adam Scott,52,3.85,18,468,+0.167
177,178,178,Darron Stiles,93,3.47,34,979,+0.029
178,179,179,Garrett Willis,97,3.36,39,1160,+0.308
179,180,180,Ty Tryon,52,3.17,18,568,+0.056
180,181,181,Craig Barlow,95,3.11,35,1125,+0.229
181,182,182,Vijay Singh,106,3.05,32,1048,+0.063
182,183,183,Tiger Woods,74,2.89,20,691,+0.150
183,184,184,Retief Goosen,69,2.84,17,598,-0.059
184,185,185,Stuart Appleby,90,2.74,25,911,+0.080
185,186,186,Robert Allenby,87,2.73,22,807,E
186,187,187,David Toms,90,2.65,22,831,-0.227
187,188,188,Fred Couples,71,2.64,15,568,-0.200
188,189,189,John Daly,56,2.56,15,587,+0.733
189,190,190,Darren Clarke,61,2.32,12,517,+0.083
