,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Hank Kuehne,73,56.72,76.0,134,-0.47
1,2,2,John Daly,56,34.38,33.0,96,-0.48
2,3,3,Sergio Garcia,62,27.91,24.0,86,-0.46
3,4,4,Vijay Singh,106,25.6,43.0,168,-0.53
4,5,5,Ernie Els,65,22.73,20.0,88,-0.40
5,6,6,Darren Clarke,61,21.25,17.0,80,-0.35
6,7,7,Mike Heinen,89,20.93,36.0,172,-0.47
7,8,8,Brenden Pappas,105,20.79,42.0,202,-0.55
8,9,9,Harrison Frazar,88,20.0,34.0,170,-0.47
9,10,10,Carlos Franco,99,19.35,36.0,186,-0.67
10,11,11,Phil Mickelson,87,18.85,23.0,122,-0.39
11,12,12,Davis Love III,85,18.46,24.0,130,-0.33
12,13,13,Mathew Goggin,90,18.13,29.0,160,-0.38
13,14,14,Fred Couples,71,18.0,18.0,100,-0.33
14,15,15,Adam Scott,52,17.65,12.0,68,-0.50
15,16,16,Todd Barranger,78,16.44,24.0,146,-0.25
16,17,17,Brian Bateman,70,16.15,21.0,130,-0.57
17,18,18,Deane Pappas,75,15.97,23.0,144,-0.57
18,19,19,Jason Gore,83,15.85,26.0,164,-0.42
19,20,20,Charles Howell III,120,15.66,31.0,198,-0.61
20,T21,T21,K.J. Choi,112,15.0,27.0,180,-0.52
21,T21,T21,Retief Goosen,69,15.0,15.0,100,-0.73
22,23,23,Jonathan Kaye,91,14.94,23.0,154,-0.22
23,24,24,Andy Miller,75,14.86,22.0,148,-0.59
24,25,25,Ty Tryon,52,14.58,14.0,96,-0.50
25,26,26,Andrew Magee,91,14.53,25.0,172,-0.68
26,27,27,Stuart Appleby,90,14.38,21.0,146,-0.52
27,T28,T28,Jason Caron,74,14.29,20.0,140,-0.25
28,T28,T28,Brent Schwarzrock,60,14.29,16.0,112,-0.56
29,30,30,Tommy Armour III,66,14.17,17.0,120,-0.82
30,31,31,Rory Sabbatini,95,14.02,23.0,164,-0.52
31,32,32,Craig Barlow,95,13.98,26.0,186,-0.35
32,33,33,Chris Smith,92,13.95,24.0,172,-0.63
33,34,34,Tiger Woods,74,13.46,14.0,104,-0.36
34,35,35,Carl Paulson,101,13.37,27.0,202,-0.59
35,36,36,Scott McCarron,86,12.88,17.0,132,-0.47
36,37,37,Brad Elder,51,12.77,12.0,94,-0.42
37,38,38,Brent Geiberger,51,12.75,13.0,102,-0.38
38,39,39,Peter Lonard,96,12.5,19.0,152,-0.37
39,40,40,Neal Lancaster,110,12.14,25.0,206,-0.60
40,41,41,Jonathan Byrd,101,11.67,21.0,180,-0.52
41,42,42,Ben Crane,94,11.63,20.0,172,-0.30
42,T43,T43,Marco Dawson,86,11.54,18.0,156,-0.61
43,T43,T43,John Morgan,81,11.54,18.0,156,-0.39
44,T43,T43,Vance Veazey,66,11.54,15.0,130,-0.60
45,46,46,Paul Stankowski,67,11.36,15.0,132,-0.47
46,47,47,Tim Herron,102,11.23,21.0,187,-0.71
47,48,48,Aaron Baddeley,71,11.11,14.0,126,-0.71
48,49,49,Patrick Sheehan,101,10.82,21.0,194,-0.76
49,50,50,Chad Campbell,105,10.8,19.0,176,-0.53
50,51,51,J.J. Henry,100,10.42,20.0,192,-0.55
51,T52,T52,Brandt Jobe,77,10.27,15.0,146,-0.40
52,T52,T52,Rod Pampling,87,10.27,15.0,146,-0.40
53,54,54,Cameron Yancey,58,10.19,11.0,108,-0.73
54,T55,T55,Briny Baird,113,10.0,21.0,210,-0.62
55,T55,T55,Rich Beem,80,10.0,13.0,130,-0.23
56,T55,T55,Craig Perks,82,10.0,15.0,150,-0.60
57,58,58,Robert Allenby,87,9.85,13.0,132,-0.31
58,59,59,David Toms,90,9.7,13.0,134,-0.15
59,60,60,Steve Flesch,110,9.69,19.0,196,-0.53
60,61,61,Woody Austin,107,9.57,18.0,188,-0.50
61,62,62,Jason Buha,61,9.48,11.0,116,-0.45
62,T63,T63,Steve Allan,53,9.38,9.0,96,-0.44
63,T63,T63,Kenny Perry,98,9.38,15.0,160,-0.33
64,65,65,Steve Lowery,86,9.15,13.0,142,-0.62
65,66,66,Shaun Micheel,97,8.94,16.0,179,-0.44
66,67,67,Steve Stricker,59,8.93,10.0,112,-0.20
67,68,68,Akio Sadakata,83,8.86,14.0,158,-0.21
68,69,69,Bob Tway,89,8.64,14.0,162,-0.71
69,70,70,David Sutherland,77,8.45,12.0,142,-0.50
70,71,71,Anthony Painter,87,8.43,14.0,166,-0.64
71,72,72,Darron Stiles,93,8.33,14.0,168,-0.64
72,73,73,Jeff Brehaut,110,8.17,17.0,208,-0.59
73,74,74,Kenneth Staton,59,8.04,9.0,112,-0.56
74,75,75,J.L. Lewis,99,7.95,14.0,176,-0.36
75,76,76,Brett Quigley,92,7.93,13.0,164,-0.46
76,77,77,Mike Weir,80,7.89,9.0,114,-0.67
77,78,78,Cameron Beckman,86,7.83,13.0,166,-0.31
78,79,79,Ian Leggatt,71,7.81,10.0,128,-0.80
79,80,80,Per-Ulrik Johansson,96,7.57,14.0,185,-0.36
80,81,81,Garrett Willis,97,7.53,14.0,186,-0.57
81,82,82,Mike Grob,83,7.5,12.0,160,-0.58
82,T83,T83,Thomas Levet,85,7.14,11.0,154,-0.45
83,T83,T83,John Senden,111,7.14,15.0,210,-0.60
84,85,85,John Riegger,55,7.0,7.0,100,-0.57
85,86,86,David Peoples,96,6.95,13.0,187,-0.54
86,87,87,John Huston,76,6.94,10.0,144,-0.70
87,88,88,Brian Henninger,56,6.86,7.0,102,-0.29
88,89,89,Mark Calcavecchia,84,6.85,10.0,146,-0.40
89,90,90,Greg Chalmers,98,6.84,13.0,190,-0.69
90,T91,T91,Stewart Cink,104,6.67,12.0,180,-0.42
91,T91,T91,Paul Gow,62,6.67,8.0,120,-0.38
92,93,93,Geoff Ogilvy,86,6.58,10.0,152,-0.60
93,94,94,John Rollins,89,6.52,9.0,138,-0.33
94,95,95,Robert Gamez,114,6.48,14.0,216,-0.64
95,96,96,Pat Perez,95,6.32,11.0,174,-0.64
96,97,97,Kevin Sutherland,97,6.25,10.0,160,-0.70
97,98,98,Tom Pernice Jr.,105,6.19,12.0,194,-0.33
98,99,99,Kent Jones,74,6.06,8.0,132,-0.75
99,T100,T100,Dan Forsman,98,5.98,11.0,184,-0.55
100,T100,T100,Cliff Kresge,102,5.98,11.0,184,-0.45
101,102,102,Dicky Pride,73,5.97,8.0,134,-0.38
102,103,103,Mike Sposa,72,5.88,8.0,136,-0.38
103,T104,T104,Michael Clark II,54,5.77,6.0,104,-0.50
104,T104,T104,Duffy Waldorf,90,5.77,9.0,156,-0.22
105,T104,T104,Kaname Yokoo,56,5.77,6.0,104,-0.17
106,107,107,Joey Sindelar,93,5.62,10.0,178,-0.30
107,T108,T108,Tom Lehman,87,5.56,8.0,144,-0.75
108,T108,T108,Jesper Parnevik,102,5.56,10.0,180,-0.70
109,110,110,Hal Sutton,81,5.48,8.0,146,E
110,111,111,Jerry Kelly,108,5.38,10.0,186,-0.60
111,112,112,J.P. Hayes,79,5.33,8.0,150,E
112,113,113,Dean Wilson,82,5.26,8.0,152,-0.88
113,114,114,Lee Janzen,83,5.22,7.0,134,-1.00
114,115,115,Chris Riley,96,5.06,8.0,158,-0.38
115,116,116,Kirk Triplett,92,4.94,8.0,162,-0.38
116,117,117,Billy Andrade,100,4.89,9.0,184,-0.44
117,118,118,Billy Mayfair,105,4.84,9.0,186,-0.56
118,119,119,Frank Lickliter II,94,4.71,8.0,170,-0.38
119,120,120,Shigeki Maruyama,87,4.67,7.0,150,-0.86
120,121,121,Hidemichi Tanaka,112,4.63,10.0,216,-0.70
121,122,122,Stephen Ames,91,4.6,8.0,174,-0.63
122,T123,T123,Joe Durant,96,4.55,8.0,176,-0.38
123,T123,T123,Tom Gillis,71,4.55,6.0,132,-0.33
124,125,125,Jay Don Blake,77,4.41,6.0,136,-0.50
125,126,126,Todd Fischer,97,4.26,8.0,188,-0.63
126,127,127,Tim Petrovic,108,4.19,8.0,191,-0.50
127,T128,T128,Joel Edwards,60,4.17,5.0,120,E
128,T128,T128,Jay Haas,89,4.17,6.0,144,-0.17
129,T128,T128,Matt Kuchar,63,4.17,5.0,120,-0.60
130,T131,T131,Notah Begay III,92,3.93,7.0,178,-0.57
131,T131,T131,Donnie Hammond,92,3.93,7.0,178,-0.14
132,133,133,Len Mattiace,94,3.9,6.0,154,E
133,134,134,Arron Oberholser,80,3.85,6.0,156,-0.50
134,135,135,Mark Wilson,82,3.8,6.0,158,-0.33
135,136,136,Rocco Mediate,80,3.79,5.0,132,+0.20
136,137,137,Jeff Sluman,106,3.78,7.0,185,-0.57
137,138,138,José Coceres,62,3.7,4.0,108,-0.50
138,139,139,Jeff Maggert,81,3.5,5.0,143,-0.60
139,140,140,Jay Williamson,93,3.49,6.0,172,-0.17
140,141,141,David Gossett,92,3.37,6.0,178,-0.67
141,142,142,Aaron Barber,94,3.3,6.0,182,-0.33
142,143,143,Carl Pettersson,80,3.29,5.0,152,-0.80
143,144,144,Dudley Hart,66,3.28,4.0,122,E
144,145,145,David Frost,80,3.21,5.0,156,-0.60
145,146,146,Fred Funk,112,3.09,6.0,194,-0.33
146,147,147,Glen Day,103,3.08,6.0,195,-0.83
147,148,148,Alex Cejka,98,3.05,5.0,164,-0.60
148,T149,T149,Tim Clark,79,3.03,4.0,132,-0.50
149,T149,T149,Spike McRoy,103,3.03,6.0,198,-0.67
150,151,151,Mark O'Meara,69,2.97,3.0,101,-1.00
151,152,152,Scott Laycock,71,2.94,4.0,136,-1.00
152,153,153,Paul Azinger,73,2.86,4.0,140,-0.50
153,154,154,Peter Jacobsen,75,2.78,4.0,144,-0.25
154,155,155,Brian Gay,100,2.75,5.0,182,-0.40
155,156,156,"Dave Stockton, Jr.",79,2.67,4.0,150,-1.00
156,157,157,Jeff Klein,60,2.63,3.0,114,E
157,T158,T158,Bob Burns,88,2.56,4.0,156,+0.25
158,T158,T158,Heath Slocum,101,2.56,5.0,195,-0.60
159,T160,T160,Mark Brooks,90,2.47,4.0,162,-0.50
160,T160,T160,Brad Faxon,97,2.47,4.0,162,-0.75
161,T160,T160,John Maginnes,87,2.47,4.0,162,E
162,163,163,Luke Donald,88,2.44,4.0,164,-0.25
163,164,164,Gene Sauers,87,2.41,4.0,166,E
164,165,165,Olin Browne,113,2.4,5.0,208,-0.40
165,166,166,Richard Johnson,89,2.35,4.0,170,-0.25
166,167,167,Gavin Coles,69,2.31,3.0,130,E
167,168,168,Kenichi Kuboya,91,2.3,4.0,174,-1.25
168,169,169,Doug Barron,90,2.27,4.0,176,-0.50
169,170,170,Chris Anderson,96,2.22,4.0,180,-0.50
170,171,171,Jim Carter,95,2.17,4.0,184,-1.00
171,172,172,Loren Roberts,87,2.08,3.0,144,E
172,173,173,Skip Kendall,110,1.98,4.0,202,-0.25
173,174,174,Bob Estes,92,1.95,3.0,154,-1.00
174,175,175,Esteban Toledo,109,1.91,4.0,209,-0.50
175,176,176,Pat Bates,111,1.89,4.0,212,+0.25
176,177,177,Paul Goydos,86,1.83,3.0,164,-0.33
177,178,178,Scott Verplank,97,1.81,3.0,166,+0.33
178,179,179,Steven Alker,87,1.79,3.0,168,E
179,180,180,Jim Furyk,104,1.74,3.0,172,-0.33
180,181,181,Matt Gogel,77,1.43,2.0,140,-1.00
181,182,182,Chris DiMarco,98,1.23,2.0,162,-1.50
182,183,183,Tom Byrum,97,1.18,2.0,170,E
183,184,184,Bernhard Langer,65,0.96,1.0,104,+1.00
184,185,185,Ben Curtis,69,0.82,1.0,122,-1.00
185,186,186,Corey Pavin,88,0.63,1.0,160,-1.00
186,187,187,Glen Hnatiuk,92,0.57,1.0,174,-1.00
187,188,188,Robert Damron,96,0.55,1.0,182,-1.00
188,T189,T189,Justin Leonard,80,0.0,,130,E
189,T189,T189,Nick Price,65,0.0,,100,E
